,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
71,三力转债,128039,2018-06-29,三 力 士,2224,机械装备制造,122.76,1.00%,0.34%,7.16,1.56%,10,1.80%,5.84,2.69,22.60%,122.6,0.10%,5.17年,3.17年,9.60%,11.70%,4.7,-2.03%,-2.39%,-2.10%,-5.07%,-5.24%,89.78,89.11,42.72,131.83,-6.90%,38%,<2%,17%,0.86,2.1,-0.24,AA-,4.30%,26
72,新泉转债,113509,2018-06-22,新泉股份,603179,汽车,111.81,0.82%,0.30%,19.19,1.64%,1.4,0.30%,19.38,2.86,-1.00%,99.02,12.90%,5年58天,3年58天,10.30%,10.20%,4.5,-0.13%,-0.52%,-0.20%,-2.29%,-2.49%,89.24,88.37,24.43,112.8,-0.90%,55%,17%,17%,0.69,0.49,0.88,AA,4.60%,27
73,新凤转债,113508,2018-05-16,新凤鸣,603225,服装纺织,110.83,-0.09%,0.48%,15.53,0.65%,29,1.20%,16.83,1.69,-7.70%,92.28,20.10%,5年19天,3年19天,11.60%,10.70%,21.5,0.41%,-0.06%,0.32%,-2.09%,-2.30%,89.26,89.74,18.04,107.77,2.80%,56%,21%,16%,0.61,-0.37,1.6,AA,4.80%,26
74,天马转债,113507,2018-05-07,天马科技,603668,农业,134.99,-0.52%,0.52%,10,0.00%,5.7,2.50%,7.37,3.35,35.70%,135.69,-0.50%,5年8天,3年8天,5.40%,7.30%,1.7,-3.49%,-3.94%,-3.58%,-7.98%,-8.18%,90.99,92.27,52.14,144.41,-6.50%,54%,<2%,17%,0.89,2.13,-0.21,AA-,4.30%,24
75,鼎信转债!,113506,2018-05-14,鼎信通讯,603421,能源电力,139.48,-1.06%,0.11%,30.32,-0.95%,18,13.10%,21.65,5.87,40.00%,140.05,-0.40%,5年5.8天,3年5.8天,0.70%,1.00%,1,-4.60%,-4.95%,-4.67%,-9.06%,-9.24%,91.34,91.19,48.85,140.05,-0.40%,52%,<2%,16%,1,1.09,0.92,AA,4.00%,27
76,金农转债,128036,2018-04-02,金新农,2548,农业,130.7,10.30%,-1.42%,12.6,10.00%,290,42.40%,9.62,4.27,31.00%,130.98,-0.20%,4.93年,2.93年,11.10%,14.50%,5.5,-3.34%,-3.72%,-3.41%,-7.35%,-7.54%,90.93,90.57,48.67,139.24,-6.10%,39%,<2%,17%,0.89,2.03,-0.14,AA-,4.30%,56
77,利欧转债,128038,2018-04-19,利欧股份,2131,传媒娱乐,132.001,-1.97%,0.06%,2.27,-2.16%,52,14.40%,1.72,1.51,32.00%,131.98,0.00%,4.96年,2.96年,1.80%,2.30%,2.7,-2.99%,-3.47%,-3.09%,-7.59%,-7.77%,90.83,92.98,47.15,140.14,-5.80%,81%,<2%,16%,0.88,1.98,-0.11,AA,4.20%,73
78,岩土转债,128037,2018-04-25,中化岩土,2542,建筑,104.072,0.02%,-0.29%,5.79,-0.86%,7.3,1.20%,8.03,2.91,-27.90%,72.1,44.30%,4.94年,2.94年,5.70%,4.10%,6,1.67%,1.19%,1.58%,-0.24%,-0.45%,87.91,87.5,7.56,95.06,9.50%,54%,32%,16%,0.31,-1.7,2.45,AA,5.40%,69
79,敖东转债,127006,2018-05-11,吉林敖东,623,金融,111.31,-0.17%,0.75%,18.99,1.01%,9.2,0.30%,20.82,1.08,-8.80%,91.21,22.00%,4.94年,2.94年,10.90%,10.00%,24.1,-0.54%,-0.86%,-0.60%,-2.77%,-2.89%,89.28,87.74,17.46,105.2,5.80%,31%,25%,16%,0.57,-0.73,1.9,AA+,4.40%,31
80,长证转债,127005,2018-04-11,长江证券,783,金融,124.003,1.06%,-0.80%,8.24,0.37%,428,6.90%,7.45,1.74,10.60%,110.6,12.10%,4.93年,无权,11.00%,12.10%,50,-2.49%,-2.84%,-2.56%,无权,无权,无权,90.71,31.99,122.7,1.10%,31%,21%,18%,0.71,0.5,0.92,AAA,4.00%,32
81,星源转债,123009,2018-04-10,星源材质,300568,汽车,121,2.02%,-2.63%,30.19,-0.79%,5.2,0.90%,27.69,4.05,9.00%,109.03,11.00%,4.92年,2.92年,8.30%,9.00%,4.8,-1.89%,-2.27%,-1.97%,-5.11%,-5.28%,90.16,89.31,30.39,119.7,1.10%,64%,20%,17%,0.77,0.25,1.28,AA,4.50%,11
82,杭电转债,113505,2018-03-27,杭电股份,603618,能源电力,110.25,1.16%,0.07%,7.08,1.87%,11,1.30%,7.29,2.25,-2.90%,97.12,13.50%,4.92年,2.92年,16.00%,15.60%,7.8,0.47%,0.00%,0.38%,-2.11%,-2.31%,89.8,90.43,20.36,110.79,-0.50%,72%,17%,16%,0.66,0.39,0.92,AA,4.70%,37
83,艾华转债,113504,2018-03-23,艾华集团,603989,电子,116.1,-0.62%,0.55%,21.58,-0.09%,0.3,0.00%,21.73,4.45,-0.70%,99.31,16.90%,4.91年,2.91年,8.20%,8.20%,6.9,-0.96%,-1.36%,-1.04%,-3.76%,-3.95%,90.02,89.15,22.79,111.95,3.70%,40%,23%,16%,0.69,-0.38,1.78,AA,4.60%,8
84,康泰转债!,123008,2018-03-19,康泰生物,300601,医药,180.01,0.12%,0.49%,56.65,0.60%,36,21.50%,31.23,22.99,81.40%,181.4,-0.80%,4.82年,2.82年,0.30%,0.50%,0.9,-9.72%,-10.10%,-9.79%,-11.00%,-11.00%,91.96,92.03,89.36,181.4,-0.80%,69%,<2%,16%,1,1.16,0.85,AA-,4.00%,10
85,玲珑转债,113019,2018-03-22,玲珑轮胎,601966,汽车,120,-0.04%,0.98%,19.07,1.54%,49,2.10%,18.84,2.42,1.20%,101.22,18.60%,3.90年,1.90年,8.70%,8.80%,20,-1.55%,-2.13%,-1.66%,-7.69%,-7.83%,93.11,95.73,18.06,113.79,5.50%,34%,26%,16%,0.61,-0.58,1.81,AA+,4.40%,18
86,大族转债,128035,2018-03-05,大族激光,2008,电子,113.1,-1.05%,0.84%,43.63,-0.50%,25,1.00%,52.5,5.68,-16.90%,83.1,36.10%,4.84年,2.84年,4.90%,4.10%,23,-0.88%,-1.20%,-0.95%,-2.52%,-2.81%,91.66,87.53,13.24,100.77,12.20%,39%,34%,16%,0.42,-1.94,2.97,AA+,4.60%,16
87,无锡转债,110043,2018-03-14,无锡银行,600908,金融,114.3,1.62%,-0.36%,6.82,1.79%,102,3.00%,6.7,1.23,1.80%,101.79,12.30%,4.82年,无权,23.80%,24.20%,30,-1.69%,-1.90%,-1.73%,无权,无权,无权,86.32,26.74,113.06,1.10%,47%,21%,18%,0.7,0.34,1.06,AA+,4.30%,52
88,江银转债,128034,2018-02-14,江阴银行,2807,金融,120.001,1.22%,0.09%,6.62,1.69%,27,1.30%,5.67,1.16,16.80%,116.75,2.80%,4.81年,无权,14.70%,17.20%,17.6,-1.89%,-2.25%,-1.97%,无权,无权,无权,90.11,36.19,126.3,-5.00%,49%,<2%,18%,0.78,1.74,-0.09,AA+,4.20%,48
89,常熟转债!,113018,2018-02-06,常熟银行,601128,金融,140.47,3.98%,0.63%,8.16,4.62%,377,20.50%,5.76,1.58,41.70%,141.67,-0.80%,4.79年,无权,6.50%,9.20%,13.3,-5.12%,-5.46%,-5.18%,无权,无权,无权,91.09,50.58,141.67,-0.80%,42%,<2%,18%,1,1.18,0.83,AA+,4.00%,31
90,道氏转债,123007,2018-01-26,道氏技术,300409,建筑,132.83,0.09%,0.09%,20.24,0.20%,7.8,1.90%,15.2,5.18,33.20%,133.16,-0.20%,4.73年,2.73年,3.30%,4.50%,3.1,-3.61%,-4.04%,-3.70%,-8.32%,-8.52%,91.86,92.38,48.58,140.95,-5.80%,77%,<2%,16%,0.9,1.98,-0.07,AA-,4.20%,16
91,迪龙转债,128033,2018-01-29,雪迪龙,2658,城市公用设施,110.88,0.16%,-0.31%,9,-0.22%,6,1.00%,9.03,2.7,-0.30%,99.67,11.20%,4.73年,2.73年,9.60%,9.50%,5.2,-0.11%,-0.52%,-0.19%,-2.52%,-2.72%,90.47,89.36,23.04,112.4,-1.40%,37%,16%,17%,0.68,0.62,0.75,AA,4.60%,50
92,吉视转债,113017,2018-01-15,吉视传媒,601929,传媒娱乐,114.29,0.09%,0.36%,3.01,0.67%,13,0.70%,2.96,1.41,1.70%,101.69,12.40%,4.73年,2.73年,16.60%,16.90%,15.6,-0.76%,-1.16%,-0.84%,-3.54%,-3.73%,91.26,90.62,23.03,113.65,0.60%,28%,18%,16%,0.67,0.39,0.96,AA+,4.30%,34
93,航电转债,110042,2018-01-15,中航电子,600372,航空航天,125.81,0.01%,-0.51%,17.43,-0.63%,33,1.10%,14.23,4.31,22.50%,122.49,2.70%,4.72年,2.72年,7.80%,9.60%,24,-2.89%,-3.26%,-2.97%,-6.65%,-6.84%,92.32,91.57,39.77,131.34,-4.20%,35%,<2%,16%,0.81,1.73,-0.03,AAA,4.00%,15
94,蒙电转债,110041,2018-01-09,内蒙华电,600863,能源电力,113.51,0.47%,-0.04%,2.97,0.68%,38,1.80%,2.92,1.63,1.70%,101.71,11.60%,4.71年,2.71年,10.80%,11.00%,18.7,-0.50%,-0.92%,-0.59%,-3.21%,-3.43%,92.45,92.53,22.31,114.83,-1.20%,22%,15%,16%,0.63,0.89,0.4,AAA,4.00%,18
95,双环转债,128032,2018-01-25,双环传动,2472,机械装备制造,107.62,-0.04%,0.45%,7.46,1.22%,3.2,0.30%,9.99,1.55,-25.30%,74.67,44.10%,4.72年,2.72年,19.50%,14.60%,10,0.63%,0.20%,0.54%,-1.42%,-1.64%,89.02,87.13,9.09,96.22,11.80%,54%,35%,16%,0.33,-2.09,2.97,AA,5.30%,15
96,天康转债,128030,2018-01-29,天康生物,2100,农业,126.4,2.93%,1.91%,10,5.71%,44,3.50%,8.15,3.1,22.70%,122.7,3.00%,4.71年,2.71年,10.40%,12.70%,10,-2.43%,-2.90%,-2.52%,-6.82%,-7.02%,91.58,92.83,38.91,131.74,-4.10%,31%,<2%,16%,0.85,1.5,0.25,AA,4.30%,11
97,太阳转债,128029,2018-01-16,太阳纸业,2078,造纸包装印刷,119.5,2.93%,-0.99%,8.22,3.53%,20,1.40%,8.75,1.8,-6.10%,93.94,27.20%,3.71年,1.71年,5.60%,5.30%,12,-2.64%,-3.04%,-2.72%,-8.36%,-8.49%,93.52,92.29,14.25,106.54,12.20%,37%,36%,16%,0.55,-1.8,3.09,AA+,4.50%,8
98,赣锋转债,128028,2018-01-19,赣锋锂业,2460,有色金属,110.504,-0.45%,0.40%,29.44,-0.20%,7.6,0.70%,42.58,5.02,-30.90%,69.14,59.80%,4.71年,2.71年,2.40%,1.70%,9.3,-0.14%,-0.52%,-0.21%,-2.58%,-2.75%,88.03,85.71,7.64,93.35,18.40%,71%,48%,17%,0.25,-3.07,4.05,AA,5.50%,16
99,东财转债!,123006,2018-01-29,东方财富,300059,金融,180.47,-1.50%,-0.08%,20.55,-1.58%,999,33.90%,11.36,7.34,80.90%,180.9,-0.20%,4.71年,2.71年,1.40%,2.60%,16.1,-10.00%,-10.30%,-10.10%,-11.80%,-11.90%,91.41,92.1,88.8,180.9,-0.20%,58%,<2%,17%,1,1.05,0.95,AA,4.00%,27
100,铁汉转债,123004,2018-01-26,铁汉生态,300197,城市公用设施,121.2,0.01%,-0.73%,4.66,-0.85%,6.3,1.10%,3.99,1.67,16.80%,116.79,3.80%,4.70年,2.70年,4.40%,5.10%,4.8,-2.02%,-2.41%,-2.10%,-5.54%,-5.73%,91.38,90.77,34.25,125.02,-3.10%,67%,<2%,15%,0.84,1.29,0.44,AA,4.30%,52
101,崇达转债,128027,2018-01-22,崇达技术,2815,电子,124.53,0.19%,-1.20%,17.86,-1.22%,4.6,0.50%,15.09,5.39,18.40%,118.36,5.20%,4.69年,2.69年,5.20%,6.20%,7.8,-2.50%,-2.91%,-2.58%,-6.37%,-6.57%,91.59,91.15,36.41,127.55,-2.40%,63%,12%,16%,0.83,1.12,0.57,AA,4.30%,5
102,泰晶转债,113503,2018-01-02,泰晶科技,603738,电子,109.02,-0.16%,-1.26%,16.55,-2.42%,3,1.30%,17.99,4.35,-8.00%,92,18.50%,4.69年,2.69年,8.20%,7.50%,2.2,0.76%,0.26%,0.66%,-1.85%,-2.07%,90.46,90.89,16.47,107.36,1.50%,63%,20%,16%,0.59,-0.11,1.28,AA,4.80%,27
103,众兴转债,128026,2018-01-03,众兴菌业,2772,农业,100.15,0.10%,-0.68%,8.45,-1.86%,8.9,1.00%,11.64,1.3,-27.40%,72.59,38.00%,4.69年,2.69年,29.60%,21.50%,9.2,2.24%,1.80%,2.15%,1.13%,0.90%,88.35,85.91,8.59,94.5,6.00%,55%,26%,16%,0.31,-1.13,1.8,AA-,5.70%,39
104,蓝思转债,123003,2018-01-17,蓝思科技,300433,电子,107.5,0.20%,0.02%,9.17,0.44%,59,1.20%,10.46,2.21,-12.30%,87.67,22.60%,4.67年,2.67年,13.30%,11.70%,48,0.56%,0.15%,0.48%,-1.49%,-1.69%,91.02,90.11,13.85,103.97,3.40%,87%,22%,16%,0.5,-0.31,1.31,AA+,4.50%,27
105,特一转债,128025,2017-12-28,特一药业,2728,医药,118.2,0.68%,0.16%,17.08,1.07%,5.7,1.40%,15.45,3.27,10.60%,110.55,6.90%,4.67年,2.67年,9.90%,10.90%,3.4,-1.50%,-1.89%,-1.58%,-4.76%,-4.95%,90.98,90.04,30.87,120.91,-2.20%,36%,15%,17%,0.79,0.91,0.68,AA-,4.50%,27
106,宁行转债,128024,2018-01-12,宁波银行,2142,金融,131.9,1.54%,0.26%,23.3,2.19%,243,2.50%,18.01,1.88,29.40%,129.37,2.00%,4.67年,无权,6.20%,8.00%,75,-4.06%,-4.40%,-4.13%,无权,无权,无权,91.04,46.74,137.78,-4.30%,30%,<2%,18%,0.82,1.78,-0.04,AAA,4.00%,26
107,亚太转债,128023,2017-12-26,亚太股份,2284,汽车,99.9,0.81%,0.33%,6.36,7.43%,41,4.10%,10.34,1.79,-38.50%,61.51,62.40%,4.66年,2.66年,21.30%,13.10%,10,2.69%,2.17%,2.59%,1.20%,0.97%,88.43,87.58,4.67,92.25,8.30%,36%,34%,17%,0.15,-1.54,1.91,AA,5.70%,37
108,众信转债,128022,2017-12-28,众信旅游,2707,旅游餐饮酒店,114.87,1.75%,-0.74%,8.34,2.84%,8.7,1.10%,10.99,3.14,-24.10%,75.89,51.40%,4.65年,2.65年,9.50%,7.20%,7,-0.88%,-1.29%,-0.96%,-3.80%,-4.00%,89.21,87.16,9.87,97.03,18.40%,58%,47%,17%,0.36,-3.05,4.26,AA,5.30%,8
109,兄弟转债,128021,2017-12-27,兄弟科技,2562,医药,128.4,4.38%,2.21%,6.95,7.42%,98,12.30%,5.35,2.87,29.90%,129.91,-1.20%,4.65年,2.65年,10.30%,13.40%,6.3,-3.27%,-3.66%,-3.35%,-7.57%,-7.76%,91.82,91.33,45.9,137.23,-6.40%,68%,<2%,16%,0.89,2.17,-0.25,AA,4.20%,19
110,国祯转债,123002,2017-12-25,国祯环保,300388,城市公用设施,125.208,-0.54%,0.14%,10.76,-0.46%,2.5,0.30%,8.72,2.88,23.40%,123.39,1.50%,4.63年,2.63年,9.80%,12.10%,5.8,-2.74%,-3.13%,-2.82%,-6.76%,-6.95%,91.74,91.18,40.24,131.43,-4.70%,51%,<2%,16%,0.86,1.69,0.11,AA,4.30%,6
111,生益转债,110040,2017-12-11,生益科技,600183,电子,124.5,0.73%,-0.79%,13.21,-0.08%,10,0.50%,11.62,4.58,13.70%,113.68,9.50%,4.63年,无权,6.40%,7.30%,18,-2.62%,-3.01%,-2.70%,无权,无权,无权,91.39,31.79,123.17,1.10%,46%,20%,16%,0.78,0.43,1.12,AA+,4.20%,8
112,水晶转债,128020,2017-12-12,水晶光电,2273,电子,114.3,-0.09%,-0.55%,14.81,-1.07%,5.1,0.40%,16,3.54,-7.40%,92.56,23.50%,4.62年,2.62年,9.20%,8.50%,11.8,-0.52%,-0.98%,-0.62%,-3.86%,-4.02%,90.04,90.15,16.43,106.58,7.20%,51%,28%,16%,0.6,-1.15,2.43,AA,4.80%,13
113,济川转债,110038,2017-11-29,济川药业,600566,医药,116.2,0.16%,-0.27%,36.9,-0.19%,2.7,0.40%,40.04,6.04,-7.80%,92.16,26.10%,3.60年,1.60年,2.10%,1.90%,6.3,-1.83%,-2.27%,-1.92%,-7.34%,-7.50%,93.3,91.72,16.72,108.44,7.20%,36%,28%,15%,0.55,-1.1,2.26,AA,4.90%,10
114,嘉澳转债,113502,2017-11-27,嘉澳环保,603822,城市公用设施,104.23,0.23%,-0.69%,31.29,-1.76%,2.8,1.50%,45.27,3.24,-30.90%,69.12,50.80%,4.60年,2.60年,8.10%,5.60%,1.9,1.79%,1.26%,1.68%,-0.29%,-0.53%,88.51,87.44,6.87,94.3,10.50%,58%,36%,17%,0.26,-1.94,2.62,AA-,5.80%,39
115,久立转2,128019,2017-12-01,久立特材,2318,石油天然气化工,118.15,-0.21%,-0.78%,8.54,-1.39%,8.4,0.70%,8.22,2.42,3.90%,103.89,13.70%,4.59年,2.59年,14.50%,15.00%,10.4,-1.51%,-1.92%,-1.59%,-4.87%,-5.07%,91.19,90.19,25.45,115.64,2.20%,34%,22%,17%,0.72,-0.02,1.45,AA,4.60%,10
116,时达转债,128018,2017-12-04,新时达,2527,机械装备制造,109.66,0.14%,-0.03%,7.37,0.82%,11,1.10%,11.83,1.61,-37.70%,62.3,76.00%,4.59年,2.59年,19.30%,12.00%,8.8,0.23%,-0.21%,0.14%,-2.16%,-2.39%,88.74,86.29,5.41,91.7,19.60%,35%,50%,16%,0.14,-3.28,4.06,AA,5.70%,42
117,小康转债,113016,2017-11-21,小康股份,601127,汽车,110.21,1.60%,-1.80%,16.71,-0.30%,10,1.00%,17.2,3.17,-2.80%,97.15,13.40%,4.59年,2.59年,5.60%,5.40%,8.8,0.12%,-0.32%,0.03%,-2.34%,-2.57%,91.15,90.17,20.23,110.4,-0.20%,40%,17%,16%,0.65,0.38,0.93,AA,4.70%,31
118,隆基转债,113015,2017-11-20,隆基股份,601012,能源电力,127.5,0.00%,-0.32%,27.74,-0.39%,31,0.90%,22.98,5.19,20.70%,120.71,5.60%,4.57年,2.57年,3.60%,4.40%,28,-3.17%,-3.56%,-3.25%,-7.52%,-7.71%,92.2,91.78,37.38,129.16,-1.30%,48%,15%,16%,0.82,0.99,0.67,AA+,4.20%,10
119,金禾转债,128017,2017-11-27,金禾实业,2597,石油天然气化工,118.3,7.35%,-2.07%,20.43,10.00%,64,9.30%,23.32,3.03,-12.40%,87.61,35.00%,4.57年,2.57年,5.30%,4.60%,6,-1.55%,-1.95%,-1.63%,-4.95%,-5.15%,90.38,88.82,15.08,103.9,13.90%,36%,36%,17%,0.53,-2.26,3.6,AA,4.90%,16
120,林洋转债,113014,2017-11-13,林洋能源,601222,能源电力,107.29,-1.10%,0.75%,6.04,-1.47%,16,0.50%,8.76,1.16,-31.10%,68.95,55.60%,4.56年,2.56年,28.10%,19.40%,30,0.72%,0.28%,0.63%,-1.39%,-1.62%,89.31,87.12,6.85,93.97,14.20%,83%,41%,16%,0.23,-2.48,3.22,AA,5.50%,18
121,雨虹转债,128016,2017-10-20,东方雨虹,2271,建筑,119.311,0.10%,-0.49%,21.94,-0.63%,19,0.90%,22.63,4.37,-3.00%,96.95,23.10%,4.47年,2.47年,5.60%,5.40%,18.4,-1.77%,-2.19%,-1.85%,-5.44%,-5.65%,92.1,91.35,18.88,110.23,8.20%,51%,30%,16%,0.61,-1.08,2.37,AA+,4.40%,8
122,国君转债,113013,2017-07-24,国泰君安,601211,金融,122.9,-0.67%,1.18%,21.12,0.76%,150,1.70%,19.8,1.64,6.70%,106.67,15.20%,4.25年,无权,3.80%,4.10%,70,-2.67%,-3.08%,-2.75%,无权,无权,无权,93.27,25.69,118.96,3.30%,26%,24%,17%,0.67,0.04,1.29,AAA,4.00%,23
123,久其转债,128015,2017-07-18,久其软件,2279,计算机及应用,109.555,2.20%,1.66%,10.3,10.00%,36,4.30%,12.86,3.72,-19.90%,80.09,36.80%,4.17年,2.17年,10.60%,8.50%,7.8,0.61%,0.06%,0.50%,-2.61%,-2.85%,91.57,91.17,9.4,100.57,8.90%,70%,32%,17%,0.38,-1.53,2.4,AA,5.20%,34
124,模塑转债,127004,2017-08-16,模塑科技,700,汽车,100.8,0.50%,-0.29%,4.16,3.23%,7.6,0.90%,7.72,1.43,-46.10%,53.89,87.10%,4年56天,2年56天,23.80%,12.80%,8.2,3.30%,2.62%,3.16%,1.16%,0.86%,90.8,91.23,2.06,93.29,8.00%,53%,40%,17%,0.06,-1.5,1.68,AA,5.90%,65
125,永东转债,128014,2017-07-18,永东股份,2753,石油天然气化工,107.1,0.99%,1.29%,11.97,4.45%,20,5.40%,13.53,2.97,-11.50%,88.47,21.10%,4年10天,2年10天,8.40%,7.50%,3.4,1.37%,0.77%,1.25%,-1.56%,-1.87%,92.68,92.51,13.34,105.85,1.20%,60%,20%,17%,0.51,-0.09,1.11,AA-,5.20%,39
126,骆驼转债,113012,2017-07-18,骆驼股份,601311,汽车,116.04,-0.29%,-0.93%,14.14,-1.67%,14,2.40%,13.44,2.15,5.20%,105.21,10.30%,3.97年,1.97年,4.20%,4.40%,5.1,-1.64%,-2.04%,-1.72%,-5.66%,-5.88%,93.34,91.51,23.36,114.87,1.00%,35%,19%,16%,0.73,0.29,1.16,AA,4.50%,23
127,光大转债,113011,2017-07-18,光大银行,601818,金融,117.71,0.37%,0.54%,4.23,1.44%,384,1.10%,4.13,0.78,2.40%,102.42,14.90%,3.95年,无权,13.50%,13.80%,300,-1.89%,-2.32%,-1.98%,无权,无权,无权,93.9,20.33,114.23,3.00%,18%,19%,16%,0.63,0.05,1.21,AAA,4.00%,24
128,洪涛转债,128013,2016-08-23,洪涛股份,2325,建筑,101.6,0.84%,-0.84%,3.91,-0.51%,11,0.90%,9.98,1.33,-60.80%,39.18,159%,3.31年,1.31年,24.60%,9.60%,12,3.14%,2.42%,2.99%,0.80%,0.43%,94.38,92.98,2.65,95.62,6.30%,35%,54%,16%,0,-1.18,1.19,AA,6.00%,73
129,海印转债,127003,2016-07-01,海印股份,861,商业零售,115.68,-0.28%,-1.14%,3.21,-2.13%,42,3.20%,3.03,2.22,5.90%,105.94,9.20%,3.17年,1.17年,15.90%,16.80%,11.1,-0.39%,-1.19%,-0.55%,-8.50%,-8.86%,96.76,99.22,18.56,117.78,-1.80%,26%,14%,16%,0.67,0.8,0.55,AA,4.70%,100
130,辉丰转债,128012,2016-05-17,辉丰股份,2496,石油天然气化工,102,2.92%,-2.92%,3.36,10.20%,58,6.80%,7.71,1.46,-56.40%,43.58,134%,3年14天,1年14天,16.70%,7.30%,8.5,1.49%,1.06%,1.41%,2.70%,1.83%,97.11,87.17,10.55,97.73,4.40%,85%,58%,17%,0,-0.84,0.83,A+,7.00%,76
131,顺昌转债,128010,2016-02-23,澳洋顺昌,2245,交通运输,105.6,0.24%,-0.24%,5.37,-2.01%,5.5,1.00%,9.28,1.99,-42.10%,57.87,82.50%,2.80年,0.80年,9.70%,5.60%,5.1,1.89%,1.14%,1.74%,-3.68%,-4.04%,96.33,94.73,1.98,96.71,9.20%,43%,47%,17%,0,-1.68,1.75,AA,6.00%,19
132,广汽转债,113009,2016-02-04,广汽集团,601238,汽车,115.26,1.37%,0.34%,13.07,4.73%,59,2.00%,14.74,1.75,-11.30%,88.67,30.00%,2.80年,0.80年,1.90%,1.70%,25.5,-2.00%,-2.59%,-2.12%,-12.30%,-12.60%,97.99,97.83,6.47,104.3,10.50%,34%,34%,15%,0.36,-1.54,2.37,AAA,4.00%,8
133,九州转债,110034,2016-01-29,九州通,600998,医药,111.7,0.00%,0.08%,15.9,0.25%,6.7,0.40%,18.42,2.02,-13.70%,86.32,29.40%,2.78年,0.78年,5.00%,4.30%,15,-0.42%,-1.11%,-0.56%,-7.48%,-8.20%,99.41,97.33,6.58,103.91,7.50%,26%,27%,15%,0.31,-1.15,1.83,AA+,4.70%,13
134,国贸转债,110033,2016-01-19,厦门国贸,600755,交通运输,120.01,-0.97%,0.21%,9.66,-1.02%,33,1.80%,8.61,1.42,12.20%,112.2,7.00%,2.75年,0.75年,8.30%,9.30%,14.6,-2.80%,-3.51%,-2.95%,-16.90%,-17.20%,97.87,99.2,20.77,119.97,0.00%,35%,17%,15%,0.73,0.66,0.81,AA+,4.30%,8
135,蓝标转债,123001,2016-01-18,蓝色光标,300058,传媒娱乐,133.01,-1.56%,0.04%,5.75,-1.71%,25,3.90%,4.31,1.99,33.40%,133.41,-0.30%,2.70年,0.70年,3.50%,4.70%,4.8,-6.47%,-7.17%,-6.61%,-27.50%,-27.80%,98.23,99.72,39.25,138.98,-4.30%,39%,<2%,17%,0.89,1.74,0.12,AA,4.20%,58
136,航信转债,110031,2015-06-30,航天信息,600271,计算机及应用,115.75,0.60%,-0.75%,30.05,-1.93%,33,1.20%,42.38,5.24,-29.10%,70.91,63.20%,2.18年,0.18年,4.30%,3.00%,24,-2.35%,-3.17%,-2.51%,-37.30%,-38.20%,100.37,101.13,1.03,102.16,13.30%,54%,54%,17%,0.08,-2.26,2.6,AAA,4.00%,6
137,电气转债,113008,2015-02-16,上海电气,601727,能源电力,125.35,-0.12%,0.12%,6.26,0.00%,188,2.50%,5.19,1.61,20.60%,120.62,3.90%,1.83年,回售中,6.50%,7.80%,59.9,-7.83%,-8.58%,-7.98%,回售中,回售中,103,100.67,23.82,124.49,0.70%,50%,20%,16%,0.81,0.7,0.91,AAA,4.00%,13
138,格力转债,110030,2015-01-13,格力地产,600185,地产,108.51,-0.44%,0.43%,5.88,-0.17%,6.6,1.40%,6.94,1.62,-15.30%,84.73,28.10%,0.72年,回售中,3.50%,3.00%,4.3,-3.20%,-4.72%,-3.50%,回售中,回售中,103,101.76,0.5,102.27,6.10%,70%,47%,16%,0.08,-1.06,1.24,AA,5.80%,6
