,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展/上市日,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
71,千禾转债,113511,2018-07-10,千禾味业,603027,食品饮料,111.32,3.16%,1.68%,23.98,7.53%,35,9.00%,25.85,6.13,-7.20%,92.77,20.00%,5.23年,3.23年,4.60%,4.20%,3.6,0.31%,-0.15%,0.22%,-2.11%,-2.31%,88.21,88.51,19.18,107.69,3.40%,58%,23%,16%,0.64,-0.55,1.86,AA-,4.90%,40
72,广电转债,110044,2018-07-24,广电网络,600831,传媒娱乐,164.72,2.13%,1.45%,11.47,3.80%,412,114%,6.91,2.17,66.00%,165.99,-0.80%,5.25年,3.25年,2.90%,4.80%,2.2,-7.00%,-7.40%,-7.08%,-12.40%,-12.60%,90.57,92.07,81.04,173.11,-4.80%,40%,<2%,17%,0.94,1.92,0.05,AA,4.10%,13
73,湖广转债,127007,2018-08-01,湖北广电,665,传媒娱乐,119.4,0.34%,0.59%,9.5,1.17%,126,7.60%,7.92,1,19.90%,119.95,-0.50%,5.25年,3.25年,22.80%,27.30%,13.8,-0.96%,-1.42%,-1.06%,-3.98%,-4.19%,90.58,91.94,38.84,130.78,-8.70%,32%,<2%,17%,0.79,2.64,-0.82,AA+,4.20%,36
74,博世转债,123010,2018-08-14,博世科,300422,城市公用设施,108,-0.63%,0.87%,11.26,0.54%,21,4.50%,14.3,3.02,-21.30%,78.74,37.20%,5.27年,3.27年,10.70%,8.50%,4.3,0.93%,0.47%,0.84%,-1.16%,-1.37%,86.95,86.6,12.2,98.8,9.30%,68%,32%,17%,0.46,-1.74,2.83,AA-,5.30%,35
75,景旺转债,113512,2018-07-24,景旺电子,603228,电子,123.02,-0.59%,-0.51%,61.19,-1.29%,23,2.80%,49.85,6.75,22.70%,122.75,0.20%,5.27年,3.27年,2.70%,3.30%,6.7,-1.58%,-2.02%,-1.67%,-4.86%,-5.06%,89.95,91.17,41.13,132.29,-7.00%,38%,<2%,16%,0.85,2.17,-0.32,AA,4.30%,11
76,安井转债,113513,2018-07-31,安井食品,603345,食品饮料,116.09,2.06%,3.29%,40.18,6.52%,16,2.80%,35.46,4.75,13.30%,113.31,2.50%,5.29年,3.29年,5.80%,6.50%,5,-0.50%,-0.95%,-0.59%,-3.27%,-3.46%,89.24,90.22,33.78,124,-6.40%,51%,11%,16%,0.82,1.83,-0.09,AA-,4.40%,15
77,海澜转债,110045,2018-07-31,海澜之家,600398,服装纺织,105.05,-0.95%,1.27%,9.54,0.85%,23,0.70%,12.4,3.69,-23.10%,76.94,36.50%,5.29年,3.29年,7.00%,5.40%,30,1.22%,0.80%,1.13%,-0.62%,-0.78%,88.04,88.4,9.51,97.92,7.30%,30%,29%,16%,0.37,-1.2,2,AA+,4.60%,36
78,盛路转债!,128041,2018-08-14,盛路通信,2446,通信互联网,143.6,-0.83%,-0.68%,9.91,-1.59%,32,11.40%,6.88,2.68,44.00%,144.04,-0.30%,5.31年,3.31年,2.30%,3.30%,2,-4.10%,-4.58%,-4.19%,-8.96%,-9.15%,90.62,93.77,57.26,151.03,-4.90%,53%,<2%,16%,0.95,2.04,-0.03,AA,4.10%,22
79,德尔转债,123011,2018-08-14,德尔股份,300473,汽车,111.35,-0.40%,-0.13%,37.1,-0.72%,2.7,0.40%,34.96,2.14,6.10%,106.12,4.90%,5.31年,2.81年,14.30%,15.10%,5.6,1.06%,0.47%,0.94%,-2.51%,-2.72%,90.31,92.81,27.24,120.05,-7.20%,44%,<2%,17%,0.73,1.81,-0.23,AA-,4.70%,45
80,威帝转债,113514,2018-08-13,威帝股份,603023,汽车,107.59,0.49%,1.05%,5.92,2.25%,2.9,1.40%,5.92,3.79,0.00%,100,7.60%,4.31年,2.31年,9.40%,9.40%,2,0.84%,0.35%,0.74%,-2.04%,-2.22%,90.77,90.8,22.37,113.17,-4.90%,71%,13%,18%,0.68,1.25,0.17,A+,5.00%,55
81,万顺转债,123012,2018-08-29,万顺股份,300057,造纸包装印刷,120.09,-0.22%,-0.20%,7.8,-0.51%,15,3.60%,6.47,1.29,20.60%,120.56,-0.40%,5.31年,3.31年,8.60%,10.30%,3.5,-1.45%,-1.83%,-1.52%,-4.14%,-4.34%,89.47,88.92,42.14,131.07,-8.40%,45%,<2%,18%,0.84,2.4,-0.54,AA-,4.40%,33
82,高能转债,113515,2018-08-27,高能环境,603588,城市公用设施,114.29,-1.47%,0.80%,10.03,-0.89%,31,3.30%,9.38,2.71,6.90%,106.93,6.90%,5.33年,3.33年,12.70%,13.60%,8.4,-0.17%,-0.62%,-0.26%,-2.74%,-2.94%,89.19,90.12,28.7,118.82,-3.80%,67%,12%,16%,0.76,1.23,0.33,AA,4.50%,36
83,横河转债,123013,2018-08-20,横河模具,300539,机械装备制造,126.1,0.88%,0.16%,11.69,1.21%,31,57.40%,9.26,6.37,26.20%,126.24,-0.10%,5.33年,3.33年,1.80%,2.20%,0.4,-1.51%,-2.04%,-1.62%,-5.25%,-5.48%,90.18,93.07,44.5,137.58,-8.30%,78%,<2%,17%,0.86,2.37,-0.47,A+,4.40%,33
84,凯中转债,128042,2018-09-03,凯中精密,2823,能源电力,107.018,-0.93%,0.59%,12.38,-0.56%,3.1,0.70%,13.25,2.75,-6.60%,93.43,14.50%,5.34年,3.34年,11.50%,10.80%,4.2,1.77%,1.18%,1.65%,-0.88%,-1.08%,88.21,91.76,18.86,110.62,-3.30%,67%,14%,17%,0.6,0.8,0.42,AA,4.80%,53
85,凯发转债,123014,2018-08-21,凯发电气,300407,能源电力,142.5,16.00%,-7.23%,10.37,9.97%,220,45.70%,8.15,2.92,27.20%,127.24,12.00%,4.33年,2.33年,12.20%,15.50%,3.5,-5.97%,-6.34%,-6.05%,-12.40%,-12.50%,91.93,91.21,44.06,135.26,5.30%,64%,16%,18%,0.87,-0.44,2.22,A+,4.40%,22
86,苏农转债,113516,2018-08-20,苏农银行,603323,金融,121.42,-0.57%,0.46%,7.33,-0.14%,19,1.20%,6.34,1.19,15.60%,115.62,5.00%,5.35年,无权,11.00%,12.80%,13.2,-0.93%,-1.44%,-1.04%,无权,无权,无权,92.99,35.39,128.38,-5.40%,49%,9%,18%,0.75,1.75,-0.15,AA+,4.20%,36
87,东音转债,128043,2018-08-27,东音股份,2793,机械装备制造,110.61,-1.94%,1.15%,12.78,-1.01%,36,11.60%,11.43,3.02,11.80%,111.81,-1.10%,5.35年,3.35年,11.00%,12.20%,2.8,0.83%,0.31%,0.72%,-1.80%,-2.00%,88.98,91.53,32.91,124.44,-11.10%,69%,<2%,17%,0.78,2.91,-1.04,AA-,4.50%,33
88,曙光转债,113517,2018-08-23,中科曙光,603019,计算机及应用,123.83,-2.57%,-2.43%,60,-6.07%,88,6.30%,51.28,10.55,17.00%,117,5.80%,5.36年,3.36年,2.90%,3.40%,11.2,-1.68%,-2.11%,-1.76%,-4.93%,-5.12%,89.46,90.59,36.69,127.28,-2.70%,60%,<2%,16%,0.82,1.12,0.55,AA,4.40%,5
89,蓝盾转债,123015,2018-09-13,蓝盾股份,300297,计算机及应用,120.6,-0.60%,0.00%,7.03,-0.71%,18,5.80%,5.82,1.98,20.80%,120.79,-0.20%,5.38年,3.38年,2.90%,3.60%,2.5,-1.18%,-1.61%,-1.26%,-4.18%,-4.37%,89.5,90.69,39.82,130.51,-7.60%,37%,<2%,16%,0.84,2.29,-0.44,AA,4.30%,49
90,岭南转债,128044,2018-09-04,岭南股份,2717,城市公用设施,112.202,0.18%,0.79%,9.4,1.29%,13,1.80%,8.96,2.2,4.90%,104.91,6.90%,5.38年,3.38年,6.90%,7.20%,6.6,-0.02%,-0.43%,-0.10%,-2.24%,-2.43%,88.74,88.84,28,116.84,-4.00%,68%,12%,16%,0.75,1.25,0.29,AA,4.50%,22
91,机电转债,128045,2018-09-14,中航机电,2013,航空航天,115.5,-0.47%,-0.26%,7.67,-1.16%,15,0.60%,7.66,3.12,0.10%,100.13,15.30%,5.42年,3.42年,7.60%,7.60%,21,-0.91%,-1.25%,-0.98%,-3.04%,-3.22%,90.03,89.29,24.31,113.6,1.70%,57%,19%,16%,0.63,0.31,0.96,AAA,4.00%,11
92,顾家转债,113518,2018-10-09,顾家家居,603816,其他,121.35,1.46%,0.96%,59.75,3.02%,20,1.50%,52.2,6.04,14.50%,114.46,6.00%,5.46年,3.46年,4.30%,4.90%,11,-0.95%,-1.44%,-1.05%,-4.25%,-4.44%,88.95,91.59,33.94,125.53,-3.30%,39%,13%,16%,0.8,1.18,0.46,AA,4.40%,7
93,利尔转债,128046,2018-11-09,利尔化学,2258,石油天然气化工,109.499,0.00%,0.74%,15.54,1.44%,11,1.20%,18.82,2.76,-17.40%,82.57,32.60%,5.56年,3.56年,10.50%,8.60%,8.5,0.63%,0.19%,0.54%,-1.44%,-1.63%,86.81,87,13.79,100.79,8.60%,61%,30%,16%,0.52,-1.57,2.74,AA,5.00%,15
94,光电转债,128047,2018-12-07,中航光电,2179,机械装备制造,116.279,0.89%,-0.10%,40.01,1.16%,11,0.70%,40.26,5.47,-0.60%,99.38,17.00%,5.61年,3.61年,4.10%,4.10%,13,-1.00%,-1.33%,-1.07%,-3.06%,-3.23%,88.33,87.13,25.21,112.34,3.50%,34%,22%,16%,0.68,-0.21,1.58,AA+,4.30%,9
95,长久转债,113519,2018-11-30,长久物流,603569,交通运输,114.37,0.52%,0.44%,14.3,1.20%,33,4.20%,11.99,3.56,19.30%,119.27,-4.10%,5.61年,3.61年,8.70%,10.40%,7,0.97%,0.33%,0.84%,-2.48%,-2.68%,88.58,95.1,36.38,131.47,-13.00%,52%,<2%,17%,0.79,3.5,-1.48,AA,4.40%,24
96,洲明转债,123016,2018-12-03,洲明科技,300232,电子,138.6,-2.05%,0.94%,13.95,-1.20%,11,1.40%,9.45,5.05,47.60%,147.62,-6.10%,5.61年,3.61年,5.20%,7.60%,5.5,-3.21%,-3.68%,-3.31%,-7.32%,-7.51%,89.48,92.44,63.24,155.68,-11.00%,69%,<2%,16%,0.92,3.31,-1.11,AA-,4.20%,18
97,百合转债,113520,2018-11-26,梦百合,603313,其他,143.4,-3.42%,0.92%,27.8,-2.73%,11,1.40%,19.03,4.07,46.10%,146.09,-1.80%,5.62年,3.62年,7.60%,11.10%,5.1,-3.82%,-4.28%,-3.91%,-8.21%,-8.38%,89.18,92.25,62.7,154.95,-7.50%,41%,<2%,16%,0.92,2.4,-0.39,AA-,4.20%,16
98,张行转债,128048,2018-11-29,张家港行,2839,金融,115.84,0.10%,0.33%,6.69,0.60%,33,1.10%,6.06,1.35,10.40%,110.4,4.90%,5.63年,无权,20.70%,22.80%,25,-0.24%,-0.70%,-0.33%,无权,无权,无权,90.71,32.83,123.54,-6.20%,57%,<2%,18%,0.72,1.92,-0.34,AA+,4.30%,35
99,科森转债,113521,2018-12-07,科森科技,603626,通信互联网,111.71,0.97%,3.62%,10.2,5.92%,26,3.90%,8.95,2.42,14.00%,113.97,-2.00%,5.64年,3.64年,14.40%,16.40%,6.1,0.64%,0.14%,0.54%,-1.87%,-2.07%,88.31,90.97,36.51,127.48,-12.40%,64%,<2%,18%,0.77,3.29,-1.35,AA,4.50%,71
100,特发转债,127008,2018-12-25,特发信息,70,通信互联网,173.328,-2.62%,-0.89%,14.2,-3.60%,236,31.80%,6.78,4.19,109%,209.44,-17.20%,4.64年,2.64年,4.70%,9.90%,4.2,-9.17%,-9.56%,-9.25%,-11.50%,-11.60%,91.52,92.97,121.24,214.21,-19.10%,60%,<2%,17%,0.97,5.89,-2.81,AA,4.10%,35
101,桐昆转债,113020,2018-12-12,桐昆股份,601233,服装纺织,120.99,1.37%,0.56%,14.77,2.43%,77,1.70%,12.63,1.76,16.90%,116.94,3.50%,5.65年,3.65年,14.10%,16.50%,38,-1.21%,-1.62%,-1.29%,-4.02%,-4.19%,88.66,90,37.27,127.27,-4.90%,48%,<2%,16%,0.8,1.72,-0.04,AA+,4.20%,24
102,圆通转债,110046,2018-12-18,圆通速递,600233,交通运输,120.14,0.59%,3.66%,13.11,5.30%,139,3.20%,10.89,3.6,20.40%,120.39,-0.20%,5.65年,3.65年,9.80%,11.80%,36.5,-0.69%,-1.18%,-0.79%,-3.72%,-3.92%,89.14,92.08,38.79,130.87,-8.20%,61%,<2%,16%,0.8,2.51,-0.69,AA+,4.20%,35
103,寒锐转债,123017,2018-12-24,寒锐钴业,300618,有色金属,108.001,-0.65%,0.26%,77.52,-0.56%,23,4.90%,81.49,8.33,-4.90%,95.13,13.50%,5.65年,3.65年,3.00%,2.80%,4.4,0.51%,0.15%,0.44%,-1.09%,-1.27%,86.88,85.84,22.68,108.52,-0.50%,77%,17%,16%,0.7,0.3,1.09,AA-,4.80%,42
104,山鹰转债,110047,2018-12-10,山鹰纸业,600567,造纸包装印刷,116.31,0.42%,0.17%,3.93,0.77%,48,1.80%,3.34,1.4,17.70%,117.66,-1.20%,5.65年,3.65年,12.80%,15.00%,23,0.34%,-0.23%,0.22%,-2.95%,-3.14%,88.76,94.15,35.89,130.03,-10.60%,29%,<2%,16%,0.77,3.02,-1.16,AA+,4.20%,64
105,旭升转债,113522,2018-12-11,旭升股份,603305,汽车,111.45,-1.38%,-0.83%,31.1,-3.18%,29,6.10%,29.86,8.86,4.20%,104.15,7.00%,5.66年,3.66年,3.40%,3.50%,4.2,1.38%,0.76%,1.26%,-1.86%,-2.05%,87.54,93.69,24.63,118.32,-5.80%,63%,<2%,16%,0.7,1.52,-0.05,AA,4.60%,22
106,华源转债,128049,2018-12-20,华源控股,2787,造纸包装印刷,116.309,0.69%,1.96%,9.5,3.15%,89,19.00%,7.57,2.18,25.50%,125.5,-7.30%,5.67年,3.67年,13.50%,17.00%,4,-0.09%,-0.59%,-0.19%,-2.90%,-3.09%,88.37,91.13,46.03,137.16,-15.20%,75%,<2%,18%,0.84,4.17,-1.88,AA-,4.40%,60
107,福能转债,110048,2018-12-28,福能股份,600483,能源电力,117.24,-0.65%,-0.04%,9.26,-0.96%,21,0.60%,8.69,1.31,6.60%,106.56,10.00%,5.70年,3.70年,19.70%,21.00%,28.3,-0.45%,-0.90%,-0.54%,-3.13%,-3.31%,88.41,90.41,28.6,119.02,-1.50%,30%,15%,16%,0.72,0.84,0.61,AA+,4.30%,7
108,伟明转债,113523,2018-12-26,伟明环保,603568,城市公用设施,109.25,-1.03%,1.24%,24.21,0.29%,6.9,0.90%,23.92,6.06,1.20%,101.21,7.90%,5.71年,3.71年,4.00%,4.10%,6.7,0.97%,0.48%,0.87%,-1.32%,-1.51%,87.44,89.76,24.92,114.68,-4.70%,43%,12%,16%,0.71,1.29,0.19,AA,4.60%,27
109,钧达转债,128050,2018-12-27,钧达股份,2865,汽车,106.2,0.00%,-0.97%,20.8,-1.61%,3.7,1.10%,21.74,2.93,-4.30%,95.68,11.00%,5.71年,3.71年,12.60%,12.10%,3.2,2.83%,2.09%,2.68%,-0.44%,-0.66%,86.69,94.55,21.12,115.67,-8.20%,66%,7%,18%,0.6,1.74,-0.41,AA-,5.00%,73
110,光华转债,128051,2019-01-09,光华科技,2741,汽车,105.4,0.98%,-0.46%,14.98,0.88%,1.9,0.70%,17.03,4.66,-12.00%,87.96,19.80%,5.72年,3.72年,4.50%,3.90%,2.5,1.73%,1.21%,1.62%,-0.26%,-0.48%,86.43,88.18,18.36,106.53,-1.10%,38%,16%,17%,0.59,0.19,0.99,AA-,5.00%,20
111,奇精转债,113524,2019-01-07,奇精机械,603677,家电,107.99,-0.48%,0.94%,15.39,0.65%,4,1.10%,14.76,3.13,4.30%,104.27,3.60%,5.72年,3.72年,10.90%,11.40%,3.3,1.64%,1.07%,1.52%,-1.02%,-1.21%,87.31,91.91,27.55,119.46,-9.60%,61%,<2%,18%,0.7,2.39,-0.78,AA,4.60%,55
112,台华转债,113525,2019-01-11,台华新材,603055,服装纺织,115.4,0.82%,-1.95%,11.91,-1.57%,9.7,1.60%,11.56,2.61,3.00%,103.03,12.00%,5.72年,3.72年,8.10%,8.40%,5.3,-0.02%,-0.49%,-0.11%,-2.71%,-2.89%,87.39,89.72,27.95,117.67,-1.90%,47%,12%,17%,0.72,0.66,0.78,AA,4.60%,7
113,海尔转债,110049,2019-01-18,青岛海尔,600690,家电,122.74,1.32%,0.98%,16.92,2.98%,43,1.20%,14.55,2.93,16.30%,116.29,5.50%,5.73年,3.73年,2.80%,3.20%,30.1,-1.93%,-2.24%,-1.99%,-4.31%,-4.47%,88.94,88.21,38.11,126.32,-2.80%,32%,14%,16%,0.77,1.41,0.19,AAA,4.00%,25
114,佳都转债,110050,2019-01-21,佳都科技,600728,计算机及应用,138.39,-0.83%,1.45%,12.2,0.66%,136,11.20%,7.95,6,53.50%,153.46,-9.80%,5.73年,3.73年,4.40%,6.80%,8.8,-3.34%,-3.76%,-3.42%,-7.17%,-7.34%,88.77,91.01,69.75,160.77,-13.90%,71%,<2%,16%,0.93,4.18,-1.74,AA,4.10%,20
115,溢利转债,123018,2019-01-23,溢多利,300381,医药,118.59,0.24%,-0.65%,10.82,-0.46%,39,4.90%,8.41,2.2,28.70%,128.66,-7.80%,5.73年,3.73年,15.10%,19.40%,6.7,-0.50%,-0.97%,-0.59%,-3.39%,-3.56%,88.18,90.92,47.44,138.36,-14.30%,77%,<2%,17%,0.87,3.99,-1.7,AA-,4.30%,42
116,凯龙转债,128052,2019-01-21,凯龙股份,2783,石油天然气化工,126,3.61%,3.40%,10.03,7.73%,257,62.10%,6.97,2.3,43.90%,143.9,-12.40%,5.74年,3.74年,9.90%,14.20%,3.3,-1.53%,-2.00%,-1.63%,-4.85%,-5.03%,88.77,91.71,60.67,152.38,-17.30%,78%,<2%,17%,0.91,5.07,-2.39,AA,4.20%,29
117,冰轮转债,127009,2019-02-21,冰轮环境,811,机械装备制造,144.502,6.25%,3.06%,9.17,9.95%,273,37.80%,5.52,2.09,66.10%,166.12,-13.00%,5.80年,3.80年,8.50%,14.10%,5.1,-3.88%,-4.32%,-3.97%,-8.06%,-8.22%,88.54,91.58,82.59,174.17,-17.00%,43%,<2%,17%,0.94,5.09,-2.36,AA,4.10%,22
118,平银转债,127010,2019-02-18,平安银行,1,金融,116.252,0.29%,1.16%,12.38,2.31%,217,0.70%,11.77,0.97,5.20%,105.18,10.50%,5.82年,无权,12.20%,12.90%,260,0.26%,-0.28%,0.15%,无权,无权,无权,94.44,28.59,123.03,-5.50%,29%,10%,16%,0.62,1.84,-0.46,AAA,4.00%,53
119,联泰转债,113526,2019-02-18,联泰环保,603797,城市公用设施,115.12,1.34%,2.77%,14.15,5.13%,19,4.30%,12.31,2.86,14.90%,114.95,0.20%,5.83年,3.83年,12.90%,14.90%,3.9,-0.62%,-0.96%,-0.69%,-2.63%,-2.79%,87.36,86.84,39.37,126.21,-8.80%,50%,<2%,18%,0.8,2.45,-0.65,AA,4.40%,16
120,维格转债,113527,2019-02-19,维格娜丝,603518,服装纺织,111.85,-0.01%,0.05%,16.81,0.06%,17,2.00%,14.96,1.33,12.40%,112.37,-0.50%,5.83年,3.83年,24.60%,27.60%,7.5,1.34%,0.72%,1.22%,-1.82%,-2.00%,87.32,93.7,33.22,126.92,-11.90%,39%,<2%,18%,0.74,3.06,-1.25,AA,4.50%,42
121,尚荣转债,128053,2019-03-07,尚荣医疗,2551,医药,115.15,-0.02%,0.88%,5.97,1.02%,64,7.50%,4.94,1.82,20.90%,120.85,-4.70%,5.89年,3.89年,17.80%,21.50%,7.5,0.02%,-0.44%,-0.07%,-2.55%,-2.72%,87.6,90.31,40.53,130.84,-12.00%,42%,<2%,16%,0.84,3.35,-1.29,AA,4.30%,47
122,中宠转债,128054,2019-03-14,中宠股份,2891,农业,110.29,1.35%,-0.35%,36.92,1.37%,5.6,2.60%,37.97,5.04,-2.80%,97.23,13.40%,5.89年,3.89年,5.30%,5.10%,1.9,0.82%,0.34%,0.72%,-1.47%,-1.65%,86,88.04,23.66,111.71,-1.30%,49%,14%,16%,0.72,0.29,1.15,A+,4.80%,7
123,中来转债,123019,2019-03-22,中来股份,300393,能源电力,109.99,-0.82%,-0.17%,20.94,-1.51%,43,3.90%,20.41,2.01,2.60%,102.6,7.20%,5.92年,3.92年,19.80%,20.30%,10,2.22%,1.50%,2.07%,-1.19%,-1.41%,86.57,94.94,26.66,121.59,-9.50%,48%,<2%,18%,0.66,2.17,-0.67,AA-,4.90%,33
124,中天转债,110051,2019-03-22,中天科技,600522,通信互联网,110.83,-0.78%,0.22%,9.77,-0.91%,200,4.50%,10.29,1.59,-5.10%,94.95,16.70%,5.92年,3.92年,13.20%,12.60%,39.7,0.53%,0.09%,0.44%,-1.60%,-1.78%,87.22,89.05,21.08,110.13,0.60%,64%,18%,16%,0.61,0.25,0.98,AA+,4.40%,15
125,今飞转债,128056,2019-03-22,今飞凯达,2863,汽车,106.605,0.51%,1.62%,7.05,2.92%,17,4.40%,6.8,2.81,3.70%,103.68,2.80%,5.92年,3.92年,13.90%,14.40%,3.7,2.30%,1.65%,2.17%,-0.43%,-0.65%,86.65,92.63,26.88,119.51,-10.80%,72%,<2%,17%,0.73,2.48,-0.79,A+,4.80%,27
126,长城转债,113528,2019-03-20,长城科技,603897,机械装备制造,108.49,0.31%,0.70%,24.76,1.39%,37,5.40%,24.18,2.69,2.40%,102.4,5.90%,5.93年,3.93年,14.40%,14.70%,6.3,1.47%,0.93%,1.36%,-0.94%,-1.14%,86.72,90.47,27.5,117.98,-8.00%,57%,<2%,17%,0.72,1.91,-0.34,AA-,4.70%,18
127,中信转债,113021,2019-03-19,中信银行,601998,金融,107.16,0.03%,0.29%,6.15,0.82%,183,0.40%,7.45,0.77,-17.40%,82.55,29.80%,5.94年,无权,13.30%,11.00%,400,1.84%,1.26%,1.72%,无权,无权,无权,94.9,14.73,109.63,-2.30%,23%,16%,17%,0.38,0.87,-0.05,AAA,4.00%,25
128,万信转2,123021,2019-03-25,万达信息,300168,计算机及应用,116.5,-0.60%,0.96%,14.82,0.47%,93,6.60%,13.62,4.62,8.80%,108.81,7.10%,5.94年,3.94年,7.40%,8.00%,12,0.26%,-0.27%,0.16%,-2.80%,-2.97%,86.84,91.58,29.8,121.38,-4.00%,53%,13%,16%,0.76,1.19,0.36,AA,4.50%,13
