,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
71,千禾转债,113511,2018-07-10,千禾味业,603027,食品饮料,109.79,-0.19%,0.71%,22.61,0.89%,6.6,1.70%,25.85,5.78,-12.50%,87.47,25.50%,5.18年,3.18年,4.80%,4.20%,3.6,0.59%,0.12%,0.49%,-1.73%,-1.94%,87.98,88.04,14.34,102.39,7.20%,57%,28%,16%,0.58,-1.28,2.53,AA-,5.10%,38
72,再升转债,113510,2018-07-13,再升科技,603601,城市公用设施,105.94,1.17%,0.80%,9.49,4.86%,3.4,2.80%,11.32,4.08,-16.20%,83.83,26.40%,5.18年,1.18年,2.20%,1.90%,1.1,1.33%,0.86%,1.24%,-3.37%,-3.54%,94.16,86.41,15.22,101.64,4.20%,65%,26%,17%,0.4,-0.65,1.47,AA-,5.50%,30
73,华通转债,128040,2018-07-13,华通医药,2758,医药,113.899,0.00%,0.00%,12.66,0.00%,0,0.00%,11.45,4.14,10.60%,110.57,3.00%,5.17年,3.17年,8.40%,9.30%,2.2,-0.10%,-0.57%,-0.20%,-2.78%,-2.99%,89.66,90.5,31.2,121.7,-6.40%,76%,<2%,18%,0.78,1.78,-0.11,AA-,4.50%,59
74,三力转债,128039,2018-06-29,三 力 士,2224,机械装备制造,118.2,0.68%,0.06%,6.85,0.88%,1.6,0.30%,5.84,2.58,17.30%,117.29,0.80%,5年54天,3年54天,9.90%,11.60%,4.7,-1.30%,-1.68%,-1.38%,-4.00%,-4.18%,89.73,88.99,36.66,125.65,-5.90%,37%,<2%,17%,0.84,1.84,-0.06,AA-,4.40%,27
75,新泉转债,113509,2018-06-22,XD新泉股,603179,汽车,112.6,-0.53%,-2.22%,18.94,-3.91%,1.5,0.30%,18.89,2.83,0.30%,100.26,12.30%,5年50天,3年50天,10.40%,10.50%,4.5,-0.27%,-0.66%,-0.34%,-2.51%,-2.71%,89.44,88.61,23.7,112.31,0.30%,55%,12%,17%,0.7,0.28,1.13,AA,4.60%,31
76,新凤转债,113508,2018-05-16,新凤鸣,603225,服装纺织,108.07,-0.50%,1.04%,15.19,0.93%,8.1,0.30%,16.83,1.65,-9.70%,90.26,19.70%,5年11天,3年11天,11.90%,10.70%,21.5,0.93%,0.45%,0.83%,-1.32%,-1.54%,89.23,89.64,15.18,104.83,3.10%,56%,23%,16%,0.59,-0.42,1.6,AA,4.80%,28
77,天马转债,113507,2018-05-07,天马科技,603668,农业,136.13,-3.58%,-0.05%,10.07,-4.00%,20,9.50%,7.37,3.37,36.60%,136.64,-0.40%,5年0.3天,3年0.3天,4.70%,6.50%,1.5,-3.67%,-4.12%,-3.76%,-8.28%,-8.48%,91.15,92.48,51.38,143.86,-5.40%,54%,<2%,17%,0.91,1.88,0.02,AA-,4.20%,25
78,鼎信转债!,113506,2018-05-14,鼎信通讯,603421,能源电力,128.01,-0.14%,0.36%,27.96,0.22%,7.7,6.30%,21.65,5.41,29.10%,129.15,-0.90%,4.995年,2.995年,0.70%,0.90%,1,-2.98%,-3.34%,-3.05%,-6.68%,-6.84%,91.12,90.97,38.17,129.15,-0.90%,52%,<2%,16%,1,1.19,0.82,AA,4.00%,23
79,金农转债,128036,2018-04-02,金新农,2548,农业,132.02,6.38%,0.27%,12.83,7.36%,280,47.90%,9.62,4.34,33.40%,133.37,-1.00%,4.90年,2.90年,9.00%,12.00%,4.5,-3.55%,-3.94%,-3.63%,-7.71%,-7.90%,91.12,90.82,49.39,140.21,-5.80%,39%,<2%,17%,0.9,1.99,-0.08,AA-,4.20%,56
80,利欧转债!,128038,2018-04-19,利欧股份,2131,传媒娱乐,129.525,0.79%,0.11%,2.23,0.90%,33,9.90%,1.72,1.49,29.70%,129.65,-0.10%,4.94年,2.94年,1.70%,2.20%,2.6,-2.63%,-3.11%,-2.73%,-7.08%,-7.26%,91.55,94.09,35.57,129.65,-0.10%,80%,71%,16%,1,1.02,0.98,AA,4.00%,67
81,岩土转债,128037,2018-04-25,中化岩土,2542,建筑,101.713,-0.08%,0.58%,5.48,2.05%,5,0.80%,8.03,2.75,-31.80%,68.24,49.00%,4.92年,2.92年,6.00%,4.10%,6,2.16%,1.67%,2.07%,0.51%,0.30%,87.67,87.08,5.24,92.32,10.20%,54%,35%,16%,0.25,-1.86,2.49,AA,5.50%,70
82,敖东转债,127006,2018-05-11,吉林敖东,623,金融,109,1.07%,-1.49%,18.27,-0.81%,27,1.00%,20.82,1.04,-12.20%,87.75,24.20%,4.91年,2.91年,11.40%,10.00%,24.1,-0.11%,-0.43%,-0.18%,-2.12%,-2.25%,89.24,87.63,14.02,101.65,7.20%,31%,25%,16%,0.52,-1.01,2.1,AA+,4.50%,33
83,长证转债,127005,2018-04-11,长江证券,783,金融,118.34,0.11%,0.15%,7.81,0.39%,58,1.00%,7.45,1.65,4.80%,104.83,12.90%,4.91年,无权,11.60%,12.10%,50,-1.56%,-1.91%,-1.63%,无权,无权,无权,90.79,25.86,116.66,1.40%,31%,22%,18%,0.66,0.42,0.91,AAA,4.00%,33
84,星源转债,123009,2018-04-10,星源材质,300568,汽车,117.731,-0.23%,0.95%,29.77,0.95%,1.3,0.20%,27.69,4,7.50%,107.51,9.50%,4.90年,2.90年,8.40%,9.00%,4.8,-1.34%,-1.72%,-1.42%,-4.29%,-4.47%,90.22,89.35,27.95,117.3,0.40%,64%,21%,17%,0.76,0.4,1.13,AA,4.50%,14
85,杭电转债,113505,2018-03-27,杭电股份,603618,能源电力,107.57,-0.33%,0.06%,6.94,-0.43%,3.6,0.40%,7.29,2.2,-4.80%,95.2,13.00%,4.89年,2.89年,16.40%,15.60%,7.8,0.99%,0.51%,0.90%,-1.32%,-1.53%,89.81,90.38,17.76,108.14,-0.50%,72%,17%,16%,0.64,0.37,0.92,AA,4.70%,41
86,艾华转债,113504,2018-03-23,艾华集团,603989,电子,112.08,-0.13%,-0.76%,20.51,-1.39%,1.2,0.20%,21.73,4.23,-5.60%,94.39,18.70%,4.88年,2.88年,8.60%,8.20%,6.9,-0.24%,-0.65%,-0.32%,-2.66%,-2.86%,89.84,88.82,18.15,106.97,4.80%,40%,23%,16%,0.64,-0.64,1.94,AA,4.70%,8
87,康泰转债!,123008,2018-03-19,康泰生物,300601,医药,169.998,-0.58%,-0.08%,53.07,-0.66%,11,8.50%,31.23,21.54,69.90%,169.93,0.00%,4.80年,2.80年,0.20%,0.40%,0.8,-8.67%,-9.02%,-8.74%,-10.10%,-10.20%,92.04,92.12,77.82,169.93,0.00%,69%,<2%,16%,1,0.99,1.01,AA-,4.00%,8
88,玲珑转债,113019,2018-03-22,玲珑轮胎,601966,汽车,116.24,-0.73%,-0.19%,18.6,-1.59%,12,0.50%,18.84,2.36,-1.30%,98.73,17.70%,3.88年,1.88年,9.00%,8.80%,20,-0.73%,-1.33%,-0.85%,-6.32%,-6.47%,93.16,95.74,15.07,110.81,4.90%,34%,25%,16%,0.58,-0.51,1.7,AA+,4.40%,19
89,大族转债,128035,2018-03-05,大族激光,2008,电子,109.8,-0.29%,0.03%,40.6,-0.83%,23,0.90%,52.5,5.29,-22.70%,77.33,42.00%,4.81年,2.81年,5.30%,4.10%,23,-0.27%,-0.59%,-0.33%,-1.56%,-1.86%,91.5,87.22,9.35,96.57,13.70%,39%,36%,16%,0.32,-2.17,3.03,AA+,4.70%,16
90,无锡转债,110043,2018-03-14,无锡银行,600908,金融,111,-0.10%,-0.91%,6.64,-1.48%,33,1.00%,6.7,1.2,-0.90%,99.1,12.00%,4.80年,无权,24.40%,24.20%,30,-1.09%,-1.30%,-1.13%,无权,无权,无权,86.33,23.63,109.96,0.90%,47%,20%,18%,0.68,0.32,1.04,AA+,4.30%,56
91,江银转债,128034,2018-02-14,江阴银行,2807,金融,116.29,-0.33%,-0.84%,6.38,-1.54%,51,2.50%,5.67,1.12,12.50%,112.52,3.30%,4.78年,无权,15.30%,17.20%,17.6,-1.25%,-1.61%,-1.32%,无权,无权,无权,90.12,31.61,121.73,-4.50%,49%,<2%,18%,0.76,1.56,0.03,AA+,4.20%,55
92,常熟转债!,113018,2018-02-06,常熟银行,601128,金融,144.19,-2.07%,-0.16%,8.32,-2.23%,38,2.60%,5.76,1.61,44.40%,144.44,-0.20%,4.77年,无权,4.80%,7.00%,10.1,-5.67%,-6.00%,-5.73%,无权,无权,无权,91.17,53.27,144.44,-0.20%,42%,<2%,18%,1,1.04,0.96,AA+,4.00%,31
93,道氏转债,123007,2018-01-26,道氏技术,300409,建筑,121,0.82%,-1.72%,16.95,-1.11%,1,0.30%,15.2,4.34,11.50%,111.51,8.50%,4.71年,2.71年,4.00%,4.40%,3.1,-1.66%,-2.11%,-1.75%,-5.34%,-5.55%,91.37,91.53,29.24,120.76,0.20%,77%,15%,16%,0.81,0.43,1.19,AA-,4.50%,17
94,迪龙转债,128033,2018-01-29,雪迪龙,2658,城市公用设施,110.998,0.36%,-0.74%,9.37,-0.53%,7.6,1.30%,9.03,2.81,3.80%,103.77,7.00%,4.70年,2.70年,9.20%,9.50%,5.2,-0.14%,-0.54%,-0.22%,-2.57%,-2.77%,90.77,89.78,24.6,114.39,-3.00%,38%,12%,17%,0.72,1.04,0.43,AA,4.60%,55
95,吉视转债,113017,2018-01-15,吉视传媒,601929,传媒娱乐,109.74,-0.04%,-0.39%,2.87,-0.69%,6.5,0.40%,2.96,1.35,-3.00%,96.96,13.20%,4.70年,2.70年,17.50%,16.90%,15.6,0.11%,-0.30%,0.03%,-2.18%,-2.38%,91.22,90.5,18.49,108.99,0.70%,28%,18%,16%,0.62,0.34,0.91,AA+,4.40%,33
96,航电转债,110042,2018-01-15,中航电子,600372,航空航天,122.55,-0.11%,0.43%,16.76,0.42%,9.3,0.30%,14.23,4.14,17.80%,117.78,4.10%,4.70年,2.70年,8.10%,9.60%,24,-2.35%,-2.72%,-2.43%,-5.83%,-6.04%,92.41,91.65,34.22,125.87,-2.60%,35%,13%,16%,0.78,1.38,0.24,AAA,4.00%,14
97,蒙电转债,110041,2018-01-09,内蒙华电,600863,能源电力,112.65,0.79%,-0.14%,2.96,1.02%,21,1.00%,2.92,1.62,1.40%,101.37,11.10%,4.69年,2.69年,10.90%,11.00%,18.7,-0.34%,-0.77%,-0.43%,-2.98%,-3.20%,92.53,92.61,20.71,113.33,-0.60%,22%,16%,16%,0.63,0.77,0.51,AAA,4.00%,20
98,双环转债,128032,2018-01-25,双环传动,2472,机械装备制造,107,-0.19%,-0.12%,7.12,-1.11%,0.5,0.00%,9.99,1.48,-28.70%,71.27,50.10%,4.70年,2.70年,20.50%,14.60%,10,0.76%,0.33%,0.67%,-1.23%,-1.45%,88.84,86.77,6.69,93.46,14.50%,54%,39%,16%,0.27,-2.49,3.33,AA,5.50%,16
99,天康转债,128030,2018-01-29,天康生物,2100,农业,121.28,-1.40%,4.81%,9.62,4.11%,27,2.30%,8.15,2.99,18.00%,118.04,2.70%,4.69年,2.69年,10.80%,12.70%,10,-1.56%,-2.04%,-1.66%,-5.50%,-5.71%,91.59,92.78,33.52,126.3,-4.00%,32%,19%,16%,0.83,1.45,0.26,AA,4.30%,13
100,太阳转债,128029,2018-01-16,太阳纸业,2078,造纸包装印刷,115.22,-1.27%,0.48%,8,-1.60%,2.7,0.20%,8.75,1.75,-8.60%,91.43,26.00%,3.69年,1.69年,5.80%,5.30%,12,-1.68%,-2.09%,-1.76%,-6.64%,-6.78%,93.51,92.19,11.93,104.12,10.70%,37%,34%,16%,0.49,-1.58,2.69,AA+,4.50%,6
101,赣锋转债,128028,2018-01-19,赣锋锂业,2460,有色金属,106.4,-0.13%,-0.81%,28.52,-4.46%,5.5,0.60%,42.58,4.86,-33.00%,66.98,58.90%,4.69年,2.69年,2.50%,1.70%,9.3,0.68%,0.29%,0.61%,-1.29%,-1.46%,87.93,85.48,6.12,91.6,16.20%,70%,41%,17%,0.21,-2.76,3.53,AA,5.60%,20
102,东财转债!,123006,2018-01-29,东方财富,300059,金融,168.61,0.36%,-0.21%,19.16,0.16%,503,22.10%,11.36,6.84,68.70%,168.66,0.00%,4.68年,2.68年,1.30%,2.20%,13.5,-8.72%,-9.08%,-8.79%,-10.80%,-10.90%,91.49,92.19,76.48,168.66,0.00%,57%,<2%,17%,1,1.01,0.99,AA,4.00%,23
103,铁汉转债,123004,2018-01-26,铁汉生态,300197,城市公用设施,115.4,-0.32%,1.44%,4.49,1.35%,8.3,1.50%,3.99,1.61,12.50%,112.53,2.50%,4.68年,2.68年,4.50%,5.10%,4.8,-0.98%,-1.38%,-1.06%,-3.93%,-4.12%,91.39,90.72,29.56,120.28,-4.10%,67%,11%,15%,0.83,1.45,0.26,AA,4.30%,53
104,崇达转债,128027,2018-01-22,崇达技术,2815,电子,117.472,-0.03%,0.17%,16.75,0.18%,6,0.70%,15.09,5.06,11.00%,111,5.80%,4.67年,2.67年,5.60%,6.20%,7.8,-1.27%,-1.68%,-1.35%,-4.46%,-4.67%,91.49,90.94,29.09,120.03,-2.10%,63%,14%,16%,0.8,0.97,0.64,AA,4.40%,9
105,泰晶转债,113503,2018-01-02,泰晶科技,603738,电子,106.14,-0.33%,-1.30%,15.23,-3.36%,2.3,1.00%,17.99,4,-15.30%,84.66,25.40%,4.67年,2.67年,8.90%,7.50%,2.2,1.36%,0.84%,1.25%,-0.93%,-1.16%,90.07,90.18,11.17,101.35,4.70%,62%,21%,16%,0.48,-0.79,1.79,AA,5.00%,36
106,众兴转债,128026,2018-01-03,众兴菌业,2772,农业,99.984,-0.34%,0.31%,8.25,-0.12%,14,1.50%,11.64,1.21,-29.10%,70.88,41.10%,4.66年,2.66年,30.30%,21.50%,9.2,2.29%,1.84%,2.20%,1.20%,0.96%,88.27,85.71,6.97,92.68,7.90%,54%,30%,16%,0.28,-1.48,2.13,AA-,5.80%,41
107,蓝思转债,123003,2018-01-17,蓝思科技,300433,电子,104.754,-0.14%,0.54%,8.26,1.10%,36,0.70%,10.46,1.99,-21.00%,78.97,32.70%,4.65年,2.65年,14.80%,11.70%,48,1.14%,0.72%,1.05%,-0.58%,-0.79%,90.79,89.68,8.44,98.12,6.80%,87%,28%,16%,0.36,-1.03,1.8,AA+,4.60%,36
108,特一转债,128025,2017-12-28,特一药业,2728,医药,114.583,0.38%,-2.33%,16.78,-2.50%,7.2,1.90%,15.45,3.21,8.60%,108.61,5.50%,4.64年,2.64年,10.10%,10.90%,3.4,-0.83%,-1.24%,-0.91%,-3.73%,-3.93%,91.02,90.04,28.11,118.15,-3.00%,36%,<2%,17%,0.78,1.07,0.52,AA-,4.50%,28
109,宁行转债,128024,2018-01-12,宁波银行,2142,金融,127.5,-0.78%,0.14%,22.96,-0.78%,60,0.60%,18.01,1.85,27.50%,127.48,0.00%,4.64年,无权,6.20%,7.90%,74.2,-3.37%,-3.71%,-3.44%,无权,无权,无权,91.12,43.57,134.69,-5.30%,30%,<2%,18%,0.82,2.02,-0.25,AAA,4.00%,31
110,亚太转债,128023,2017-12-26,亚太股份,2284,汽车,99.324,-0.49%,-0.46%,6.29,-6.81%,15,1.50%,10.34,1.77,-39.20%,60.83,63.30%,4.64年,2.64年,21.60%,13.10%,10,2.83%,2.31%,2.73%,1.42%,1.18%,88.48,87.57,3.46,91.04,9.10%,36%,32%,17%,0.14,-1.66,2.02,AA,5.70%,41
111,众信转债,128022,2017-12-28,众信旅游,2707,旅游餐饮酒店,109.423,-0.34%,0.12%,7.63,-0.91%,1.7,0.20%,10.99,2.87,-30.60%,69.43,57.60%,4.63年,2.63年,10.40%,7.20%,7,0.18%,-0.24%,0.09%,-2.14%,-2.34%,88.8,86.44,6.69,93.13,17.50%,57%,46%,17%,0.25,-2.93,3.83,AA,5.50%,9
112,兄弟转债,128021,2017-12-27,兄弟科技,2562,医药,126.7,-0.71%,-0.08%,6.54,-0.91%,11,1.60%,5.35,2.7,22.20%,122.24,3.60%,4.62年,2.62年,9.00%,11.00%,5.2,-3.00%,-3.39%,-3.08%,-7.19%,-7.38%,91.79,91.24,38,129.23,-2.00%,68%,13%,16%,0.87,1.08,0.67,AA,4.30%,22
113,国祯转债,123002,2017-12-25,国祯环保,300388,城市公用设施,123.5,-0.32%,0.73%,10.65,0.47%,1.4,0.20%,8.72,2.85,22.10%,122.13,1.10%,4.61年,2.61年,9.90%,12.10%,5.8,-2.46%,-2.86%,-2.54%,-6.35%,-6.54%,91.83,91.27,37.86,129.13,-4.40%,51%,<2%,16%,0.86,1.61,0.19,AA,4.30%,9
114,生益转债,110040,2017-12-11,生益科技,600183,电子,120,-0.01%,-0.35%,13.09,-0.46%,23,1.00%,11.62,4.54,12.70%,112.65,6.50%,4.61年,无权,6.50%,7.30%,18,-1.84%,-2.24%,-1.92%,无权,无权,无权,91.48,29.68,121.15,-1.00%,46%,15%,16%,0.78,0.84,0.73,AA+,4.20%,11
115,水晶转债,128020,2017-12-12,水晶光电,2273,电子,109.7,-0.77%,-0.62%,13.23,-3.08%,7.2,0.60%,16,3.16,-17.30%,82.69,32.70%,4.59年,2.59年,10.30%,8.50%,11.8,0.38%,-0.08%,0.29%,-2.44%,-2.61%,89.46,89.14,9.99,99.13,10.70%,51%,31%,16%,0.45,-1.82,2.9,AA,5.10%,16
116,济川转债,110038,2017-11-29,济川药业,600566,医药,113.75,-1.08%,-0.29%,36.27,-2.50%,9.5,1.30%,40.04,5.94,-9.40%,90.58,25.60%,3.58年,1.58年,2.10%,1.90%,6.3,-1.25%,-1.70%,-1.34%,-6.30%,-6.46%,93.42,91.84,10.75,102.59,10.90%,36%,33%,15%,0.55,-1.73,3,AA,4.90%,9
117,嘉澳转债,113502,2017-11-27,嘉澳环保,603822,城市公用设施,102.92,0.17%,-0.01%,30.5,0.66%,1.2,0.60%,45.27,3.16,-32.60%,67.37,52.80%,4.57年,2.57年,8.30%,5.60%,1.9,2.09%,1.55%,1.98%,0.17%,-0.07%,88.44,87.24,5.29,92.53,11.20%,58%,38%,17%,0.23,-2.04,2.68,AA-,5.90%,42
118,久立转2,128019,2017-12-01,久立特材,2318,石油天然气化工,116.3,0.22%,0.99%,8.61,1.65%,13,1.10%,8.22,2.44,4.70%,104.74,11.00%,4.57年,2.57年,14.40%,15.00%,10.4,-1.17%,-1.58%,-1.25%,-4.36%,-4.56%,91.34,90.37,24.77,115.14,1.00%,34%,22%,17%,0.73,0.24,1.21,AA,4.50%,13
119,时达转债,128018,2017-12-04,新时达,2527,机械装备制造,107.938,0.87%,-2.39%,7.23,-2.30%,40,4.20%,7.45,1.58,-3.00%,97.05,11.20%,4.56年,2.56年,19.60%,19.00%,8.8,0.59%,0.14%,0.50%,-1.61%,-1.84%,91.26,90.29,18.73,109.02,-1.00%,35%,12%,16%,0.66,0.55,0.78,AA,4.70%,39
120,小康转债,113016,2017-11-21,小康股份,601127,汽车,109,-1.01%,-1.09%,17.01,-3.08%,4.4,0.50%,17.2,3.23,-1.10%,98.9,10.20%,4.56年,2.56年,5.50%,5.40%,8.8,0.37%,-0.07%,0.28%,-1.96%,-2.19%,91.37,90.47,19.97,110.43,-1.30%,40%,13%,16%,0.68,0.62,0.75,AA,4.60%,36
121,隆基转债,113015,2017-11-20,隆基股份,601012,能源电力,128,0.00%,0.00%,27.09,0.00%,0,0.00%,22.98,5.07,17.90%,117.89,8.60%,4.55年,2.55年,3.70%,4.40%,28,-3.27%,-3.67%,-3.35%,-7.72%,-7.91%,92.26,91.83,33.67,125.49,2.00%,48%,22%,16%,0.81,0.31,1.31,AA+,4.20%,9
122,金禾转债,128017,2017-11-27,金禾实业,2597,石油天然气化工,113.56,1.06%,-1.30%,21.01,-0.43%,90,13.20%,23.32,3.12,-9.90%,90.09,26.00%,4.55年,2.55年,5.10%,4.60%,6,-0.65%,-1.06%,-0.73%,-3.54%,-3.75%,90.64,89.17,15.38,104.55,8.60%,37%,29%,17%,0.56,-1.39,2.62,AA,4.90%,19
123,林洋转债,113014,2017-11-13,林洋能源,601222,能源电力,105.5,-0.66%,0.75%,5.82,0.52%,9.4,0.30%,8.76,1.11,-33.60%,66.44,58.80%,4.54年,2.54年,29.20%,19.40%,30,1.11%,0.66%,1.02%,-0.78%,-1.02%,89.17,86.82,5.33,92.15,14.50%,83%,44%,16%,0.18,-2.49,3.11,AA,5.60%,16
124,雨虹转债,128016,2017-10-20,东方雨虹,2271,建筑,116,-1.27%,-1.70%,20.35,-5.74%,27,1.20%,22.63,4.06,-10.10%,89.92,29.00%,4.45年,2.45年,6.10%,5.40%,18.4,-1.15%,-1.57%,-1.23%,-4.46%,-4.67%,91.98,91.09,13.41,104.51,11.00%,51%,30%,16%,0.52,-1.65,2.84,AA+,4.50%,6
125,国君转债,113013,2017-07-24,国泰君安,601211,金融,119.08,0.83%,-0.42%,20.29,0.64%,121,1.40%,19.8,1.57,2.50%,102.47,16.20%,4.23年,无权,4.00%,4.10%,70,-1.94%,-2.35%,-2.02%,无权,无权,无权,93.35,21.13,114.48,4.00%,26%,24%,17%,0.63,-0.13,1.4,AAA,4.00%,19
126,久其转债,128015,2017-07-18,久其软件,2279,计算机及应用,107.29,0.08%,-0.08%,9.13,0.00%,9.6,1.10%,12.86,3.3,-29.00%,71,51.10%,4年54天,2年54天,12.00%,8.50%,7.8,1.13%,0.58%,1.02%,-1.74%,-1.99%,91.07,90.22,5.27,95.49,12.40%,71%,40%,17%,0.23,-2.14,2.8,AA,5.50%,36
127,模塑转债,127004,2017-08-16,模塑科技,700,汽车,98.968,-0.43%,0.24%,4.09,-3.99%,10,1.30%,7.72,1.4,-47.00%,52.98,86.80%,4年48天,2年48天,24.20%,12.80%,8.2,3.79%,3.10%,3.65%,1.99%,1.68%,90.86,91.24,1.01,92.25,7.30%,53%,38%,17%,0.05,-1.35,1.48,AA,5.90%,67
128,永东转债,128014,2017-07-18,永东股份,2753,石油天然气化工,104.639,-0.01%,0.36%,11.28,0.80%,6.4,1.80%,13.53,2.8,-16.60%,83.37,25.50%,4年2.3天,2年2.3天,9.00%,7.50%,3.4,1.98%,1.37%,1.86%,-0.51%,-0.82%,92.42,91.94,9.74,101.68,2.90%,60%,23%,17%,0.43,-0.49,1.37,AA-,5.40%,47
129,骆驼转债,113012,2017-07-18,骆驼股份,601311,汽车,111.93,0.17%,0.59%,13.34,1.14%,9.1,1.60%,13.44,2.03,-0.70%,99.26,12.80%,3.94年,1.94年,4.40%,4.40%,5.1,-0.73%,-1.14%,-0.81%,-4.09%,-4.31%,93.19,91.16,18.61,109.77,2.00%,35%,21%,16%,0.66,0,1.33,AA,4.70%,25
130,光大转债,113011,2017-07-18,光大银行,601818,金融,113.23,-0.40%,0.54%,4.14,0.24%,212,0.60%,4.13,0.76,0.20%,100.24,13.00%,3.92年,无权,13.80%,13.80%,300,-0.91%,-1.35%,-1.00%,无权,无权,无权,93.98,17.81,111.79,1.30%,19%,19%,16%,0.6,0.36,0.85,AAA,4.00%,22
131,洪涛转债,128013,2016-08-23,洪涛股份,2325,建筑,100.55,-1.28%,1.28%,3.98,1.27%,15,1.20%,9.98,1.35,-60.10%,39.88,152%,3.29年,1.29年,24.10%,9.60%,12,3.49%,2.77%,3.35%,1.54%,1.16%,94.5,93.1,2.17,95.27,5.50%,35%,57%,16%,0,-1.05,1.05,AA,6.00%,73
132,海印转债,127003,2016-07-01,海印股份,861,商业零售,109.75,-0.50%,-0.09%,3.06,-0.97%,17,1.40%,3.03,2.12,1.00%,100.99,8.70%,3年54天,1年54天,16.70%,16.80%,11.1,1.33%,0.49%,1.16%,-4.89%,-5.28%,96.72,98.98,14.3,113.28,-3.10%,25%,12%,16%,0.61,1.03,0.23,AA,4.80%,100
133,辉丰转债,128012,2016-05-17,辉丰股份,2496,石油天然气化工,99.83,-1.69%,1.69%,4.44,-9.94%,51,6.00%,7.71,1.93,-42.40%,57.59,73.40%,3年6.3天,1年6.3天,12.60%,7.30%,8.4,2.25%,1.81%,2.16%,4.65%,3.74%,97.26,87.31,10.09,97.4,2.50%,86%,35%,17%,0,-0.51,0.41,A+,7.00%,80
134,顺昌转债,128010,2016-02-23,澳洋顺昌,2245,交通运输,104.5,0.37%,-0.37%,5.73,1.60%,5.4,1.00%,9.28,2.12,-38.30%,61.75,69.20%,2.77年,0.77年,9.10%,5.60%,5.1,2.30%,1.54%,2.15%,-2.69%,-3.06%,96.46,94.86,2.51,97.37,7.30%,42%,42%,17%,0,-1.36,1.4,AA,6.00%,22
135,广汽转债,113009,2016-02-04,广汽集团,601238,汽车,114.95,-0.48%,0.51%,13.57,0.07%,45,1.50%,14.74,1.82,-7.90%,92.06,24.90%,2.77年,0.77年,1.80%,1.70%,25.5,-1.92%,-2.51%,-2.04%,-12.30%,-12.70%,98.08,97.92,7.83,105.75,8.70%,34%,33%,15%,0.42,-1.16,2.06,AAA,4.00%,11
136,九州转债,110034,2016-01-29,九州通,600998,医药,109.17,-0.64%,0.52%,15.56,-0.45%,4.6,0.30%,18.42,1.98,-15.50%,84.47,29.20%,2.75年,0.75年,5.10%,4.30%,15,0.41%,-0.29%,0.27%,-5.34%,-6.09%,99.47,97.28,4.87,102.15,6.90%,26%,27%,15%,0.25,-1.07,1.61,AA+,4.70%,13
137,国贸转债,110033,2016-01-19,厦门国贸,600755,交通运输,114.8,0.23%,-0.45%,9.17,-0.33%,13,0.80%,8.61,1.35,6.50%,106.5,7.80%,2.73年,0.73年,8.80%,9.30%,14.6,-1.21%,-1.94%,-1.36%,-13.00%,-13.30%,97.91,99.13,15.98,115.11,-0.30%,34%,15%,15%,0.67,0.65,0.7,AA+,4.30%,11
138,蓝标转债,123001,2016-01-18,蓝色光标,300058,传媒娱乐,124.49,-0.02%,0.34%,5.37,0.37%,59,12.50%,4.31,1.86,24.60%,124.59,-0.10%,2.68年,0.68年,2.90%,3.70%,3.8,-4.16%,-4.88%,-4.30%,-22.00%,-22.40%,98.25,99.59,31.09,130.67,-4.70%,39%,<2%,17%,0.85,1.76,0.01,AA,4.30%,63
139,航信转债,110031,2015-06-30,航天信息,600271,计算机及应用,112.5,0.00%,0.02%,28.5,0.42%,3,0.10%,42.38,4.97,-32.80%,67.25,67.30%,2年58天,58天,4.50%,3.00%,24,-1.05%,-1.90%,-1.22%,-31.70%,-32.70%,100.47,101.22,0.56,101.78,10.50%,54%,53%,17%,0.05,-1.85,2.05,AAA,4.00%,8
140,电气转债,113008,2015-02-16,上海电气,601727,能源电力,124.69,-0.09%,1.01%,6.46,1.10%,111,1.50%,5.19,1.66,24.50%,124.47,0.20%,1.80年,回售中,6.20%,7.70%,59.2,-7.65%,-8.42%,-7.81%,回售中,回售中,103,100.76,26.99,127.75,-2.40%,50%,14%,16%,0.84,1.39,0.35,AAA,4.00%,19
141,格力转债,110030,2015-01-13,格力地产,600185,地产,107.01,-0.57%,0.63%,5.77,1.05%,4.6,1.00%,6.94,1.59,-16.90%,83.14,28.70%,0.70年,回售中,3.60%,3.00%,4.3,-1.35%,-2.95%,-1.67%,回售中,回售中,103,101.86,0.34,102.2,4.70%,70%,48%,16%,0.06,-0.83,0.95,AA,5.90%,9
