,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展/上市日,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
71,千禾转债,113511,2018-07-10,千禾味业,603027,食品饮料,109.51,-1.63%,0.20%,23.43,-2.29%,7.1,1.80%,25.85,5.99,-9.40%,90.64,20.80%,5.23年,3.23年,4.70%,4.20%,3.6,0.63%,0.17%,0.54%,-1.64%,-1.84%,88.09,88.32,17.84,106.16,3.20%,57%,22%,16%,0.62,-0.53,1.79,AA-,4.90%,39
72,广电转债!,110044,2018-07-24,广电网络,600831,传媒娱乐,158.94,-3.51%,-1.93%,10.8,-5.84%,114,32.80%,6.91,2.05,56.30%,156.3,1.70%,5.25年,3.25年,3.00%,4.70%,2.2,-6.36%,-6.76%,-6.44%,-11.50%,-11.70%,90.51,91.99,71.82,163.8,-3.00%,41%,<2%,17%,0.93,1.46,0.44,AA,4.10%,11
73,湖广转债,127007,2018-08-01,湖北广电,665,传媒娱乐,117.5,-1.59%,-1.69%,9.09,-4.32%,74,4.60%,7.92,0.96,14.80%,114.77,2.40%,5.25年,3.25年,23.80%,27.30%,13.8,-0.65%,-1.12%,-0.75%,-3.52%,-3.74%,90.5,91.81,34.7,126.51,-7.10%,32%,<2%,17%,0.76,2.18,-0.49,AA+,4.20%,38
74,博世转债,123010,2018-08-14,博世科,300422,城市公用设施,107.999,0.00%,-0.45%,11.15,-0.98%,2.7,0.60%,14.3,2.99,-22.00%,77.97,38.50%,5.27年,3.27年,10.80%,8.50%,4.3,0.93%,0.47%,0.84%,-1.16%,-1.37%,86.93,86.55,11.77,98.32,9.80%,68%,31%,17%,0.46,-1.83,2.91,AA-,5.40%,34
75,景旺转债,113512,2018-07-24,景旺电子,603228,电子,125.2,1.77%,0.51%,62.8,2.63%,18,2.20%,49.85,6.92,26.00%,125.98,-0.60%,5.27年,3.27年,2.60%,3.30%,6.7,-1.91%,-2.35%,-2.00%,-5.36%,-5.55%,90.05,91.31,43.88,135.19,-7.40%,38%,<2%,16%,0.87,2.29,-0.39,AA,4.30%,11
76,安井转债,113513,2018-07-31,安井食品,603345,食品饮料,115.98,-0.09%,-0.47%,39.9,-0.70%,8.4,1.50%,35.46,4.71,12.50%,112.52,3.10%,5.29年,3.29年,5.80%,6.50%,5,-0.48%,-0.93%,-0.57%,-3.24%,-3.43%,89.22,90.18,33.15,123.33,-6.00%,51%,<2%,16%,0.81,1.72,-0.01,AA-,4.50%,14
77,海澜转债,110045,2018-07-31,海澜之家,600398,服装纺织,104.3,-0.71%,0.60%,9.51,-0.31%,13,0.40%,12.4,3.67,-23.30%,76.69,36.00%,5.29年,3.29年,7.00%,5.40%,30,1.36%,0.94%,1.27%,-0.42%,-0.58%,88.04,88.4,9.41,97.8,6.60%,30%,27%,16%,0.37,-1.09,1.87,AA+,4.60%,36
78,盛路转债!,128041,2018-08-14,盛路通信,2446,通信互联网,144.08,0.33%,1.11%,10.06,1.51%,109,39.70%,6.88,2.72,46.20%,146.22,-1.50%,5.30年,3.30年,2.30%,3.30%,1.9,-4.16%,-4.64%,-4.26%,-9.06%,-9.24%,90.64,93.79,59.42,153.21,-6.00%,52%,<2%,16%,0.95,2.28,-0.24,AA,4.10%,21
79,德尔转债,123011,2018-08-14,德尔股份,300473,汽车,109.9,-1.30%,0.93%,36.91,-0.51%,8.7,1.40%,34.96,2.13,5.60%,105.58,4.10%,5.31年,2.81年,14.30%,15.10%,5.6,1.31%,0.72%,1.19%,-2.08%,-2.29%,90.31,92.81,26.83,119.64,-8.10%,44%,<2%,17%,0.73,2.01,-0.41,AA-,4.70%,45
80,威帝转债,113514,2018-08-13,威帝股份,603023,汽车,107.3,-0.27%,-0.85%,5.82,-1.69%,1.3,0.60%,5.92,3.72,-1.70%,98.31,9.10%,4.31年,2.31年,9.50%,9.40%,2,0.91%,0.41%,0.81%,-1.94%,-2.11%,90.67,90.61,21.23,111.85,-4.10%,71%,11%,18%,0.67,1.04,0.32,A+,5.00%,55
81,万顺转债,123012,2018-08-29,万顺股份,300057,造纸包装印刷,118,-1.74%,-0.97%,7.54,-3.33%,10,2.50%,6.47,1.24,16.50%,116.54,1.30%,5.31年,3.31年,8.80%,10.20%,3.5,-1.12%,-1.50%,-1.19%,-3.66%,-3.85%,89.32,88.69,38.93,127.62,-7.50%,45%,<2%,18%,0.81,2.14,-0.36,AA-,4.50%,32
82,高能转债,113515,2018-08-27,高能环境,603588,城市公用设施,113.15,-1.00%,1.30%,10.07,0.40%,50,5.30%,9.38,2.72,7.40%,107.36,5.40%,5.33年,3.33年,12.60%,13.60%,8.4,0.03%,-0.43%,-0.07%,-2.46%,-2.66%,89.22,90.15,29,119.15,-5.00%,67%,11%,16%,0.76,1.51,0.08,AA,4.50%,38
83,横河转债,123013,2018-08-20,横河模具,300539,机械装备制造,121.76,-3.44%,0.56%,11.29,-3.42%,18,34.70%,9.26,6.16,21.90%,121.92,-0.10%,5.33年,3.33年,1.80%,2.20%,0.4,-0.84%,-1.38%,-0.95%,-4.29%,-4.53%,90.02,92.83,40.9,133.73,-9.00%,78%,<2%,17%,0.84,2.46,-0.58,A+,4.50%,32
84,凯中转债,128042,2018-09-03,凯中精密,2823,能源电力,106.9,-0.11%,0.50%,12.46,0.65%,3,0.70%,13.25,2.77,-6.00%,94.04,13.70%,5.34年,3.34年,11.50%,10.80%,4.2,1.79%,1.20%,1.67%,-0.84%,-1.05%,88.26,91.84,19.22,111.06,-3.70%,67%,14%,17%,0.61,0.91,0.33,AA,4.80%,54
85,凯发转债,123014,2018-08-21,凯发电气,300407,能源电力,126.4,-11.30%,14.00%,10.68,2.99%,566,124%,8.15,3.01,31.00%,131.04,-3.50%,4.33年,2.33年,11.90%,15.50%,3.5,-3.30%,-3.69%,-3.38%,-8.18%,-8.34%,92.03,91.37,47.23,138.59,-8.80%,64%,31%,18%,0.89,2.66,-0.66,A+,4.30%,20
86,苏农转债,113516,2018-08-20,苏农银行,603323,金融,120.51,-0.75%,-0.36%,7.22,-1.50%,54,3.40%,6.34,1.17,13.90%,113.88,5.80%,5.35年,无权,11.00%,12.50%,12.9,-0.79%,-1.30%,-0.89%,无权,无权,无权,92.93,34.01,126.94,-5.10%,49%,<2%,18%,0.74,1.66,-0.1,AA+,4.30%,34
87,东音转债,128043,2018-08-27,东音股份,2793,机械装备制造,111.2,0.53%,-0.66%,12.76,-0.16%,17,5.50%,11.43,3.02,11.60%,111.64,-0.40%,5.35年,3.35年,11.00%,12.20%,2.8,0.73%,0.20%,0.62%,-1.95%,-2.16%,88.98,91.52,32.76,124.29,-10.50%,69%,<2%,17%,0.78,2.76,-0.93,AA-,4.50%,32
88,曙光转债,113517,2018-08-23,中科曙光,603019,计算机及应用,122.73,-0.89%,-2.01%,57.83,-3.62%,58,4.20%,51.28,10.17,12.80%,112.77,8.80%,5.36年,3.36年,3.00%,3.40%,11.2,-1.51%,-1.95%,-1.60%,-4.69%,-4.88%,89.34,90.4,33.31,123.71,-0.80%,60%,12%,16%,0.8,0.65,0.96,AA,4.40%,5
89,蓝盾转债,123015,2018-09-13,蓝盾股份,300297,计算机及应用,120.374,-0.19%,-0.76%,6.95,-1.14%,17,5.60%,5.82,1.95,19.40%,119.42,0.80%,5.38年,3.38年,2.90%,3.50%,2.5,-1.14%,-1.58%,-1.23%,-4.13%,-4.33%,89.47,90.64,38.67,129.31,-6.90%,36%,<2%,16%,0.84,2.11,-0.3,AA,4.30%,48
90,岭南转债,128044,2018-09-04,岭南股份,2717,城市公用设施,111.768,-0.39%,-0.48%,9.29,-1.17%,5.7,0.80%,8.96,2.17,3.70%,103.68,7.80%,5.38年,3.38年,6.90%,7.20%,6.6,0.06%,-0.36%,-0.03%,-2.14%,-2.33%,88.69,88.77,27.12,115.89,-3.60%,67%,10%,16%,0.74,1.13,0.39,AA,4.50%,21
91,机电转债,128045,2018-09-14,中航机电,2013,航空航天,114.673,-0.72%,1.05%,7.71,0.52%,8.5,0.40%,7.66,3.14,0.70%,100.65,13.90%,5.41年,3.41年,7.50%,7.60%,21,-0.78%,-1.12%,-0.85%,-2.84%,-3.02%,90.04,89.3,24.68,113.98,0.60%,57%,20%,16%,0.64,0.53,0.75,AAA,4.00%,11
92,顾家转债,113518,2018-10-09,顾家家居,603816,其他,121.1,-0.21%,-2.08%,58,-2.93%,14,1.10%,52.2,5.86,11.10%,111.11,9.00%,5.46年,3.46年,4.40%,4.90%,11,-0.91%,-1.40%,-1.01%,-4.20%,-4.39%,88.82,91.38,31.29,122.67,-1.30%,39%,11%,16%,0.78,0.71,0.85,AA,4.40%,7
93,利尔转债,128046,2018-11-09,利尔化学,2258,石油天然气化工,110.997,1.37%,-1.82%,15.4,-0.90%,1.7,0.20%,18.82,2.73,-18.20%,81.83,35.60%,5.55年,3.55年,10.60%,8.60%,8.5,0.38%,-0.06%,0.29%,-1.80%,-1.99%,86.75,86.91,13.39,100.3,10.70%,61%,29%,16%,0.5,-1.9,3.11,AA,5.00%,14
94,光电转债,128047,2018-12-07,中航光电,2179,机械装备制造,116.22,-0.05%,0.00%,39.98,-0.07%,4.4,0.30%,40.26,5.47,-0.70%,99.3,17.00%,5.61年,3.61年,4.10%,4.10%,13,-0.99%,-1.32%,-1.06%,-3.05%,-3.22%,88.34,87.14,25.14,112.28,3.50%,34%,22%,16%,0.68,-0.21,1.58,AA+,4.30%,9
95,长久转债,113519,2018-11-30,长久物流,603569,交通运输,115,0.55%,-3.53%,13.74,-3.92%,16,2.00%,11.99,3.42,14.60%,114.6,0.40%,5.61年,3.61年,9.10%,10.40%,7,0.87%,0.23%,0.74%,-2.63%,-2.83%,88.39,94.79,32.73,127.52,-9.80%,53%,<2%,17%,0.76,2.62,-0.86,AA,4.50%,23
96,洲明转债,123016,2018-12-03,洲明科技,300232,电子,141,1.73%,-1.73%,13.95,0.00%,3.8,0.50%,9.45,5.05,47.60%,147.62,-4.50%,5.61年,3.61年,5.20%,7.60%,5.5,-3.52%,-3.98%,-3.61%,-7.75%,-7.94%,89.49,92.45,63.23,155.68,-9.40%,69%,<2%,16%,0.92,2.91,-0.8,AA-,4.20%,18
97,百合转债,113520,2018-11-26,梦百合,603313,其他,143.82,0.29%,1.13%,28.23,1.55%,51,7.00%,19.03,4.14,48.30%,148.34,-3.10%,5.61年,3.61年,7.50%,11.10%,5.1,-3.87%,-4.33%,-3.96%,-8.29%,-8.46%,89.22,92.3,64.77,157.07,-8.40%,41%,<2%,16%,0.92,2.66,-0.6,AA-,4.20%,16
98,张行转债,128048,2018-11-29,张家港行,2839,金融,115.405,-0.38%,-0.68%,6.59,-1.49%,40,1.40%,6.06,1.33,8.70%,108.75,6.10%,5.63年,无权,21.00%,22.80%,25,-0.17%,-0.63%,-0.26%,无权,无权,无权,90.65,31.53,122.18,-5.50%,57%,<2%,18%,0.71,1.75,-0.22,AA+,4.30%,34
99,科森转债,113521,2018-12-07,科森科技,603626,通信互联网,111.31,-0.36%,-3.37%,9.68,-5.10%,8.2,1.20%,8.95,2.3,8.20%,108.16,2.90%,5.64年,3.64年,15.20%,16.40%,6.1,0.70%,0.20%,0.60%,-1.78%,-1.98%,88.04,90.57,32.11,122.67,-9.30%,64%,<2%,18%,0.73,2.42,-0.74,AA,4.50%,70
100,特发转债,127008,2018-12-25,特发信息,70,通信互联网,173.05,-0.16%,0.50%,14.25,0.35%,521,71.70%,6.78,4.21,110%,210.18,-17.70%,4.64年,2.64年,4.70%,9.90%,4.2,-9.14%,-9.54%,-9.22%,-11.50%,-11.60%,91.53,92.98,121.96,214.94,-19.50%,60%,<2%,17%,0.98,6.02,-2.9,AA,4.00%,34
101,桐昆转债,113020,2018-12-12,桐昆股份,601233,服装纺织,121.05,0.05%,-2.00%,14.4,-2.51%,17,0.40%,12.63,1.71,14.00%,114.01,6.20%,5.64年,3.64年,14.50%,16.50%,38,-1.22%,-1.63%,-1.30%,-4.03%,-4.20%,88.62,89.94,34.88,124.82,-3.00%,48%,<2%,16%,0.78,1.25,0.35,AA+,4.20%,23
102,圆通转债,110046,2018-12-18,圆通速递,600233,交通运输,120.39,0.21%,0.41%,13.21,0.76%,117,2.70%,10.89,3.63,21.30%,121.3,-0.80%,5.65年,3.65年,9.80%,11.80%,36.5,-0.73%,-1.22%,-0.83%,-3.78%,-3.97%,89.17,92.11,39.52,131.64,-8.50%,61%,<2%,16%,0.81,2.61,-0.76,AA+,4.20%,34
103,寒锐转债,123017,2018-12-24,寒锐钴业,300618,有色金属,109.125,1.04%,-0.79%,77.8,0.36%,19,3.90%,81.49,8.36,-4.50%,95.47,14.30%,5.65年,3.65年,2.90%,2.80%,4.4,0.32%,-0.04%,0.25%,-1.36%,-1.54%,86.92,85.89,22.91,108.8,0.30%,77%,16%,16%,0.7,0.15,1.25,AA-,4.80%,43
104,山鹰转债,110047,2018-12-10,山鹰纸业,600567,造纸包装印刷,115.93,-0.33%,-0.82%,3.87,-1.53%,34,1.30%,3.34,1.38,15.90%,115.87,0.10%,5.65年,3.65年,13.00%,15.00%,23,0.40%,-0.18%,0.28%,-2.87%,-3.06%,88.73,94.09,34.43,128.52,-9.80%,29%,<2%,16%,0.75,2.82,-1.03,AA+,4.20%,64
105,旭升转债,113522,2018-12-11,旭升股份,603305,汽车,111.12,-0.30%,-1.08%,30.47,-2.03%,10,2.20%,29.86,8.68,2.00%,102.04,8.90%,5.65年,3.65年,3.40%,3.50%,4.2,1.44%,0.81%,1.31%,-1.78%,-1.97%,87.42,93.5,23.23,116.73,-4.80%,64%,8%,16%,0.68,1.26,0.15,AA,4.60%,21
106,华源转债,128049,2018-12-20,华源控股,2787,造纸包装印刷,115.901,-0.35%,-1.05%,9.34,-1.68%,36,7.80%,7.57,2.14,23.40%,123.38,-6.10%,5.67年,3.67年,13.80%,17.00%,4,-0.03%,-0.52%,-0.13%,-2.81%,-3.00%,88.31,91.02,44.28,135.3,-14.30%,75%,<2%,18%,0.83,3.9,-1.71,AA-,4.40%,61
107,福能转债,110048,2018-12-28,福能股份,600483,能源电力,117.9,0.56%,1.68%,9.54,3.02%,32,1.00%,8.69,1.35,9.80%,109.78,7.40%,5.69年,3.69年,19.10%,21.00%,28.3,-0.55%,-1.00%,-0.64%,-3.27%,-3.45%,88.5,90.55,31,121.55,-3.00%,29%,15%,16%,0.74,1.22,0.31,AA+,4.30%,7
108,伟明转债,113523,2018-12-26,伟明环保,603568,城市公用设施,109.38,0.12%,-0.64%,24.03,-0.74%,0.2,0.00%,23.92,6.02,0.50%,100.46,8.90%,5.70年,3.70年,4.10%,4.10%,6.7,0.95%,0.46%,0.85%,-1.36%,-1.54%,87.41,89.71,24.37,114.08,-4.10%,43%,10%,16%,0.71,1.15,0.31,AA,4.60%,29
109,钧达转债,128050,2018-12-27,钧达股份,2865,汽车,105.63,-0.54%,0.36%,20.74,-0.29%,2.4,0.70%,21.74,2.92,-4.60%,95.4,10.70%,5.70年,3.70年,12.70%,12.10%,3.2,2.93%,2.19%,2.78%,-0.30%,-0.52%,86.68,94.52,20.95,115.47,-8.50%,66%,8%,18%,0.6,1.82,-0.49,AA-,5.00%,71
110,光华转债,128051,2019-01-09,光华科技,2741,汽车,104.7,-0.66%,-0.40%,14.7,-1.87%,3.4,1.30%,17.03,4.57,-13.70%,86.32,21.30%,5.71年,3.71年,4.50%,3.90%,2.5,1.85%,1.34%,1.75%,-0.09%,-0.31%,86.28,87.95,17.45,105.39,-0.70%,38%,17%,17%,0.57,0.08,1.06,AA-,5.10%,21
111,奇精转债,113524,2019-01-07,奇精机械,603677,家电,107.61,-0.35%,-1.06%,15.07,-2.08%,2.1,0.60%,14.76,3.07,2.10%,102.1,5.40%,5.71年,3.71年,11.20%,11.40%,3.3,1.70%,1.13%,1.59%,-0.93%,-1.12%,87.19,91.72,26.02,117.74,-8.60%,61%,<2%,18%,0.68,2.13,-0.6,AA,4.60%,55
112,台华转债,113525,2019-01-11,台华新材,603055,服装纺织,113.18,-1.92%,1.45%,11.83,-0.67%,13,2.10%,11.56,2.59,2.30%,102.34,10.60%,5.72年,3.72年,8.20%,8.40%,5.3,0.33%,-0.15%,0.24%,-2.22%,-2.40%,87.36,89.67,27.45,117.12,-3.40%,47%,15%,17%,0.71,0.96,0.48,AA,4.60%,7
113,海尔转债,110049,2019-01-18,青岛海尔,600690,家电,121.96,-0.64%,-1.32%,16.48,-2.60%,72,2.00%,14.55,2.85,13.30%,113.26,7.70%,5.72年,3.72年,2.90%,3.20%,30.1,-1.82%,-2.13%,-1.88%,-4.16%,-4.32%,88.95,88.22,35.61,123.83,-1.50%,32%,12%,16%,0.75,1.09,0.44,AAA,4.00%,25
114,佳都转债,110050,2019-01-21,佳都科技,600728,计算机及应用,135.52,-2.07%,0.86%,12.04,-1.31%,149,12.50%,7.95,5.92,51.40%,151.45,-10.50%,5.73年,3.73年,4.50%,6.80%,8.8,-2.98%,-3.40%,-3.06%,-6.67%,-6.84%,88.76,90.99,67.83,158.82,-14.70%,71%,<2%,16%,0.93,4.39,-1.89,AA,4.10%,20
115,溢利转债,123018,2019-01-23,溢多利,300381,医药,118.621,0.03%,0.87%,10.93,1.02%,6,0.80%,8.41,2.23,30.00%,129.96,-8.70%,5.73年,3.73年,15.00%,19.40%,6.7,-0.50%,-0.97%,-0.60%,-3.40%,-3.57%,88.23,90.99,48.54,139.54,-15.00%,77%,<2%,17%,0.88,4.2,-1.84,AA-,4.30%,41
116,凯龙转债,128052,2019-01-21,凯龙股份,2783,石油天然气化工,123.7,-1.83%,-0.49%,9.77,-2.59%,60,14.70%,6.97,2.24,40.20%,140.17,-11.80%,5.73年,3.73年,10.10%,14.20%,3.3,-1.21%,-1.68%,-1.31%,-4.39%,-4.58%,88.71,91.62,57.26,148.88,-16.90%,78%,<2%,17%,0.9,4.92,-2.32,AA,4.20%,29
117,冰轮转债,127009,2019-02-21,冰轮环境,811,机械装备制造,140,-3.12%,-1.33%,8.73,-4.80%,156,21.90%,5.52,1.99,58.20%,158.15,-11.50%,5.80年,3.80年,8.90%,14.10%,5.1,-3.35%,-3.79%,-3.43%,-7.33%,-7.49%,88.48,91.49,75,166.49,-15.90%,43%,<2%,17%,0.93,4.73,-2.14,AA,4.10%,21
118,平银转债,127010,2019-02-18,平安银行,1,金融,116.098,-0.13%,-0.67%,12.22,-1.29%,162,0.50%,11.77,0.95,3.80%,103.82,11.80%,5.82年,无权,12.40%,12.90%,260,0.29%,-0.26%,0.18%,无权,无权,无权,94.45,27.57,122.02,-4.90%,29%,8%,16%,0.62,1.68,-0.33,AAA,4.00%,52
119,联泰转债,113526,2019-02-18,联泰环保,603797,城市公用设施,116.61,1.29%,3.75%,15,6.01%,24,5.40%,12.31,3.03,21.90%,121.85,-4.30%,5.82年,3.82年,12.20%,14.90%,3.9,-0.84%,-1.19%,-0.91%,-2.94%,-3.11%,87.63,87.21,44.92,132.14,-11.80%,50%,<2%,18%,0.84,3.31,-1.26,AA,4.30%,16
120,维格转债,113527,2019-02-19,维格娜丝,603518,服装纺织,111.82,-0.03%,-0.06%,16.79,-0.12%,14,1.70%,14.96,1.33,12.20%,112.23,-0.40%,5.83年,3.83年,24.60%,27.60%,7.5,1.35%,0.73%,1.22%,-1.81%,-2.00%,87.33,93.7,33.12,126.81,-11.80%,39%,<2%,18%,0.73,3.05,-1.24,AA,4.50%,41
121,尚荣转债,128053,2019-03-07,尚荣医疗,2551,医药,115.22,0.06%,-0.48%,5.94,-0.50%,49,5.70%,4.94,1.81,20.20%,120.24,-4.20%,5.88年,3.88年,17.90%,21.50%,7.5,0.01%,-0.45%,-0.08%,-2.57%,-2.74%,87.59,90.3,40.03,130.33,-11.60%,42%,<2%,16%,0.84,3.24,-1.2,AA,4.30%,46
122,中宠转债,128054,2019-03-14,中宠股份,2891,农业,110.4,0.10%,-0.72%,36.6,-0.87%,3.2,1.50%,37.97,4.99,-3.60%,96.39,14.50%,5.89年,3.89年,5.30%,5.10%,1.9,0.80%,0.32%,0.70%,-1.49%,-1.67%,85.94,87.95,23.13,111.08,-0.60%,49%,15%,16%,0.72,0.14,1.3,A+,4.80%,7
123,中来转债,123019,2019-03-22,中来股份,300393,能源电力,109.49,-0.45%,0.27%,20.88,-0.29%,19,1.70%,20.41,2,2.30%,102.3,7.00%,5.91年,3.91年,19.90%,20.30%,10,2.30%,1.58%,2.16%,-1.07%,-1.30%,86.56,94.91,26.47,121.38,-9.80%,48%,<2%,18%,0.66,2.23,-0.72,AA-,4.90%,36
124,中天转债,110051,2019-03-22,中天科技,600522,通信互联网,110.52,-0.28%,0.41%,9.79,0.20%,117,2.70%,10.29,1.6,-4.90%,95.14,16.20%,5.92年,3.92年,13.20%,12.60%,39.7,0.58%,0.14%,0.49%,-1.54%,-1.71%,87.24,89.07,21.19,110.26,0.20%,64%,18%,16%,0.62,0.34,0.9,AA+,4.40%,14
125,今飞转债,128056,2019-03-22,今飞凯达,2863,汽车,106.107,-0.47%,-1.63%,6.84,-2.98%,18,4.50%,6.8,2.73,0.60%,100.59,5.50%,5.92年,3.92年,14.30%,14.40%,3.7,2.38%,1.74%,2.25%,-0.31%,-0.54%,86.39,92.23,24.87,117.09,-9.40%,72%,<2%,17%,0.7,2.06,-0.5,A+,4.90%,27
126,长城转债,113528,2019-03-20,长城科技,603897,机械装备制造,107.94,-0.51%,0.30%,24.69,-0.28%,23,3.30%,24.18,2.68,2.10%,102.11,5.70%,5.92年,3.92年,14.40%,14.70%,6.3,1.56%,1.01%,1.45%,-0.81%,-1.02%,86.71,90.45,27.29,117.74,-8.30%,57%,<2%,17%,0.72,1.97,-0.4,AA-,4.70%,18
127,中信转债,113021,2019-03-19,中信银行,601998,金融,106.8,-0.34%,-0.03%,6.09,-0.98%,142,0.30%,7.45,0.74,-18.30%,81.74,30.70%,5.94年,无权,13.40%,11.00%,400,1.90%,1.32%,1.78%,无权,无权,无权,94.91,14.3,109.21,-2.20%,23%,15%,17%,0.38,0.85,-0.05,AAA,4.00%,29
128,万信转2,123021,2019-03-25,万达信息,300168,计算机及应用,116.5,0.00%,-0.61%,14.7,-0.81%,32,2.30%,13.62,4.58,7.90%,107.93,7.90%,5.94年,3.94年,7.40%,8.00%,12,0.26%,-0.27%,0.16%,-2.80%,-2.97%,86.8,91.53,29.16,120.68,-3.50%,52%,11%,16%,0.75,1.05,0.48,AA,4.50%,13
129,N浙商转,113022,2019-03-28,浙商证券,601878,金融,106.77,6.77%,0.00%,10.72,-0.56%,"2,588",69.50%,12.53,2.62,-14.40%,85.55,24.80%,5.96年,无权,9.80%,8.40%,35,0.51%,0.20%,0.45%,无权,无权,无权,87.43,17.54,104.97,1.70%,50%,13%,18%,0.49,0.17,0.82,AAA,4.00%,20
