,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,转股价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
74,湖广转债,127007,湖北广电,665,传媒娱乐,119.35,2.68%,0.43%,9.62,3.89%,190,9.50%,7.92,1.02,21.50%,-1.70%,5.29年,3.29年,27.60%,33.50%,16.9,-0.95%,-1.40%,-1.04%,-3.92%,-4.13%,90.46,121.46,91.83,40.24,132.07,-9.60%,31%,<2%,17%,0.8,2.89,-1,AA+,4.20%,38
75,博世转债,123010,博世科,300422,城市公用设施,104.77,1.92%,-0.48%,11.88,2.77%,11,2.40%,14.3,3.19,-16.90%,26.10%,5.31年,3.31年,10.20%,8.50%,4.3,1.51%,1.05%,1.42%,-0.27%,-0.48%,87.14,83.08,86.97,14.64,101.61,3.10%,69%,22%,17%,0.52,-0.63,1.69,AA-,5.20%,28
76,景旺转债,113512,景旺电子,603228,电子,136.03,3.06%,0.24%,68.72,3.65%,73,6.50%,49.85,7.58,37.90%,-1.30%,5.32年,3.32年,3.00%,4.10%,8.4,-3.44%,-3.87%,-3.53%,-7.54%,-7.72%,90.11,137.85,91.49,54.52,146.01,-6.80%,38%,<2%,16%,0.9,2.26,-0.31,AA,4.20%,11
77,安井转债,113513,安井食品,603345,食品饮料,109.8,0.55%,-1.31%,34.59,-1.09%,35,6.40%,35.46,4.09,-2.50%,12.60%,5.33年,3.33年,6.70%,6.50%,5,0.57%,0.12%,0.48%,-1.66%,-1.86%,88.2,97.55,88.72,22.39,111.12,-1.20%,51%,13%,16%,0.7,0.45,0.94,AA-,4.80%,13
78,海澜转债,110045,海澜之家,600398,服装纺织,106.5,0.68%,-1.01%,9.85,-0.81%,28,0.90%,12.4,3.81,-20.60%,34.10%,5.34年,3.34年,6.80%,5.40%,30,0.95%,0.53%,0.86%,-1.01%,-1.16%,87.99,79.44,88.42,10.7,99.12,7.40%,31%,26%,16%,0.41,-1.18,2.07,AA+,4.60%,32
79,盛路转债,128041,盛路通信,2446,通信互联网,142.15,1.18%,0.04%,9.86,1.34%,29,8.10%,6.88,2.66,43.30%,-0.80%,5.35年,3.35年,3.00%,4.30%,2.5,-3.88%,-4.36%,-3.98%,-8.60%,-8.78%,90.23,143.31,93.24,58.18,151.42,-6.10%,52%,<2%,16%,0.91,2.11,-0.17,AA,4.20%,30
80,德尔转债,123011,德尔股份,300473,汽车,114.03,0.03%,0.43%,38.21,0.61%,13,2.10%,34.96,2.2,9.30%,4.30%,5.35年,2.85年,13.90%,15.20%,5.6,0.59%,0.01%,0.47%,-3.25%,-3.45%,90.28,109.3,92.88,29.63,122.51,-6.90%,46%,<2%,17%,0.75,1.8,-0.19,AA-,4.60%,47
81,威帝转债,113514,威帝股份,603023,汽车,109.81,1.70%,-0.75%,6.13,1.32%,13,5.80%,5.92,3.92,3.50%,6.00%,4.35年,2.35年,9.10%,9.40%,2,0.36%,-0.13%,0.26%,-2.80%,-2.97%,90.82,103.55,91.02,24.88,115.9,-5.30%,71%,9%,18%,0.72,1.35,0.14,A+,4.80%,47
82,万顺转债,123012,万顺股份,300057,造纸包装印刷,120.301,0.69%,0.07%,7.85,0.90%,36,7.20%,6.47,1.29,21.30%,-0.80%,5.35年,3.35年,10.20%,12.40%,4.1,-1.47%,-1.85%,-1.55%,-4.14%,-4.34%,89.35,121.33,88.81,42.94,131.75,-8.70%,46%,<2%,18%,0.84,2.48,-0.6,AA-,4.40%,40
83,高能转债,113515,高能环境,603588,城市公用设施,118.34,0.43%,-0.81%,10.48,-0.47%,9.6,1.00%,9.38,2.83,11.70%,5.90%,5.37年,3.37年,12.10%,13.60%,8.4,-0.82%,-1.26%,-0.91%,-3.67%,-3.87%,89.24,111.73,90.28,32.54,122.82,-3.60%,68%,<2%,16%,0.79,1.25,0.38,AA,4.40%,38
84,横河转债,123013,横河模具,300539,机械装备制造,156.999,16.00%,-6.79%,14.19,10.00%,114,79.60%,9.26,7.74,53.20%,2.50%,5.37年,3.37年,3.30%,5.10%,1,-5.52%,-6.01%,-5.62%,-10.70%,-10.90%,90.58,153.24,93.79,68.59,162.38,-3.30%,76%,<2%,17%,0.92,1.45,0.44,A+,4.20%,43
85,凯中转债,128042,凯中精密,2823,能源电力,109.7,0.46%,-0.80%,12.85,-0.54%,6.4,1.40%,13.25,2.86,-3.00%,13.10%,5.38年,3.38年,11.10%,10.80%,4.2,1.28%,0.70%,1.16%,-1.56%,-1.76%,88.22,96.98,91.87,21.2,113.07,-3.00%,68%,13%,17%,0.63,0.8,0.48,AA,4.70%,55
86,凯发转债,123014,凯发电气,300407,能源电力,118.05,-3.32%,4.56%,8.97,1.59%,38,9.10%,8.15,2.53,10.10%,7.30%,4.37年,2.37年,14.10%,15.50%,3.5,-1.73%,-2.12%,-1.81%,-5.53%,-5.69%,91.16,110.06,90.02,30.55,120.57,-2.10%,64%,24%,18%,0.78,0.81,0.76,A+,4.60%,26
87,吴银转债,113516,吴江银行,603323,金融,125.36,-0.49%,0.19%,7.98,-0.37%,78,4.60%,6.34,1.29,25.90%,-0.40%,5.39年,无权,10.30%,13.00%,13.5,-1.52%,-2.02%,-1.62%,无权,无权,无权,125.87,93.08,43.84,136.92,-8.40%,49%,<2%,18%,0.8,2.58,-0.75,AA+,4.20%,40
88,东音转债,128043,东音股份,2793,机械装备制造,112.12,-0.05%,0.80%,12.16,1.00%,7.7,2.40%,11.43,2.88,6.40%,5.40%,5.39年,3.39年,11.50%,12.20%,2.8,0.56%,0.05%,0.46%,-2.16%,-2.36%,88.53,106.39,90.92,29.12,120.04,-6.60%,70%,8%,17%,0.75,1.69,-0.11,AA-,4.60%,30
89,曙光转债,113517,中科曙光,603019,计算机及应用,131.14,2.45%,2.14%,64.24,5.31%,105,7.20%,51.28,12.31,25.30%,4.70%,5.40年,3.40年,2.70%,3.40%,11.2,-2.72%,-3.14%,-2.80%,-6.40%,-6.58%,89.56,125.27,90.81,43.74,134.55,-2.50%,60%,16%,16%,0.86,1.17,0.59,AA,4.30%,4
90,蓝盾转债,123015,蓝盾股份,300297,计算机及应用,138,0.01%,0.22%,8.17,0.25%,68,13.30%,5.82,2.3,40.40%,-1.70%,5.42年,3.42年,3.80%,5.30%,3.7,-3.64%,-4.05%,-3.72%,-7.70%,-7.88%,89.76,140.38,91.16,57.21,148.37,-7.00%,37%,<2%,16%,0.91,2.31,-0.33,AA,4.20%,49
91,岭南转债,128044,岭南股份,2717,城市公用设施,109.1,0.73%,0.74%,9.1,2.71%,14,2.00%,10.63,2.21,-14.40%,27.40%,5.42年,3.42年,7.10%,6.10%,6.6,0.51%,0.10%,0.43%,-1.44%,-1.63%,87.36,85.61,86.86,15.53,102.4,6.50%,68%,27%,16%,0.54,-1.1,2.26,AA,4.90%,28
92,机电转债,128045,中航机电,2013,航空航天,117.487,0.85%,1.23%,7.86,3.15%,40,1.60%,7.66,3.27,2.60%,14.50%,5.46年,3.46年,7.40%,7.60%,21,-1.22%,-1.55%,-1.29%,-3.46%,-3.64%,89.88,102.61,89.14,26.25,115.39,1.80%,56%,21%,16%,0.66,0.32,0.99,AAA,4.00%,9
93,顾家转债,113518,顾家家居,603816,其他,117.28,0.48%,1.66%,56.89,2.80%,26,2.10%,52.2,5.75,9.00%,7.60%,5.50年,3.50年,4.50%,4.90%,11,-0.31%,-0.81%,-0.41%,-3.30%,-3.49%,88.56,108.98,91.07,29.84,120.92,-3.00%,39%,15%,16%,0.77,1.05,0.51,AA,4.50%,6
94,利尔转债,128046,利尔化学,2258,石油天然气化工,109.75,2.47%,-0.09%,16,4.37%,19,2.10%,18.82,2.84,-15.00%,29.10%,5.60年,3.60年,10.20%,8.60%,8.5,0.58%,0.15%,0.49%,-1.48%,-1.67%,86.81,85.02,87.08,15.22,102.31,7.30%,61%,27%,16%,0.55,-1.29,2.47,AA,4.90%,13
95,光电转债,128047,中航光电,2179,机械装备制造,121,0.80%,5.23%,45.09,7.74%,36,2.30%,40.26,6.47,12.00%,8.00%,5.65年,3.65年,3.60%,4.10%,13,-1.70%,-2.02%,-1.76%,-4.04%,-4.20%,88.5,112,87.44,35.05,122.49,-1.20%,34%,23%,16%,0.78,0.88,0.7,AA+,4.20%,9
96,长久转债,113519,长久物流,603569,交通运输,115.5,-0.73%,-0.09%,13.35,-1.11%,86,10.60%,11.99,3.33,11.30%,3.70%,5.66年,3.66年,9.40%,10.40%,7,0.78%,0.15%,0.66%,-2.71%,-2.91%,88.08,111.34,94.38,30.59,124.97,-7.60%,52%,<2%,17%,0.74,2,-0.39,AA,4.50%,21
97,洲明转债,123016,洲明科技,300232,电子,138.77,1.44%,1.70%,13.62,3.42%,33,4.30%,9.45,4.93,44.10%,-3.70%,5.66年,3.66年,5.30%,7.60%,5.5,-3.21%,-3.68%,-3.30%,-7.27%,-7.46%,89.29,144.13,92.23,60.18,152.41,-8.90%,69%,<2%,16%,0.92,2.76,-0.69,AA-,4.20%,19
98,百合转债,113520,梦百合,603313,其他,124.28,0.15%,1.21%,24.22,1.55%,4.8,0.70%,19.03,3.55,27.30%,-2.40%,5.66年,3.66年,8.70%,11.10%,5.1,-1.28%,-1.76%,-1.38%,-4.59%,-4.77%,88.66,127.27,91.53,46.09,137.62,-9.70%,40%,<2%,16%,0.87,2.77,-0.78,AA-,4.30%,15
99,张行转债,128048,张家港行,2839,金融,117.6,-0.10%,0.10%,7.09,0.00%,56,1.90%,6.06,1.43,17.00%,0.50%,5.67年,无权,19.50%,22.80%,25,-0.51%,-0.96%,-0.60%,无权,无权,无权,117,90.74,38.26,129,-8.80%,57%,<2%,18%,0.76,2.58,-0.82,AA+,4.20%,40
100,科森转债,113521,科森科技,603626,通信互联网,120.08,0.59%,-1.33%,11.26,-0.88%,36,5.00%,8.95,2.67,25.80%,-4.60%,5.68年,3.68年,13.00%,16.40%,6.1,-0.66%,-1.15%,-0.76%,-3.70%,-3.89%,88.52,125.81,91.36,46.15,137.51,-12.70%,64%,<2%,18%,0.83,3.53,-1.44,AA,4.30%,77
101,特发转债,127008,特发信息,70,通信互联网,182.2,2.59%,-0.94%,15.69,1.69%,705,92.20%,6.78,4.63,131%,-21.30%,4.68年,2.68年,4.30%,9.90%,4.2,-10.10%,-10.40%,-10.10%,-12.10%,-12.20%,91.39,231.42,92.85,143.23,236.09,-22.80%,60%,<2%,17%,0.98,7.15,-3.56,AA,4.00%,38
102,桐昆转债,113020,桐昆股份,601233,服装纺织,114.8,-0.20%,-0.07%,13.3,-0.37%,75,1.70%,12.63,1.54,5.30%,9.00%,5.69年,3.69年,15.70%,16.50%,38,-0.27%,-0.68%,-0.35%,-2.65%,-2.82%,88.24,105.3,89.45,28.22,117.67,-2.40%,48%,13%,16%,0.71,1.04,0.42,AA+,4.30%,21
103,圆通转债,110046,圆通速递,600233,交通运输,127.08,2.86%,0.70%,14.19,4.19%,153,3.30%,10.89,3.9,30.30%,-2.50%,5.69年,3.69年,9.10%,11.80%,36.5,-1.68%,-2.15%,-1.78%,-5.09%,-5.28%,89.15,130.3,92.16,47.46,139.62,-9.00%,61%,<2%,16%,0.85,2.77,-0.82,AA+,4.10%,36
104,寒锐转债,123017,寒锐钴业,300618,有色金属,109.774,0.53%,-0.48%,78.26,0.06%,12,2.50%,81.49,8.41,-4.00%,14.30%,5.69年,3.69年,2.90%,2.80%,4.4,0.21%,-0.15%,0.14%,-1.50%,-1.68%,86.79,96.04,85.79,23.45,109.24,0.50%,78%,17%,16%,0.71,0.11,1.3,AA-,4.70%,40
105,山鹰转债,110047,山鹰纸业,600567,造纸包装印刷,117.77,0.90%,-0.70%,3.98,0.25%,129,4.80%,3.34,1.51,19.20%,-1.20%,5.69年,3.69年,12.60%,15.00%,23,0.11%,-0.45%,0.00%,-3.24%,-3.42%,88.64,119.16,94.03,37.25,131.28,-10.30%,29%,<2%,16%,0.78,2.96,-1.1,AA+,4.20%,68
106,旭升转债,113522,旭升股份,603305,汽车,123.76,2.78%,5.72%,38.42,9.99%,74,14.40%,29.86,11.46,28.70%,-3.80%,5.70年,3.70年,2.70%,3.50%,4.2,-0.50%,-1.11%,-0.63%,-4.49%,-4.66%,88.36,128.67,95.06,43.5,138.56,-10.70%,63%,<2%,16%,0.85,3.06,-1.04,AA,4.30%,15
107,华源转债,128049,华源控股,2787,造纸包装印刷,111.559,0.93%,-0.09%,8.3,1.10%,17,3.80%,7.57,1.9,9.60%,1.70%,5.71年,3.71年,15.40%,16.90%,4,0.65%,0.16%,0.55%,-1.80%,-2.00%,87.57,109.64,89.99,33.65,123.65,-9.80%,75%,<2%,18%,0.76,2.49,-0.75,AA-,4.60%,62
108,福能转债,110048,福能股份,600483,能源电力,117.8,1.35%,-0.72%,9.59,0.84%,105,3.20%,8.69,1.36,10.40%,6.70%,5.74年,3.74年,19.00%,21.00%,28.3,-0.53%,-0.98%,-0.62%,-3.22%,-3.39%,88.35,110.36,90.39,31.63,122.02,-3.50%,29%,10%,16%,0.75,1.32,0.23,AA+,4.30%,13
109,伟明转债,113523,伟明环保,603568,城市公用设施,111.41,1.16%,0.59%,25.36,2.34%,10,1.30%,23.92,6.35,6.00%,5.10%,5.75年,3.75年,3.80%,4.10%,6.7,0.61%,0.13%,0.51%,-1.81%,-1.99%,87.52,106.02,89.96,28.52,118.48,-6.00%,43%,8%,16%,0.75,1.63,-0.05,AA,4.50%,23
110,钧达转债,128050,钧达股份,2865,汽车,109.232,0.69%,-0.86%,21.65,-0.28%,11,3.20%,21.74,3.05,-0.40%,9.70%,5.75年,3.75年,12.10%,12.10%,3.2,2.29%,1.57%,2.15%,-1.16%,-1.37%,86.73,99.59,94.69,23.74,118.42,-7.80%,66%,7%,18%,0.63,1.69,-0.32,AA-,4.90%,68
111,光华转债,128051,光华科技,2741,汽车,107.619,0.39%,-0.59%,16,-0.31%,7.4,2.70%,17.03,4.98,-6.00%,14.50%,5.76年,3.76年,4.20%,3.90%,2.5,1.34%,0.83%,1.24%,-0.80%,-1.01%,86.73,93.95,88.7,22.23,110.93,-3.00%,39%,13%,17%,0.65,0.65,0.66,AA-,4.90%,15
112,奇精转债,113524,奇精机械,603677,家电,110.93,0.85%,0.26%,15.79,1.54%,6.1,1.70%,14.76,3.21,7.00%,3.70%,5.76年,3.76年,10.70%,11.40%,3.3,1.14%,0.58%,1.03%,-1.69%,-1.88%,87.25,106.98,91.89,29.65,121.53,-8.70%,61%,<2%,18%,0.71,2.2,-0.6,AA,4.60%,57
113,台华转债,113525,台华新材,603055,服装纺织,115.52,0.45%,1.33%,12.57,2.36%,24,4.00%,11.56,2.75,8.70%,6.20%,5.77年,3.77年,7.70%,8.40%,5.3,-0.03%,-0.51%,-0.13%,-2.71%,-2.89%,87.47,108.74,89.91,32.19,122.1,-5.40%,46%,11%,17%,0.75,1.53,0.05,AA,4.50%,6
114,海尔转债,110049,青岛海尔,600690,家电,121.7,0.11%,-1.32%,15.87,-1.67%,86,2.30%,14.55,2.75,9.10%,11.60%,5.77年,3.77年,3.00%,3.20%,30.1,-1.76%,-2.07%,-1.83%,-4.06%,-4.22%,88.8,109.07,88.07,32.31,120.38,1.10%,32%,17%,16%,0.72,0.52,0.93,AAA,4.00%,26
115,佳都转债,110050,佳都科技,600728,计算机及应用,139.66,1.45%,4.12%,12.27,5.96%,161,13.20%,7.95,6.03,54.30%,-9.50%,5.77年,3.77年,4.40%,6.80%,8.8,-3.47%,-3.89%,-3.55%,-7.32%,-7.48%,88.63,154.34,90.86,70.75,161.61,-13.60%,71%,<2%,16%,0.93,4.09,-1.67,AA,4.10%,15
116,溢利转债,123018,溢多利,300381,医药,116,-0.01%,0.59%,10.39,0.68%,39,5.00%,8.41,2.12,23.50%,-6.10%,5.77年,3.77年,15.70%,19.40%,6.7,-0.11%,-0.58%,-0.20%,-2.81%,-2.98%,87.84,123.54,90.49,43.24,133.72,-13.30%,78%,<2%,17%,0.85,3.65,-1.49,AA-,4.40%,43
117,凯龙转债,128052,凯龙股份,2783,石油天然气化工,118.67,-0.61%,0.71%,8.7,0.12%,14,3.40%,6.97,1.99,24.80%,-4.90%,5.78年,3.78年,11.40%,14.20%,3.3,-0.48%,-0.95%,-0.57%,-3.32%,-3.51%,88.18,124.82,90.91,44.13,135.03,-12.10%,77%,<2%,17%,0.85,3.41,-1.33,AA,4.30%,28
118,冰轮转债,127009,冰轮环境,811,机械装备制造,124,0.34%,2.65%,7.19,3.45%,55,8.70%,5.52,1.64,30.30%,-4.80%,5.84年,3.84年,10.80%,14.10%,5.1,-1.26%,-1.71%,-1.35%,-4.37%,-4.54%,87.92,130.25,90.71,49.92,140.63,-11.80%,43%,<2%,17%,0.87,3.36,-1.25,AA,4.30%,19
119,平银转债,127010,平安银行,1,金融,116.65,-0.09%,0.29%,12.36,0.32%,473,1.60%,11.77,0.96,5.00%,11.10%,5.86年,无权,12.30%,12.90%,260,0.20%,-0.34%,0.09%,无权,无权,无权,105.01,94.29,28.6,122.88,-5.10%,29%,10%,16%,0.62,1.74,-0.37,AAA,4.00%,47
120,联泰转债,113526,联泰环保,603797,城市公用设施,112.64,0.81%,0.24%,13.87,1.31%,4.5,1.00%,12.31,2.8,12.70%,0.00%,5.87年,3.87年,13.20%,14.90%,3.9,-0.24%,-0.58%,-0.31%,-2.07%,-2.23%,87.15,112.67,86.61,37.69,124.3,-9.40%,50%,<2%,18%,0.79,2.56,-0.75,AA,4.40%,19
121,维格转债,113527,维格娜丝,603518,服装纺织,110.59,0.45%,-0.05%,16.26,0.56%,44,5.40%,14.96,1.29,8.70%,1.70%,5.87年,3.87年,25.40%,27.60%,7.5,1.53%,0.91%,1.41%,-1.52%,-1.71%,87.02,108.69,93.3,30.74,124.04,-10.80%,40%,<2%,18%,0.71,2.72,-1.02,AA,4.60%,40
122,尚荣转债,128053,尚荣医疗,2551,医药,122.026,2.59%,2.64%,6.7,5.85%,250,27.60%,4.94,2.04,35.60%,-10.00%,5.93年,3.93年,15.90%,21.50%,7.5,-0.97%,-1.42%,-1.06%,-3.91%,-4.07%,87.81,135.63,90.69,53.39,144.09,-15.30%,43%,<2%,16%,0.89,4.44,-1.99,AA,4.20%,43
123,U中宠转,128054,中宠股份,2891,农业,100,0.00%,0.00%,42.72,5.12%,0,0.00%,37.97,5.83,12.50%,-11.10%,5.93年,3.93年,4.50%,5.10%,1.9,2.52%,2.03%,2.42%,0.95%,0.76%,86.9,112.51,89.43,34.76,124.19,-19.50%,49%,<2%,16%,0.83,5.23,-2.62,A+,4.50%,2
124,U中来转,123019,中来股份,300393,能源电力,100,0.00%,0.00%,24.19,-0.49%,0,0.00%,20.41,2.32,18.50%,-15.60%,5.96年,3.96年,17.20%,20.30%,10,3.89%,3.15%,3.74%,1.16%,0.93%,87.33,118.52,96.22,37.98,134.2,-25.50%,48%,<2%,18%,0.77,7.22,-3.91,AA-,4.60%,19
125,U长青转,128055,长青股份,2391,石油天然气化工,100,0.00%,0.00%,13.96,0.07%,0,0.00%,11.41,1.54,22.30%,-18.30%,5.96年,3.96年,18.20%,22.30%,9.1,2.49%,2.01%,2.40%,0.96%,0.77%,87.55,122.35,90.28,41.92,132.2,-24.40%,31%,<2%,16%,0.85,7.2,-3.78,AA,4.30%,6
126,U中天转,110051,中天科技,600522,通信互联网,100,0.00%,0.00%,10.35,-0.29%,0,0.00%,10.29,1.69,0.60%,-0.60%,5.97年,3.97年,12.50%,12.60%,39.7,2.31%,1.86%,2.22%,0.91%,0.73%,87.28,100.58,89.19,25.08,114.27,-12.50%,64%,<2%,16%,0.68,3.37,-1.59,AA+,4.30%,9
127,U今飞转,128056,今飞凯达,2863,汽车,100,0.00%,0.00%,7.29,1.96%,0,0.00%,6.8,2.91,7.20%,-6.70%,5.97年,3.97年,13.40%,14.40%,3.7,3.41%,2.76%,3.28%,1.15%,0.92%,86.8,107.21,92.92,29.48,122.4,-18.30%,73%,<2%,17%,0.76,4.58,-2.31,A+,4.70%,6
128,U长城转,113528,长城科技,603897,机械装备制造,100,0.00%,0.00%,26.44,-0.04%,0,0.00%,24.18,2.87,9.30%,-8.50%,5.97年,3.97年,13.40%,14.70%,6.3,2.89%,2.33%,2.78%,1.07%,0.85%,86.93,109.35,90.87,32.63,123.5,-19.00%,57%,<2%,17%,0.76,5.02,-2.59,AA-,4.60%,11
129,U富祥转,123020,富祥股份,300497,医药,100,0.00%,0.00%,18.73,0.81%,0,0.00%,18.05,3.85,3.80%,-3.60%,5.97年,3.97年,10.00%,10.40%,4.2,3.33%,2.69%,3.20%,1.07%,0.85%,86.59,103.77,92.63,26.29,118.92,-15.90%,64%,<2%,16%,0.72,3.97,-1.95,AA-,4.70%,9
130,U中信转,113021,中信银行,601998,金融,100,0.00%,0.00%,6.37,0.47%,0,0.00%,7.45,0.8,-14.50%,17.00%,5.98年,无权,12.80%,11.00%,400,3.04%,2.46%,2.92%,无权,无权,无权,85.5,94.75,16.38,111.13,-10.00%,23%,5%,17%,0.41,2.72,-1.55,AAA,4.00%,6
131,U万信转,123021,万达信息,300168,计算机及应用,100,0.00%,0.00%,16.94,2.05%,0,0.00%,13.62,5.28,24.40%,-19.60%,5.98年,3.98年,6.40%,8.00%,12,2.90%,2.35%,2.79%,0.91%,0.73%,87.28,124.38,92.33,42.11,134.44,-25.60%,55%,<2%,16%,0.84,7.63,-4.03,AA,4.30%,11
132,U贵广转,110052,贵广网络,600996,传媒娱乐,100,0.00%,0.00%,11.14,2.48%,0,0.00%,8.13,2.69,37.00%,-27.00%,5.98年,3.98年,13.80%,18.90%,16,3.01%,2.43%,2.90%,1.04%,0.83%,88.35,137.02,93.83,52.74,146.57,-31.80%,39%,<2%,16%,0.86,10.41,-5.37,AA+,4.10%,6
133,U博彦转,128057,博彦科技,2649,计算机及应用,100,0.00%,0.00%,10.48,2.54%,0,0.00%,8.9,2.37,17.80%,-15.10%,5.98年,3.98年,10.50%,12.30%,5.8,2.80%,2.26%,2.69%,0.98%,0.79%,87.23,117.75,91.34,37.37,128.71,-22.30%,74%,<2%,16%,0.84,6.27,-3.26,AA-,4.40%,13
134,U拓邦转,128058,拓邦股份,2139,电子,100,0.00%,0.00%,6.21,1.80%,0,0.00%,5.64,3.01,10.10%,-9.20%,5.99年,3.99年,9.10%,10.00%,5.7,3.60%,2.91%,3.46%,1.17%,0.94%,87.46,110.11,94.89,30.51,125.39,-20.30%,59%,<2%,16%,0.74,5.44,-2.91,AA,4.50%,9
135,U中鼎转,127011,中鼎股份,887,汽车,100,0.00%,0.00%,13.35,4.87%,0,0.00%,11.99,1.97,11.30%,-10.20%,5.99年,3.99年,7.40%,8.20%,12,2.51%,2.03%,2.42%,0.97%,0.77%,87.62,111.34,90.55,33.82,124.37,-19.60%,44%,<2%,17%,0.74,5.57,-2.98,AA+,4.30%,4
136,U视源转,128059,视源股份,2841,电子,100,0.00%,0.00%,77.2,0.26%,0,0.00%,76.25,15.74,1.20%,-1.20%,5.998年,3.998年,1.90%,1.90%,9.4,2.29%,1.85%,2.21%,0.91%,0.73%,86.43,101.25,88.01,26.68,114.7,-12.80%,57%,<2%,16%,0.73,3.26,-1.41,AA,4.50%,0
137,U绝味转,113529,绝味食品,603517,食品饮料,100,0.00%,0.00%,44.72,1.41%,0,0.00%,40.52,6.39,10.40%,-9.40%,5.998年,3.998年,5.50%,6.00%,10,2.89%,2.34%,2.78%,0.91%,0.73%,86.68,110.37,91.45,31.53,122.98,-18.70%,46%,<2%,16%,0.77,5.05,-2.61,AA,4.50%,0
138,U浙商转,113022,浙商证券,601878,金融,100,0.00%,0.00%,12.1,0.83%,0,0.00%,12.53,2.97,-3.40%,3.60%,6.00年,无权,8.70%,8.40%,35,1.63%,1.31%,1.56%,无权,无权,无权,96.57,87.28,25.19,112.47,-11.10%,49%,<2%,18%,0.61,3.2,-1.57,AAA,4.00%,2
139,U苏银转,110053,江苏银行,600919,金融,100,0.00%,0.00%,7.37,1.38%,0,0.00%,7.9,0.85,-6.70%,7.20%,6年1.3天,无权,23.50%,21.90%,200,3.06%,2.47%,2.94%,无权,无权,无权,93.29,94.8,22.33,117.13,-14.60%,25%,<2%,18%,0.49,4.01,-2.36,AAA,4.00%,0
