,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
70,广电转债,110044,2018-07-24,广电网络,600831,传媒娱乐,168.99,-2.07%,-1.01%,11.68,-3.23%,60,19.80%,6.91,2.21,69.00%,169.03,0.00%,5.21年,3.21年,2.20%,3.70%,1.8,-7.51%,-7.91%,-7.59%,-13.20%,-13.30%,90.78,92.32,82.29,174.61,-3.20%,42%,<2%,17%,0.95,1.58,0.38,AA,4.10%,8
71,千禾转债,113511,2018-07-10,千禾味业,603027,食品饮料,111.7,0.18%,0.36%,23.59,0.86%,1,0.30%,25.85,6.03,-8.70%,91.26,22.40%,5.19年,3.19年,4.60%,4.20%,3.6,0.24%,-0.21%,0.15%,-2.24%,-2.44%,88.29,88.54,16.6,105.15,6.20%,57%,26%,16%,0.63,-1.07,2.41,AA-,4.90%,39
72,再升转债,113510,2018-07-13,再升科技,603601,城市公用设施,106.85,-0.51%,1.70%,9.66,2.77%,1.9,1.60%,11.32,4.15,-14.70%,85.34,25.20%,5.19年,1.19年,2.20%,1.90%,1.1,1.16%,0.69%,1.06%,-3.96%,-4.12%,94.19,86.64,15.81,102.44,4.30%,65%,24%,17%,0.43,-0.64,1.52,AA-,5.40%,31
73,华通转债,128040,2018-07-13,华通医药,2758,医药,113.899,0.00%,0.00%,12.66,0.00%,0,0.00%,11.45,4.14,10.60%,110.57,3.00%,5.17年,3.17年,8.40%,9.30%,2.2,-0.10%,-0.57%,-0.20%,-2.77%,-2.98%,89.63,90.47,31.23,121.69,-6.40%,76%,<2%,18%,0.78,1.77,-0.11,AA-,4.50%,55
74,三力转债,128039,2018-06-29,三 力 士,2224,机械装备制造,118.411,-1.68%,0.24%,6.94,-1.70%,3.4,0.60%,5.84,2.61,18.80%,118.84,-0.40%,5年57天,3年57天,9.80%,11.70%,4.7,-1.34%,-1.71%,-1.41%,-4.04%,-4.22%,89.75,89.04,37.94,126.98,-6.70%,37%,<2%,17%,0.85,2.05,-0.23,AA-,4.40%,26
75,新泉转债,113509,2018-06-22,新泉股份,603179,汽车,114.03,0.88%,1.77%,19.67,3.74%,2.6,0.50%,19.38,2.93,1.50%,101.5,12.30%,5年53天,3年53天,10.00%,10.20%,4.5,-0.51%,-0.91%,-0.59%,-2.88%,-3.08%,89.44,88.63,24.61,113.24,0.70%,55%,19%,17%,0.71,0.21,1.21,AA,4.60%,27
76,新凤转债,113508,2018-05-16,新凤鸣,603225,服装纺织,111,-0.72%,-0.06%,15.59,-1.27%,9.6,0.40%,16.83,1.69,-7.40%,92.63,19.80%,5年14天,3年14天,11.60%,10.70%,21.5,0.38%,-0.09%,0.28%,-2.15%,-2.36%,89.36,89.87,16.66,106.53,4.20%,56%,23%,16%,0.62,-0.61,1.88,AA,4.80%,27
77,天马转债,113507,2018-05-07,天马科技,603668,农业,141.31,-0.77%,0.86%,10.49,0.10%,54,22.60%,7.37,3.51,42.30%,142.33,-0.70%,5年3.8天,3年3.8天,5.00%,7.10%,1.7,-4.40%,-4.84%,-4.48%,-9.34%,-9.54%,91.21,92.6,56.56,149.16,-5.30%,54%,<2%,17%,0.92,1.89,0.04,AA-,4.20%,23
78,鼎信转债!,113506,2018-05-14,鼎信通讯,603421,能源电力,132.98,-0.28%,-1.06%,28.72,-1.34%,4.5,3.50%,21.65,5.56,32.70%,132.66,0.20%,5年0.8天,3年0.8天,0.70%,1.00%,1,-3.68%,-4.04%,-3.75%,-7.71%,-7.89%,91.38,91.24,41.42,132.66,0.20%,52%,52%,16%,1,0.95,1.05,AA,4.00%,27
79,金农转债,128036,2018-04-02,金新农,2548,农业,121.364,-2.64%,-1.10%,11.52,-4.40%,32,5.70%,9.62,3.9,19.80%,119.75,1.30%,4.91年,2.91年,10.10%,12.10%,4.6,-1.85%,-2.25%,-1.93%,-5.11%,-5.31%,90.75,90.25,37.78,128.03,-5.20%,39%,<2%,17%,0.85,1.7,0.08,AA-,4.40%,58
80,利欧转债!,128038,2018-04-19,利欧股份,2131,传媒娱乐,131.56,-0.78%,-0.09%,2.27,-0.87%,56,16.00%,1.72,1.51,32.00%,131.98,-0.30%,4.95年,2.95年,1.80%,2.30%,2.7,-2.94%,-3.41%,-3.03%,-7.53%,-7.71%,91.51,94.05,37.93,131.98,-0.30%,80%,<2%,16%,1,1.07,0.94,AA,4.00%,69
81,岩土转债,128037,2018-04-25,中化岩土,2542,建筑,102.7,0.03%,-0.49%,5.53,-1.78%,4.5,0.70%,8.03,2.77,-31.10%,68.87,49.10%,4.93年,2.93年,6.00%,4.10%,6,1.96%,1.47%,1.86%,0.19%,-0.02%,87.67,87.11,5.45,92.56,11.00%,54%,35%,16%,0.26,-1.98,2.66,AA,5.50%,73
82,敖东转债,127006,2018-05-11,吉林敖东,623,金融,108.82,-0.54%,1.39%,19.01,1.49%,12,0.50%,20.82,1.08,-8.70%,91.31,19.20%,4.92年,2.92年,10.90%,10.00%,24.1,-0.08%,-0.40%,-0.14%,-2.06%,-2.19%,89.34,87.81,16.17,103.98,4.70%,31%,24%,16%,0.57,-0.52,1.68,AA+,4.40%,32
83,长证转债,127005,2018-04-11,长江证券,783,金融,119.5,-1.24%,-0.02%,8,-1.84%,81,1.30%,7.45,1.69,7.40%,107.38,11.30%,4.92年,无权,11.30%,12.10%,50,-1.75%,-2.11%,-1.82%,无权,无权,无权,90.76,27.91,118.67,0.70%,31%,21%,18%,0.69,0.58,0.8,AAA,4.00%,32
84,星源转债,123009,2018-04-10,星源材质,300568,汽车,119.181,0.11%,-1.20%,30.39,-1.40%,9.6,1.70%,27.69,4.08,9.80%,109.75,8.60%,4.91年,2.91年,8.20%,9.00%,4.8,-1.59%,-1.97%,-1.67%,-4.66%,-4.84%,90.27,89.45,29.72,119.17,0.00%,64%,18%,17%,0.78,0.48,1.07,AA,4.40%,13
85,杭电转债,113505,2018-03-27,杭电股份,603618,能源电力,109.28,-2.08%,-0.41%,6.97,-3.86%,11,1.30%,7.29,2.21,-4.40%,95.61,14.30%,4.90年,2.90年,16.30%,15.60%,7.8,0.66%,0.18%,0.56%,-1.83%,-2.03%,89.79,90.39,18.04,108.42,0.80%,72%,19%,16%,0.65,0.11,1.18,AA,4.70%,40
86,艾华转债,113504,2018-03-23,艾华集团,603989,电子,113.27,-0.55%,1.30%,21.38,1.09%,2.9,0.40%,21.73,4.41,-1.60%,98.39,15.10%,4.89年,2.89年,8.30%,8.20%,6.9,-0.46%,-0.86%,-0.54%,-2.99%,-3.19%,90.05,89.16,20.77,109.93,3.00%,40%,22%,16%,0.69,-0.25,1.63,AA,4.60%,10
87,康泰转债!,123008,2018-03-19,康泰生物,300601,医药,176.99,2.55%,-0.96%,54.96,1.59%,51,34.10%,31.23,22.31,76.00%,175.98,0.60%,4.81年,2.81年,0.20%,0.40%,0.9,-9.42%,-9.77%,-9.49%,-10.80%,-10.90%,92.01,92.08,83.9,175.98,0.60%,69%,69%,16%,1,0.88,1.11,AA-,4.00%,8
88,玲珑转债,113019,2018-03-22,玲珑轮胎,601966,汽车,119,-0.27%,0.33%,19.05,0.11%,14,0.60%,18.84,2.42,1.10%,101.11,17.70%,3.89年,1.89年,8.70%,8.80%,20,-1.34%,-1.93%,-1.45%,-7.36%,-7.51%,93.18,95.8,16.55,112.35,5.90%,34%,26%,16%,0.61,-0.66,1.91,AA+,4.40%,19
89,大族转债,128035,2018-03-05,大族激光,2008,电子,111,-1.24%,0.35%,41.57,-2.53%,46,1.80%,52.5,5.42,-20.80%,79.18,40.20%,4.82年,2.82年,5.20%,4.10%,23,-0.50%,-0.82%,-0.56%,-1.91%,-2.21%,91.54,87.31,10.24,97.55,13.80%,39%,37%,16%,0.35,-2.21,3.15,AA+,4.60%,16
90,无锡转债,110043,2018-03-14,无锡银行,600908,金融,112.35,-1.13%,0.31%,6.8,-1.16%,19,0.60%,6.7,1.23,1.50%,101.49,10.70%,4.80年,无权,23.90%,24.20%,30,-1.34%,-1.55%,-1.38%,无权,无权,无权,86.39,25.32,111.7,0.60%,47%,20%,18%,0.71,0.44,0.97,AA+,4.30%,55
91,江银转债,128034,2018-02-14,江阴银行,2807,金融,117.413,-1.00%,-0.05%,6.45,-1.38%,12,0.60%,5.67,1.13,13.80%,113.76,3.20%,4.79年,无权,15.10%,17.20%,17.6,-1.45%,-1.81%,-1.52%,无权,无权,无权,90.11,32.61,122.73,-4.30%,49%,11%,18%,0.77,1.55,0.06,AA+,4.20%,53
92,常熟转债!,113018,2018-02-06,常熟银行,601128,金融,145.02,2.29%,0.01%,8.43,2.31%,139,8.60%,5.76,1.63,46.40%,146.35,-0.90%,4.77年,无权,5.40%,7.90%,11.4,-5.77%,-6.11%,-5.84%,无权,无权,无权,91.14,55.22,146.35,-0.90%,42%,<2%,18%,1,1.19,0.82,AA+,4.00%,32
93,道氏转债,123007,2018-01-26,道氏技术,300409,建筑,121.054,-5.06%,-3.05%,16.97,-10.00%,6.5,1.70%,15.2,4.35,11.60%,111.64,8.40%,4.71年,2.71年,4.00%,4.40%,3.1,-1.67%,-2.12%,-1.76%,-5.34%,-5.55%,91.34,91.5,29.38,120.87,0.10%,77%,18%,16%,0.81,0.44,1.18,AA-,4.50%,18
94,迪龙转债,128033,2018-01-29,雪迪龙,2658,城市公用设施,114.487,0.78%,2.90%,10.15,4.64%,64,10.80%,9.03,3.05,12.40%,112.4,1.90%,4.71年,2.71年,8.50%,9.50%,5.2,-0.80%,-1.20%,-0.88%,-3.62%,-3.81%,91.09,90.33,31.06,121.38,-5.70%,38%,<2%,17%,0.79,1.75,-0.07,AA,4.40%,55
95,吉视转债,113017,2018-01-15,吉视传媒,601929,传媒娱乐,110.83,-1.13%,0.04%,2.96,-1.66%,13,0.80%,2.96,1.39,0.00%,100,10.80%,4.71年,2.71年,16.90%,16.90%,15.6,-0.10%,-0.51%,-0.18%,-2.51%,-2.71%,91.27,90.61,20.64,111.24,-0.40%,28%,17%,16%,0.66,0.57,0.75,AA+,4.30%,32
96,航电转债,110042,2018-01-15,中航电子,600372,航空航天,123.2,-0.28%,-0.69%,17,-1.22%,10,0.30%,14.23,4.2,19.50%,119.47,3.10%,4.71年,2.71年,8.00%,9.60%,24,-2.46%,-2.83%,-2.53%,-5.99%,-6.19%,92.37,91.62,35.72,127.34,-3.30%,35%,<2%,16%,0.8,1.52,0.14,AAA,4.00%,15
97,蒙电转债,110041,2018-01-09,内蒙华电,600863,能源电力,112.22,-0.60%,0.81%,2.93,0.34%,12,0.60%,2.92,1.61,0.30%,100.34,11.80%,4.70年,2.70年,11.00%,11.00%,18.7,-0.26%,-0.68%,-0.34%,-2.84%,-3.06%,92.5,92.58,20.01,112.59,-0.30%,22%,17%,16%,0.62,0.7,0.55,AAA,4.00%,21
98,双环转债,128032,2018-01-25,双环传动,2472,机械装备制造,108.001,-0.18%,-0.33%,7.35,-1.74%,4.5,0.40%,9.99,1.53,-26.40%,73.57,46.80%,4.71年,2.71年,19.80%,14.60%,10,0.56%,0.13%,0.47%,-1.55%,-1.77%,88.91,86.91,7.47,94.38,14.40%,54%,39%,16%,0.3,-2.46,3.35,AA,5.40%,16
99,天康转债,128030,2018-01-29,天康生物,2100,农业,123,-0.28%,-1.75%,9.43,-2.48%,9.4,0.80%,8.15,2.93,15.70%,115.71,6.30%,4.70年,2.70年,11.00%,12.70%,10,-1.86%,-2.34%,-1.95%,-5.95%,-6.15%,91.49,92.64,31.73,124.37,-1.10%,32%,15%,16%,0.82,0.79,0.85,AA,4.40%,11
100,太阳转债,128029,2018-01-16,太阳纸业,2078,造纸包装印刷,117,-1.48%,2.32%,8.42,1.45%,11,0.80%,8.75,1.84,-3.80%,96.23,21.60%,3.70年,1.70年,5.50%,5.30%,12,-2.09%,-2.49%,-2.17%,-7.37%,-7.51%,93.62,92.44,14.64,107.08,9.30%,37%,32%,16%,0.58,-1.26,2.52,AA+,4.40%,8
101,赣锋转债,128028,2018-01-19,赣锋锂业,2460,有色金属,107.75,-1.08%,0.99%,29.27,-0.37%,11,1.10%,42.58,4.99,-31.30%,68.74,56.70%,4.70年,2.70年,2.40%,1.70%,9.3,0.41%,0.02%,0.33%,-1.72%,-1.89%,88.02,85.65,6.66,92.3,16.70%,70%,45%,17%,0.24,-2.82,3.68,AA,5.50%,19
102,东财转债!,123006,2018-01-29,东方财富,300059,金融,168.61,-3.10%,-0.37%,19.21,-3.47%,565,22.90%,11.36,6.86,69.10%,169.1,-0.30%,4.69年,2.69年,1.40%,2.30%,14.4,-8.71%,-9.06%,-8.78%,-10.70%,-10.80%,91.46,92.15,76.95,169.1,-0.30%,57%,<2%,17%,1,1.06,0.94,AA,4.00%,24
103,铁汉转债,123004,2018-01-26,铁汉生态,300197,城市公用设施,118.01,-2.47%,-1.54%,4.61,-4.75%,21,3.70%,3.99,1.65,15.50%,115.54,2.10%,4.69年,2.69年,4.40%,5.10%,4.8,-1.46%,-1.85%,-1.53%,-4.67%,-4.86%,91.44,90.82,31.96,122.78,-3.90%,67%,<2%,15%,0.84,1.47,0.27,AA,4.30%,52
104,崇达转债,128027,2018-01-22,崇达技术,2815,电子,120.199,-0.46%,0.09%,17.41,-0.46%,21,2.20%,15.09,5.26,15.40%,115.37,4.20%,4.68年,2.68年,5.40%,6.20%,7.8,-1.76%,-2.17%,-1.84%,-5.22%,-5.43%,91.6,91.14,32.52,123.66,-2.80%,63%,12%,16%,0.83,1.18,0.5,AA,4.30%,8
105,泰晶转债,113503,2018-01-02,泰晶科技,603738,电子,107.53,-0.43%,0.15%,16.11,-0.49%,3.4,1.50%,17.99,4.23,-10.50%,89.55,20.10%,4.68年,2.68年,8.40%,7.50%,2.2,1.07%,0.56%,0.97%,-1.38%,-1.61%,90.36,90.69,13.71,104.39,3.00%,62%,21%,16%,0.55,-0.38,1.5,AA,4.90%,32
106,众兴转债,128026,2018-01-03,众兴菌业,2772,农业,99.9,-0.37%,0.23%,8.3,-0.48%,49,5.30%,11.64,1.22,-28.70%,71.31,40.10%,4.67年,2.67年,30.10%,21.50%,9.2,2.31%,1.86%,2.22%,1.23%,0.99%,88.26,85.73,7.13,92.86,7.60%,54%,29%,16%,0.29,-1.43,2.08,AA-,5.80%,40
107,蓝思转债,123003,2018-01-17,蓝思科技,300433,电子,105.5,-1.17%,-1.39%,8.4,-6.67%,159,3.10%,10.46,2.02,-19.70%,80.31,31.40%,4.66年,2.66年,14.50%,11.70%,48,0.98%,0.56%,0.89%,-0.83%,-1.04%,90.8,89.73,9.12,98.84,6.70%,87%,27%,16%,0.38,-1.02,1.83,AA+,4.60%,34
108,特一转债,128025,2017-12-28,特一药业,2728,医药,118.7,-0.89%,1.44%,18.09,0.67%,9.3,2.30%,15.45,3.46,17.10%,117.09,1.40%,4.65年,2.65年,9.30%,10.90%,3.4,-1.59%,-1.99%,-1.67%,-4.92%,-5.12%,91.32,90.54,34.63,125.18,-5.20%,36%,<2%,17%,0.83,1.68,0.07,AA-,4.40%,27
109,宁行转债,128024,2018-01-12,宁波银行,2142,金融,128.3,-0.54%,0.15%,23.14,-0.47%,123,1.30%,18.01,1.86,28.50%,128.48,-0.10%,4.65年,无权,6.20%,7.90%,74.5,-3.49%,-3.83%,-3.56%,无权,无权,无权,91.09,44.46,135.55,-5.40%,30%,<2%,18%,0.83,2.03,-0.25,AAA,4.00%,32
110,亚太转债,128023,2017-12-26,亚太股份,2284,汽车,99.501,-0.33%,0.04%,6.14,-2.38%,10,1.00%,10.34,1.72,-40.60%,59.38,67.60%,4.65年,2.65年,22.10%,13.10%,10,2.79%,2.26%,2.68%,1.35%,1.12%,88.36,87.41,3.27,90.68,9.70%,36%,36%,17%,0.12,-1.77,2.11,AA,5.80%,39
111,众信转债,128022,2017-12-28,众信旅游,2707,旅游餐饮酒店,111.501,-1.11%,0.86%,7.86,-0.88%,11,1.50%,10.99,2.96,-28.50%,71.52,55.90%,4.64年,2.64年,10.10%,7.20%,7,-0.24%,-0.65%,-0.32%,-2.79%,-2.99%,88.92,86.66,7.35,94.01,18.60%,57%,48%,17%,0.28,-3.1,4.15,AA,5.40%,8
112,兄弟转债,128021,2017-12-27,兄弟科技,2562,医药,131.001,1.87%,-1.22%,7.03,0.72%,95,12.80%,5.35,2.91,31.40%,131.4,-0.30%,4.63年,2.63年,9.30%,12.20%,5.7,-3.70%,-4.09%,-3.78%,-8.27%,-8.46%,91.93,91.49,45.96,137.44,-4.70%,68%,<2%,16%,0.9,1.78,0.1,AA,4.20%,23
113,国祯转债,123002,2017-12-25,国祯环保,300388,城市公用设施,126.013,-0.54%,-0.57%,10.98,-1.26%,8.2,1.10%,8.72,2.94,25.90%,125.92,0.10%,4.62年,2.62年,9.60%,12.10%,5.8,-2.89%,-3.28%,-2.97%,-7.01%,-7.20%,91.88,91.37,41.11,132.48,-4.90%,51%,<2%,16%,0.88,1.77,0.07,AA,4.20%,10
114,生益转债,110040,2017-12-11,生益科技,600183,电子,121,-0.90%,0.07%,13.03,-1.06%,26,1.20%,11.62,4.52,12.10%,112.13,7.90%,4.62年,无权,6.50%,7.30%,18,-2.02%,-2.41%,-2.10%,无权,无权,无权,91.43,29.3,120.73,0.20%,46%,18%,16%,0.78,0.59,0.96,AA+,4.20%,11
115,水晶转债,128020,2017-12-12,水晶光电,2273,电子,112.258,-0.67%,-0.13%,14.2,-1.46%,4.8,0.40%,16,3.39,-11.30%,88.75,26.50%,4.60年,2.60年,9.60%,8.50%,11.8,-0.13%,-0.59%,-0.22%,-3.25%,-3.41%,89.85,89.81,13,102.81,9.20%,51%,30%,16%,0.54,-1.49,2.71,AA,4.90%,15
116,济川转债,110038,2017-11-29,济川药业,600566,医药,115.51,0.72%,0.56%,37.92,2.07%,29,4.00%,40.04,6.21,-5.30%,94.71,22.00%,3.59年,1.59年,2.00%,1.90%,6.3,-1.67%,-2.12%,-1.76%,-7.08%,-7.24%,93.59,92.23,13.15,105.38,9.60%,36%,31%,15%,0.62,-1.47,2.84,AA,4.80%,11
117,嘉澳转债,113502,2017-11-27,嘉澳环保,603822,城市公用设施,104.55,-0.13%,-0.12%,30.35,-1.11%,1,0.50%,45.27,3.14,-33.00%,67.04,55.90%,4.58年,2.58年,8.30%,5.60%,1.9,1.72%,1.20%,1.62%,-0.40%,-0.64%,88.37,87.16,5.22,92.38,13.20%,58%,41%,17%,0.23,-2.35,3.05,AA-,5.90%,44
118,久立转2,128019,2017-12-01,久立特材,2318,石油天然气化工,118.6,-0.33%,0.42%,8.77,0.11%,7,0.60%,8.22,2.49,6.70%,106.69,11.20%,4.58年,2.58年,14.10%,15.00%,10.4,-1.60%,-2.00%,-1.68%,-5.03%,-5.23%,91.4,90.48,26.17,116.66,1.70%,34%,21%,17%,0.75,0.13,1.36,AA,4.50%,11
119,时达转债,128018,2017-12-04,新时达,2527,机械装备制造,108.333,-0.80%,0.79%,7.45,-0.13%,11,1.20%,11.83,1.62,-37.00%,62.98,72.00%,4.57年,2.57年,19.00%,12.00%,8.8,0.50%,0.06%,0.42%,-1.74%,-1.96%,88.81,86.36,4.5,90.86,19.20%,35%,48%,16%,0.14,-3.21,3.96,AA,5.70%,40
120,小康转债,113016,2017-11-21,小康股份,601127,汽车,110.61,1.12%,-0.39%,17.23,1.06%,11,1.10%,17.2,3.27,0.20%,100.17,10.40%,4.57年,2.57年,5.40%,5.40%,8.8,0.04%,-0.40%,-0.05%,-2.48%,-2.71%,91.4,90.53,20.88,111.42,-0.70%,40%,16%,16%,0.69,0.51,0.88,AA,4.60%,34
121,隆基转债,113015,2017-11-20,隆基股份,601012,能源电力,128,0.00%,0.00%,27.09,0.00%,0,0.00%,22.98,5.07,17.90%,117.89,8.60%,4.56年,2.56年,3.70%,4.40%,28,-3.26%,-3.66%,-3.34%,-7.69%,-7.88%,92.22,91.79,33.7,125.49,2.00%,48%,22%,16%,0.81,0.31,1.31,AA+,4.20%,10
122,金禾转债,128017,2017-11-27,金禾实业,2597,石油天然气化工,122.12,-0.72%,-0.85%,22.5,-2.43%,189,25.70%,23.32,3.34,-3.50%,96.48,26.60%,4.56年,2.56年,4.80%,4.60%,6,-2.25%,-2.65%,-2.33%,-6.08%,-6.28%,90.99,89.76,19.14,108.9,12.10%,37%,36%,17%,0.64,-1.88,3.39,AA,4.70%,18
123,林洋转债,113014,2017-11-13,林洋能源,601222,能源电力,106.3,-0.28%,0.02%,5.84,-1.35%,15,0.50%,8.76,1.12,-33.30%,66.67,59.50%,4.54年,2.54年,29.10%,19.40%,30,0.93%,0.49%,0.85%,-1.06%,-1.29%,89.18,86.87,5.21,92.07,15.50%,83%,44%,16%,0.19,-2.66,3.35,AA,5.60%,16
124,雨虹转债,128016,2017-10-20,东方雨虹,2271,建筑,118.911,-1.41%,1.19%,21.87,-0.36%,14,0.60%,22.63,4.36,-3.40%,96.64,23.00%,4.46年,2.46年,5.60%,5.40%,18.4,-1.70%,-2.12%,-1.79%,-5.35%,-5.56%,92.15,91.4,17.45,108.85,9.20%,51%,31%,16%,0.61,-1.25,2.56,AA+,4.40%,6
125,国君转债,113013,2017-07-24,国泰君安,601211,金融,118.85,-0.86%,0.18%,20.36,-1.07%,123,1.50%,19.8,1.58,2.80%,102.83,15.60%,4.24年,无权,3.90%,4.10%,70,-1.89%,-2.30%,-1.97%,无权,无权,无权,93.32,21.41,114.73,3.60%,26%,24%,17%,0.63,-0.05,1.32,AAA,4.00%,19
126,久其转债,128015,2017-07-18,久其软件,2279,计算机及应用,108.805,-0.10%,-0.26%,9.52,-1.24%,15,1.70%,12.86,3.44,-26.00%,74.03,47.00%,4年57天,2年57天,11.50%,8.50%,7.8,0.78%,0.23%,0.67%,-2.33%,-2.58%,91.24,90.55,6.05,96.6,12.60%,71%,39%,17%,0.29,-2.17,2.96,AA,5.40%,37
127,模塑转债,127004,2017-08-16,模塑科技,700,汽车,99.8,-0.38%,0.52%,4.15,2.47%,12,1.50%,7.72,1.42,-46.20%,53.76,85.70%,4年51天,2年51天,23.90%,12.80%,8.2,3.56%,2.88%,3.43%,1.61%,1.30%,90.83,91.23,1.09,92.32,8.10%,53%,41%,17%,0.05,-1.49,1.64,AA,5.90%,65
128,永东转债,128014,2017-07-18,永东股份,2753,石油天然气化工,105.6,-1.31%,0.36%,11.32,-2.16%,7.3,2.00%,13.53,2.81,-16.30%,83.67,26.20%,4年5.8天,2年5.8天,8.90%,7.50%,3.4,1.74%,1.13%,1.62%,-0.93%,-1.23%,92.4,91.94,9.91,101.85,3.70%,60%,24%,17%,0.44,-0.64,1.53,AA-,5.40%,47
129,骆驼转债,113012,2017-07-18,骆驼股份,601311,汽车,112.71,-0.63%,0.84%,13.6,0.29%,7.2,1.20%,13.44,2.07,1.20%,101.19,11.40%,3.95年,1.95年,4.30%,4.40%,5.1,-0.90%,-1.31%,-0.99%,-4.39%,-4.61%,93.28,91.35,19.86,111.22,1.30%,35%,19%,16%,0.7,0.14,1.25,AA,4.60%,24
130,光大转债,113011,2017-07-18,光大银行,601818,金融,114.35,-1.73%,0.70%,4.17,-1.65%,243,0.70%,4.13,0.76,1.00%,100.97,13.30%,3.93年,无权,13.70%,13.80%,300,-1.16%,-1.60%,-1.25%,无权,无权,无权,93.95,18.35,112.29,1.80%,19%,18%,16%,0.62,0.27,0.97,AAA,4.00%,24
131,洪涛转债,128013,2016-08-23,洪涛股份,2325,建筑,103.77,1.24%,-1.24%,4.08,2.77%,28,2.30%,9.98,1.38,-59.10%,40.88,154%,3.30年,1.30年,23.50%,9.60%,12,2.48%,1.77%,2.33%,-0.64%,-1.01%,94.45,93.05,2.2,95.25,8.90%,35%,62%,16%,0,-1.64,1.7,AA,6.00%,73
132,海印转债,127003,2016-07-01,海印股份,861,商业零售,113.29,-0.94%,-0.06%,3.14,-1.57%,12,0.90%,3.03,2.17,3.60%,103.63,9.30%,3年57天,1年57天,16.20%,16.80%,11.1,0.29%,-0.53%,0.12%,-7.13%,-7.50%,96.75,99.11,16.04,115.15,-1.60%,25%,15%,16%,0.64,0.74,0.56,AA,4.70%,100
133,辉丰转债,128012,2016-05-17,辉丰股份,2496,石油天然气化工,103.8,-0.58%,0.58%,4.48,10.10%,155,17.50%,7.71,1.95,-41.90%,58.11,78.60%,3年9天,1年9天,12.50%,7.30%,8.5,0.90%,0.48%,0.82%,1.22%,0.36%,97.2,87.25,9.88,97.13,6.90%,86%,47%,17%,0,-1.35,1.29,A+,7.00%,77
134,顺昌转债,128010,2016-02-23,澳洋顺昌,2245,交通运输,105.37,-0.12%,0.36%,5.82,10.00%,11,2.10%,9.28,2.16,-37.30%,62.72,68.00%,2.78年,0.78年,8.90%,5.60%,5.1,1.98%,1.23%,1.83%,-3.51%,-3.88%,96.44,94.91,2.21,97.12,8.50%,42%,43%,17%,0.02,-1.53,1.63,AA,6.00%,23
135,广汽转债,113009,2016-02-04,广汽集团,601238,汽车,116.43,2.39%,-0.76%,13.93,3.57%,40,1.40%,14.74,1.87,-5.50%,94.5,23.20%,2.78年,0.78年,1.80%,1.70%,25.5,-2.37%,-2.96%,-2.49%,-13.40%,-13.70%,98.04,97.88,9.21,107.09,8.70%,34%,32%,15%,0.46,-1.14,2.13,AAA,4.00%,10
136,九州转债,110034,2016-01-29,九州通,600998,医药,110.39,-0.10%,0.35%,15.97,0.82%,7.5,0.50%,18.42,2.03,-13.30%,86.7,27.30%,2.76年,0.76年,5.00%,4.30%,15,0.00%,-0.69%,-0.13%,-6.41%,-7.15%,99.47,97.39,5.54,102.93,7.20%,26%,26%,15%,0.31,-1.09,1.75,AA+,4.70%,15
137,国贸转债,110033,2016-01-19,厦门国贸,600755,交通运输,117.02,-0.69%,0.17%,9.35,-0.74%,11,0.60%,8.61,1.38,8.60%,108.59,7.80%,2.74年,0.74年,8.60%,9.30%,14.6,-1.90%,-2.63%,-2.05%,-14.70%,-15.00%,97.89,99.15,17.45,116.6,0.40%,34%,17%,15%,0.69,0.56,0.83,AA+,4.30%,10
138,蓝标转债,123001,2016-01-18,蓝色光标,300058,传媒娱乐,127.449,-1.36%,0.43%,5.52,-1.08%,53,9.20%,4.31,1.91,28.10%,128.07,-0.50%,2.69年,0.69年,3.50%,4.40%,4.6,-4.99%,-5.70%,-5.13%,-24.00%,-24.30%,98.24,99.63,34.07,133.7,-4.70%,39%,<2%,17%,0.86,1.79,0.03,AA,4.30%,61
139,航信转债,110031,2015-06-30,航天信息,600271,计算机及应用,112.97,-1.08%,1.05%,29.24,-0.44%,11,0.40%,42.38,5.1,-31.00%,68.99,63.70%,2.17年,0.17年,4.40%,3.00%,24,-1.24%,-2.08%,-1.41%,-32.00%,-33.00%,100.43,101.19,0.72,101.9,10.90%,54%,52%,17%,0.07,-1.88,2.12,AAA,4.00%,8
140,电气转债,113008,2015-02-16,上海电气,601727,能源电力,125.51,1.79%,3.08%,6.59,5.61%,230,3.10%,5.19,1.69,27.00%,126.97,-1.20%,1.81年,回售中,6.20%,7.80%,59.9,-7.95%,-8.71%,-8.10%,回售中,回售中,103,100.73,29.22,129.95,-3.40%,50%,<2%,16%,0.87,1.63,0.17,AAA,4.00%,15
