,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展/上市日,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
71,千禾转债,113511,2018-07-10,千禾味业,603027,食品饮料,109.55,-0.36%,-0.54%,21.98,-1.66%,4.2,1.10%,25.85,5.62,-15.00%,85.03,28.80%,5.25年,3.25年,5.00%,4.20%,3.6,0.62%,0.16%,0.53%,-1.64%,-1.83%,87.44,87.38,14.78,102.16,7.20%,59%,26%,16%,0.54,-1.33,2.52,AA-,5.10%,39
72,广电转债,110044,2018-07-24,广电网络,600831,传媒娱乐,162.99,7.99%,1.34%,11.15,9.96%,617,129%,6.91,2.11,61.40%,161.36,1.00%,5.27年,3.27年,4.10%,6.60%,3.1,-6.78%,-7.19%,-6.86%,-12.10%,-12.20%,90.47,91.96,76.7,168.66,-3.40%,39%,<2%,17%,0.94,1.56,0.36,AA,4.10%,14
73,湖广转债,127007,2018-08-01,湖北广电,665,传媒娱乐,126.7,-0.57%,-0.49%,10.1,-1.27%,346,16.60%,7.92,1.07,27.50%,127.53,-0.60%,5.27年,3.27年,25.90%,33.00%,16.6,-2.09%,-2.54%,-2.18%,-5.62%,-5.82%,90.63,92.06,45.39,137.45,-7.80%,31%,<2%,17%,0.83,2.47,-0.6,AA+,4.20%,35
74,博世转债,123010,2018-08-14,博世科,300422,城市公用设施,105,0.41%,0.25%,11.96,1.27%,4.9,1.10%,14.3,3.21,-16.40%,83.64,25.50%,5.29年,3.29年,10.10%,8.50%,4.3,1.48%,1.01%,1.38%,-0.34%,-0.55%,87.31,87.18,14.81,101.99,3.00%,69%,23%,17%,0.52,-0.59,1.65,AA-,5.20%,31
75,景旺转债,113512,2018-07-24,景旺电子,603228,电子,130.5,0.14%,0.05%,65.39,0.21%,11,1.30%,49.85,7.21,31.20%,131.17,-0.50%,5.29年,3.29年,2.50%,3.30%,6.9,-2.68%,-3.12%,-2.77%,-6.46%,-6.65%,90.06,91.38,48.45,139.84,-6.70%,38%,<2%,16%,0.88,2.18,-0.27,AA,4.20%,12
76,安井转债,113513,2018-07-31,安井食品,603345,食品饮料,114.89,0.17%,0.08%,37.25,0.32%,3.9,0.70%,35.46,4.4,5.00%,105.05,9.40%,5.31年,3.31年,6.20%,6.50%,5,-0.30%,-0.74%,-0.39%,-2.96%,-3.15%,88.74,89.5,27.63,117.12,-1.90%,51%,14%,16%,0.76,0.71,0.82,AA-,4.60%,18
77,海澜转债,110045,2018-07-31,海澜之家,600398,服装纺织,108.1,-0.83%,0.37%,9.86,-1.10%,22,0.70%,12.4,3.81,-20.50%,79.52,35.90%,5.31年,3.31年,6.80%,5.40%,30,0.66%,0.25%,0.58%,-1.44%,-1.59%,88.07,88.5,10.7,99.19,9.00%,30%,30%,16%,0.41,-1.44,2.37,AA+,4.60%,33
78,盛路转债!,128041,2018-08-14,盛路通信,2446,通信互联网,136.9,0.17%,-0.57%,9.44,-0.42%,10,3.70%,6.88,2.55,37.20%,137.21,-0.20%,5.32年,3.32年,2.60%,3.50%,2.1,-3.20%,-3.69%,-3.30%,-7.65%,-7.84%,90.54,93.68,50.52,144.2,-5.10%,52%,<2%,16%,0.95,2.07,-0.06,AA,4.10%,25
79,德尔转债,123011,2018-08-14,德尔股份,300473,汽车,114.95,-0.09%,-0.21%,38.2,-0.39%,10,1.60%,34.96,2.2,9.30%,109.27,5.20%,5.33年,2.83年,13.90%,15.20%,5.6,0.44%,-0.14%,0.32%,-3.53%,-3.73%,90.36,92.97,29.53,122.5,-6.20%,45%,<2%,17%,0.75,1.63,-0.03,AA-,4.60%,49
80,威帝转债,113514,2018-08-13,威帝股份,603023,汽车,109.79,0.36%,-0.36%,6.03,0.00%,5.2,2.40%,5.92,3.86,1.90%,101.86,7.80%,4.33年,2.33年,9.20%,9.40%,2,0.36%,-0.13%,0.26%,-2.82%,-2.99%,90.85,91,23.64,114.64,-4.20%,71%,12%,18%,0.71,1.1,0.35,A+,4.90%,59
81,万顺转债,123012,2018-08-29,万顺股份,300057,造纸包装印刷,119.5,-1.46%,-0.12%,7.7,-1.91%,14,3.10%,6.47,1.27,19.00%,119.01,0.40%,5.33年,3.33年,9.20%,10.90%,3.7,-1.35%,-1.73%,-1.43%,-3.98%,-4.18%,89.35,88.78,40.92,129.69,-7.90%,46%,<2%,18%,0.83,2.26,-0.44,AA-,4.40%,37
82,高能转债,113515,2018-08-27,高能环境,603588,城市公用设施,116.53,-0.05%,1.99%,10.55,2.43%,39,3.90%,9.38,2.85,12.50%,112.47,3.60%,5.35年,3.35年,12.10%,13.60%,8.4,-0.53%,-0.98%,-0.62%,-3.27%,-3.47%,89.36,90.41,33.05,123.46,-5.60%,67%,10%,16%,0.8,1.7,-0.01,AA,4.40%,35
83,横河转债,123013,2018-08-20,横河模具,300539,机械装备制造,138,-1.00%,-1.98%,12.23,-3.40%,82,135%,9.26,6.67,32.10%,132.07,4.50%,5.35年,3.35年,1.70%,2.30%,0.4,-3.19%,-3.70%,-3.29%,-7.65%,-7.87%,90.26,93.24,49.56,142.81,-3.40%,77%,<2%,17%,0.88,1.28,0.51,A+,4.40%,37
84,凯中转债,128042,2018-09-03,凯中精密,2823,能源电力,110.001,-0.95%,0.80%,12.82,-0.23%,3.8,0.80%,13.25,2.85,-3.20%,96.75,13.70%,5.36年,3.36年,11.10%,10.80%,4.2,1.23%,0.65%,1.11%,-1.65%,-1.85%,88.3,91.94,20.99,112.93,-2.60%,68%,16%,17%,0.63,0.71,0.56,AA,4.70%,55
85,凯发转债,123014,2018-08-21,凯发电气,300407,能源电力,114.77,-0.27%,0.19%,8.5,-0.12%,1,0.20%,8.15,2.4,4.30%,104.29,10.00%,4.35年,2.35年,14.90%,15.50%,3.5,-1.09%,-1.49%,-1.17%,-4.51%,-4.67%,90.93,89.57,26.3,115.87,-0.90%,64%,18%,18%,0.73,0.5,0.97,A+,4.80%,24
86,吴银转债,113516,2018-08-20,吴江银行,603323,金融,126.65,-0.36%,1.07%,8.02,0.88%,19,1.10%,6.34,1.3,26.50%,126.5,0.10%,5.37年,无权,10.10%,12.80%,13.2,-1.72%,-2.22%,-1.82%,无权,无权,无权,93.18,44.3,137.48,-7.90%,49%,<2%,18%,0.81,2.45,-0.63,AA+,4.20%,37
87,东音转债,128043,2018-08-27,东音股份,2793,机械装备制造,116.998,-1.93%,-0.74%,12.81,-3.39%,4,1.20%,11.43,3.03,12.10%,112.07,4.40%,5.37年,3.37年,10.90%,12.20%,2.8,-0.24%,-0.76%,-0.35%,-3.35%,-3.55%,88.92,91.47,33.18,124.65,-6.10%,70%,<2%,17%,0.79,1.7,-0.04,AA-,4.50%,33
88,曙光转债,113517,2018-08-23,中科曙光,603019,计算机及应用,129.41,-0.84%,0.31%,61.7,-0.63%,54,3.70%,51.28,10.85,20.30%,120.32,7.60%,5.38年,3.38年,2.80%,3.40%,11.2,-2.49%,-2.91%,-2.57%,-6.09%,-6.27%,89.49,90.67,39.42,130.09,-0.50%,60%,17%,16%,0.84,0.7,0.98,AA,4.30%,6
89,蓝盾转债,123015,2018-09-13,蓝盾股份,300297,计算机及应用,126.361,-1.97%,0.47%,7.42,-1.72%,19,5.00%,5.82,2.09,27.50%,127.49,-0.90%,5.40年,3.40年,3.40%,4.30%,3,-2.04%,-2.47%,-2.12%,-5.42%,-5.60%,89.61,90.88,45.66,136.54,-7.50%,37%,<2%,16%,0.87,2.31,-0.41,AA,4.30%,51
90,岭南转债,128044,2018-09-04,岭南股份,2717,城市公用设施,111.65,-0.03%,-0.21%,9.03,-0.44%,6.7,0.90%,10.63,2.19,-15.10%,84.95,31.40%,5.40年,3.40年,7.10%,6.10%,6.6,0.08%,-0.33%,-0.01%,-2.09%,-2.28%,87.39,86.87,15.13,102,9.50%,68%,30%,16%,0.53,-1.62,2.83,AA,4.90%,25
91,机电转债,128045,2018-09-14,中航机电,2013,航空航天,117.655,-0.87%,-0.12%,7.86,-1.50%,17,0.70%,7.66,3.2,2.60%,102.61,14.70%,5.44年,3.44年,7.40%,7.60%,21,-1.25%,-1.58%,-1.32%,-3.52%,-3.70%,89.96,89.22,26.18,115.4,2.00%,56%,20%,16%,0.66,0.29,1.02,AAA,4.00%,10
92,顾家转债,113518,2018-10-09,顾家家居,603816,其他,120.55,-0.09%,-0.48%,57.04,-0.75%,1.3,0.10%,52.2,5.76,9.30%,109.27,10.30%,5.48年,3.48年,4.50%,4.90%,11,-0.82%,-1.31%,-0.92%,-4.06%,-4.24%,88.66,91.18,29.97,121.14,-0.50%,39%,16%,16%,0.77,0.52,1.01,AA,4.50%,8
93,利尔转债,128046,2018-11-09,利尔化学,2258,石油天然气化工,111.09,-1.47%,0.51%,16.38,-1.68%,3.2,0.30%,18.82,2.91,-13.00%,87.04,27.60%,5.58年,3.58年,9.90%,8.60%,8.5,0.36%,-0.07%,0.27%,-1.81%,-2.00%,87.07,87.42,16.21,103.63,7.20%,61%,28%,16%,0.57,-1.23,2.46,AA,4.90%,14
94,光电转债,128047,2018-12-07,中航光电,2179,机械装备制造,119.35,-0.29%,-0.58%,43.81,-1.15%,1.5,0.10%,40.26,6.28,8.80%,108.82,9.70%,5.63年,3.63年,3.80%,4.10%,13,-1.46%,-1.78%,-1.53%,-3.71%,-3.88%,88.52,87.43,32.4,119.83,-0.40%,34%,16%,16%,0.76,0.68,0.84,AA+,4.20%,10
95,长久转债,113519,2018-11-30,长久物流,603569,交通运输,116.89,0.68%,1.65%,13.17,3.21%,14,1.70%,11.99,3.28,9.80%,109.84,6.40%,5.63年,3.63年,9.50%,10.40%,7,0.57%,-0.06%,0.44%,-3.04%,-3.23%,88.09,94.35,29.44,123.8,-5.60%,52%,12%,17%,0.73,1.51,0.02,AA,4.50%,24
96,洲明转债,123016,2018-12-03,洲明科技,300232,电子,137.8,-2.99%,0.27%,13.44,-2.96%,14,1.80%,9.45,4.86,42.20%,142.22,-3.10%,5.63年,3.63年,5.40%,7.60%,5.5,-3.10%,-3.57%,-3.19%,-7.14%,-7.33%,89.34,92.27,58.36,150.62,-8.50%,69%,<2%,16%,0.92,2.64,-0.6,AA-,4.20%,20
97,百合转债,113520,2018-11-26,梦百合,603313,其他,138.8,0.31%,-0.24%,27.2,0.07%,6.7,1.00%,19.03,3.99,42.90%,142.93,-2.90%,5.64年,3.64年,7.80%,11.10%,5.1,-3.24%,-3.70%,-3.33%,-7.37%,-7.55%,89.07,92.12,59.87,151.99,-8.70%,41%,<2%,16%,0.91,2.67,-0.63,AA-,4.20%,20
98,张行转债,128048,2018-11-29,张家港行,2839,金融,120.1,0.00%,0.32%,7.14,0.42%,71,2.40%,6.06,1.44,17.80%,117.82,1.90%,5.65年,无权,19.40%,22.80%,25,-0.89%,-1.34%,-0.98%,无权,无权,无权,90.84,38.84,129.69,-7.40%,57%,<2%,18%,0.77,2.24,-0.53,AA+,4.20%,37
99,科森转债,113521,2018-12-07,科森科技,603626,通信互联网,114.9,-0.42%,-0.33%,10.28,-0.96%,7.8,1.10%,8.95,2.44,14.90%,114.86,0.00%,5.66年,3.66年,14.30%,16.40%,6.1,0.13%,-0.37%,0.03%,-2.59%,-2.78%,88.28,90.96,37.28,128.24,-10.40%,64%,<2%,18%,0.78,2.78,-0.95,AA,4.40%,73
100,特发转债,127008,2018-12-25,特发信息,70,通信互联网,179.888,-0.61%,-0.36%,14.83,-1.00%,284,37.30%,6.78,4.38,119%,218.73,-17.80%,4.66年,2.66年,4.50%,9.90%,4.2,-9.86%,-10.20%,-9.94%,-12.00%,-12.10%,91.46,92.92,130.53,223.45,-19.50%,60%,<2%,17%,0.98,6.02,-2.9,AA,4.00%,35
101,桐昆转债,113020,2018-12-12,桐昆股份,601233,服装纺织,122.06,-1.56%,0.60%,14.08,-1.26%,129,2.80%,12.63,1.67,11.50%,111.48,9.50%,5.67年,3.67年,14.80%,16.50%,38,-1.36%,-1.77%,-1.44%,-4.22%,-4.39%,88.48,89.77,32.91,122.68,-0.50%,48%,17%,16%,0.76,0.7,0.83,AA+,4.20%,24
102,圆通转债,110046,2018-12-18,圆通速递,600233,交通运输,123.8,-1.51%,-0.05%,13.19,-1.93%,33,0.70%,10.89,3.63,21.10%,121.12,2.20%,5.67年,3.67年,9.80%,11.80%,36.5,-1.22%,-1.70%,-1.32%,-4.46%,-4.65%,89.08,92.03,39.46,131.48,-5.80%,61%,<2%,16%,0.81,1.96,-0.22,AA+,4.20%,35
103,寒锐转债,123017,2018-12-24,寒锐钴业,300618,有色金属,111.552,-1.19%,-0.99%,80.6,-2.97%,3.3,0.70%,81.49,8.66,-1.10%,98.91,12.80%,5.67年,3.67年,2.80%,2.80%,4.4,-0.07%,-0.43%,-0.14%,-1.92%,-2.10%,87.11,86.2,25.37,111.57,0.00%,78%,16%,16%,0.73,0.24,1.22,AA-,4.70%,45
104,山鹰转债,110047,2018-12-10,山鹰纸业,600567,造纸包装印刷,119.11,-0.33%,-0.24%,4.02,-0.74%,64,2.30%,3.34,1.43,20.40%,120.36,-1.00%,5.67年,3.67年,12.50%,15.00%,23,-0.09%,-0.66%,-0.21%,-3.54%,-3.72%,88.73,94.14,38.15,132.29,-10.00%,29%,<2%,16%,0.78,2.89,-1.04,AA+,4.20%,69
105,旭升转债,113522,2018-12-11,旭升股份,603305,汽车,121.2,-0.82%,-1.60%,36.2,-2.95%,9.8,1.90%,29.86,10.8,21.20%,121.23,0.00%,5.67年,3.67年,2.90%,3.50%,4.2,-0.13%,-0.74%,-0.26%,-3.99%,-4.17%,88.24,94.83,37.42,132.24,-8.40%,64%,<2%,16%,0.82,2.35,-0.53,AA,4.40%,24
106,华源转债,128049,2018-12-20,华源控股,2787,造纸包装印刷,131.001,5.37%,3.32%,9.99,10.00%,394,75.80%,7.57,2.29,32.00%,131.97,-0.70%,5.69年,3.69年,12.90%,17.00%,4,-2.20%,-2.67%,-2.29%,-5.86%,-6.04%,88.5,91.35,51.62,142.97,-8.40%,75%,<2%,18%,0.87,2.42,-0.51,AA-,4.30%,63
107,福能转债,110048,2018-12-28,福能股份,600483,能源电力,120.5,-0.42%,-1.33%,9.5,-2.36%,3.2,0.10%,8.69,1.35,9.30%,109.32,10.20%,5.72年,3.72年,19.20%,21.00%,28.3,-0.94%,-1.38%,-1.02%,-3.80%,-3.98%,88.41,90.45,30.7,121.15,-0.50%,30%,14%,16%,0.74,0.69,0.8,AA+,4.30%,10
108,伟明转债,113523,2018-12-26,伟明环保,603568,城市公用设施,112.21,-0.45%,-1.17%,25.05,-2.19%,6.2,0.80%,23.92,6.27,4.70%,104.72,7.10%,5.72年,3.72年,3.90%,4.10%,6.7,0.48%,0.00%,0.39%,-2.00%,-2.18%,87.54,89.95,27.51,117.46,-4.50%,43%,<2%,16%,0.74,1.27,0.26,AA,4.50%,27
109,钧达转债,128050,2018-12-27,钧达股份,2865,汽车,114.999,3.97%,-0.73%,23.24,4.64%,37,10.30%,21.74,3.27,6.90%,106.9,7.60%,5.72年,3.72年,11.30%,12.10%,3.2,1.37%,0.65%,1.22%,-2.48%,-2.69%,87.36,95.66,28.3,123.96,-7.20%,66%,7%,18%,0.7,1.7,-0.2,AA-,4.80%,73
110,光华转债,128051,2019-01-09,光华科技,2741,汽车,108.011,-0.36%,-0.08%,15.76,-0.69%,5.7,2.10%,17.03,4.9,-7.50%,92.54,16.70%,5.74年,3.74年,4.20%,3.90%,2.5,1.28%,0.77%,1.18%,-0.89%,-1.10%,86.75,88.69,21.26,109.95,-1.80%,38%,16%,17%,0.64,0.36,0.92,AA-,4.90%,20
111,奇精转债,113524,2019-01-07,奇精机械,603677,家电,110.3,-0.43%,-0.72%,15.13,-1.69%,3.9,1.10%,14.76,3.08,2.50%,102.51,7.60%,5.74年,3.74年,11.10%,11.40%,3.3,1.25%,0.68%,1.14%,-1.56%,-1.74%,87.13,91.67,26.38,118.05,-6.60%,61%,8%,18%,0.68,1.65,-0.18,AA,4.60%,59
112,台华转债,113525,2019-01-11,台华新材,603055,服装纺织,115.54,-0.36%,-0.64%,12.51,-1.34%,17,2.70%,11.56,2.74,8.20%,108.22,6.80%,5.74年,3.74年,7.70%,8.40%,5.3,-0.04%,-0.51%,-0.13%,-2.73%,-2.91%,87.52,89.95,31.76,121.71,-5.10%,47%,<2%,17%,0.75,1.45,0.11,AA,4.50%,8
113,海尔转债,110049,2019-01-18,青岛海尔,600690,家电,125.99,-0.48%,-1.17%,16.72,-2.17%,12,0.30%,14.55,2.89,14.90%,114.91,9.60%,5.75年,3.75年,2.80%,3.20%,30.1,-2.37%,-2.68%,-2.43%,-4.93%,-5.09%,88.88,88.14,37.04,125.19,0.60%,32%,17%,16%,0.76,0.66,0.87,AAA,4.00%,25
114,佳都转债,110050,2019-01-21,佳都科技,600728,计算机及应用,137.46,1.58%,1.88%,12.33,3.70%,320,26.70%,7.95,6.06,55.10%,155.09,-11.40%,5.75年,3.75年,4.40%,6.80%,8.8,-3.21%,-3.63%,-3.30%,-6.98%,-7.14%,88.72,90.97,71.38,162.35,-15.30%,71%,<2%,16%,0.93,4.59,-2.03,AA,4.10%,20
115,溢利转债,123018,2019-01-23,溢多利,300381,医药,118.655,-2.06%,-0.70%,10.63,-3.19%,13,1.70%,8.41,2.17,26.40%,126.4,-6.10%,5.75年,3.75年,15.40%,19.40%,6.7,-0.51%,-0.98%,-0.60%,-3.39%,-3.56%,88.03,90.73,45.58,136.31,-13.00%,78%,<2%,17%,0.87,3.6,-1.43,AA-,4.30%,45
116,凯龙转债,128052,2019-01-21,凯龙股份,2783,石油天然气化工,123.8,-0.80%,-1.42%,9.16,-2.55%,30,7.20%,6.97,2.1,31.40%,131.42,-5.80%,5.75年,3.75年,10.80%,14.20%,3.3,-1.22%,-1.69%,-1.31%,-4.39%,-4.57%,88.46,91.28,49.69,140.98,-12.20%,78%,<2%,17%,0.87,3.48,-1.34,AA,4.30%,31
117,冰轮转债,127009,2019-02-21,冰轮环境,811,机械装备制造,135.4,-1.78%,-0.63%,8.09,-2.65%,27,3.90%,5.52,1.84,46.60%,146.56,-7.60%,5.82年,3.82年,9.60%,14.10%,5.1,-2.77%,-3.21%,-2.86%,-6.50%,-6.66%,88.29,91.23,64.35,155.57,-13.00%,43%,<2%,17%,0.91,3.81,-1.52,AA,4.20%,24
118,平银转债,127010,2019-02-18,平安银行,1,金融,118.28,-0.19%,-0.02%,12.75,-0.31%,192,0.60%,11.77,0.99,8.30%,108.33,9.20%,5.84年,无权,11.90%,12.90%,260,-0.04%,-0.58%,-0.15%,无权,无权,无权,94.37,30.98,125.35,-5.60%,29%,<2%,16%,0.65,1.93,-0.48,AAA,4.00%,51
119,联泰转债,113526,2019-02-18,联泰环保,603797,城市公用设施,114.97,1.60%,-0.15%,13.89,1.83%,2.3,0.50%,12.31,2.81,12.80%,112.84,1.90%,5.84年,3.84年,13.20%,14.90%,3.9,-0.59%,-0.94%,-0.66%,-2.58%,-2.75%,87.23,86.69,37.75,124.44,-7.60%,50%,<2%,18%,0.79,2.13,-0.4,AA,4.40%,18
120,维格转债,113527,2019-02-19,维格娜丝,603518,服装纺织,115.12,1.46%,-0.58%,16.88,1.20%,29,3.30%,14.96,1.34,12.80%,112.83,2.00%,5.85年,3.85年,24.50%,27.60%,7.5,0.83%,0.22%,0.71%,-2.52%,-2.70%,87.28,93.66,33.62,127.28,-9.60%,39%,<2%,18%,0.74,2.48,-0.78,AA,4.50%,43
121,尚荣转债,128053,2019-03-07,尚荣医疗,2551,医药,118.9,-1.08%,-0.02%,6.2,-1.27%,32,3.50%,4.94,1.89,25.50%,125.51,-5.30%,5.91年,3.91年,17.10%,21.50%,7.5,-0.53%,-0.98%,-0.62%,-3.31%,-3.48%,87.67,90.45,44.5,134.95,-11.90%,43%,<2%,16%,0.86,3.39,-1.27,AA,4.30%,49
122,中宠转债,128054,2019-03-14,中宠股份,2891,农业,116.14,0.65%,-0.98%,40.6,-0.42%,18,7.90%,37.97,5.54,6.90%,106.93,8.60%,5.91年,3.91年,4.80%,5.10%,1.9,-0.08%,-0.55%,-0.17%,-2.71%,-2.89%,86.64,89.01,30.51,119.53,-2.80%,49%,11%,16%,0.8,0.8,0.8,A+,4.60%,6
123,N长城转,113528,2019-03-20,长城科技,603897,机械装备制造,111.81,11.80%,0.00%,25.79,-0.77%,473,66.20%,24.18,2.8,6.70%,106.66,4.80%,5.95年,3.95年,13.80%,14.70%,6.3,0.94%,0.40%,0.84%,-1.66%,-1.87%,86.86,90.72,30.65,121.37,-7.90%,57%,<2%,17%,0.75,1.92,-0.31,AA-,4.60%,16
124,中信转债,113021,2019-03-19,中信银行,601998,金融,107.77,-0.21%,0.08%,6.38,-0.31%,"1,066",2.50%,7.45,0.8,-14.40%,85.64,25.80%,5.96年,无权,12.80%,11.00%,400,1.73%,1.16%,1.62%,无权,无权,无权,94.83,16.4,111.23,-3.10%,23%,14%,17%,0.41,1.1,-0.21,AAA,4.00%,25
