,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,CP/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
71,盛路转债!,128041,2018-08-14,盛路通信,2446,通信互联网,163.6,-4.22%,0.22%,11.3,-3.99%,16,8.50%,6.88,1.86,64.20%,164.24,-0.40%,5.23年,3.23年,1.10%,1.80%,1.1,-6.56%,-7.03%,-6.65%,-12.30%,-12.40%,91.18,94.5,69.74,164.24,-0.40%,52%,<2%,16%,1,1.08,0.92,AA,4.00%,18
72,海澜转债,110045,2018-07-31,海澜之家,600398,服装纺织,103.16,-0.80%,0.20%,9.02,-1.96%,13,0.40%,12.4,4.49,-27.30%,72.74,41.80%,5.22年,3.22年,7.40%,5.40%,30,1.59%,1.17%,1.51%,-0.10%,-0.26%,88.14,88.41,6.34,94.75,8.90%,30%,30%,16%,0.31,-1.47,2.17,AA+,4.70%,41
73,安井转债,113513,2018-07-31,安井食品,603345,食品饮料,117.65,0.84%,2.37%,41.56,3.80%,16,2.70%,35.46,4.03,17.20%,117.2,0.40%,5.22年,3.22年,5.60%,6.50%,5,-0.77%,-1.22%,-0.86%,-3.72%,-3.91%,89.72,90.8,35.01,125.81,-6.50%,51%,<2%,16%,0.85,1.95,-0.14,AA-,4.40%,24
74,景旺转债!,113512,2018-07-24,景旺电子,603228,电子,120.27,-1.13%,-0.05%,60.35,-1.18%,7.6,2.80%,49.85,5.28,21.10%,121.06,-0.70%,5.20年,3.20年,0.90%,1.10%,2.2,-1.16%,-1.62%,-1.25%,-4.32%,-4.52%,91.09,92.79,28.28,121.06,-0.70%,38%,<2%,16%,1,1.14,0.87,AA,4.00%,7
75,博世转债,123010,2018-08-14,博世科,300422,城市公用设施,106.45,-1.00%,0.89%,12.18,-0.16%,7.4,1.60%,12.45,3.34,-2.20%,97.83,8.80%,5.20年,3.20年,9.90%,9.70%,4.3,1.23%,0.76%,1.14%,-0.75%,-0.97%,88.9,89.39,21.47,110.86,-4.00%,68%,13%,17%,0.69,1.06,0.36,AA-,4.80%,37
76,湖广转债,127007,2018-08-01,湖北广电,665,传媒娱乐,118,1.16%,-0.14%,9.38,1.30%,107,6.60%,7.92,0.84,18.40%,118.43,-0.40%,5.18年,3.18年,21.50%,25.50%,13.7,-0.75%,-1.22%,-0.84%,-3.72%,-3.94%,90.85,92.22,35.98,128.19,-8.00%,32%,<2%,17%,0.79,2.45,-0.66,AA+,4.20%,34
77,广电转债,110044,2018-07-24,广电网络,600831,传媒娱乐,190.69,17.80%,-8.21%,12.43,10.00%,192,70.10%,6.91,1.31,79.90%,179.88,6.00%,5.18年,3.18年,1.80%,3.20%,1.6,-9.73%,-10.10%,-9.80%,-16.20%,-10.00%,90.95,92.53,92.7,185.23,2.90%,42%,<2%,17%,0.96,0.3,1.61,AA,4.10%,13
78,千禾转债,113511,2018-07-10,千禾味业,603027,食品饮料,108.02,-0.59%,2.28%,24.21,2.58%,8.9,2.30%,25.85,6.82,-6.30%,93.66,15.30%,5年57天,3年57天,4.50%,4.20%,3.6,0.91%,0.44%,0.82%,-1.26%,-1.47%,88.6,88.95,17.96,106.9,1.00%,57%,22%,16%,0.65,-0.06,1.37,AA-,4.90%,37
79,再升转债,113510,2018-07-13,再升科技,603601,城市公用设施,104.6,-0.40%,-0.15%,9.29,-1.48%,1.4,1.20%,11.32,4.52,-17.90%,82.07,27.50%,5年56天,1年56天,2.30%,1.90%,1.1,1.59%,1.11%,1.50%,-2.50%,-2.67%,94.19,86.18,14.51,100.7,3.90%,65%,24%,17%,0.37,-0.6,1.35,AA-,5.60%,31
80,华通转债,128040,2018-07-13,华通医药,2758,医药,125,-20.70%,14.60%,12.85,-7.75%,417,133%,11.45,4.02,12.20%,112.23,11.40%,5年51天,3年51天,8.30%,9.30%,2.2,-1.93%,-2.38%,-2.02%,-5.52%,-5.72%,89.83,90.71,32.39,123.1,1.50%,76%,55%,18%,0.79,0.08,1.5,AA-,4.50%,65
81,三力转债,128039,2018-06-29,三 力 士,2224,机械装备制造,117.01,-2.65%,0.50%,6.85,-2.56%,1.3,0.20%,5.84,2.2,17.30%,117.29,-0.20%,5年45天,3年45天,9.90%,11.60%,4.6,-1.11%,-1.49%,-1.19%,-3.73%,-3.92%,89.83,89.08,36.57,125.65,-6.90%,37%,<2%,17%,0.84,2.06,-0.25,AA-,4.40%,21
82,新泉转债,113509,2018-06-22,新泉股份,603179,汽车,106.52,-2.00%,1.18%,18.17,-1.25%,9.1,1.90%,18.89,2.82,-3.80%,96.19,10.70%,5年41天,3年41天,10.90%,10.50%,4.5,0.84%,0.44%,0.76%,-0.85%,-1.06%,89.28,88.32,20.83,109.14,-2.40%,55%,16%,17%,0.66,0.81,0.52,AA,4.70%,29
83,新凤转债,113508,2018-05-16,新凤鸣,603225,服装纺织,104,-0.85%,0.48%,14.53,-0.68%,5.5,0.20%,16.83,1.83,-13.70%,86.33,20.50%,5年2.3天,3年2.3天,12.40%,10.70%,21.5,1.72%,1.23%,1.63%,-0.12%,-0.34%,89.06,89.31,12.89,102.2,1.80%,56%,20%,16%,0.53,-0.21,1.28,AA,4.90%,32
84,天马转债,113507,2018-05-07,天马科技,603668,农业,128.85,1.00%,-0.53%,9.46,0.53%,1.6,1.00%,7.37,2.47,28.40%,128.36,0.40%,4.98年,2.98年,4.20%,5.40%,1.3,-2.66%,-3.11%,-2.75%,-6.81%,-6.99%,90.68,91.92,44.1,136.02,-5.30%,53%,<2%,17%,0.88,1.77,0.07,AA-,4.30%,19
85,鼎信转债!,113506,2018-05-14,鼎信通讯,603421,能源电力,134.52,-3.07%,-0.05%,29.5,-3.12%,6.4,11.40%,21.65,4.19,36.30%,136.26,-1.30%,4.97年,2.97年,0.30%,0.40%,0.4,-3.97%,-4.33%,-4.05%,-8.20%,-8.36%,91.21,91.06,45.2,136.26,-1.30%,51%,<2%,16%,1,1.27,0.74,AA,4.00%,19
86,金农转债,128036,2018-04-02,金新农,2548,农业,159.2,-0.81%,-2.02%,15.33,-2.97%,245,41.00%,9.62,3.26,59.40%,159.36,-0.10%,4.88年,2.88年,6.10%,9.70%,3.8,-7.26%,-7.62%,-7.33%,-13.10%,-13.20%,91.53,91.41,73.32,164.73,-3.40%,39%,<2%,17%,0.95,1.58,0.37,AA-,4.10%,51
87,利欧转债!,128038,2018-04-19,利欧股份,2131,传媒娱乐,122.399,-2.15%,0.29%,2.11,-1.86%,15,5.10%,1.72,1.15,22.70%,122.67,-0.20%,4.91年,2.91年,1.70%,2.00%,2.3,-1.50%,-1.99%,-1.59%,-5.40%,-5.59%,91.63,94.18,28.5,122.67,-0.20%,80%,67%,16%,1,1.05,0.96,AA,4.00%,54
88,岩土转债,128037,2018-04-25,中化岩土,2542,建筑,98.693,-0.95%,0.45%,5.28,-2.40%,3.7,0.60%,8.03,4.03,-34.20%,65.75,50.10%,4.89年,2.89年,6.30%,4.10%,6,2.82%,2.32%,2.72%,1.51%,1.30%,87.6,86.89,4.43,91.32,8.10%,54%,31%,16%,0.21,-1.47,1.96,AA,5.60%,71
89,敖东转债,127006,2018-05-11,吉林敖东,623,金融,106.899,-0.18%,-0.09%,18.86,-0.47%,15,0.60%,20.82,1.18,-9.40%,90.59,18.00%,4.89年,2.89年,11.00%,10.00%,24.1,0.29%,-0.03%,0.22%,-1.51%,-1.64%,89.45,87.9,15.62,103.52,3.30%,31%,21%,16%,0.56,-0.28,1.4,AA+,4.40%,37
90,长证转债,127005,2018-04-11,长江证券,783,金融,113.6,-0.95%,2.24%,7.76,1.97%,120,2.10%,7.45,1.61,4.20%,104.16,9.10%,4.89年,无权,11.70%,12.10%,50,-0.72%,-1.09%,-0.80%,无权,无权,无权,90.88,25.3,116.18,-2.20%,31%,19%,18%,0.65,1.17,0.19,AAA,4.00%,31
91,星源转债,123009,2018-04-10,星源材质,300568,汽车,116.99,-2.08%,-0.40%,30.8,-3.11%,1.7,0.30%,27.49,3.5,12.00%,112.04,4.40%,4.87年,2.87年,8.10%,9.10%,4.8,-1.22%,-1.60%,-1.30%,-4.12%,-4.30%,90.47,89.7,31.38,121.08,-3.40%,64%,<2%,17%,0.79,1.22,0.4,AA,4.40%,12
92,杭电转债,113505,2018-03-27,杭电股份,603618,能源电力,108.8,-3.36%,-1.57%,7.48,-6.85%,30,3.50%,7.29,2.31,2.60%,102.61,6.00%,4.87年,2.87年,15.20%,15.60%,7.8,0.76%,0.27%,0.66%,-1.71%,-1.91%,90.32,91.14,22.6,113.74,-4.30%,42%,<2%,16%,0.72,1.28,0.21,AA,4.60%,44
93,艾华转债,113504,2018-03-23,艾华集团,603989,电子,107.16,-0.95%,-0.42%,19.91,-2.26%,0.4,0.00%,21.73,4.48,-8.40%,91.62,17.00%,4.86年,2.86年,8.90%,8.20%,6.9,0.70%,0.29%,0.62%,-1.21%,-1.42%,89.78,88.66,16.41,105.07,2.00%,40%,19%,16%,0.61,-0.18,1.39,AA,4.80%,9
94,康泰转债!,123008,2018-03-19,康泰生物,300601,医药,168.441,0.51%,-0.46%,52.7,0.06%,9.5,16.70%,31.23,12.67,68.70%,168.75,-0.20%,4.77年,2.77年,0.10%,0.20%,0.3,-8.53%,-8.89%,-8.60%,-10.10%,-10.20%,92.13,92.21,76.54,168.75,-0.20%,68%,<2%,16%,1,1.04,0.96,AA-,4.00%,6
95,玲珑转债,113019,2018-03-22,玲珑轮胎,601966,汽车,110.13,-2.15%,1.31%,17.91,-1.59%,14,0.60%,18.84,2.32,-4.90%,95.06,15.80%,3.85年,1.85年,9.30%,8.80%,20,0.68%,0.06%,0.55%,-3.85%,-4.01%,93.16,95.65,12.85,108.5,1.50%,34%,22%,16%,0.53,0.07,0.98,AA+,4.50%,18
96,大族转债,128035,2018-03-05,大族激光,2008,电子,106.6,-1.54%,1.04%,40.54,-1.58%,22,0.90%,52.5,6.84,-22.80%,77.22,38.00%,4.79年,2.79年,5.30%,4.10%,23,0.35%,0.02%,0.29%,-0.58%,-0.89%,91.59,87.3,9.55,96.85,10.10%,39%,33%,16%,0.32,-1.65,2.39,AA+,4.70%,18
97,无锡转债,110043,2018-03-14,无锡银行,600908,金融,108.1,-0.94%,0.43%,6.63,-0.75%,33,1.00%,6.7,1.21,-1.00%,98.96,9.20%,4.77年,无权,24.50%,24.20%,30,-0.54%,-0.75%,-0.58%,无权,无权,无权,86.41,23.44,109.85,-1.60%,46%,17%,18%,0.68,0.84,0.54,AA+,4.30%,57
98,江银转债,128034,2018-02-14,江阴银行,2807,金融,113.631,-0.67%,0.10%,5.29,-0.75%,15,0.70%,4.68,0.82,13.00%,113.03,0.50%,4.76年,无权,15.30%,17.30%,17.6,-0.77%,-1.14%,-0.84%,无权,无权,无权,90.22,31.92,122.14,-7.00%,50%,<2%,18%,0.76,2.15,-0.47,AA+,4.20%,57
99,常熟转债!,113018,2018-02-06,常熟银行,601128,金融,139.92,-0.06%,-0.19%,8.07,-0.25%,26,2.50%,5.76,1.11,40.10%,140.1,-0.10%,4.74年,无权,3.70%,5.20%,7.5,-5.09%,-5.43%,-5.16%,无权,无权,无权,91.26,48.85,140.1,-0.10%,42%,<2%,18%,1,1.03,0.97,AA+,4.00%,29
100,道氏转债,123007,2018-01-26,道氏技术,300409,建筑,121.68,-4.30%,-0.48%,18.45,-5.53%,16,4.10%,15.2,3.89,21.40%,121.38,0.20%,4.68年,2.68年,3.60%,4.40%,3.1,-1.79%,-2.24%,-1.88%,-5.57%,-5.79%,91.82,92.19,37.02,129.21,-5.80%,77%,<2%,16%,0.86,1.88,-0.05,AA-,4.30%,19
101,迪龙转债,128033,2018-01-29,雪迪龙,2658,城市公用设施,105.7,-1.79%,-0.79%,8.74,-3.96%,7.9,1.40%,9.03,2.71,-3.20%,96.79,9.20%,4.68年,2.68年,9.80%,9.50%,5.2,0.93%,0.52%,0.85%,-0.90%,-1.10%,90.52,89.33,19.78,109.11,-3.10%,38%,12%,17%,0.65,0.98,0.36,AA,4.70%,54
102,吉视转债,113017,2018-01-15,吉视传媒,601929,传媒娱乐,107.62,-0.31%,2.40%,3.04,3.05%,53,3.10%,2.96,1.35,2.70%,102.7,4.80%,4.68年,2.68年,16.50%,16.90%,15.6,0.54%,0.12%,0.45%,-1.53%,-1.73%,91.47,90.85,22.42,113.27,-5.00%,28%,13%,16%,0.69,1.61,-0.15,AA+,4.30%,31
103,航电转债,110042,2018-01-15,中航电子,600372,航空航天,119.47,-2.22%,-0.96%,16.67,-4.09%,35,1.20%,14.23,3.52,17.10%,117.15,2.00%,4.67年,2.67年,8.20%,9.60%,24,-1.82%,-2.20%,-1.90%,-5.03%,-5.24%,92.5,91.74,33.58,125.32,-4.70%,35%,<2%,16%,0.78,1.83,-0.17,AAA,4.00%,13
104,蒙电转债,110041,2018-01-09,内蒙华电,600863,能源电力,116.33,-0.84%,-0.26%,3.32,-1.48%,19,0.90%,2.92,1.58,13.70%,113.7,2.30%,4.66年,2.66年,9.70%,11.00%,18.7,-1.04%,-1.46%,-1.12%,-4.11%,-4.33%,92.62,92.7,30.1,122.81,-5.30%,22%,<2%,16%,0.75,1.93,-0.31,AAA,4.00%,21
105,双环转债,128032,2018-01-25,双环传动,2472,机械装备制造,103,-1.22%,0.87%,6.99,-1.41%,6.1,0.60%,9.99,2.04,-30.00%,69.97,47.20%,4.67年,2.67年,20.80%,14.60%,10,1.60%,1.17%,1.52%,0.10%,-0.12%,88.83,86.69,6.35,93.03,10.70%,54%,36%,16%,0.25,-1.89,2.53,AA,5.50%,18
106,天康转债,128030,2018-01-29,天康生物,2100,农业,137.789,-3.57%,5.20%,11.54,1.76%,545,39.90%,8.15,2.53,41.60%,141.6,-2.70%,4.66年,2.66年,8.90%,12.50%,9.8,-4.27%,-4.73%,-4.36%,-9.74%,-9.93%,92.14,93.62,53.94,147.56,-6.60%,32%,<2%,16%,0.92,2.28,-0.29,AA,4.20%,18
107,太阳转债,128029,2018-01-16,太阳纸业,2078,造纸包装印刷,106.5,-1.53%,0.25%,7.27,-3.71%,12,0.90%,8.75,1.84,-16.90%,83.09,28.20%,3.66年,1.66年,6.40%,5.30%,12,0.46%,0.04%,0.38%,-2.62%,-2.77%,93.38,91.83,7.88,99.71,6.80%,37%,28%,16%,0.35,-1.03,1.76,AA+,4.70%,6
108,赣锋转债,128028,2018-01-19,赣锋锂业,2460,有色金属,101.5,-2.33%,2.41%,27.97,0.43%,8,0.80%,42.58,7.26,-34.30%,65.69,54.50%,4.66年,2.66年,2.50%,1.70%,9.3,1.73%,1.32%,1.65%,0.37%,0.19%,87.97,85.47,5.88,91.35,11.10%,70%,42%,17%,0.19,-1.99,2.53,AA,5.60%,21
109,东财转债!,123006,2018-01-29,东方财富,300059,金融,165.16,0.16%,0.38%,18.83,0.53%,528,27.90%,11.36,4.06,65.80%,165.76,-0.40%,4.66年,2.66年,1.10%,1.90%,11.5,-8.36%,-8.72%,-8.43%,-10.50%,-10.60%,91.58,92.27,73.48,165.76,-0.40%,57%,57%,17%,1,1.08,0.93,AA,4.00%,22
110,铁汉转债,123004,2018-01-26,铁汉生态,300197,城市公用设施,112.6,-1.05%,-0.73%,4.33,-2.26%,7,1.30%,3.99,1.43,8.50%,108.52,3.80%,4.65年,2.65年,4.70%,5.10%,4.8,-0.45%,-0.86%,-0.53%,-3.12%,-3.32%,91.32,90.54,26.37,116.91,-3.70%,67%,<2%,15%,0.79,1.31,0.32,AA,4.40%,53
111,崇达转债,128027,2018-01-22,崇达技术,2815,电子,117.11,-1.40%,-0.03%,16.76,-1.76%,2.4,0.30%,14.75,4.45,13.60%,113.63,3.10%,4.64年,2.64年,5.60%,6.30%,7.8,-1.21%,-1.63%,-1.29%,-4.40%,-4.61%,91.67,91.17,31.04,122.21,-4.20%,63%,<2%,16%,0.81,1.46,0.22,AA,4.40%,12
112,泰晶转债,113503,2018-01-02,泰晶科技,603738,电子,107.65,-0.77%,-1.28%,17.49,-3.16%,6.3,2.70%,17.99,4.76,-2.80%,97.22,10.70%,4.64年,2.64年,7.70%,7.50%,2.2,1.05%,0.54%,0.95%,-1.43%,-1.66%,90.98,91.61,18.18,109.79,-1.90%,62%,12%,16%,0.65,0.72,0.6,AA,4.70%,40
113,众兴转债,128026,2018-01-03,众兴菌业,2772,农业,99.697,-0.20%,-0.41%,8.19,-2.27%,5.7,0.60%,11.64,1.71,-29.60%,70.36,41.70%,4.64年,2.64年,30.60%,21.50%,9.2,2.37%,1.92%,2.28%,1.32%,1.08%,88.33,85.74,6.75,92.49,7.80%,53%,28%,16%,0.27,-1.48,2.1,AA-,5.80%,44
114,蓝思转债,123003,2018-01-17,蓝思科技,300433,电子,104.7,-0.40%,0.29%,9.08,-0.22%,38,0.70%,10.46,2.52,-13.20%,86.81,20.60%,4.63年,2.63年,13.50%,11.70%,48,1.15%,0.73%,1.07%,-0.57%,-0.78%,91.18,90.25,12.15,102.4,2.20%,87%,21%,16%,0.48,-0.1,1.07,AA+,4.50%,40
115,特一转债,128025,2017-12-28,特一药业,2728,医药,113.7,-0.71%,0.11%,17.4,-0.74%,2.8,0.70%,15.45,2.96,12.60%,112.62,1.00%,4.62年,2.62年,9.70%,10.90%,3.4,-0.67%,-1.07%,-0.75%,-3.49%,-3.69%,91.29,90.42,31.06,121.48,-6.40%,36%,<2%,17%,0.81,1.88,-0.15,AA-,4.50%,28
116,宁行转债,128024,2018-01-12,宁波银行,2142,金融,125.95,-0.25%,0.83%,22.77,0.71%,328,3.60%,18.01,1.45,26.40%,126.43,-0.40%,4.62年,无权,6.00%,7.60%,71.3,-3.13%,-3.47%,-3.20%,无权,无权,无权,91.21,42.56,133.77,-5.80%,30%,<2%,18%,0.81,2.12,-0.35,AAA,4.00%,31
117,亚太转债,128023,2017-12-26,亚太股份,2284,汽车,96.855,-1.04%,0.88%,5.96,-1.49%,7.4,0.80%,10.34,2.9,-42.40%,57.64,68.00%,4.61年,2.61年,22.70%,13.10%,10,3.42%,2.89%,3.32%,2.36%,2.12%,88.43,87.43,2.88,90.3,7.30%,37%,36%,17%,0.1,-1.34,1.59,AA,5.80%,41
118,众信转债,128022,2017-12-28,众信旅游,2707,旅游餐饮酒店,106.78,-3.62%,1.29%,7.33,-3.93%,2.6,0.30%,7.92,2.98,-7.40%,92.55,15.40%,4.61年,2.61年,10.80%,10.00%,7,0.72%,0.30%,0.64%,-1.28%,-1.49%,90.55,89.18,16.97,106.16,0.60%,57%,21%,17%,0.59,0.13,1.05,AA,4.80%,10
119,兄弟转债,128021,2017-12-27,兄弟科技,2562,医药,113,-3.43%,-0.88%,5.86,-5.48%,6.9,1.20%,5.35,2.21,9.50%,109.53,3.20%,4.60年,2.60年,10.00%,10.90%,5.1,-0.53%,-0.94%,-0.62%,-3.30%,-3.51%,91.5,90.7,27.68,118.38,-4.50%,68%,<2%,16%,0.78,1.49,0.14,AA,4.40%,22
120,国祯转债,123002,2017-12-25,国祯环保,300388,城市公用设施,124.6,-0.94%,1.84%,10.98,1.01%,37,5.10%,8.72,2.34,25.90%,125.92,-1.00%,4.59年,2.59年,9.40%,11.90%,5.7,-2.67%,-3.06%,-2.75%,-6.71%,-6.90%,92.01,91.5,40.97,132.48,-5.90%,51%,<2%,16%,0.88,2.02,-0.14,AA,4.20%,7
121,生益转债,110040,2017-12-11,生益科技,600183,电子,121.52,0.37%,-0.73%,13.8,-0.43%,34,1.60%,11.62,4.03,18.80%,118.76,2.30%,4.59年,无权,6.10%,7.20%,17.7,-2.13%,-2.53%,-2.21%,无权,无权,无权,91.72,34.54,126.26,-3.80%,46%,<2%,16%,0.82,1.53,0.17,AA+,4.20%,9
122,水晶转债,128020,2017-12-12,水晶光电,2273,电子,107.3,-0.83%,0.38%,13.42,-0.96%,2.7,0.20%,16,3.7,-16.10%,83.88,27.90%,4.57年,2.57年,10.20%,8.50%,11.8,0.88%,0.41%,0.78%,-1.66%,-1.84%,89.65,89.37,10.51,99.87,7.40%,51%,28%,16%,0.47,-1.27,2.29,AA,5.10%,16
123,济川转债,110038,2017-11-29,济川药业,600566,医药,112.19,0.17%,2.90%,38.26,4.88%,23,3.30%,40.04,5.56,-4.40%,95.55,17.40%,3.56年,1.56年,2.00%,1.90%,6.3,-0.87%,-1.32%,-0.96%,-5.63%,-5.79%,93.77,92.45,13.53,105.97,5.90%,36%,30%,15%,0.63,-0.8,2.1,AA,4.70%,9
124,嘉澳转债,113502,2017-11-27,嘉澳环保,603822,城市公用设施,100.1,-0.87%,0.78%,29.41,-0.47%,1.4,0.80%,45.27,4.69,-35.00%,64.97,54.10%,4.55年,2.55年,8.60%,5.60%,1.9,2.74%,2.20%,2.63%,1.21%,0.96%,88.37,87.05,4.62,91.66,9.20%,58%,36%,17%,0.2,-1.7,2.19,AA-,6.00%,44
125,久立转2,128019,2017-12-01,久立特材,2318,石油天然气化工,110.24,-2.44%,0.29%,7.85,-3.21%,3,0.30%,7.92,2.24,-0.90%,99.12,11.20%,4.54年,2.54年,15.70%,15.60%,10.4,0.01%,-0.41%,-0.07%,-2.48%,-2.69%,91.18,90.04,20.87,110.91,-0.60%,34%,18%,17%,0.67,0.47,0.88,AA,4.70%,12
126,时达转债,128018,2017-12-04,新时达,2527,机械装备制造,104,-1.02%,0.07%,6.92,-1.56%,9.8,1.10%,7.45,1.62,-7.10%,92.89,12.00%,4.54年,2.54年,20.50%,19.00%,8.8,1.43%,0.98%,1.34%,-0.25%,-0.49%,91.12,89.99,16.15,106.14,-2.00%,35%,14%,16%,0.61,0.68,0.55,AA,4.80%,41
127,小康转债,113016,2017-11-21,小康股份,601127,汽车,105.06,-0.88%,-0.48%,16.18,-2.18%,2.9,0.30%,17.2,3.27,-5.90%,94.07,11.70%,4.54年,2.54年,5.80%,5.40%,8.8,1.20%,0.75%,1.11%,-0.63%,-0.86%,91.2,90.13,16.82,106.95,-1.80%,40%,14%,16%,0.62,0.65,0.61,AA,4.80%,32
128,隆基转债,113015,2017-11-20,隆基股份,601012,能源电力,128.62,-2.19%,-0.38%,23.59,-3.00%,58,1.60%,18.76,3.51,25.70%,125.75,2.30%,4.53年,2.53年,3.30%,4.10%,28,-3.39%,-3.79%,-3.47%,-7.96%,-8.15%,92.46,92.1,40.31,132.41,-2.90%,48%,<2%,16%,0.86,1.39,0.37,AA+,4.10%,7
129,金禾转债,128017,2017-11-27,金禾实业,2597,石油天然气化工,111.792,1.16%,-0.11%,21.05,1.89%,10,1.50%,23.32,3.46,-9.70%,90.27,23.80%,4.52年,2.52年,5.10%,4.60%,6,-0.30%,-0.72%,-0.39%,-3.00%,-3.21%,90.73,89.24,15.47,104.72,6.80%,36%,28%,17%,0.56,-1.05,2.23,AA,4.90%,19
130,林洋转债,113014,2017-11-13,林洋能源,601222,能源电力,101.52,-1.25%,0.95%,5.68,-1.90%,31,1.00%,8.76,1.68,-35.20%,64.84,56.60%,4.51年,2.51年,29.90%,19.40%,30,2.00%,1.54%,1.91%,0.66%,0.41%,89.19,86.77,4.86,91.63,10.80%,83%,38%,16%,0.16,-1.91,2.35,AA,5.70%,19
131,雨虹转债,128016,2017-10-20,东方雨虹,2271,建筑,109,-0.74%,0.50%,19.41,-0.51%,18,0.90%,22.63,4.51,-14.20%,85.77,27.10%,4.42年,2.42年,6.30%,5.40%,18.4,0.27%,-0.16%,0.19%,-2.16%,-2.38%,91.94,90.96,11.07,102.03,6.80%,51%,28%,16%,0.46,-0.98,1.94,AA+,4.50%,6
132,国君转债,113013,2017-07-24,国泰君安,601211,金融,116.07,-0.37%,0.59%,19.8,0.35%,44,0.50%,19.67,1.53,0.70%,100.66,15.30%,4.20年,无权,4.00%,4.00%,70,-1.34%,-1.76%,-1.42%,无权,无权,无权,93.44,19.78,113.23,2.50%,26%,23%,17%,0.61,0.12,1.1,AAA,4.00%,18
133,久其转债,128015,2017-07-18,久其软件,2279,计算机及应用,106,-1.12%,0.71%,8.78,-2.12%,4.7,0.60%,12.86,4.65,-31.70%,68.27,55.30%,4年45天,2年45天,12.50%,8.50%,7.8,1.44%,0.88%,1.33%,-1.24%,-1.49%,91.04,90.06,4.55,94.61,12.00%,70%,41%,17%,0.19,-2.12,2.68,AA,5.60%,38
134,模塑转债,127004,2017-08-16,模塑科技,700,汽车,97.111,-1.20%,0.84%,4.39,-4.57%,8.2,1.00%,7.72,2.65,-43.10%,56.87,70.80%,4年39天,2年39天,22.60%,12.80%,8.2,4.30%,3.60%,4.16%,2.87%,2.56%,91.1,91.57,1.31,92.89,4.50%,53%,31%,17%,0.08,-0.85,1.01,AA,5.80%,71
135,永东转债,128014,2017-07-18,永东股份,2753,石油天然气化工,102.443,-0.61%,-0.25%,10.88,-2.25%,3.2,0.90%,13.53,3.36,-19.60%,80.41,27.40%,3.98年,1.98年,9.30%,7.50%,3.4,2.38%,1.79%,2.26%,0.16%,-0.09%,91.6,90.93,8.44,99.37,3.10%,60%,22%,17%,0.38,-0.52,1.3,AA-,5.50%,49
136,骆驼转债,113012,2017-07-18,骆驼股份,601311,汽车,108.82,-2.65%,0.55%,13.16,-3.24%,8.8,1.60%,13.44,1.94,-2.10%,97.92,11.10%,3.92年,1.92年,4.50%,4.40%,5.1,0.00%,-0.43%,-0.09%,-2.82%,-3.05%,93.24,91.16,17.61,108.77,0.00%,35%,18%,16%,0.65,0.37,0.93,AA,4.70%,22
137,光大转债,113011,2017-07-18,光大银行,601818,金融,112.28,-0.98%,1.28%,4.24,0.47%,214,0.60%,4.13,0.76,2.70%,102.66,9.40%,3.90年,无权,13.50%,13.80%,300,-0.70%,-1.14%,-0.79%,无权,无权,无权,94.07,19.4,113.47,-1.10%,19%,18%,16%,0.64,0.89,0.41,AAA,4.00%,22
138,洪涛转债,128013,2016-08-23,洪涛股份,2325,建筑,98.45,-0.78%,0.78%,3.77,-3.58%,5.9,0.50%,9.98,3.39,-62.20%,37.78,161%,3.26年,1.26年,25.50%,9.60%,12,4.21%,3.47%,4.06%,3.09%,2.69%,94.64,93.24,2.09,95.33,3.30%,35%,47%,16%,0,-0.63,0.62,AA,6.00%,75
139,海印转债,127003,2016-07-01,海印股份,861,商业零售,107.188,-2.05%,0.93%,2.97,-1.98%,22,1.80%,3.03,2.1,-2.00%,98.02,9.40%,3年45天,1年45天,17.20%,16.80%,11.1,2.12%,1.28%,1.95%,-3.21%,-3.62%,96.74,98.85,12.55,111.41,-3.80%,25%,12%,16%,0.57,1.1,0.08,AA,4.90%,100
140,辉丰转债,128012,2016-05-17,辉丰股份,2496,石油天然气化工,98.92,-0.32%,0.32%,3.71,1.37%,9.1,1.10%,7.71,3.35,-51.90%,48.12,106%,2.995年,0.995年,15.10%,7.30%,8.4,2.23%,1.86%,2.16%,4.67%,3.93%,96.43,86.46,10.85,97.3,1.70%,86%,45%,17%,0,-0.36,0.31,A+,7.00%,82
141,顺昌转债,128010,2016-02-23,澳洋顺昌,2245,交通运输,103.191,-0.12%,0.12%,5.69,0.00%,1.2,0.20%,9.26,3.43,-38.60%,61.45,67.90%,2.75年,0.75年,9.10%,5.60%,5.1,2.80%,2.02%,2.64%,-1.40%,-1.80%,96.62,95.07,2.36,97.43,5.90%,42%,42%,17%,0.02,-1.09,1.13,AA,6.00%,25
