,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展/上市日,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
70,新泉转债,113509,2018-06-22,新泉股份,603179,汽车,110.9,0.09%,-0.16%,18.88,-0.11%,1.2,0.20%,19.38,2.82,-2.60%,97.42,13.80%,5.17年,3.17年,10.50%,10.20%,4.5,0.04%,-0.36%,-0.04%,-2.04%,-2.24%,89.14,88.22,23.33,111.55,-0.60%,55%,17%,17%,0.67,0.42,0.92,AA,4.70%,27
71,新凤转债,113508,2018-05-16,新凤鸣,603225,服装纺织,110.93,1.49%,0.99%,15.43,4.12%,29,1.20%,16.83,1.68,-8.30%,91.68,21.00%,5年22天,3年22天,11.70%,10.70%,21.5,0.39%,-0.08%,0.30%,-2.11%,-2.32%,89.19,89.65,17.69,107.34,3.30%,49%,23%,16%,0.6,-0.47,1.69,AA,4.80%,29
72,天马转债,113507,2018-05-07,天马科技,603668,农业,135.7,0.14%,-0.58%,10,-0.50%,5.1,2.10%,7.37,3.35,35.70%,135.69,0.00%,5年11天,3年11天,5.70%,7.70%,1.8,-3.59%,-4.04%,-3.68%,-8.12%,-8.31%,90.96,92.24,52.17,144.41,-6.00%,54%,<2%,17%,0.89,2.01,-0.12,AA-,4.30%,27
73,鼎信转债,113506,2018-05-14,鼎信通讯,603421,能源电力,140.97,3.34%,-0.66%,30.61,2.93%,52,34.20%,21.65,5.92,41.40%,141.39,-0.30%,5年8天,3年8天,0.80%,1.10%,1.1,-4.79%,-5.15%,-4.86%,-9.35%,-9.52%,90.86,90.46,58.1,148.56,-5.10%,52%,<2%,16%,0.92,1.92,0.01,AA,4.20%,29
74,金农转债,128036,2018-04-02,金新农,2548,农业,118.463,0.22%,1.50%,11.45,2.05%,52,8.00%,9.62,3.88,19.00%,119.02,-0.50%,4.93年,2.93年,12.20%,14.50%,5.5,-1.35%,-1.75%,-1.43%,-4.33%,-4.53%,90.58,90.03,38.57,128.61,-7.90%,39%,<2%,17%,0.84,2.31,-0.47,AA-,4.40%,56
75,利欧转债,128038,2018-04-19,利欧股份,2131,传媒娱乐,134.65,0.48%,-0.09%,2.32,0.43%,157,42.30%,1.72,1.55,34.90%,134.88,-0.20%,4.97年,2.97年,1.80%,2.40%,2.8,-3.38%,-3.86%,-3.48%,-8.16%,-8.34%,90.86,93.04,49.75,142.79,-5.70%,80%,<2%,16%,0.89,1.99,-0.09,AA,4.20%,76
76,岩土转债,128037,2018-04-25,中化岩土,2542,建筑,104.051,0.07%,0.49%,5.84,1.74%,9.2,1.50%,8.03,2.93,-27.30%,72.73,43.10%,4.95年,2.95年,5.70%,4.10%,6,1.67%,1.19%,1.58%,-0.23%,-0.44%,87.92,87.55,7.82,95.37,9.10%,55%,32%,16%,0.32,-1.64,2.4,AA,5.40%,73
77,敖东转债,127006,2018-05-11,吉林敖东,623,金融,111.502,0.41%,0.43%,18.8,1.51%,32,1.20%,20.82,1.06,-9.70%,90.3,23.50%,4.94年,2.94年,11.00%,10.00%,24.1,-0.58%,-0.89%,-0.64%,-2.82%,-2.94%,89.22,87.67,16.93,104.6,6.60%,31%,27%,16%,0.56,-0.89,2.06,AA+,4.40%,34
78,长证转债,127005,2018-04-11,长江证券,783,金融,122.7,1.74%,2.73%,8.21,6.35%,331,5.50%,7.45,1.73,10.20%,110.2,11.30%,4.94年,无权,11.00%,12.10%,50,-2.28%,-2.63%,-2.35%,无权,无权,无权,90.68,31.69,122.38,0.30%,31%,24%,18%,0.7,0.66,0.75,AAA,4.00%,32
79,星源转债,123009,2018-04-10,星源材质,300568,汽车,118.604,-0.05%,-0.64%,30.43,-0.88%,0.3,0.10%,27.69,4.08,9.90%,109.9,7.90%,4.93年,2.93年,8.20%,9.00%,4.8,-1.49%,-1.86%,-1.56%,-4.47%,-4.65%,90.17,89.34,31.09,120.43,-1.50%,64%,14%,17%,0.78,0.79,0.77,AA,4.40%,12
80,杭电转债,113505,2018-03-27,杭电股份,603618,能源电力,108.99,-0.95%,0.50%,6.95,-0.71%,24,2.90%,7.29,2.2,-4.70%,95.34,14.30%,4.92年,2.92年,16.30%,15.60%,7.8,0.71%,0.24%,0.62%,-1.73%,-1.94%,89.67,90.24,19.31,109.55,-0.50%,72%,17%,16%,0.64,0.35,0.93,AA,4.70%,41
81,艾华转债,113504,2018-03-23,艾华集团,603989,电子,116.82,0.88%,-0.56%,21.6,0.47%,2.7,0.30%,21.73,4.45,-0.60%,99.4,17.50%,4.91年,2.91年,8.20%,8.20%,6.9,-1.09%,-1.49%,-1.17%,-3.94%,-4.14%,90,89.13,22.88,112.02,4.30%,40%,23%,16%,0.69,-0.49,1.9,AA,4.60%,7
82,康泰转债!,123008,2018-03-19,康泰生物,300601,医药,179.8,-0.57%,0.02%,56.31,-0.55%,45,22.80%,31.23,22.85,80.30%,180.31,-0.30%,4.83年,2.83年,0.30%,0.50%,1.1,-9.68%,-10.00%,-9.75%,-10.90%,-11.00%,91.93,92.01,88.3,180.31,-0.30%,69%,<2%,16%,1,1.06,0.94,AA-,4.00%,10
83,玲珑转债,113019,2018-03-22,玲珑轮胎,601966,汽车,120.05,-0.03%,-0.80%,18.78,-1.42%,39,1.60%,18.84,2.38,-0.30%,99.68,20.40%,3.91年,1.91年,8.90%,8.80%,20,-1.55%,-2.14%,-1.67%,-7.68%,-7.83%,93.05,95.64,17.12,112.75,6.50%,34%,26%,16%,0.59,-0.79,2,AA+,4.40%,19
84,大族转债,128035,2018-03-05,大族激光,2008,电子,114.3,-0.11%,-0.59%,43.85,-1.66%,16,0.60%,52.5,5.71,-16.50%,83.52,36.80%,4.84年,2.84年,4.90%,4.10%,23,-1.10%,-1.42%,-1.16%,-2.85%,-3.15%,91.65,87.52,13.47,101,13.20%,39%,35%,16%,0.43,-2.08,3.15,AA+,4.60%,17
85,无锡转债,110043,2018-03-14,无锡银行,600908,金融,112.48,-0.19%,0.60%,6.7,0.60%,35,1.00%,6.7,1.21,0.00%,100,12.50%,4.83年,无权,24.20%,24.20%,30,-1.36%,-1.57%,-1.40%,无权,无权,无权,86.23,25.52,111.75,0.70%,47%,21%,18%,0.68,0.39,0.98,AA+,4.30%,49
86,江银转债,128034,2018-02-14,江阴银行,2807,金融,118.55,-0.13%,1.09%,6.51,1.24%,15,0.70%,5.67,1.14,14.80%,114.81,3.30%,4.81年,无权,14.90%,17.20%,17.6,-1.64%,-2.00%,-1.71%,无权,无权,无权,90.03,34.7,124.73,-5.00%,49%,12%,18%,0.77,1.7,-0.08,AA+,4.20%,49
87,常熟转债!,113018,2018-02-06,常熟银行,601128,金融,135.09,0.89%,0.81%,7.8,1.69%,49,2.70%,5.76,1.51,35.40%,135.42,-0.20%,4.80年,无权,6.90%,9.30%,13.5,-4.32%,-4.67%,-4.39%,无权,无权,无权,91.06,44.35,135.42,-0.20%,42%,42%,18%,1,1.05,0.95,AA+,4.00%,32
88,道氏转债,123007,2018-01-26,道氏技术,300409,建筑,132.715,-1.78%,-0.35%,20.2,-2.37%,6.6,1.50%,15.2,5.17,32.90%,132.89,-0.10%,4.74年,2.74年,3.50%,4.70%,3.2,-3.59%,-4.02%,-3.67%,-8.28%,-8.48%,91.83,92.34,48.37,140.71,-5.70%,77%,<2%,16%,0.9,1.96,-0.06,AA-,4.30%,17
89,迪龙转债,128033,2018-01-29,雪迪龙,2658,城市公用设施,110.7,0.00%,-0.45%,9.02,-0.66%,2.4,0.40%,9.03,2.71,-0.10%,99.89,10.80%,4.73年,2.73年,9.50%,9.50%,5.2,-0.08%,-0.48%,-0.16%,-2.46%,-2.65%,90.45,89.35,23.22,112.57,-1.70%,37%,15%,17%,0.68,0.69,0.69,AA,4.60%,51
90,吉视转债,113017,2018-01-15,吉视传媒,601929,传媒娱乐,114.19,-0.57%,1.48%,2.99,1.36%,32,1.80%,2.96,1.4,1.00%,101.01,13.00%,4.73年,2.73年,16.80%,16.90%,15.6,-0.74%,-1.14%,-0.82%,-3.50%,-3.70%,91.21,90.56,22.58,113.14,0.90%,28%,21%,16%,0.67,0.31,1.03,AA+,4.30%,36
91,航电转债,110042,2018-01-15,中航电子,600372,航空航天,125.8,0.57%,0.51%,17.54,1.33%,33,1.10%,14.23,4.34,23.30%,123.26,2.10%,4.73年,2.73年,7.80%,9.60%,24,-2.89%,-3.25%,-2.96%,-6.63%,-6.83%,92.3,91.54,40.47,132.02,-4.70%,35%,<2%,16%,0.81,1.86,-0.13,AAA,4.00%,15
92,蒙电转债,110041,2018-01-09,内蒙华电,600863,能源电力,112.98,-0.33%,0.75%,2.95,0.68%,20,1.00%,2.92,1.62,1.00%,101.03,11.80%,4.72年,2.72年,10.90%,11.00%,18.7,-0.40%,-0.82%,-0.49%,-3.05%,-3.27%,92.42,92.5,21.84,114.34,-1.20%,22%,16%,16%,0.62,0.88,0.38,AAA,4.00%,19
93,双环转债,128032,2018-01-25,双环传动,2472,机械装备制造,107.66,-0.77%,0.82%,7.37,0.14%,3.9,0.40%,9.99,1.53,-26.20%,73.77,45.90%,4.73年,2.73年,19.80%,14.60%,10,0.62%,0.19%,0.54%,-1.43%,-1.65%,88.93,87,8.75,95.75,12.40%,54%,38%,16%,0.32,-2.19,3.05,AA,5.40%,17
94,天康转债,128030,2018-01-29,天康生物,2100,农业,122.8,-0.57%,0.40%,9.46,-0.21%,30,2.50%,8.15,2.94,16.10%,116.07,5.80%,4.72年,2.72年,11.00%,12.70%,10,-1.82%,-2.29%,-1.91%,-5.86%,-6.06%,91.38,92.51,33.52,126.02,-2.60%,31%,13%,16%,0.81,1.09,0.55,AA,4.40%,12
95,太阳转债,128029,2018-01-16,太阳纸业,2078,造纸包装印刷,116.1,1.85%,0.27%,7.94,4.34%,11,0.80%,8.75,1.74,-9.30%,90.74,27.90%,3.72年,1.72年,5.80%,5.30%,12,-1.87%,-2.28%,-1.95%,-6.91%,-7.05%,93.39,92.06,12.45,104.52,11.10%,37%,35%,16%,0.49,-1.65,2.78,AA+,4.50%,8
96,赣锋转债,128028,2018-01-19,赣锋锂业,2460,有色金属,111,1.56%,-1.76%,29.5,-0.81%,13,1.30%,42.58,5.03,-30.70%,69.28,60.20%,4.72年,2.72年,2.40%,1.70%,9.3,-0.23%,-0.62%,-0.31%,-2.73%,-2.89%,88.01,85.69,7.7,93.4,18.80%,71%,45%,17%,0.26,-3.14,4.15,AA,5.50%,17
97,东财转债!,123006,2018-01-29,东方财富,300059,金融,183.21,2.50%,-0.39%,20.88,2.10%,"1,430",47.10%,11.36,7.45,83.80%,183.8,-0.30%,4.71年,2.71年,1.50%,2.70%,16.8,-10.30%,-10.60%,-10.30%,-12.00%,-12.10%,91.38,92.08,91.73,183.8,-0.30%,58%,<2%,17%,1,1.07,0.94,AA,4.00%,29
98,铁汉转债,123004,2018-01-26,铁汉生态,300197,城市公用设施,121.189,0.27%,0.46%,4.7,0.86%,7,1.20%,3.99,1.68,17.80%,117.79,2.90%,4.71年,2.71年,4.30%,5.10%,4.8,-2.01%,-2.40%,-2.09%,-5.52%,-5.71%,91.38,90.78,35.13,125.92,-3.80%,67%,<2%,15%,0.85,1.45,0.3,AA,4.30%,54
99,崇达转债,128027,2018-01-22,崇达技术,2815,电子,124.3,0.70%,0.33%,18.08,1.23%,2.3,0.20%,15.09,5.46,19.80%,119.81,3.70%,4.70年,2.70年,5.20%,6.20%,7.8,-2.46%,-2.86%,-2.54%,-6.30%,-6.50%,91.6,91.18,37.67,128.85,-3.50%,63%,<2%,16%,0.84,1.39,0.34,AA,4.30%,7
100,泰晶转债,113503,2018-01-02,泰晶科技,603738,电子,109.19,0.30%,-0.08%,16.96,0.36%,6.6,2.80%,17.99,4.45,-5.70%,94.27,15.80%,4.70年,2.70年,8.00%,7.50%,2.2,0.73%,0.22%,0.63%,-1.90%,-2.12%,90.58,91.1,17.86,108.96,0.20%,63%,17%,16%,0.62,0.19,1.04,AA,4.80%,31
101,众兴转债,128026,2018-01-03,众兴菌业,2772,农业,100.05,-0.25%,0.41%,8.61,0.47%,7.4,0.80%,11.64,1.32,-26.00%,73.97,35.30%,4.69年,2.69年,29.10%,21.50%,9.2,2.26%,1.82%,2.17%,1.17%,0.93%,88.47,86.13,9.08,95.21,5.10%,55%,26%,16%,0.34,-1,1.72,AA-,5.70%,41
102,蓝思转债,123003,2018-01-17,蓝思科技,300433,电子,107.29,0.10%,0.89%,9.13,2.01%,35,0.70%,10.46,2.2,-12.70%,87.28,22.90%,4.68年,2.68年,13.40%,11.70%,48,0.60%,0.19%,0.52%,-1.42%,-1.62%,90.98,90.06,13.65,103.71,3.50%,87%,23%,16%,0.49,-0.32,1.31,AA+,4.50%,27
103,特一转债,128025,2017-12-28,特一药业,2728,医药,117.4,1.31%,-0.80%,16.9,0.66%,2.9,0.70%,15.45,3.24,9.40%,109.39,7.30%,4.67年,2.67年,10.00%,10.90%,3.4,-1.35%,-1.75%,-1.43%,-4.52%,-4.71%,90.9,89.93,30,119.93,-2.10%,36%,13%,17%,0.78,0.87,0.7,AA-,4.50%,25
104,宁行转债,128024,2018-01-12,宁波银行,2142,金融,129.9,0.85%,0.73%,22.8,1.97%,213,2.20%,18.01,1.84,26.60%,126.6,2.60%,4.67年,无权,6.30%,8.00%,75,-3.74%,-4.07%,-3.80%,无权,无权,无权,91.01,44.37,135.38,-4.10%,30%,<2%,18%,0.81,1.7,0,AAA,4.00%,25
105,亚太转债,128023,2017-12-26,亚太股份,2284,汽车,99.095,-0.30%,0.33%,5.92,0.34%,12,1.20%,10.34,1.66,-42.70%,57.25,73.10%,4.67年,2.67年,22.90%,13.10%,10,2.87%,2.34%,2.76%,1.49%,1.25%,88.19,87.2,3.85,91.05,8.80%,36%,36%,17%,0.11,-1.61,1.9,AA,5.80%,39
106,众信转债,128022,2017-12-28,众信旅游,2707,旅游餐饮酒店,112.896,0.34%,0.00%,8.11,1.00%,0.7,0.10%,10.99,3.05,-26.20%,73.79,53.00%,4.66年,2.66年,9.70%,7.20%,7,-0.51%,-0.91%,-0.59%,-3.20%,-3.40%,89.1,87.01,9.03,96.04,17.50%,69%,46%,17%,0.34,-2.95,4.08,AA,5.30%,8
107,兄弟转债,128021,2017-12-27,兄弟科技,2562,医药,123.01,-2.13%,-0.30%,6.47,-2.85%,16,2.00%,5.35,2.68,20.90%,120.93,1.70%,4.65年,2.65年,11.10%,13.40%,6.3,-2.36%,-2.75%,-2.43%,-6.13%,-6.32%,91.61,91.01,38.23,129.24,-4.80%,68%,<2%,16%,0.85,1.69,0.09,AA,4.30%,17
108,国祯转债,123002,2017-12-25,国祯环保,300388,城市公用设施,125.888,0.10%,0.55%,10.81,0.75%,1.8,0.20%,8.72,2.9,24.00%,123.97,1.50%,4.64年,2.64年,9.80%,12.10%,5.8,-2.85%,-3.24%,-2.93%,-6.93%,-7.11%,91.72,91.17,40.76,131.93,-4.60%,51%,<2%,16%,0.87,1.67,0.14,AA,4.30%,7
109,生益转债,110040,2017-12-11,生益科技,600183,电子,123.6,0.00%,-0.29%,13.22,-0.38%,5.4,0.20%,11.62,4.58,13.80%,113.77,8.60%,4.64年,无权,6.40%,7.30%,18,-2.46%,-2.86%,-2.54%,无权,无权,无权,91.36,31.88,123.24,0.30%,46%,18%,16%,0.78,0.6,0.97,AA+,4.20%,10
110,水晶转债,128020,2017-12-12,水晶光电,2273,电子,114.401,0.15%,0.64%,14.97,1.29%,6.1,0.50%,16,3.58,-6.40%,93.56,22.30%,4.62年,2.62年,9.10%,8.50%,11.8,-0.54%,-1.00%,-0.63%,-3.88%,-4.04%,90.08,90.24,17.05,107.28,6.60%,51%,28%,16%,0.61,-1.04,2.33,AA,4.80%,12
111,济川转债,110038,2017-11-29,济川药业,600566,医药,116.01,0.79%,1.02%,36.97,3.30%,2.9,0.40%,40.04,6.05,-7.70%,92.33,25.60%,3.61年,1.61年,2.10%,1.90%,6.3,-1.78%,-2.22%,-1.87%,-7.23%,-7.38%,93.28,91.71,16.84,108.55,6.90%,36%,30%,15%,0.55,-1.05,2.21,AA,4.90%,12
112,嘉澳转债,113502,2017-11-27,嘉澳环保,603822,城市公用设施,103.99,0.28%,0.59%,31.85,3.07%,4.6,2.40%,45.27,3.3,-29.60%,70.36,47.80%,4.60年,2.60年,7.90%,5.60%,1.9,1.84%,1.31%,1.73%,-0.21%,-0.45%,88.59,87.59,7.21,94.79,9.70%,58%,36%,17%,0.28,-1.79,2.49,AA-,5.80%,39
113,久立转2,128019,2017-12-01,久立特材,2318,石油天然气化工,118.4,0.13%,0.13%,8.66,0.35%,1.8,0.10%,8.22,2.45,5.40%,105.35,12.40%,4.60年,2.60年,14.30%,15.00%,10.4,-1.56%,-1.96%,-1.64%,-4.93%,-5.13%,91.23,90.26,26.48,116.74,1.40%,34%,21%,17%,0.73,0.16,1.3,AA,4.50%,10
114,时达转债,128018,2017-12-04,新时达,2527,机械装备制造,109.502,-0.41%,0.84%,7.31,3.25%,11,1.10%,11.83,1.59,-38.20%,61.79,77.20%,4.59年,2.59年,19.40%,12.00%,8.8,0.26%,-0.17%,0.17%,-2.11%,-2.33%,88.68,86.2,5.32,91.52,19.60%,35%,53%,16%,0.13,-3.29,4.06,AA,5.70%,42
115,小康转债,113016,2017-11-21,小康股份,601127,汽车,108.47,-0.54%,0.46%,16.76,-0.12%,3.6,0.40%,17.2,3.18,-2.60%,97.44,11.30%,4.59年,2.59年,5.60%,5.40%,8.8,0.47%,0.03%,0.39%,-1.77%,-1.99%,91.13,90.16,20.46,110.62,-1.90%,40%,15%,16%,0.66,0.75,0.58,AA,4.70%,31
116,隆基转债,113015,2017-11-20,隆基股份,601012,能源电力,127.5,-0.38%,-0.13%,27.85,-0.61%,27,0.80%,22.98,5.21,21.20%,121.19,5.20%,4.58年,2.58年,3.60%,4.40%,28,-3.17%,-3.56%,-3.24%,-7.51%,-7.69%,92.18,91.77,37.81,129.58,-1.60%,47%,14%,16%,0.83,1.06,0.61,AA+,4.20%,12
117,金禾转债,128017,2017-11-27,金禾实业,2597,石油天然气化工,110.2,0.18%,-0.25%,18.57,-0.16%,10,1.60%,23.32,2.76,-20.40%,79.63,38.40%,4.58年,2.58年,5.80%,4.60%,6,0.02%,-0.40%,-0.06%,-2.43%,-2.64%,89.81,87.9,11.19,99.09,11.20%,36%,34%,17%,0.41,-1.91,2.92,AA,5.20%,17
118,林洋转债,113014,2017-11-13,林洋能源,601222,能源电力,108.48,0.35%,0.21%,6.13,2.34%,23,0.70%,8.76,1.17,-30.00%,69.98,55.00%,4.57年,2.57年,27.70%,19.40%,30,0.47%,0.03%,0.39%,-1.79%,-2.02%,89.31,87.14,7.2,94.34,15.00%,83%,43%,16%,0.24,-2.59,3.38,AA,5.50%,20
119,雨虹转债,128016,2017-10-20,东方雨虹,2271,建筑,119.19,-0.76%,1.66%,22.08,1.47%,23,1.10%,22.63,4.4,-2.40%,97.57,22.20%,4.48年,2.48年,5.60%,5.40%,18.4,-1.75%,-2.16%,-1.83%,-5.39%,-5.60%,92.09,91.35,19.33,110.69,7.70%,51%,32%,16%,0.62,-0.98,2.28,AA+,4.40%,8
120,国君转债,113013,2017-07-24,国泰君安,601211,金融,123.73,1.74%,0.43%,20.96,3.30%,226,2.60%,19.8,1.63,5.90%,105.86,16.90%,4.26年,无权,3.80%,4.10%,70,-2.82%,-3.23%,-2.90%,无权,无权,无权,93.24,25.08,118.32,4.60%,26%,26%,17%,0.66,-0.2,1.52,AAA,4.00%,24
121,久其转债,128015,2017-07-18,久其软件,2279,计算机及应用,107.2,-0.09%,-0.11%,9.36,-0.74%,2.2,0.30%,12.86,3.38,-27.20%,72.78,47.30%,4.18年,2.18年,11.70%,8.50%,7.8,1.14%,0.59%,1.03%,-1.68%,-1.93%,91.09,90.36,6.64,97.01,10.50%,71%,36%,17%,0.27,-1.83,2.52,AA,5.50%,36
122,模塑转债,127004,2017-08-16,模塑科技,700,汽车,100.302,0.54%,-0.49%,4.03,1.00%,11,1.30%,7.72,1.38,-47.80%,52.2,92.10%,4年59天,2年59天,24.60%,12.80%,8.2,3.42%,2.74%,3.28%,1.37%,1.07%,90.71,91.11,1.9,93.01,7.80%,53%,40%,17%,0.05,-1.47,1.62,AA,5.90%,68
123,永东转债,128014,2017-07-18,永东股份,2753,石油天然气化工,106.05,-0.16%,-0.35%,11.46,-1.12%,3.6,1.00%,13.53,2.85,-15.30%,84.7,25.20%,4年13天,2年13天,8.80%,7.50%,3.4,1.62%,1.02%,1.50%,-1.11%,-1.42%,92.37,91.97,11.59,103.56,2.40%,60%,21%,17%,0.45,-0.39,1.31,AA-,5.40%,41
124,骆驼转债,113012,2017-07-18,骆驼股份,601311,汽车,116.38,0.20%,0.70%,14.38,1.20%,52,8.80%,13.44,2.19,7.00%,106.99,8.80%,3.97年,1.97年,4.10%,4.40%,5.1,-1.71%,-2.11%,-1.79%,-5.77%,-5.99%,93.39,91.63,24.72,116.36,0.00%,35%,19%,16%,0.75,0.51,1,AA,4.50%,20
125,光大转债,113011,2017-07-18,光大银行,601818,金融,117.28,0.06%,0.24%,4.17,0.48%,200,0.60%,4.13,0.76,1.00%,100.97,16.20%,3.95年,无权,13.70%,13.80%,300,-1.80%,-2.22%,-1.88%,无权,无权,无权,93.87,19.34,113.21,3.60%,18%,20%,16%,0.61,-0.08,1.31,AAA,4.00%,25
126,洪涛转债,128013,2016-08-23,洪涛股份,2325,建筑,100.749,-0.35%,0.35%,3.93,1.81%,12,1.00%,9.98,1.33,-60.60%,39.38,156%,3.32年,1.32年,24.40%,9.60%,12,3.40%,2.68%,3.25%,1.38%,1.00%,94.34,92.94,2.67,95.61,5.40%,35%,53%,16%,0,-1.02,1.02,AA,6.00%,76
127,海印转债,127003,2016-07-01,海印股份,861,商业零售,116.01,0.35%,0.51%,3.28,1.23%,52,4.10%,3.03,2.27,8.30%,108.25,7.20%,3.18年,1.18年,15.50%,16.80%,11.1,-0.48%,-1.28%,-0.64%,-8.66%,-9.01%,96.8,99.36,20.09,119.45,-2.90%,26%,13%,16%,0.7,1.08,0.34,AA,4.60%,100
128,辉丰转债,128012,2016-05-17,辉丰股份,2496,石油天然气化工,99.11,-0.19%,0.19%,3.05,-2.87%,16,1.80%,7.71,1.33,-60.40%,39.56,151%,3年17天,1年17天,18.40%,7.30%,8.5,2.47%,2.04%,2.38%,5.16%,4.27%,97.07,87.13,10.6,97.73,1.40%,85%,49%,17%,0,-0.28,0.27,A+,7.00%,78
129,顺昌转债,128010,2016-02-23,澳洋顺昌,2245,交通运输,105.35,1.01%,-0.89%,5.48,7.87%,8.9,1.70%,9.28,2.03,-40.90%,59.05,78.40%,2.80年,0.80年,9.50%,5.60%,5.1,1.98%,1.22%,1.83%,-3.41%,-3.78%,96.31,94.75,2.02,96.77,8.90%,42%,47%,17%,0.02,-1.62,1.71,AA,6.00%,22
130,广汽转债,113009,2016-02-04,广汽集团,601238,汽车,113.7,1.46%,0.04%,12.48,5.05%,59,2.10%,14.74,1.67,-15.30%,84.67,34.30%,2.80年,0.80年,2.00%,1.70%,25.5,-1.51%,-2.10%,-1.63%,-10.90%,-11.20%,97.96,97.8,4.82,102.63,10.80%,34%,34%,15%,0.3,-1.64,2.34,AAA,4.00%,8
131,九州转债,110034,2016-01-29,九州通,600998,医药,111.7,0.22%,-0.19%,15.86,0.13%,13,0.80%,18.42,2.02,-13.90%,86.1,29.70%,2.78年,0.78年,5.00%,4.30%,15,-0.42%,-1.11%,-0.56%,-7.43%,-8.14%,99.38,97.3,6.52,103.82,7.60%,26%,27%,15%,0.31,-1.18,1.85,AA+,4.70%,15
132,国贸转债,110033,2016-01-19,厦门国贸,600755,交通运输,121.18,2.30%,1.51%,9.76,5.06%,109,6.20%,8.61,1.44,13.40%,113.36,6.90%,2.76年,0.76年,8.20%,9.30%,14.6,-3.14%,-3.85%,-3.28%,-17.60%,-17.90%,97.86,99.22,21.66,120.88,0.20%,35%,20%,15%,0.75,0.63,0.87,AA+,4.20%,8
133,蓝标转债,123001,2016-01-18,蓝色光标,300058,传媒娱乐,135.12,2.36%,0.00%,5.85,2.63%,77,11.10%,4.31,2.03,35.70%,135.73,-0.50%,2.71年,0.71年,3.80%,5.10%,5.2,-7.01%,-7.70%,-7.14%,-28.70%,-28.90%,98.21,99.73,41.33,141.06,-4.20%,39%,<2%,17%,0.9,1.74,0.13,AA,4.20%,61
134,航信转债,110031,2015-06-30,航天信息,600271,计算机及应用,115.06,0.75%,-0.39%,30.64,3.90%,5.9,0.20%,42.38,5.35,-27.70%,72.3,59.10%,2.19年,0.19年,4.20%,3.00%,24,-2.07%,-2.89%,-2.23%,-35.00%,-35.90%,100.35,101.1,1.23,102.33,12.40%,54%,54%,17%,0.09,-2.11,2.45,AAA,4.00%,7
135,电气转债,113008,2015-02-16,上海电气,601727,能源电力,125.5,0.75%,0.30%,6.26,1.29%,113,1.50%,5.19,1.61,20.60%,120.62,4.00%,1.83年,回售中,6.50%,7.80%,59.9,-7.86%,-8.61%,-8.01%,回售中,回售中,103,100.64,23.86,124.5,0.80%,50%,21%,16%,0.81,0.68,0.93,AAA,4.00%,14
136,格力转债,110030,2015-01-13,格力地产,600185,地产,108.99,0.30%,-0.27%,5.89,0.34%,7.5,1.60%,6.94,1.62,-15.10%,84.87,28.40%,0.73年,回售中,3.50%,3.00%,4.3,-3.75%,-5.25%,-4.05%,回售中,回售中,103,101.73,0.53,102.26,6.60%,70%,48%,16%,0.09,-1.14,1.34,AA,5.80%,7
