,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,转股价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
74,湖广转债,127007,湖北广电,665,传媒娱乐,113.6,-4.61%,-1.39%,8.73,-8.20%,104,5.30%,7.92,0.92,10.20%,3.10%,5.30年,3.30年,30.70%,33.90%,17.1,0.00%,-0.46%,-0.09%,-2.52%,-2.74%,90.23,110.23,91.49,31.24,122.73,-7.40%,31%,<2%,17%,0.73,2.23,-0.59,AA+,4.30%,38
75,博世转债,123010,博世科,300422,城市公用设施,100.3,-2.15%,-1.11%,11.15,-7.08%,21,4.70%,14.3,2.99,-22.00%,28.60%,5.32年,3.32年,10.80%,8.50%,4.3,2.37%,1.89%,2.27%,1.00%,0.78%,86.73,77.97,86.36,11.91,98.27,2.10%,69%,21%,17%,0.46,-0.44,1.37,AA-,5.40%,28
76,景旺转债,113512,景旺电子,603228,电子,127.96,0.04%,0.06%,63.38,0.11%,40,3.70%,49.85,6.99,27.10%,0.60%,5.32年,3.32年,3.20%,4.10%,8.4,-2.30%,-2.74%,-2.39%,-5.88%,-6.06%,89.88,127.14,91.16,45.07,136.23,-6.10%,38%,<2%,16%,0.87,1.98,-0.13,AA,4.30%,9
77,安井转债,113513,安井食品,603345,食品饮料,107.84,-1.81%,-0.07%,34.29,-2.72%,16,3.00%,35.46,4.05,-3.30%,11.50%,5.34年,3.34年,6.70%,6.50%,5,0.91%,0.46%,0.82%,-1.15%,-1.34%,88.11,96.7,88.59,21.89,110.48,-2.40%,51%,14%,16%,0.69,0.69,0.7,AA-,4.80%,13
78,海澜转债,110045,海澜之家,600398,服装纺织,104.57,-2.00%,0.23%,9.63,-4.56%,34,1.10%,12.4,3.72,-22.30%,34.60%,5.34年,3.34年,6.90%,5.40%,30,1.30%,0.88%,1.21%,-0.48%,-0.64%,87.89,77.66,88.28,9.92,98.19,6.50%,31%,26%,16%,0.39,-1.04,1.86,AA+,4.60%,32
79,盛路转债,128041,盛路通信,2446,通信互联网,137.699,-7.46%,-0.19%,9.38,-8.58%,27,7.60%,6.88,2.53,36.30%,1.00%,5.35年,3.35年,3.30%,4.40%,2.6,-3.29%,-3.78%,-3.39%,-7.75%,-7.93%,90.1,136.34,93.04,51.84,144.88,-5.00%,52%,<2%,16%,0.89,1.8,0.07,AA,4.20%,30
80,德尔转债,123011,德尔股份,300473,汽车,111,-1.86%,-2.53%,36.84,-6.00%,29,4.70%,34.96,2.13,5.40%,5.30%,5.35年,2.86年,14.40%,15.20%,5.6,1.11%,0.52%,0.99%,-2.37%,-2.57%,90.11,105.38,92.6,26.85,119.45,-7.10%,46%,<2%,17%,0.73,1.76,-0.19,AA-,4.70%,49
81,威帝转债,113514,威帝股份,603023,汽车,107.47,-3.15%,-1.98%,5.85,-7.58%,10,4.70%,5.92,3.74,-1.20%,8.80%,4.36年,2.36年,9.50%,9.40%,2,0.86%,0.37%,0.76%,-1.96%,-2.13%,90.51,98.82,90.51,21.73,112.24,-4.20%,71%,13%,18%,0.68,1.07,0.31,A+,5.00%,45
82,万顺转债,123012,万顺股份,300057,造纸包装印刷,117.206,-5.10%,-0.45%,7.53,-6.81%,21,4.00%,6.47,1.24,16.40%,0.70%,5.36年,3.36年,11.10%,12.90%,4.3,-0.98%,-1.36%,-1.05%,-3.42%,-3.61%,89.13,116.38,88.5,38.98,127.48,-8.10%,46%,<2%,18%,0.81,2.26,-0.47,AA-,4.50%,34
83,高能转债,113515,高能环境,603588,城市公用设施,113.8,-1.22%,-1.56%,10,-3.66%,17,1.80%,9.38,2.7,6.60%,6.70%,5.38年,3.38年,12.70%,13.60%,8.4,-0.08%,-0.53%,-0.17%,-2.59%,-2.79%,89,106.61,89.93,28.63,118.55,-4.00%,68%,10%,16%,0.76,1.27,0.29,AA,4.50%,38
84,横河转债,123013,横河模具,300539,机械装备制造,141.21,1.95%,7.19%,13.39,10.00%,148,87.20%,9.26,7.3,44.60%,-2.30%,5.38年,3.38年,4.40%,6.40%,1.2,-3.59%,-4.10%,-3.69%,-8.20%,-8.41%,90.46,144.6,93.6,60.72,154.31,-8.50%,76%,<2%,17%,0.91,2.59,-0.56,A+,4.30%,40
85,凯中转债,128042,凯中精密,2823,能源电力,104.66,-1.50%,0.10%,11.75,-2.57%,8.4,1.90%,13.25,2.61,-11.30%,18.00%,5.39年,3.39年,12.20%,10.80%,4.2,2.18%,1.60%,2.06%,-0.23%,-0.44%,87.68,88.68,91.04,16.18,107.22,-2.40%,68%,15%,17%,0.54,0.58,0.52,AA,4.90%,51
86,凯发转债,123014,凯发电气,300407,能源电力,112.01,-0.91%,-4.79%,8.03,-8.33%,15,3.90%,8.15,2.26,-1.50%,13.70%,4.38年,2.38年,15.80%,15.50%,3.5,-0.52%,-0.92%,-0.60%,-3.54%,-3.70%,90.48,98.53,88.89,22.57,111.47,0.50%,64%,20%,18%,0.68,0.11,1.26,A+,4.90%,26
87,吴银转债,113516,吴江银行,603323,金融,124.78,-6.94%,-0.88%,7.79,-9.94%,187,9.20%,6.34,1.26,22.90%,1.60%,5.40年,无权,14.10%,17.30%,15.9,-1.44%,-1.94%,-1.54%,无权,无权,无权,122.87,92.98,41.35,134.32,-7.10%,49%,<2%,18%,0.79,2.24,-0.5,AA+,4.20%,36
88,东音转债,128043,东音股份,2793,机械装备制造,110.21,-2.28%,-1.67%,11.59,-5.54%,3.2,1.00%,11.43,2.74,1.40%,8.70%,5.40年,3.40年,12.10%,12.20%,2.8,0.89%,0.37%,0.79%,-1.68%,-1.88%,88.25,101.4,90.51,25.6,116.11,-5.10%,70%,10%,17%,0.71,1.27,0.21,AA-,4.70%,32
89,曙光转债,113517,中科曙光,603019,计算机及应用,126.7,3.01%,3.14%,60.18,7.45%,167,12.00%,51.28,11.53,17.40%,8.00%,5.41年,3.41年,2.90%,3.40%,11.2,-2.08%,-2.51%,-2.17%,-5.48%,-5.66%,89.3,117.36,90.43,37.14,127.57,-0.70%,60%,16%,16%,0.83,0.69,0.96,AA,4.30%,2
90,蓝盾转债,123015,蓝盾股份,300297,计算机及应用,131.301,-0.23%,0.57%,7.83,0.38%,226,38.50%,5.82,2.2,34.50%,-2.40%,5.43年,3.43年,4.80%,6.50%,4.5,-2.73%,-3.15%,-2.81%,-6.39%,-6.57%,89.64,134.54,90.99,51.9,142.89,-8.10%,37%,<2%,16%,0.89,2.55,-0.56,AA,4.20%,51
91,岭南转债,128044,岭南股份,2717,城市公用设施,108.044,-1.78%,-1.13%,8.52,-6.17%,19,2.70%,10.63,2.07,-19.80%,34.80%,5.43年,3.43年,7.60%,6.10%,6.6,0.69%,0.28%,0.61%,-1.17%,-1.36%,86.9,80.15,86.2,12.73,98.93,9.20%,68%,30%,16%,0.47,-1.63,2.72,AA,5.10%,28
92,机电转债,128045,中航机电,2013,航空航天,114.81,-1.99%,-1.07%,7.36,-5.15%,26,1.10%,7.66,3.06,-3.90%,19.50%,5.46年,3.46年,7.90%,7.60%,21,-0.79%,-1.13%,-0.86%,-2.84%,-3.01%,89.86,96.08,89.12,21.5,110.62,3.80%,56%,22%,16%,0.59,-0.12,1.31,AAA,4.00%,9
93,顾家转债,113518,顾家家居,603816,其他,114.7,-1.80%,-0.63%,53,-3.44%,22,1.70%,52.38,5.35,1.20%,13.40%,5.51年,3.51年,4.80%,4.90%,11,0.10%,-0.40%,0.00%,-2.71%,-2.90%,88.17,101.18,90.49,24.28,114.77,-0.10%,39%,17%,16%,0.71,0.3,1.11,AA,4.60%,6
94,利尔转债,128046,利尔化学,2258,石油天然气化工,106.2,-1.74%,-0.75%,15.01,-5.24%,0.9,0.10%,18.82,2.66,-20.20%,33.20%,5.60年,3.60年,10.80%,8.60%,8.5,1.18%,0.74%,1.10%,-0.61%,-0.80%,86.37,79.76,86.45,12.42,98.87,7.40%,61%,27%,16%,0.48,-1.36,2.4,AA,5.00%,11
95,光电转债,128047,中航光电,2179,机械装备制造,118.2,-1.26%,-0.92%,40.8,-3.13%,15,1.00%,40.26,5.85,1.30%,16.60%,5.66年,3.66年,4.00%,4.10%,13,-1.28%,-1.60%,-1.35%,-3.44%,-3.61%,88.2,101.34,87.03,26.8,113.82,3.80%,34%,23%,16%,0.69,-0.25,1.65,AA+,4.30%,9
96,长久转债,113519,长久物流,603569,交通运输,109.42,-1.87%,-1.50%,12.27,-5.03%,13,1.70%,11.99,3.06,2.30%,6.90%,5.66年,3.66年,10.20%,10.40%,7,1.77%,1.13%,1.64%,-1.31%,-1.51%,87.62,102.34,93.67,24.21,117.88,-7.20%,52%,7%,17%,0.67,1.8,-0.34,AA,4.70%,21
97,洲明转债,123016,洲明科技,300232,电子,131.25,-1.76%,-0.74%,12.46,-2.81%,5.4,0.70%,9.45,4.51,31.90%,-0.50%,5.66年,3.66年,5.80%,7.60%,5.5,-2.23%,-2.71%,-2.33%,-5.89%,-6.08%,89.03,131.85,91.84,49.22,141.06,-7.00%,69%,<2%,16%,0.89,2.17,-0.25,AA-,4.30%,17
98,百合转债,113520,梦百合,603313,其他,119.9,-2.22%,-2.36%,22.2,-5.53%,3.3,0.50%,19.03,3.25,16.70%,2.80%,5.66年,3.66年,9.50%,11.10%,5.1,-0.64%,-1.13%,-0.74%,-3.67%,-3.86%,88.27,116.66,90.96,37.36,128.31,-6.60%,40%,<2%,16%,0.83,1.86,-0.1,AA-,4.40%,15
99,张行转债,128048,张家港行,2839,金融,116.79,-3.79%,-3.67%,6.89,-9.93%,116,3.90%,6.06,1.39,13.70%,2.70%,5.67年,无权,20.10%,22.80%,25,-0.39%,-0.83%,-0.48%,无权,无权,无权,113.7,90.66,35.62,126.28,-7.50%,57%,<2%,18%,0.75,2.24,-0.56,AA+,4.20%,40
100,科森转债,113521,科森科技,603626,通信互联网,115.95,-0.46%,1.44%,10.72,1.23%,55,7.80%,8.95,2.54,19.80%,-3.20%,5.69年,3.69年,13.70%,16.40%,6.1,-0.04%,-0.53%,-0.14%,-2.80%,-3.00%,88.29,119.78,91.03,41.32,132.35,-12.40%,64%,<2%,18%,0.8,3.36,-1.36,AA,4.40%,77
101,特发转债,127008,特发信息,70,通信互联网,172.52,-9.96%,0.16%,15.73,-10.00%,820,109%,6.78,4.64,132%,-25.60%,4.69年,2.69年,4.30%,9.90%,4.2,-8.99%,-9.38%,-9.07%,-11.20%,-11.20%,91.38,232.01,92.83,143.84,236.67,-27.10%,60%,<2%,17%,0.98,8.75,-4.42,AA,4.00%,38
102,桐昆转债,113020,桐昆股份,601233,服装纺织,113.66,-2.11%,-2.82%,12.68,-7.31%,64,1.50%,12.63,1.47,0.40%,13.20%,5.69年,3.69年,16.40%,16.50%,38,-0.09%,-0.50%,-0.17%,-2.39%,-2.56%,88.09,100.4,89.25,24.65,113.9,-0.20%,48%,17%,16%,0.67,0.5,0.85,AA+,4.30%,21
103,圆通转债,110046,圆通速递,600233,交通运输,119.1,-1.44%,-3.68%,12.38,-6.71%,88,2.00%,10.89,3.4,13.70%,4.80%,5.70年,3.70年,10.40%,11.80%,36.5,-0.53%,-1.01%,-0.63%,-3.46%,-3.65%,88.85,113.68,91.72,33.52,125.24,-4.90%,61%,<2%,16%,0.76,1.65,-0.04,AA+,4.20%,36
104,寒锐转债,123017,寒锐钴业,300618,有色金属,108.06,-2.47%,-2.74%,76.17,-7.65%,17,3.50%,81.49,8.18,-6.50%,15.60%,5.70年,3.70年,3.00%,2.80%,4.4,0.50%,0.13%,0.42%,-1.09%,-1.27%,86.57,93.47,85.48,21.81,107.29,0.70%,78%,18%,16%,0.68,0.01,1.35,AA-,4.80%,40
105,山鹰转债,110047,山鹰纸业,600567,造纸包装印刷,113.8,-3.18%,-1.21%,3.84,-5.88%,86,3.20%,3.34,1.46,15.00%,-1.00%,5.70年,3.70年,13.10%,15.00%,23,0.73%,0.16%,0.61%,-2.36%,-2.55%,88.53,114.97,93.87,33.88,127.75,-10.90%,29%,<2%,16%,0.75,3.1,-1.26,AA+,4.30%,64
106,旭升转债,113522,旭升股份,603305,汽车,116.96,-1.95%,-2.16%,32.06,-5.65%,4.3,0.90%,29.86,9.56,7.40%,8.90%,5.70年,3.70年,3.30%,3.50%,4.2,0.50%,-0.11%,0.38%,-3.06%,-3.24%,87.55,107.37,93.81,27.07,120.88,-3.20%,63%,13%,16%,0.73,0.98,0.51,AA,4.50%,13
107,华源转债,128049,华源控股,2787,造纸包装印刷,107.6,-2.62%,-2.72%,7.74,-7.42%,22,5.00%,7.57,1.78,2.20%,5.20%,5.72年,3.72年,16.50%,16.90%,4,1.30%,0.80%,1.20%,-0.87%,-1.07%,87.22,102.25,89.47,28.39,117.86,-8.70%,75%,<2%,18%,0.72,2.07,-0.48,AA-,4.70%,62
108,福能转债,110048,福能股份,600483,能源电力,115,-2.19%,-1.53%,9.05,-5.33%,74,2.30%,8.69,1.28,4.10%,10.40%,5.74年,3.74年,20.20%,21.00%,28.3,-0.11%,-0.55%,-0.20%,-2.61%,-2.79%,88.17,104.14,90.14,26.99,117.14,-1.80%,29%,14%,16%,0.7,0.86,0.55,AA+,4.30%,13
109,伟明转债,113523,伟明环保,603568,城市公用设施,109.59,-0.94%,-1.56%,23.96,-3.54%,6.2,0.80%,23.92,6,0.20%,9.40%,5.75年,3.75年,4.10%,4.10%,6.7,0.90%,0.42%,0.81%,-1.39%,-1.57%,87.21,100.17,89.5,24.32,113.82,-3.70%,43%,11%,16%,0.7,1.05,0.39,AA,4.60%,23
110,钧达转债,128050,钧达股份,2865,汽车,106.179,-2.69%,-1.65%,20.87,-7.12%,14,4.00%,21.74,2.94,-4.00%,10.60%,5.75年,3.75年,12.60%,12.10%,3.2,2.81%,2.08%,2.66%,-0.43%,-0.64%,86.54,96,94.41,21.46,115.87,-8.40%,66%,8%,18%,0.61,1.78,-0.44,AA-,5.00%,70
111,光华转债,128051,光华科技,2741,汽车,105.77,-2.46%,0.27%,15.5,-3.49%,7.1,2.70%,17.03,4.82,-9.00%,16.20%,5.76年,3.76年,4.30%,3.90%,2.5,1.65%,1.14%,1.55%,-0.35%,-0.56%,86.54,91.02,88.44,20.38,108.82,-2.80%,39%,14%,17%,0.63,0.56,0.7,AA-,4.90%,15
112,奇精转债,113524,奇精机械,603677,家电,106.92,-2.78%,1.05%,15.43,-2.47%,5.1,1.40%,14.76,3.14,4.50%,2.30%,5.76年,3.76年,10.90%,11.40%,3.3,1.80%,1.23%,1.69%,-0.76%,-0.94%,87.16,104.54,91.76,27.9,119.66,-10.60%,61%,<2%,18%,0.7,2.65,-0.98,AA,4.60%,60
113,台华转债,113525,台华新材,603055,服装纺织,113.6,-1.81%,-3.59%,11.98,-7.49%,22,3.60%,11.56,2.62,3.60%,9.60%,5.77年,3.77年,8.10%,8.40%,5.3,0.26%,-0.21%,0.17%,-2.29%,-2.46%,87.23,103.63,89.57,28.54,118.11,-3.80%,46%,12%,17%,0.72,1.08,0.4,AA,4.60%,9
114,海尔转债,110049,青岛海尔,600690,家电,120.7,-2.33%,-1.87%,15.72,-5.87%,179,4.90%,14.55,2.72,8.00%,11.70%,5.77年,3.77年,3.00%,3.20%,30.1,-1.62%,-1.93%,-1.68%,-3.85%,-4.01%,88.78,108.04,88.05,31.48,119.53,1.00%,32%,19%,16%,0.72,0.54,0.89,AAA,4.00%,26
115,佳都转债,110050,佳都科技,600728,计算机及应用,137.36,-0.61%,-3.12%,11.3,-4.07%,135,11.40%,7.95,5.56,42.10%,-3.40%,5.78年,3.78年,4.80%,6.80%,8.8,-3.18%,-3.60%,-3.27%,-6.91%,-7.08%,88.49,142.14,90.67,59.41,150.08,-8.50%,71%,<2%,16%,0.91,2.67,-0.62,AA,4.20%,15
116,溢利转债,123018,溢多利,300381,医药,115,-2.94%,-1.84%,10.07,-5.71%,31,4.00%,8.41,2.05,19.70%,-4.00%,5.78年,3.78年,16.20%,19.40%,6.7,0.05%,-0.43%,-0.05%,-2.59%,-2.76%,87.69,119.74,90.27,40.23,130.49,-11.90%,78%,<2%,17%,0.84,3.21,-1.18,AA-,4.40%,43
117,凯龙转债,128052,凯龙股份,2783,石油天然气化工,113.9,-2.65%,-3.27%,7.9,-7.49%,14,3.60%,6.97,1.81,13.30%,0.50%,5.78年,3.78年,12.50%,14.20%,3.3,0.25%,-0.23%,0.15%,-2.30%,-2.49%,87.84,113.34,90.4,34.85,125.25,-9.10%,77%,<2%,17%,0.79,2.47,-0.68,AA,4.40%,26
118,冰轮转债,127009,冰轮环境,811,机械装备制造,116.041,-2.98%,-0.73%,6.32,-4.68%,33,5.50%,5.52,1.44,14.50%,1.40%,5.85年,3.85年,12.30%,14.10%,5.1,-0.11%,-0.58%,-0.20%,-2.76%,-2.94%,87.43,114.49,90,36.92,126.92,-8.60%,43%,<2%,17%,0.8,2.34,-0.57,AA,4.40%,17
119,平银转债,127010,平安银行,1,金融,115.778,-1.64%,-0.51%,12.3,-3.45%,496,1.60%,11.77,0.96,4.50%,10.80%,5.87年,无权,12.30%,12.90%,260,0.33%,-0.21%,0.22%,无权,无权,无权,104.5,94.27,28.23,122.5,-5.50%,29%,8%,16%,0.62,1.83,-0.46,AAA,4.00%,47
120,联泰转债,113526,联泰环保,603797,城市公用设施,110.62,-2.30%,-1.17%,13.35,-4.51%,7.4,1.70%,12.31,2.7,8.40%,2.00%,5.87年,3.87年,13.70%,14.90%,3.9,0.07%,-0.27%,0.01%,-1.62%,-1.79%,86.98,108.45,86.38,34.36,120.73,-8.40%,50%,<2%,18%,0.77,2.28,-0.56,AA,4.50%,15
121,维格转债,113527,维格娜丝,603518,服装纺织,108.7,-2.34%,-1.55%,15.61,-5.68%,39,4.80%,14.96,1.24,4.30%,4.20%,5.87年,3.87年,26.50%,27.60%,7.5,1.83%,1.21%,1.71%,-1.09%,-1.28%,86.81,104.34,93,27.64,120.64,-9.90%,40%,<2%,18%,0.69,2.44,-0.84,AA,4.60%,38
122,尚荣转债,128053,尚荣医疗,2551,医药,114.999,-2.71%,-1.86%,5.83,-5.51%,184,21.10%,4.94,1.78,18.00%,-2.60%,5.93年,3.93年,18.20%,21.50%,7.5,0.04%,-0.41%,-0.05%,-2.49%,-2.66%,87.34,118.02,90.01,38.42,128.42,-10.50%,43%,<2%,16%,0.83,2.9,-0.96,AA,4.30%,38
123,U中宠转,128054,中宠股份,2891,农业,100,0.00%,0.00%,39.72,-0.87%,0,0.00%,37.97,5.42,4.60%,-4.40%,5.94年,3.94年,4.90%,5.10%,1.9,2.52%,2.03%,2.42%,0.95%,0.76%,86.4,104.61,88.7,28.94,117.65,-15.00%,49%,<2%,16%,0.78,3.71,-1.65,A+,4.70%,2
124,U中来转,123019,中来股份,300393,能源电力,100,0.00%,0.00%,22.1,-2.00%,0,0.00%,20.41,2.12,8.30%,-7.60%,5.96年,3.96年,18.80%,20.30%,10,3.88%,3.15%,3.74%,1.16%,0.93%,86.82,108.28,95.42,30.64,126.07,-20.70%,48%,<2%,18%,0.71,5.36,-2.9,AA-,4.70%,19
125,U长青转,128055,长青股份,2391,石油天然气化工,100,0.00%,0.00%,14.03,10.00%,0,0.00%,11.41,1.55,23.00%,-18.70%,5.97年,3.97年,18.10%,22.30%,9.1,2.49%,2.01%,2.39%,0.96%,0.77%,87.55,122.96,90.29,42.44,132.73,-24.70%,31%,<2%,16%,0.85,7.32,-3.84,AA,4.30%,6
126,U中天转,110051,中天科技,600522,通信互联网,100,0.00%,0.00%,9.95,-2.45%,0,0.00%,10.29,1.62,-3.30%,3.40%,5.97年,3.97年,13.00%,12.60%,39.7,2.30%,1.86%,2.22%,0.91%,0.73%,87.12,96.7,88.97,22.33,111.31,-10.20%,64%,<2%,16%,0.63,2.73,-1.16,AA+,4.40%,6
127,U今飞转,128056,今飞凯达,2863,汽车,100,0.00%,0.00%,6.87,-6.28%,0,0.00%,6.8,2.74,1.00%,-1.00%,5.97年,3.97年,14.20%,14.40%,3.7,3.40%,2.75%,3.27%,1.15%,0.92%,86.25,101.03,92.1,25.29,117.39,-14.80%,73%,<2%,17%,0.71,3.48,-1.61,A+,4.90%,6
128,U长城转,113528,长城科技,603897,机械装备制造,100,0.00%,0.00%,25.26,-7.81%,0,0.00%,24.18,2.74,4.50%,-4.30%,5.97年,3.97年,14.10%,14.70%,6.3,2.88%,2.33%,2.77%,1.07%,0.85%,86.7,104.47,90.53,29.11,119.64,-16.40%,57%,<2%,17%,0.74,4.12,-2.02,AA-,4.70%,9
129,U富祥转,123020,富祥股份,300497,医药,100,0.00%,0.00%,17.82,-6.01%,0,0.00%,18.05,3.66,-1.30%,1.30%,5.97年,3.97年,10.50%,10.40%,4.2,3.33%,2.69%,3.20%,1.07%,0.85%,86.18,98.73,92.01,23.1,115.11,-13.10%,64%,<2%,16%,0.68,3.08,-1.36,AA-,4.80%,6
130,U中信转,113021,中信银行,601998,金融,100,0.00%,0.00%,6.33,-5.52%,0,0.00%,7.45,0.8,-15.00%,17.70%,5.98年,无权,12.90%,11.00%,400,3.04%,2.45%,2.92%,无权,无权,无权,84.97,94.73,16.11,110.84,-9.80%,23%,5%,17%,0.41,2.65,-1.5,AAA,4.00%,6
131,U万信转,123021,万达信息,300168,计算机及应用,100,0.00%,0.00%,15.77,-0.82%,0,0.00%,13.62,4.92,15.80%,-13.60%,5.98年,3.98年,6.90%,8.00%,12,2.90%,2.34%,2.79%,0.91%,0.73%,86.99,115.79,91.89,35.2,127.09,-21.30%,55%,<2%,16%,0.8,5.99,-3.14,AA,4.40%,11
132,U贵广转,110052,贵广网络,600996,传媒娱乐,100,0.00%,0.00%,10.14,6.18%,0,0.00%,8.13,2.45,24.70%,-19.80%,5.99年,3.99年,15.10%,18.90%,16,3.01%,2.43%,2.89%,1.04%,0.83%,88.15,124.72,93.54,42.06,135.6,-26.30%,39%,<2%,16%,0.81,8.03,-4.29,AA+,4.20%,4
133,U博彦转,128057,博彦科技,2649,计算机及应用,100,0.00%,0.00%,9.81,-1.70%,0,0.00%,8.9,2.22,10.20%,-9.30%,5.99年,3.99年,11.20%,12.30%,5.8,2.80%,2.26%,2.69%,0.98%,0.79%,86.82,110.22,90.73,31.56,122.29,-18.20%,74%,<2%,16%,0.79,4.84,-2.43,AA-,4.50%,11
134,U拓邦转,128058,拓邦股份,2139,电子,100,0.00%,0.00%,5.7,-3.72%,0,0.00%,5.64,2.76,1.10%,-1.10%,5.99年,3.99年,9.90%,10.00%,5.7,3.59%,2.91%,3.46%,1.17%,0.94%,86.93,101.06,94.07,24.24,118.31,-15.50%,59%,<2%,16%,0.66,3.87,-1.97,AA,4.70%,2
135,U中鼎转,127011,中鼎股份,887,汽车,100,0.00%,0.00%,12.5,-4.14%,0,0.00%,11.99,1.84,4.30%,-4.10%,5.995年,3.995年,7.90%,8.20%,12,2.51%,2.03%,2.41%,0.96%,0.77%,87.42,104.25,90.25,28.57,118.83,-15.80%,44%,<2%,17%,0.68,4.3,-2.24,AA+,4.30%,2
136,U视源转,128059,视源股份,2841,电子,100,0.00%,0.00%,72.95,-1.21%,0,0.00%,76.25,14.88,-4.30%,4.50%,6年0.3天,4年0.3天,2.00%,1.90%,9.4,2.29%,1.85%,2.20%,0.91%,0.73%,86.04,95.67,87.45,22.88,110.33,-9.40%,57%,<2%,16%,0.68,2.29,-0.74,AA,4.60%,0
137,U绝味转,113529,绝味食品,603517,食品饮料,100,0.00%,0.00%,43,-3.97%,0,0.00%,40.52,6.14,6.10%,-5.80%,6年0.3天,4年0.3天,5.70%,6.00%,10,2.89%,2.34%,2.78%,0.91%,0.73%,86.49,106.12,91.17,28.45,119.62,-16.40%,46%,<2%,16%,0.74,4.27,-2.12,AA,4.50%,0
138,U浙商转,113022,浙商证券,601878,金融,100,0.00%,0.00%,11.65,-9.20%,0,0.00%,12.53,2.86,-7.00%,7.60%,6年1.3天,无权,9.00%,8.40%,35,1.63%,1.31%,1.56%,无权,无权,无权,92.98,87.26,22.58,109.84,-9.00%,49%,6%,18%,0.57,2.65,-1.22,AAA,4.00%,2
