,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
71,华通转债,128040,2018-07-13,华通医药,2758,医药,113.899,0.00%,0.00%,12.66,0.00%,0,0.00%,11.45,4.14,10.60%,110.57,3.00%,5.18年,3.18年,8.40%,9.30%,2.2,-0.10%,-0.57%,-0.20%,-2.76%,-2.97%,89.58,90.4,31.28,121.68,-6.40%,76%,<2%,18%,0.78,1.77,-0.12,AA-,4.60%,52
72,三力转债,128039,2018-06-29,三 力 士,2224,机械装备制造,122.766,0.00%,0.00%,7.16,0.00%,14,2.50%,5.84,2.69,22.60%,122.6,0.10%,5.17年,3.17年,9.60%,11.70%,4.7,-2.03%,-2.40%,-2.11%,-5.08%,-5.26%,89.87,89.23,41.12,130.35,-5.80%,38%,<2%,17%,0.87,1.86,-0.03,AA-,4.30%,26
73,新泉转债,113509,2018-06-22,新泉股份,603179,汽车,113.2,1.24%,-1.57%,19.1,-0.47%,5.9,1.20%,19.38,2.85,-1.40%,98.56,14.90%,5年56天,3年56天,10.30%,10.20%,4.5,-0.37%,-0.76%,-0.45%,-2.66%,-2.86%,89.28,88.41,22.57,110.98,2.00%,55%,19%,17%,0.69,-0.08,1.46,AA,4.60%,30
74,新凤转债,113508,2018-05-16,新凤鸣,603225,服装纺织,112.82,1.80%,0.78%,16.14,3.93%,125,5.10%,16.83,1.75,-4.10%,95.9,17.60%,5年17天,3年17天,11.20%,10.70%,21.5,0.05%,-0.42%,-0.04%,-2.64%,-2.85%,89.54,90.16,18.67,108.83,3.70%,56%,23%,16%,0.65,-0.45,1.78,AA,4.70%,28
75,天马转债,113507,2018-05-07,天马科技,603668,农业,137.54,1.89%,-0.25%,10.18,1.80%,9.9,4.20%,7.37,3.41,38.10%,138.13,-0.40%,5年6.3天,3年6.3天,5.30%,7.30%,1.7,-3.86%,-4.31%,-3.95%,-8.54%,-8.74%,91.12,92.47,52.78,145.25,-5.30%,54%,<2%,17%,0.91,1.88,0.03,AA-,4.20%,23
76,鼎信转债!,113506,2018-05-14,鼎信通讯,603421,能源电力,132.57,-4.95%,-0.88%,28.55,-5.84%,16,11.70%,21.65,5.52,31.90%,131.87,0.50%,5年3.3天,3年3.3天,0.70%,1.00%,1,-3.61%,-3.98%,-3.69%,-7.60%,-7.78%,91.36,91.21,40.66,131.87,0.50%,52%,<2%,16%,1,0.89,1.11,AA,4.00%,28
77,金农转债,128036,2018-04-02,金新农,2548,农业,130.99,0.22%,1.21%,12.8,1.59%,256,36.10%,9.62,4.33,33.10%,133.06,-1.60%,4.92年,2.92年,10.70%,14.30%,5.4,-3.39%,-3.77%,-3.46%,-7.44%,-7.62%,91.06,90.75,49.17,139.92,-6.40%,39%,<2%,17%,0.9,2.12,-0.19,AA-,4.20%,57
78,利欧转债,128038,2018-04-19,利欧股份,2131,传媒娱乐,134.765,2.09%,0.29%,2.33,2.64%,139,38.60%,1.72,1.55,35.50%,135.47,-0.50%,4.95年,2.95年,1.70%,2.30%,2.7,-3.41%,-3.88%,-3.50%,-8.22%,-8.40%,90.96,93.18,48.8,141.98,-5.10%,81%,<2%,16%,0.9,1.86,0.04,AA,4.20%,72
79,岩土转债,128037,2018-04-25,中化岩土,2542,建筑,102.668,-1.35%,0.50%,5.61,-3.11%,9.6,1.60%,8.03,2.81,-30.10%,69.86,47.00%,4.94年,2.94年,5.90%,4.10%,6,1.96%,1.47%,1.86%,0.20%,-0.01%,87.72,87.2,5.77,92.98,10.40%,54%,33%,16%,0.27,-1.88,2.57,AA,5.50%,70
80,敖东转债,127006,2018-05-11,吉林敖东,623,金融,110.1,-1.09%,0.67%,18.85,-0.74%,20,0.80%,20.82,1.07,-9.50%,90.54,21.60%,4.93年,2.93年,11.00%,10.00%,24.1,-0.32%,-0.64%,-0.38%,-2.43%,-2.56%,89.29,87.74,15.72,103.47,6.40%,31%,27%,16%,0.56,-0.86,2.03,AA+,4.40%,31
81,长证转债,127005,2018-04-11,长江证券,783,金融,121.572,-1.96%,0.61%,8.08,-1.94%,115,1.90%,7.45,1.71,8.50%,108.46,12.10%,4.93年,无权,11.20%,12.10%,50,-2.10%,-2.45%,-2.17%,无权,无权,无权,90.73,28.79,119.53,1.70%,31%,23%,18%,0.7,0.37,1.02,AAA,4.00%,33
82,星源转债,123009,2018-04-10,星源材质,300568,汽车,119.6,-1.16%,0.50%,29.93,-0.86%,13,2.30%,27.69,4.02,8.10%,108.09,10.60%,4.91年,2.91年,8.40%,9.00%,4.8,-1.66%,-2.04%,-1.74%,-4.76%,-4.93%,90.17,89.31,28.47,117.78,1.50%,64%,22%,17%,0.77,0.16,1.37,AA,4.50%,13
83,杭电转债,113505,2018-03-27,杭电股份,603618,能源电力,111.37,1.02%,0.84%,7.27,2.68%,15,1.70%,7.29,2.31,-0.30%,99.73,11.70%,4.91年,2.91年,15.60%,15.60%,7.8,0.26%,-0.21%,0.17%,-2.43%,-2.63%,90.01,90.74,20.73,111.47,-0.10%,72%,18%,16%,0.69,0.35,1.03,AA,4.60%,39
84,艾华转债,113504,2018-03-23,艾华集团,603989,电子,114.49,-1.39%,-0.44%,20.99,-2.73%,0.2,0.00%,21.73,4.33,-3.40%,96.59,18.50%,4.90年,2.90年,8.40%,8.20%,6.9,-0.68%,-1.08%,-0.76%,-3.32%,-3.52%,89.92,88.98,19.55,108.53,5.50%,40%,25%,16%,0.67,-0.73,2.1,AA,4.70%,10
85,康泰转债!,123008,2018-03-19,康泰生物,300601,医药,172.28,-4.29%,-0.17%,54.12,-4.47%,32,20.40%,31.23,21.96,73.30%,173.29,-0.60%,4.81年,2.81年,0.30%,0.40%,0.9,-8.89%,-9.24%,-8.96%,-10.30%,-10.40%,91.98,92.06,81.24,173.29,-0.60%,69%,<2%,16%,1,1.12,0.88,AA-,4.00%,10
86,玲珑转债,113019,2018-03-22,玲珑轮胎,601966,汽车,119.8,-0.17%,-0.65%,18.81,-1.36%,45,1.90%,18.84,2.39,-0.20%,99.84,20.00%,3.89年,1.89年,8.90%,8.80%,20,-1.51%,-2.09%,-1.62%,-7.63%,-7.78%,93.12,95.72,15.78,111.5,7.40%,34%,28%,16%,0.6,-0.95,2.2,AA+,4.40%,20
87,大族转债,128035,2018-03-05,大族激光,2008,电子,112.1,-0.88%,-0.02%,42.59,-2.38%,20,0.80%,52.5,5.55,-18.90%,81.12,38.20%,4.83年,2.83年,5.10%,4.10%,23,-0.70%,-1.02%,-0.77%,-2.23%,-2.53%,91.59,87.39,11.24,98.63,13.70%,39%,36%,16%,0.38,-2.19,3.19,AA+,4.60%,18
88,无锡转债,110043,2018-03-14,无锡银行,600908,金融,113.73,-0.50%,0.40%,6.81,-0.15%,46,1.40%,6.7,1.23,1.60%,101.64,11.90%,4.81年,无权,23.80%,24.20%,30,-1.59%,-1.80%,-1.63%,无权,无权,无权,86.37,25.44,111.81,1.70%,47%,23%,18%,0.71,0.22,1.19,AA+,4.30%,54
89,江银转债,128034,2018-02-14,江阴银行,2807,金融,119,-0.83%,-0.11%,6.54,-1.21%,24,1.10%,5.67,1.14,15.30%,115.34,3.20%,4.80年,无权,14.90%,17.20%,17.6,-1.72%,-2.08%,-1.79%,无权,无权,无权,90.13,33.88,124.01,-4.00%,49%,11%,18%,0.78,1.51,0.11,AA+,4.20%,51
90,常熟转债!,113018,2018-02-06,常熟银行,601128,金融,141.39,0.65%,0.08%,8.22,0.74%,209,11.10%,5.76,1.59,42.70%,142.71,-0.90%,4.78年,无权,6.50%,9.20%,13.3,-5.25%,-5.59%,-5.32%,无权,无权,无权,91.11,51.6,142.71,-0.90%,42%,<2%,18%,1,1.2,0.82,AA+,4.00%,30
91,道氏转债,123007,2018-01-26,道氏技术,300409,建筑,130,-2.13%,-2.17%,19.26,-4.84%,7.9,1.90%,15.2,4.93,26.70%,126.71,2.60%,4.72年,2.72年,3.50%,4.40%,3.1,-3.17%,-3.60%,-3.25%,-7.65%,-7.86%,91.8,92.27,41.68,133.95,-2.90%,77%,<2%,16%,0.89,1.29,0.52,AA-,4.30%,16
92,迪龙转债,128033,2018-01-29,雪迪龙,2658,城市公用设施,112.99,1.90%,0.98%,9.36,4.00%,8.9,1.50%,9.03,2.81,3.70%,103.65,9.00%,4.72年,2.72年,9.20%,9.50%,5.2,-0.52%,-0.92%,-0.60%,-3.16%,-3.36%,90.7,89.71,24.59,114.3,-1.10%,37%,18%,17%,0.72,0.65,0.8,AA,4.60%,52
93,吉视转债,113017,2018-01-15,吉视传媒,601929,传媒娱乐,111.58,-2.37%,0.65%,2.93,-2.66%,11,0.60%,2.96,1.38,-1.00%,98.99,12.70%,4.72年,2.72年,17.10%,16.90%,15.6,-0.25%,-0.65%,-0.33%,-2.74%,-2.93%,91.21,90.54,19.95,110.48,1.00%,28%,20%,16%,0.65,0.29,1.01,AA+,4.40%,33
94,航电转债,110042,2018-01-15,中航电子,600372,航空航天,124.25,-1.24%,-0.18%,17.12,-1.78%,41,1.40%,14.23,4.23,20.30%,120.31,3.30%,4.71年,2.71年,8.00%,9.60%,24,-2.64%,-3.00%,-2.71%,-6.25%,-6.45%,92.35,91.59,36.48,128.07,-3.00%,35%,<2%,16%,0.8,1.46,0.2,AAA,4.00%,15
95,蒙电转债,110041,2018-01-09,内蒙华电,600863,能源电力,112.91,-0.53%,-0.50%,2.92,-1.68%,32,1.50%,2.92,1.6,0.00%,100,12.90%,4.71年,2.71年,11.00%,11.00%,18.7,-0.39%,-0.81%,-0.47%,-3.04%,-3.26%,92.47,92.55,19.79,112.34,0.50%,22%,17%,16%,0.61,0.53,0.7,AAA,4.00%,20
96,双环转债,128032,2018-01-25,双环传动,2472,机械装备制造,106.901,-0.67%,-0.09%,7.27,-2.55%,4.4,0.40%,9.99,1.51,-27.20%,72.77,46.90%,4.71年,2.71年,20.00%,14.60%,10,0.78%,0.35%,0.69%,-1.19%,-1.41%,88.87,86.87,7.3,94.17,13.50%,54%,37%,16%,0.3,-2.34,3.19,AA,5.40%,15
97,天康转债,128030,2018-01-29,天康生物,2100,农业,125.16,-0.98%,2.45%,10.17,1.70%,31,2.40%,8.15,3.16,24.80%,124.79,0.30%,4.71年,2.71年,10.20%,12.70%,10,-2.22%,-2.70%,-2.32%,-6.51%,-6.71%,91.7,93.01,39.23,132.24,-5.40%,31%,<2%,16%,0.87,1.83,0,AA,4.30%,11
98,太阳转债,128029,2018-01-16,太阳纸业,2078,造纸包装印刷,119.99,0.41%,1.00%,8.42,2.43%,80,5.60%,8.75,1.84,-3.80%,96.23,24.70%,3.71年,1.71年,5.50%,5.30%,12,-2.75%,-3.16%,-2.83%,-8.59%,-8.72%,93.6,92.42,14.66,107.08,12.10%,37%,37%,16%,0.58,-1.73,3.07,AA+,4.40%,10
99,赣锋转债,128028,2018-01-19,赣锋锂业,2460,有色金属,110.5,0.00%,0.58%,30.07,2.14%,21,2.10%,42.58,5.12,-29.40%,70.62,56.50%,4.70年,2.70年,2.30%,1.70%,9.3,-0.14%,-0.52%,-0.21%,-2.58%,-2.75%,88.14,85.86,7.18,93.04,18.80%,71%,50%,17%,0.27,-3.13,4.16,AA,5.50%,16
100,东财转债!,123006,2018-01-29,东方财富,300059,金融,176.86,-2.00%,-0.24%,20.09,-2.24%,735,25.70%,11.36,7.17,76.80%,176.85,0.00%,4.70年,2.70年,1.50%,2.60%,15.9,-9.63%,-9.98%,-9.70%,-11.50%,-11.60%,91.43,92.13,84.72,176.85,0.00%,58%,<2%,17%,1,1,1,AA,4.00%,25
101,铁汉转债,123004,2018-01-26,铁汉生态,300197,城市公用设施,121.554,0.29%,2.13%,4.79,2.79%,6.9,1.20%,3.99,1.72,20.10%,120.05,1.30%,4.69年,2.69年,4.30%,5.10%,4.8,-2.08%,-2.47%,-2.16%,-5.65%,-5.84%,91.53,90.98,35.78,126.77,-4.10%,67%,12%,15%,0.87,1.56,0.24,AA,4.30%,51
102,崇达转债,128027,2018-01-22,崇达技术,2815,电子,122.1,-1.95%,0.56%,17.56,-1.68%,1.9,0.20%,15.09,5.3,16.40%,116.37,4.90%,4.69年,2.69年,5.30%,6.20%,7.8,-2.09%,-2.50%,-2.17%,-5.73%,-5.94%,91.6,91.16,33.32,124.47,-1.90%,63%,15%,16%,0.83,1.01,0.67,AA,4.30%,5
103,泰晶转债,113503,2018-01-02,泰晶科技,603738,电子,107.6,-1.30%,-0.67%,15.95,-3.63%,4.1,1.70%,17.99,4.19,-11.30%,88.66,21.40%,4.69年,2.69年,8.50%,7.50%,2.2,1.05%,0.54%,0.95%,-1.40%,-1.62%,90.28,90.58,13.19,103.77,3.70%,63%,21%,16%,0.54,-0.52,1.62,AA,4.90%,31
104,众兴转债,128026,2018-01-03,众兴菌业,2772,农业,100.212,0.06%,-0.48%,8.33,-1.42%,13,1.40%,11.64,1.28,-28.40%,71.56,40.00%,4.68年,2.68年,30.00%,21.50%,9.2,2.23%,1.78%,2.14%,1.12%,0.88%,88.25,85.74,7.22,92.97,7.80%,55%,28%,16%,0.29,-1.46,2.12,AA-,5.80%,41
105,蓝思转债,123003,2018-01-17,蓝思科技,300433,电子,106.5,-0.93%,-0.10%,8.97,-2.18%,76,1.50%,10.46,2.16,-14.20%,85.76,24.20%,4.67年,2.67年,13.60%,11.70%,48,0.77%,0.35%,0.68%,-1.16%,-1.37%,90.98,90.04,11.75,101.78,4.60%,87%,23%,16%,0.47,-0.58,1.54,AA+,4.50%,33
106,特一转债,128025,2017-12-28,特一药业,2728,医药,117.4,-0.68%,1.19%,17.19,0.64%,5.5,1.40%,15.45,3.29,11.30%,111.26,5.50%,4.66年,2.66年,9.80%,10.90%,3.4,-1.35%,-1.75%,-1.43%,-4.54%,-4.73%,91.08,90.18,30.19,120.37,-2.50%,36%,16%,17%,0.8,0.97,0.64,AA-,4.50%,30
107,宁行转债,128024,2018-01-12,宁波银行,2142,金融,132,0.08%,1.70%,23.79,2.10%,288,2.90%,18.01,1.92,32.10%,132.09,-0.10%,4.66年,无权,6.10%,8.00%,75,-4.08%,-4.42%,-4.15%,无权,无权,无权,91.06,47.67,138.74,-4.90%,30%,<2%,18%,0.84,1.94,-0.14,AAA,4.00%,26
108,亚太转债,128023,2017-12-26,亚太股份,2284,汽车,99.781,-0.12%,-0.03%,6.29,-1.10%,21,2.10%,10.34,1.77,-39.20%,60.83,64.00%,4.66年,2.66年,21.60%,13.10%,10,2.72%,2.20%,2.62%,1.25%,1.01%,88.4,87.5,3.5,91,9.70%,36%,36%,17%,0.14,-1.75,2.13,AA,5.70%,38
109,众信转债,128022,2017-12-28,众信旅游,2707,旅游餐饮酒店,112.779,-1.82%,0.75%,8.05,-3.48%,3.3,0.40%,10.99,3.03,-26.80%,73.25,54.00%,4.65年,2.65年,9.80%,7.20%,7,-0.49%,-0.89%,-0.57%,-3.18%,-3.38%,89.01,86.82,8.03,94.85,18.90%,58%,48%,17%,0.31,-3.15,4.27,AA,5.40%,8
110,兄弟转债,128021,2017-12-27,兄弟科技,2562,医药,132,2.80%,0.48%,7.2,3.60%,143,18.00%,5.35,2.98,34.60%,134.58,-1.90%,4.64年,2.64年,9.20%,12.40%,5.8,-3.86%,-4.24%,-3.94%,-8.50%,-8.68%,91.96,91.55,48.85,140.4,-6.00%,68%,<2%,16%,0.91,2.1,-0.15,AA,4.20%,18
111,国祯转债,123002,2017-12-25,国祯环保,300388,城市公用设施,126.773,1.25%,1.72%,11.12,3.35%,5.8,0.80%,8.72,2.98,27.50%,127.52,-0.60%,4.63年,2.63年,9.50%,12.10%,5.8,-3.01%,-3.40%,-3.09%,-7.19%,-7.38%,91.88,91.39,42.51,133.9,-5.30%,51%,<2%,16%,0.89,1.89,-0.02,AA,4.20%,7
112,生益转债,110040,2017-12-11,生益科技,600183,电子,121.91,-2.08%,0.73%,12.98,-1.74%,49,2.20%,11.62,4.5,11.70%,111.7,9.10%,4.63年,无权,6.50%,7.30%,18,-2.18%,-2.57%,-2.25%,无权,无权,无权,91.39,28.99,120.38,1.30%,46%,21%,16%,0.77,0.37,1.17,AA+,4.20%,10
113,水晶转债,128020,2017-12-12,水晶光电,2273,电子,113.002,-1.14%,-0.76%,14.3,-3.44%,17,1.30%,16,3.42,-10.60%,89.38,26.40%,4.61年,2.61年,9.60%,8.50%,11.8,-0.27%,-0.73%,-0.37%,-3.47%,-3.64%,89.85,89.82,13.38,103.2,9.50%,51%,29%,16%,0.55,-1.54,2.78,AA,4.90%,15
114,济川转债,110038,2017-11-29,济川药业,600566,医药,115.18,-0.88%,1.71%,37.42,1.41%,3.1,0.40%,40.04,6.13,-6.50%,93.46,23.20%,3.60年,1.60年,2.10%,1.90%,6.3,-1.59%,-2.03%,-1.68%,-6.90%,-7.06%,93.48,92.03,12.48,104.51,10.20%,36%,35%,15%,0.59,-1.6,2.93,AA,4.80%,11
115,嘉澳转债,113502,2017-11-27,嘉澳环保,603822,城市公用设施,104.4,0.16%,-0.25%,31.18,-0.35%,4.7,2.40%,45.27,3.23,-31.10%,68.88,51.60%,4.59年,2.59年,8.10%,5.60%,1.9,1.75%,1.23%,1.65%,-0.35%,-0.59%,88.48,87.36,5.78,93.14,12.10%,58%,38%,17%,0.25,-2.18,2.88,AA-,5.90%,41
116,久立转2,128019,2017-12-01,久立特材,2318,石油天然气化工,121.8,3.09%,0.49%,8.94,4.68%,7.7,0.60%,8.22,2.53,8.80%,108.76,12.00%,4.58年,2.58年,13.80%,15.00%,10.4,-2.18%,-2.58%,-2.26%,-5.94%,-6.13%,91.45,90.59,27.79,118.38,2.90%,34%,23%,17%,0.76,-0.09,1.62,AA,4.50%,11
117,时达转债,128018,2017-12-04,新时达,2527,机械装备制造,109.44,-0.20%,0.08%,7.3,-0.95%,12,1.30%,11.83,1.59,-38.30%,61.71,77.40%,4.58年,2.58年,19.40%,12.00%,8.8,0.28%,-0.16%,0.19%,-2.10%,-2.32%,88.7,86.2,4.25,90.45,21.00%,35%,52%,16%,0.12,-3.45,4.26,AA,5.80%,43
118,小康转债,113016,2017-11-21,小康股份,601127,汽车,108.94,-1.15%,1.67%,16.84,0.78%,5.8,0.60%,17.2,3.2,-2.10%,97.91,11.30%,4.58年,2.58年,5.50%,5.40%,8.8,0.38%,-0.06%,0.29%,-1.93%,-2.16%,91.24,90.3,19.38,109.68,-0.70%,40%,19%,16%,0.67,0.49,0.85,AA,4.70%,33
119,隆基转债,113015,2017-11-20,隆基股份,601012,能源电力,128,0.39%,-2.29%,27.09,-2.34%,42,1.20%,22.98,5.07,17.90%,117.89,8.60%,4.57年,2.57年,3.70%,4.40%,28,-3.26%,-3.65%,-3.34%,-7.68%,-7.86%,92.2,91.77,33.73,125.49,2.00%,48%,17%,16%,0.81,0.31,1.31,AA+,4.20%,10
120,金禾转债,128017,2017-11-27,金禾实业,2597,石油天然气化工,140.995,19.20%,-12.80%,22.47,9.99%,258,31.80%,23.32,3.33,-3.60%,96.36,46.30%,4.57年,2.57年,4.80%,4.60%,6,-5.32%,-5.70%,-5.40%,-10.80%,-11.00%,90.95,89.72,19.08,108.8,29.60%,36%,37%,17%,0.64,-4.32,6.87,AA,4.70%,18
121,林洋转债,113014,2017-11-13,林洋能源,601222,能源电力,106.51,-0.73%,0.29%,5.91,-2.15%,18,0.50%,8.76,1.13,-32.50%,67.47,57.90%,4.55年,2.55年,28.80%,19.40%,30,0.89%,0.44%,0.80%,-1.13%,-1.36%,89.2,86.92,5.28,92.2,15.50%,83%,43%,16%,0.2,-2.66,3.38,AA,5.60%,16
122,雨虹转债,128016,2017-10-20,东方雨虹,2271,建筑,123,3.09%,1.14%,23.3,6.20%,36,1.60%,22.63,4.64,3.00%,102.96,19.50%,4.46年,2.46年,5.30%,5.40%,18.4,-2.45%,-2.86%,-2.54%,-6.55%,-6.76%,92.29,91.66,21.85,113.51,8.40%,51%,31%,16%,0.68,-1.04,2.49,AA+,4.30%,8
123,国君转债,113013,2017-07-24,国泰君安,601211,金融,120.8,-1.71%,-0.09%,20.53,-2.79%,167,1.90%,19.8,1.59,3.70%,103.69,16.50%,4.24年,无权,3.90%,4.10%,70,-2.27%,-2.68%,-2.35%,无权,无权,无权,93.29,22.03,115.33,4.70%,26%,26%,17%,0.64,-0.25,1.54,AAA,4.00%,23
124,久其转债,128015,2017-07-18,久其软件,2279,计算机及应用,106.501,-2.79%,2.03%,10.08,-2.14%,22,2.60%,12.86,3.64,-21.60%,78.38,35.90%,4.17年,2.17年,10.90%,8.50%,7.8,1.31%,0.76%,1.20%,-1.42%,-1.66%,91.48,91,7.68,98.68,7.90%,70%,34%,17%,0.36,-1.39,2.18,AA,5.30%,36
125,模塑转债,127004,2017-08-16,模塑科技,700,汽车,100.296,-0.50%,0.41%,4.08,-1.92%,8.3,1.00%,7.72,1.4,-47.20%,52.85,89.80%,4年54天,2年54天,24.30%,12.80%,8.2,3.43%,2.75%,3.29%,1.38%,1.08%,90.77,91.15,1.04,92.19,8.80%,53%,43%,17%,0.05,-1.61,1.77,AA,5.90%,64
126,永东转债,128014,2017-07-18,永东股份,2753,石油天然气化工,107,-0.09%,0.27%,12.01,0.33%,17,4.60%,13.53,2.98,-11.20%,88.77,20.50%,4年8天,2年8天,8.40%,7.50%,3.4,1.40%,0.80%,1.28%,-1.52%,-1.83%,92.73,92.57,12.31,104.88,2.00%,60%,22%,17%,0.52,-0.24,1.27,AA-,5.20%,44
127,骆驼转债,113012,2017-07-18,骆驼股份,601311,汽车,113.52,-2.17%,-1.55%,13.35,-5.59%,15,2.50%,13.44,2.03,-0.70%,99.33,14.30%,3.96年,1.96年,4.40%,4.40%,5.1,-1.08%,-1.49%,-1.17%,-4.69%,-4.91%,93.13,91.1,18.72,109.82,3.40%,35%,20%,16%,0.67,-0.27,1.61,AA,4.70%,25
128,光大转债,113011,2017-07-18,光大银行,601818,金融,117.58,-0.11%,0.57%,4.26,0.71%,150,0.40%,4.13,0.78,3.10%,103.15,14.00%,3.94年,无权,13.40%,13.80%,300,-1.87%,-2.30%,-1.95%,无权,无权,无权,93.92,19.89,113.81,3.30%,18%,21%,16%,0.64,0.02,1.27,AAA,4.00%,26
129,洪涛转债,128013,2016-08-23,洪涛股份,2325,建筑,102.05,0.44%,-0.44%,3.91,0.00%,18,1.50%,9.98,1.33,-60.80%,39.18,160%,3.31年,1.31年,24.60%,9.60%,12,3.00%,2.29%,2.86%,0.50%,0.13%,94.41,93.01,2.22,95.24,7.20%,35%,56%,16%,0,-1.34,1.36,AA,6.00%,74
130,海印转债,127003,2016-07-01,海印股份,861,商业零售,114.892,-0.68%,0.27%,3.19,-0.62%,15,1.20%,3.03,2.21,5.30%,105.28,9.10%,3.17年,1.17年,16.00%,16.80%,11.1,-0.17%,-0.98%,-0.33%,-8.07%,-8.43%,96.78,99.21,17.15,116.36,-1.30%,26%,16%,16%,0.66,0.68,0.65,AA,4.70%,100
131,辉丰转债,128012,2016-05-17,辉丰股份,2496,石油天然气化工,113,10.80%,-10.80%,3.7,10.10%,293,31.70%,7.71,1.61,-52.00%,47.99,135%,3年12天,1年12天,15.10%,7.30%,8.5,-1.94%,-2.34%,-2.02%,-5.76%,-6.54%,97.16,87.21,10.56,97.77,15.60%,85%,58%,17%,0,-2.73,2.95,A+,7.00%,79
132,顺昌转债,128010,2016-02-23,澳洋顺昌,2245,交通运输,104.95,-0.62%,0.60%,5.24,-2.42%,5.5,1.00%,9.28,1.94,-43.50%,56.47,85.90%,2.79年,0.79年,9.90%,5.60%,5.1,2.13%,1.37%,1.98%,-3.08%,-3.45%,96.37,94.77,2.25,97.02,8.20%,43%,47%,17%,0,-1.51,1.56,AA,6.00%,20
133,广汽转债,113009,2016-02-04,广汽集团,601238,汽车,113.71,-1.34%,1.49%,13.12,0.38%,24,0.80%,14.74,1.76,-11.00%,89.01,27.80%,2.79年,0.79年,1.90%,1.70%,25.5,-1.53%,-2.11%,-1.64%,-11.10%,-11.40%,98.01,97.85,6.52,104.38,8.90%,34%,34%,15%,0.37,-1.27,2.07,AAA,4.00%,8
134,九州转债,110034,2016-01-29,九州通,600998,医药,111,-0.63%,0.33%,15.74,-1.01%,6.5,0.40%,18.42,2,-14.50%,85.45,29.90%,2.77年,0.77年,5.10%,4.30%,15,-0.20%,-0.88%,-0.33%,-6.91%,-7.64%,99.42,97.31,5.23,102.54,8.30%,26%,29%,15%,0.29,-1.31,1.95,AA+,4.70%,13
135,国贸转债,110033,2016-01-19,厦门国贸,600755,交通运输,118.53,-1.23%,-0.50%,9.42,-2.48%,4.1,0.20%,8.61,1.39,9.40%,109.41,8.30%,2.74年,0.74年,8.50%,9.30%,14.6,-2.36%,-3.08%,-2.51%,-15.80%,-16.10%,97.87,99.14,18.1,117.24,1.10%,35%,18%,15%,0.7,0.41,0.99,AA+,4.30%,10
136,蓝标转债,123001,2016-01-18,蓝色光标,300058,传媒娱乐,129.2,-2.86%,0.29%,5.58,-2.96%,53,8.70%,4.31,1.93,29.50%,129.47,-0.20%,2.69年,0.69年,3.50%,4.60%,4.7,-5.46%,-6.17%,-5.60%,-25.10%,-25.40%,98.22,99.64,35.32,134.96,-4.30%,39%,<2%,17%,0.87,1.7,0.11,AA,4.30%,59
137,航信转债,110031,2015-06-30,航天信息,600271,计算机及应用,114.65,-0.95%,0.83%,29.54,-1.70%,6.5,0.20%,42.38,5.15,-30.30%,69.7,64.50%,2.18年,0.18年,4.40%,3.00%,24,-1.92%,-2.75%,-2.08%,-35.50%,-36.40%,100.4,101.16,0.78,101.94,12.50%,54%,54%,17%,0.07,-2.14,2.43,AAA,4.00%,8
138,电气转债,113008,2015-02-16,上海电气,601727,能源电力,123.4,-1.56%,1.56%,6.26,0.00%,82,1.10%,5.19,1.61,20.60%,120.62,2.30%,1.82年,回售中,6.50%,7.80%,59.9,-7.05%,-7.82%,-7.21%,回售中,回售中,103,100.7,23.7,124.39,-0.80%,50%,21%,16%,0.81,1.02,0.62,AAA,4.00%,15
139,格力转债,110030,2015-01-13,格力地产,600185,地产,107.77,-0.68%,0.59%,5.8,-1.36%,6.9,1.50%,6.94,1.59,-16.40%,83.57,29.00%,0.71年,回售中,3.60%,3.00%,4.3,-2.29%,-3.84%,-2.60%,回售中,回售中,103,101.77,0.39,102.17,5.50%,70%,48%,16%,0.06,-0.97,1.1,AA,5.90%,10
