,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,CP/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
71,海澜转债,110045,2018-07-31,海澜之家,600398,服装纺织,104.46,-0.17%,-0.12%,9.41,-0.84%,13,0.40%,12.4,4.49,-24.10%,75.89,37.70%,5.23年,3.23年,7.10%,5.40%,30,1.34%,0.92%,1.26%,-0.47%,-0.63%,88.22,88.55,7.68,96.23,8.60%,30%,29%,16%,0.35,-1.41,2.19,AA+,4.70%,39
72,安井转债,113513,2018-07-31,安井食品,603345,食品饮料,114.84,0.55%,1.30%,39.95,2.25%,11,1.90%,35.46,4.19,12.70%,112.66,1.90%,5.23年,3.23年,5.80%,6.50%,5,-0.30%,-0.75%,-0.39%,-3.01%,-3.21%,89.51,90.5,31.47,121.97,-5.80%,51%,<2%,16%,0.82,1.72,0.01,AA-,4.40%,23
73,景旺转债!,113512,2018-07-24,景旺电子,603228,电子,122.05,0.04%,0.20%,61.27,0.25%,75,21.40%,49.85,5.28,22.90%,122.91,-0.70%,5.21年,3.21年,1.10%,1.40%,2.9,-1.44%,-1.89%,-1.53%,-4.73%,-4.93%,91.05,92.75,30.16,122.91,-0.70%,38%,<2%,16%,1,1.15,0.86,AA,4.00%,6
74,博世转债,123010,2018-08-14,博世科,300422,城市公用设施,108.623,-0.15%,0.55%,12.36,0.57%,1.4,0.30%,12.45,3.34,-0.70%,99.28,9.40%,5.21年,3.21年,9.80%,9.70%,4.3,0.83%,0.36%,0.74%,-1.35%,-1.56%,88.93,89.47,22.53,111.99,-3.00%,68%,14%,17%,0.7,0.86,0.57,AA-,4.70%,38
75,湖广转债,127007,2018-08-01,湖北广电,665,传媒娱乐,118.88,0.05%,0.80%,9.38,1.08%,4.6,0.30%,7.92,0.84,18.40%,118.43,0.40%,5.19年,3.19年,21.50%,25.50%,13.7,-0.89%,-1.36%,-0.98%,-3.92%,-4.14%,90.81,92.17,36.02,128.19,-7.30%,32%,<2%,17%,0.79,2.28,-0.52,AA+,4.20%,36
76,广电转债,110044,2018-07-24,广电网络,600831,传媒娱乐,159.75,0.11%,0.49%,11.1,0.63%,23,9.50%,6.91,1.31,60.60%,160.64,-0.60%,5.19年,3.19年,2.00%,3.20%,1.6,-6.52%,-6.93%,-6.60%,-11.90%,-12.00%,90.81,92.33,74.2,166.53,-4.10%,42%,<2%,17%,0.94,1.74,0.22,AA,4.10%,11
77,千禾转债,113511,2018-07-10,千禾味业,603027,食品饮料,108.03,0.03%,0.88%,22.61,1.57%,2.4,0.60%,25.85,6.61,-12.50%,87.47,23.50%,5.17年,3.17年,4.80%,4.20%,3.6,0.91%,0.44%,0.81%,-1.26%,-1.46%,88.03,88.1,14.3,102.4,5.50%,57%,26%,16%,0.58,-0.97,2.18,AA-,5.10%,39
78,再升转债,113510,2018-07-13,再升科技,603601,城市公用设施,105.06,0.09%,0.32%,9.66,0.94%,1.9,1.60%,11.32,4.52,-14.70%,85.34,23.10%,5.17年,1.17年,2.20%,1.90%,1.1,1.50%,1.02%,1.41%,-2.80%,-2.97%,94.3,86.74,15.73,102.47,2.50%,65%,23%,17%,0.43,-0.31,1.17,AA-,5.40%,32
79,华通转债,128040,2018-07-13,华通医药,2758,医药,113.899,0.00%,0.00%,12.66,0.00%,0,0.00%,11.45,3.74,10.60%,110.57,3.00%,5年55天,3年55天,8.40%,9.30%,2.2,-0.10%,-0.57%,-0.20%,-2.79%,-3.00%,89.72,90.55,31.15,121.7,-6.40%,76%,<2%,18%,0.78,1.78,-0.11,AA-,4.50%,56
80,三力转债,128039,2018-06-29,三 力 士,2224,机械装备制造,122.76,1.62%,-0.27%,7.18,1.56%,3,0.50%,5.84,2.2,22.90%,122.95,-0.20%,5年49天,3年49天,9.50%,11.60%,4.7,-2.05%,-2.41%,-2.12%,-5.12%,-5.30%,89.99,89.36,41.29,130.66,-6.00%,37%,<2%,17%,0.87,1.92,-0.07,AA-,4.30%,23
81,新泉转债,113509,2018-06-22,新泉股份,603179,汽车,109.72,-0.66%,0.55%,18.49,-0.16%,3.3,0.70%,18.89,2.82,-2.10%,97.88,12.10%,5年45天,3年45天,10.70%,10.50%,4.5,0.25%,-0.15%,0.17%,-1.74%,-1.95%,89.36,88.46,22,110.47,-0.70%,55%,18%,17%,0.68,0.45,0.91,AA,4.60%,30
82,新凤转债,113508,2018-05-16,新凤鸣,603225,服装纺织,105.72,-0.10%,0.18%,14.83,0.14%,18,0.80%,16.83,1.83,-11.90%,88.12,20.00%,5年6.3天,3年6.3天,12.20%,10.70%,21.5,1.38%,0.90%,1.28%,-0.64%,-0.86%,89.14,89.46,13.83,103.3,2.30%,56%,21%,16%,0.56,-0.28,1.41,AA,4.90%,30
83,天马转债,113507,2018-05-07,天马科技,603668,农业,130.93,0.20%,0.08%,9.67,0.31%,7.2,4.30%,7.37,2.47,31.20%,131.21,-0.20%,4.99年,2.99年,4.10%,5.40%,1.3,-2.98%,-3.42%,-3.06%,-7.26%,-7.44%,90.71,91.97,46.57,138.54,-5.50%,53%,<2%,17%,0.89,1.86,0.01,AA-,4.30%,23
84,鼎信转债!,113506,2018-05-14,鼎信通讯,603421,能源电力,133.47,1.81%,-0.20%,29.15,1.60%,7.3,12.80%,21.65,4.19,34.60%,134.64,-0.90%,4.98年,2.98年,0.30%,0.40%,0.4,-3.81%,-4.17%,-3.88%,-7.94%,-8.11%,91.17,91.02,43.62,134.64,-0.90%,51%,<2%,16%,1,1.18,0.83,AA,4.00%,21
85,金农转债,128036,2018-04-02,金新农,2548,农业,148.2,0.81%,-0.35%,14.36,0.49%,120,18.80%,9.62,3.26,49.30%,149.27,-0.70%,4.89年,2.89年,7.50%,11.10%,4.3,-5.85%,-6.22%,-5.93%,-11.00%,-11.20%,91.41,91.24,63.84,155.07,-4.40%,39%,<2%,17%,0.94,1.78,0.17,AA-,4.20%,53
86,利欧转债!,128038,2018-04-19,利欧股份,2131,传媒娱乐,127.7,2.15%,1.12%,2.21,3.27%,69,22.60%,1.72,1.15,28.50%,128.49,-0.60%,4.92年,2.92年,1.60%,2.10%,2.4,-2.35%,-2.84%,-2.45%,-6.68%,-6.86%,91.6,94.14,34.35,128.49,-0.60%,80%,72%,16%,1,1.13,0.88,AA,4.00%,59
87,岩土转债,128037,2018-04-25,中化岩土,2542,建筑,100.01,0.01%,0.22%,5.5,0.92%,3,0.50%,8.03,4.03,-31.50%,68.49,46.00%,4.91年,2.91年,6.00%,4.10%,6,2.53%,2.03%,2.43%,1.07%,0.85%,87.75,87.16,5.28,92.44,8.20%,54%,31%,16%,0.25,-1.52,2.11,AA,5.50%,70
88,敖东转债,127006,2018-05-11,吉林敖东,623,金融,108.289,0.08%,0.13%,19.39,0.36%,4.9,0.20%,20.82,1.18,-6.90%,93.13,16.30%,4.90年,2.90年,10.70%,10.00%,24.1,0.02%,-0.30%,-0.04%,-1.92%,-2.05%,89.49,87.99,17.2,105.19,2.90%,31%,21%,16%,0.59,-0.15,1.34,AA+,4.40%,36
89,长证转债,127005,2018-04-11,长江证券,783,金融,116.53,-1.00%,1.51%,7.84,0.77%,77,1.30%,7.45,1.57,5.20%,105.23,10.70%,4.90年,无权,11.50%,12.10%,50,-1.25%,-1.61%,-1.32%,无权,无权,无权,90.84,26.12,116.96,-0.40%,31%,21%,18%,0.67,0.79,0.56,AAA,4.00%,32
90,星源转债,123009,2018-04-10,星源材质,300568,汽车,121.112,-0.43%,-0.78%,31.82,-1.49%,3.4,0.60%,27.69,3.72,14.90%,114.92,5.40%,4.88年,2.88年,7.90%,9.00%,4.8,-1.93%,-2.30%,-2.00%,-5.20%,-5.37%,90.53,89.81,33.64,123.45,-1.90%,64%,13%,17%,0.81,0.95,0.69,AA,4.40%,14
91,杭电转债,113505,2018-03-27,杭电股份,603618,能源电力,114.1,3.11%,1.10%,8.31,5.19%,238,27.20%,7.29,2.31,14.00%,113.99,0.10%,4.88年,2.88年,13.70%,15.60%,7.8,-0.24%,-0.71%,-0.33%,-3.24%,-3.44%,90.75,91.86,31.07,122.93,-7.20%,42%,<2%,16%,0.81,2.11,-0.35,AA,4.40%,44
92,艾华转债,113504,2018-03-23,艾华集团,603989,电子,109.05,0.10%,-0.26%,20.75,-0.24%,3.7,0.50%,21.73,4.48,-4.50%,95.49,14.20%,4.87年,2.87年,8.50%,8.20%,6.9,0.33%,-0.08%,0.25%,-1.78%,-1.99%,89.98,88.99,18.72,107.72,1.20%,40%,18%,16%,0.65,0.07,1.24,AA,4.70%,9
93,康泰转债!,123008,2018-03-19,康泰生物,300601,医药,167,-0.95%,0.29%,52.53,-0.66%,14,14.00%,31.23,12.67,68.20%,168.2,-0.70%,4.78年,2.78年,0.20%,0.30%,0.6,-8.35%,-8.70%,-8.42%,-14.80%,-10.00%,92.09,92.17,76.04,168.2,-0.70%,68%,<2%,16%,1,1.15,0.86,AA-,4.00%,6
94,玲珑转债,113019,2018-03-22,玲珑轮胎,601966,汽车,113.84,-1.01%,-0.13%,18.58,-1.95%,7.7,0.30%,18.84,2.39,-1.40%,98.62,15.40%,3.86年,1.86年,9.00%,8.80%,20,-0.19%,-0.80%,-0.31%,-5.39%,-5.55%,93.22,95.79,14.96,110.75,2.80%,34%,21%,16%,0.58,-0.12,1.28,AA+,4.40%,18
95,大族转债,128035,2018-03-05,大族激光,2008,电子,109.168,0.15%,0.51%,42.89,1.68%,22,0.90%,52.5,6.84,-18.30%,81.7,33.60%,4.80年,2.80年,5.00%,4.10%,23,-0.15%,-0.48%,-0.21%,-1.37%,-1.68%,91.75,87.57,11.25,98.83,10.50%,39%,32%,16%,0.4,-1.69,2.62,AA+,4.60%,17
96,无锡转债,110043,2018-03-14,无锡银行,600908,金融,110.71,-0.28%,0.70%,6.85,0.59%,34,1.00%,6.7,1.21,2.20%,102.24,8.30%,4.78年,无权,23.70%,24.20%,30,-1.04%,-1.25%,-1.08%,无权,无权,无权,86.5,25.79,112.29,-1.40%,46%,18%,18%,0.71,0.86,0.58,AA+,4.30%,55
97,江银转债,128034,2018-02-14,江阴银行,2807,金融,116.736,0.06%,0.09%,5.46,0.18%,9,0.40%,4.68,0.82,16.70%,116.67,0.10%,4.77年,无权,14.80%,17.30%,17.6,-1.33%,-1.70%,-1.40%,无权,无权,无权,90.28,34.8,125.08,-6.70%,50%,<2%,18%,0.79,2.14,-0.42,AA+,4.20%,55
98,常熟转债!,113018,2018-02-06,常熟银行,601128,金融,144.53,-0.88%,-0.43%,8.32,-1.30%,37,3.20%,5.76,1.11,44.40%,144.44,0.10%,4.75年,无权,3.80%,5.40%,7.9,-5.73%,-6.07%,-5.80%,无权,无权,无权,91.22,53.22,144.44,0.10%,42%,<2%,18%,1,0.99,1.01,AA+,4.00%,30
99,道氏转债,123007,2018-01-26,道氏技术,300409,建筑,132.6,4.94%,1.11%,20.4,6.64%,145,36.20%,15.2,3.89,34.20%,134.21,-1.20%,4.69年,2.69年,3.30%,4.40%,3.1,-3.60%,-4.04%,-3.69%,-8.37%,-8.57%,92.07,92.62,48.14,140.77,-5.80%,77%,<2%,16%,0.91,2.01,-0.08,AA-,4.20%,20
100,迪龙转债,128033,2018-01-29,雪迪龙,2658,城市公用设施,109,0.46%,0.16%,9.16,0.88%,5.6,1.00%,9.03,2.71,1.40%,101.44,7.50%,4.69年,2.69年,9.40%,9.50%,5.2,0.26%,-0.15%,0.18%,-1.96%,-2.16%,90.72,89.67,22.96,112.63,-3.20%,38%,14%,17%,0.7,1.04,0.39,AA,4.60%,53
101,吉视转债,113017,2018-01-15,吉视传媒,601929,传媒娱乐,108.3,0.45%,-0.23%,2.93,0.34%,4.5,0.30%,2.96,1.35,-1.00%,98.99,9.40%,4.69年,2.69年,17.10%,16.90%,15.6,0.40%,-0.01%,0.32%,-1.74%,-1.94%,91.33,90.65,19.84,110.49,-2.00%,28%,14%,16%,0.65,0.91,0.41,AA+,4.40%,32
102,航电转债,110042,2018-01-15,中航电子,600372,航空航天,121.99,0.07%,0.07%,17.27,0.17%,22,0.70%,14.23,3.52,21.40%,121.36,0.50%,4.68年,2.68年,7.90%,9.60%,24,-2.26%,-2.64%,-2.34%,-5.71%,-5.91%,92.46,91.7,37.29,128.99,-5.40%,35%,<2%,16%,0.81,2.01,-0.27,AAA,4.00%,14
103,蒙电转债,110041,2018-01-09,内蒙华电,600863,能源电力,115.65,0.36%,0.77%,3.22,1.58%,32,1.50%,2.92,1.58,10.30%,110.27,4.90%,4.67年,2.67年,10.00%,11.00%,18.7,-0.91%,-1.33%,-0.99%,-3.89%,-4.11%,92.58,92.66,27.4,120.06,-3.70%,22%,12%,16%,0.72,1.53,-0.02,AAA,4.00%,21
104,双环转债,128032,2018-01-25,双环传动,2472,机械装备制造,104.86,-0.02%,0.15%,7.25,0.42%,2.2,0.20%,9.99,2.08,-27.40%,72.57,44.50%,4.68年,2.68年,20.10%,14.60%,10,1.21%,0.77%,1.12%,-0.53%,-0.75%,88.99,86.97,7.14,94.11,11.40%,54%,35%,16%,0.29,-2.01,2.77,AA,5.40%,17
105,天康转债,128030,2018-01-29,天康生物,2100,农业,125.301,2.29%,-0.20%,10.31,2.38%,35,2.80%,8.15,2.53,26.50%,126.5,-1.00%,4.67年,2.67年,10.10%,12.70%,10,-2.26%,-2.74%,-2.36%,-6.61%,-6.82%,91.86,93.19,40.57,133.76,-6.30%,32%,<2%,16%,0.87,2.08,-0.2,AA,4.30%,15
106,太阳转债,128029,2018-01-16,太阳纸业,2078,造纸包装印刷,110,-0.03%,0.33%,7.81,0.64%,7.2,0.50%,8.75,1.84,-10.70%,89.26,23.20%,3.67年,1.67年,5.90%,5.30%,12,-0.43%,-0.85%,-0.51%,-4.30%,-4.45%,93.53,92.16,10.65,102.81,7.00%,37%,29%,16%,0.47,-0.95,1.93,AA+,4.50%,6
107,赣锋转债,128028,2018-01-19,赣锋锂业,2460,有色金属,105.6,-0.55%,0.44%,28.53,-0.49%,6.7,0.70%,42.58,7.26,-33.00%,67,57.60%,4.67年,2.67年,2.50%,1.70%,9.3,0.85%,0.46%,0.77%,-1.03%,-1.21%,87.99,85.54,6.1,91.64,15.20%,70%,44%,17%,0.21,-2.62,3.35,AA,5.60%,21
108,东财转债!,123006,2018-01-29,东方财富,300059,金融,168.99,1.96%,0.05%,19.25,2.01%,336,16.60%,11.36,4.06,69.50%,169.45,-0.30%,4.67年,2.67年,1.20%,1.90%,12,-8.79%,-9.15%,-8.86%,-10.90%,-11.00%,91.54,92.24,77.22,169.45,-0.30%,57%,<2%,17%,1,1.06,0.95,AA,4.00%,23
109,铁汉转债,123004,2018-01-26,铁汉生态,300197,城市公用设施,115.475,-0.85%,0.30%,4.56,-0.65%,2.8,0.50%,3.99,1.43,14.30%,114.29,1.00%,4.66年,2.66年,4.50%,5.10%,4.8,-0.99%,-1.40%,-1.08%,-3.97%,-4.17%,91.49,90.85,30.89,121.74,-5.10%,67%,<2%,15%,0.84,1.73,0.03,AA,4.30%,53
110,崇达转债,128027,2018-01-22,崇达技术,2815,电子,120,0.42%,-0.89%,17.41,-0.57%,3.5,0.40%,15.09,4.56,15.40%,115.37,4.00%,4.66年,2.66年,5.40%,6.20%,7.8,-1.73%,-2.14%,-1.81%,-5.21%,-5.42%,91.69,91.22,32.43,123.66,-3.00%,63%,<2%,16%,0.82,1.22,0.46,AA,4.40%,12
111,泰晶转债,113503,2018-01-02,泰晶科技,603738,电子,108.08,0.35%,1.87%,17.38,3.45%,8.3,3.60%,17.99,4.76,-3.40%,96.61,11.90%,4.66年,2.66年,7.80%,7.50%,2.2,0.96%,0.45%,0.86%,-1.57%,-1.80%,90.91,91.52,17.84,109.36,-1.20%,62%,18%,16%,0.65,0.54,0.76,AA,4.70%,38
112,众兴转债,128026,2018-01-03,众兴菌业,2772,农业,99.875,0.18%,0.27%,8.47,1.44%,12,1.30%,11.64,1.71,-27.20%,72.77,37.30%,4.65年,2.65年,29.50%,21.50%,9.2,2.32%,1.87%,2.23%,1.25%,1.01%,88.5,86.05,7.6,93.65,6.60%,53%,28%,16%,0.31,-1.26,1.93,AA-,5.70%,42
113,蓝思转债,123003,2018-01-17,蓝思科技,300433,电子,106.166,0.16%,0.13%,9.51,0.53%,60,1.20%,10.46,2.52,-9.10%,90.92,16.80%,4.64年,2.64年,12.90%,11.70%,48,0.84%,0.42%,0.76%,-1.07%,-1.27%,91.28,90.43,14.57,105,1.10%,87%,19%,16%,0.54,0.15,0.93,AA+,4.50%,36
114,特一转债,128025,2017-12-28,特一药业,2728,医药,113.649,0.13%,0.86%,16.87,1.26%,1,0.30%,15.45,2.96,9.20%,109.19,4.10%,4.63年,2.63年,10.00%,10.90%,3.4,-0.65%,-1.06%,-0.74%,-3.46%,-3.66%,91.1,90.14,28.5,118.64,-4.20%,36%,12%,17%,0.78,1.33,0.28,AA-,4.50%,29
115,宁行转债,128024,2018-01-12,宁波银行,2142,金融,129.71,0.86%,0.11%,23.39,1.17%,108,1.20%,18.01,1.45,29.90%,129.87,-0.10%,4.63年,无权,5.90%,7.60%,71.4,-3.74%,-4.08%,-3.81%,无权,无权,无权,91.17,45.57,136.74,-5.10%,30%,<2%,18%,0.83,1.99,-0.21,AAA,4.00%,30
116,亚太转债,128023,2017-12-26,亚太股份,2284,汽车,98.382,0.02%,0.06%,6.22,0.65%,4.1,0.40%,10.34,2.9,-39.80%,60.15,63.50%,4.63年,2.63年,21.80%,13.10%,10,3.06%,2.53%,2.95%,1.78%,1.54%,88.51,87.58,3.29,90.87,8.30%,37%,35%,17%,0.13,-1.51,1.84,AA,5.70%,42
117,众信转债,128022,2017-12-28,众信旅游,2707,旅游餐饮酒店,110.001,-0.02%,0.62%,7.74,0.91%,2.9,0.40%,7.92,2.98,-2.30%,97.73,12.60%,4.62年,2.62年,10.20%,10.00%,7,0.06%,-0.35%,-0.02%,-2.33%,-2.54%,90.82,89.64,20.2,109.84,0.10%,57%,19%,17%,0.66,0.3,1.02,AA,4.70%,11
118,兄弟转债,128021,2017-12-27,兄弟科技,2562,医药,120.2,3.18%,2.03%,6.46,6.08%,18,3.00%,5.35,2.21,20.70%,120.75,-0.50%,4.61年,2.61年,9.00%,10.90%,5.1,-1.88%,-2.28%,-1.96%,-5.43%,-5.63%,91.8,91.22,36.68,127.91,-6.00%,68%,<2%,16%,0.86,1.98,-0.15,AA,4.30%,21
119,国祯转债,123002,2017-12-25,国祯环保,300388,城市公用设施,127.199,0.44%,-0.60%,11.08,-0.18%,7.4,1.00%,8.72,2.34,27.10%,127.06,0.10%,4.60年,2.60年,9.50%,12.10%,5.8,-3.10%,-3.50%,-3.18%,-7.38%,-7.57%,91.98,91.49,42,133.49,-4.70%,51%,<2%,16%,0.89,1.75,0.1,AA,4.20%,8
120,生益转债,110040,2017-12-11,生益科技,600183,电子,122.95,0.65%,0.00%,14.09,0.79%,9,0.40%,11.62,4.03,21.30%,121.26,1.40%,4.60年,无权,5.90%,7.20%,17.7,-2.37%,-2.77%,-2.45%,无权,无权,无权,91.74,36.71,128.46,-4.30%,46%,<2%,16%,0.84,1.66,0.09,AA+,4.20%,9
121,水晶转债,128020,2017-12-12,水晶光电,2273,电子,110.01,0.47%,0.24%,13.8,1.40%,4.9,0.40%,16,3.76,-13.70%,86.25,27.50%,4.58年,2.58年,9.90%,8.50%,11.8,0.32%,-0.15%,0.23%,-2.55%,-2.72%,89.79,89.63,11.7,101.33,8.60%,51%,30%,16%,0.51,-1.45,2.58,AA,5.00%,17
122,济川转债,110038,2017-11-29,济川药业,600566,医药,113.33,-0.63%,0.78%,38.18,0.24%,13,1.80%,40.04,6.56,-4.60%,95.35,18.90%,3.57年,1.57年,2.00%,1.90%,6.3,-1.15%,-1.60%,-1.24%,-6.14%,-6.31%,93.72,92.39,13.45,105.84,7.10%,36%,29%,15%,0.63,-1.02,2.34,AA,4.70%,9
123,嘉澳转债,113502,2017-11-27,嘉澳环保,603822,城市公用设施,100.9,-0.02%,-0.04%,30.3,-0.26%,0.4,0.20%,45.27,4.69,-33.10%,66.93,50.80%,4.56年,2.56年,8.30%,5.60%,1.9,2.55%,2.01%,2.44%,0.91%,0.66%,88.47,87.25,5.12,92.37,9.20%,58%,34%,17%,0.22,-1.71,2.27,AA-,5.90%,42
124,久立转2,128019,2017-12-01,久立特材,2318,石油天然气化工,114.998,0.48%,-1.76%,8.15,-1.81%,9.7,0.80%,7.92,2.24,2.90%,102.9,11.80%,4.55年,2.55年,15.20%,15.60%,10.4,-0.93%,-1.34%,-1.01%,-3.98%,-4.18%,91.32,90.29,23.47,113.76,1.10%,34%,18%,17%,0.71,0.18,1.24,AA,4.60%,12
125,时达转债,128018,2017-12-04,新时达,2527,机械装备制造,106,0.05%,0.50%,7.16,0.85%,6.5,0.70%,7.45,1.62,-3.90%,96.11,10.30%,4.55年,2.55年,19.80%,19.00%,8.8,1.00%,0.55%,0.91%,-0.95%,-1.19%,91.27,90.27,18.05,108.31,-2.10%,35%,15%,16%,0.65,0.78,0.54,AA,4.70%,41
126,小康转债,113016,2017-11-21,小康股份,601127,汽车,107.33,0.02%,0.46%,16.93,0.71%,6.2,0.70%,17.2,3.27,-1.60%,98.43,9.00%,4.55年,2.55年,5.50%,5.40%,8.8,0.72%,0.27%,0.63%,-1.41%,-1.64%,91.38,90.44,19.62,110.06,-2.50%,40%,14%,16%,0.67,0.87,0.49,AA,4.70%,35
127,隆基转债,113015,2017-11-20,隆基股份,601012,能源电力,133.3,0.08%,0.10%,24.37,0.21%,86,2.30%,18.76,3.51,29.90%,129.9,2.60%,4.54年,2.54年,3.20%,4.10%,28,-4.16%,-4.54%,-4.23%,-9.14%,-9.33%,92.46,92.13,43.99,136.12,-2.10%,48%,<2%,16%,0.88,1.25,0.53,AA+,4.10%,8
128,金禾转债,128017,2017-11-27,金禾实业,2597,石油天然气化工,112.25,-1.50%,0.38%,20.73,-2.08%,36,5.30%,23.32,3.46,-11.10%,88.89,26.30%,4.54年,2.54年,5.20%,4.60%,6,-0.39%,-0.81%,-0.48%,-3.14%,-3.35%,90.6,89.06,14.72,103.78,8.20%,36%,31%,17%,0.54,-1.31,2.48,AA,4.90%,18
129,林洋转债,113014,2017-11-13,林洋能源,601222,能源电力,104.4,-0.10%,0.19%,5.88,0.51%,14,0.40%,8.76,1.68,-32.90%,67.12,55.50%,4.52年,2.52年,28.90%,19.40%,30,1.35%,0.90%,1.26%,-0.40%,-0.63%,89.29,86.97,5.38,92.35,13.00%,83%,40%,16%,0.19,-2.29,2.89,AA,5.60%,17
130,雨虹转债,128016,2017-10-20,东方雨虹,2271,建筑,112.45,-0.40%,0.17%,20.41,-0.44%,7.1,0.30%,22.63,4.51,-9.80%,90.19,24.70%,4.43年,2.43年,6.00%,5.40%,18.4,-0.44%,-0.87%,-0.53%,-3.33%,-3.54%,92.04,91.16,13.53,104.69,7.40%,51%,28%,16%,0.52,-1.04,2.14,AA+,4.50%,6
131,国君转债,113013,2017-07-24,国泰君安,601211,金融,117.42,0.43%,0.11%,20.21,0.85%,85,1.00%,19.67,1.53,2.70%,102.75,14.30%,4.21年,无权,3.90%,4.00%,70,-1.61%,-2.03%,-1.70%,无权,无权,无权,93.4,21.27,114.67,2.40%,26%,22%,17%,0.63,0.19,1.08,AAA,4.00%,18
132,久其转债,128015,2017-07-18,久其软件,2279,计算机及应用,107.3,0.60%,0.31%,9.24,3.70%,6.9,0.80%,12.86,4.65,-28.10%,71.85,49.30%,4年49天,2年49天,11.90%,8.50%,7.8,1.13%,0.58%,1.02%,-1.76%,-2.01%,91.19,90.37,5.47,95.84,12.00%,70%,40%,17%,0.25,-2.07,2.74,AA,5.50%,38
133,模塑转债,127004,2017-08-16,模塑科技,700,汽车,99.297,0.35%,0.88%,4.93,8.35%,18,2.30%,7.72,2.65,-36.10%,63.86,55.50%,4年43天,2年43天,20.10%,12.80%,8.2,3.72%,3.02%,3.58%,1.85%,1.54%,91.31,92,2.49,94.49,5.10%,53%,33%,17%,0.15,-0.96,1.27,AA,5.70%,68
134,永东转债,128014,2017-07-18,永东股份,2753,石油天然气化工,103.206,0.19%,1.24%,11.45,3.15%,8.4,2.40%,13.53,3.36,-15.40%,84.63,22.00%,3.995年,1.995年,8.80%,7.50%,3.4,2.18%,1.59%,2.06%,-0.18%,-0.44%,91.88,91.48,10.27,101.76,1.40%,60%,23%,17%,0.45,-0.2,1.11,AA-,5.40%,47
135,骆驼转债,113012,2017-07-18,骆驼股份,601311,汽车,112.85,0.12%,-1.87%,13.75,-2.48%,8.9,1.50%,13.44,2,2.30%,102.31,10.30%,3.93年,1.93年,4.30%,4.40%,5.1,-0.94%,-1.35%,-1.02%,-4.49%,-4.71%,93.41,91.51,20.54,112.05,0.70%,35%,16%,16%,0.71,0.3,1.12,AA,4.60%,23
136,光大转债,113011,2017-07-18,光大银行,601818,金融,114.7,-0.29%,0.44%,4.32,0.23%,277,0.80%,4.13,0.76,4.60%,104.6,9.70%,3.91年,无权,13.20%,13.80%,300,-1.25%,-1.68%,-1.33%,无权,无权,无权,94.03,20.78,114.82,-0.10%,19%,18%,16%,0.66,0.73,0.6,AAA,4.00%,23
137,洪涛转债,128013,2016-08-23,洪涛股份,2325,建筑,99.771,-0.04%,0.04%,3.93,-0.25%,3.9,0.30%,9.98,3.39,-60.60%,39.38,153%,3.27年,1.27年,24.40%,9.60%,12,3.76%,3.03%,3.61%,2.11%,1.72%,94.58,93.18,2.13,95.3,4.70%,35%,49%,16%,0,-0.9,0.89,AA,6.00%,76
138,海印转债,127003,2016-07-01,海印股份,861,商业零售,108.598,0.33%,0.07%,3.08,0.65%,15,1.30%,3.03,2.1,1.70%,101.65,6.80%,3年49天,1年49天,16.50%,16.80%,11.1,1.68%,0.84%,1.51%,-4.16%,-4.56%,96.8,99.08,14.63,113.71,-4.50%,25%,10%,16%,0.62,1.35,-0.05,AA,4.80%,100
139,辉丰转债,128012,2016-05-17,辉丰股份,2496,石油天然气化工,100.2,0.20%,-0.20%,3.8,-2.56%,17,2.00%,7.71,3.35,-50.70%,49.29,103%,3年1.3天,1年1.3天,14.70%,7.30%,8.4,2.13%,1.69%,2.04%,4.37%,3.46%,97.35,87.39,10.79,98.18,2.10%,86%,41%,17%,0,-0.41,0.37,A+,7.00%,80
140,顺昌转债,128010,2016-02-23,澳洋顺昌,2245,交通运输,103.94,-0.09%,0.17%,5.94,2.95%,7.4,1.40%,9.26,3.43,-35.90%,64.15,62.00%,2.76年,0.76年,8.70%,5.60%,5.1,2.51%,1.74%,2.36%,-2.16%,-2.54%,96.57,95.04,2.53,97.57,6.50%,42%,42%,17%,0.02,-1.22,1.29,AA,6.00%,26
141,广汽转债,113009,2016-02-04,广汽集团,601238,汽车,116.14,1.49%,-1.67%,14.36,-0.35%,27,0.90%,14.74,1.98,-2.60%,97.42,19.20%,2.76年,0.76年,1.70%,1.70%,25.5,-2.30%,-2.89%,-2.42%,-13.50%,-13.90%,98.13,97.97,10.75,108.72,6.80%,35%,25%,15%,0.52,-0.75,1.81,AAA,4.00%,12
142,九州转债,110034,2016-01-29,九州通,600998,医药,107.53,0.13%,-0.49%,15.19,-1.68%,3.6,0.20%,18.42,2.35,-17.50%,82.46,30.40%,2.74年,0.74年,5.30%,4.30%,15,0.98%,0.27%,0.83%,-3.82%,-4.60%,99.5,97.25,4.24,101.49,6.00%,26%,26%,15%,0.21,-0.95,1.4,AA+,4.80%,15
