,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展/上市日,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
71,千禾转债,113511,2018-07-10,千禾味业,603027,食品饮料,110.18,0.35%,-0.12%,22.3,0.41%,3.9,1.00%,25.85,5.7,-13.70%,86.27,27.70%,5.24年,3.24年,4.90%,4.20%,3.6,0.51%,0.05%,0.42%,-1.81%,-2.00%,87.61,87.62,15.37,103,7.00%,58%,26%,16%,0.56,-1.26,2.48,AA-,5.10%,40
72,广电转债,110044,2018-07-24,广电网络,600831,传媒娱乐,189.37,-0.66%,10.30%,13.5,10.00%,"1,045",210%,6.91,2.56,95.40%,195.37,-3.10%,5.26年,3.26年,2.80%,5.60%,2.6,-9.45%,-9.84%,-9.53%,-15.60%,-15.80%,90.65,92.22,109.67,201.9,-6.20%,40%,33%,17%,0.96,2.3,-0.23,AA,4.10%,13
73,湖广转债,127007,2018-08-01,湖北广电,665,传媒娱乐,131.4,-4.78%,-0.04%,10.48,-5.67%,473,22.90%,7.92,1.11,32.30%,132.32,-0.70%,5.26年,3.26年,23.10%,30.50%,15.4,-2.78%,-3.23%,-2.87%,-6.64%,-6.84%,90.71,92.17,49.52,141.69,-7.30%,32%,<2%,17%,0.85,2.38,-0.5,AA+,4.10%,35
74,博世转债,123010,2018-08-14,博世科,300422,城市公用设施,110.118,0.84%,-0.93%,11.87,-0.17%,7.3,1.60%,14.3,3.19,-17.00%,83.01,32.70%,5.28年,3.28年,10.20%,8.50%,4.3,0.55%,0.09%,0.46%,-1.72%,-1.92%,87.29,87.14,14.46,101.59,8.40%,68%,28%,17%,0.52,-1.57,2.74,AA-,5.20%,33
75,景旺转债,113512,2018-07-24,景旺电子,603228,电子,128.82,-0.79%,0.02%,64.39,-0.88%,28,3.20%,49.85,7.1,29.20%,129.17,-0.30%,5.29年,3.29年,2.60%,3.30%,6.8,-2.44%,-2.88%,-2.53%,-6.12%,-6.31%,90.05,91.35,46.69,138.04,-6.70%,38%,<2%,16%,0.88,2.15,-0.26,AA,4.20%,10
76,安井转债,113513,2018-07-31,安井食品,603345,食品饮料,115.79,0.98%,0.64%,37.75,2.08%,2.7,0.50%,35.46,4.46,6.50%,106.46,8.80%,5.30年,3.30年,6.10%,6.50%,5,-0.45%,-0.89%,-0.54%,-3.18%,-3.37%,88.87,89.67,28.58,118.24,-2.10%,51%,15%,16%,0.77,0.78,0.78,AA-,4.60%,15
77,海澜转债,110045,2018-07-31,海澜之家,600398,服装纺织,107.7,-0.38%,0.42%,9.82,0.10%,40,1.20%,12.4,3.79,-20.80%,79.19,36.00%,5.31年,3.31年,6.80%,5.40%,30,0.73%,0.32%,0.65%,-1.34%,-1.49%,88.09,88.51,10.5,99.01,8.80%,30%,30%,16%,0.41,-1.41,2.32,AA+,4.60%,37
78,盛路转债!,128041,2018-08-14,盛路通信,2446,通信互联网,144.9,2.99%,0.15%,10.03,3.30%,38,13.20%,6.88,2.71,45.80%,145.78,-0.60%,5.32年,3.32年,2.40%,3.50%,2,-4.26%,-4.74%,-4.35%,-9.18%,-9.36%,90.59,93.74,59.04,152.77,-5.20%,53%,<2%,16%,0.95,2.09,-0.08,AA,4.10%,23
79,德尔转债,123011,2018-08-14,德尔股份,300473,汽车,114.532,-0.50%,0.72%,38.39,0.29%,4.9,0.80%,34.96,2.21,9.80%,109.81,4.30%,5.32年,2.82年,13.80%,15.20%,5.6,0.51%,-0.08%,0.39%,-3.43%,-3.63%,90.42,93.05,29.88,122.92,-6.80%,44%,<2%,17%,0.76,1.79,-0.17,AA-,4.60%,46
80,威帝转债,113514,2018-08-13,威帝股份,603023,汽车,110.71,-0.27%,0.74%,6.14,0.66%,5.9,2.70%,5.92,3.93,3.70%,103.72,6.70%,4.32年,2.32年,9.00%,9.40%,2,0.17%,-0.32%,0.07%,-3.16%,-3.33%,90.95,91.14,24.89,116.04,-4.60%,71%,13%,18%,0.72,1.21,0.27,A+,4.80%,58
81,万顺转债,123012,2018-08-29,万顺股份,300057,造纸包装印刷,124,2.48%,0.38%,8.1,3.32%,107,23.40%,6.47,1.33,25.20%,125.19,-1.00%,5.32年,3.32年,8.70%,10.90%,3.7,-2.05%,-2.42%,-2.12%,-5.01%,-5.20%,89.62,89.16,46.07,135.23,-8.30%,45%,<2%,18%,0.86,2.42,-0.51,AA-,4.30%,35
82,高能转债,113515,2018-08-27,高能环境,603588,城市公用设施,118.55,0.77%,-2.11%,10.52,-1.68%,9.1,0.90%,9.38,2.84,12.20%,112.15,5.70%,5.34年,3.34年,12.10%,13.60%,8.4,-0.86%,-1.30%,-0.95%,-3.75%,-3.95%,89.38,90.42,32.77,123.19,-3.80%,67%,<2%,16%,0.8,1.28,0.36,AA,4.40%,37
83,横河转债,123013,2018-08-20,横河模具,300539,机械装备制造,133.752,-3.53%,1.16%,12.25,-2.70%,51,84.30%,9.26,6.68,32.30%,132.29,1.10%,5.34年,3.34年,1.70%,2.30%,0.4,-2.61%,-3.13%,-2.71%,-6.83%,-7.05%,90.3,93.28,49.72,143,-6.50%,78%,<2%,17%,0.88,1.98,-0.11,A+,4.40%,35
84,凯中转债,128042,2018-09-03,凯中精密,2823,能源电力,111.601,-0.27%,0.17%,12.84,-0.16%,3.1,0.70%,13.25,2.85,-3.10%,96.91,15.20%,5.35年,3.35年,11.10%,10.80%,4.2,0.95%,0.38%,0.84%,-2.06%,-2.26%,88.34,91.99,21.06,113.05,-1.30%,67%,17%,17%,0.63,0.44,0.82,AA,4.70%,52
85,凯发转债,123014,2018-08-21,凯发电气,300407,能源电力,114.89,0.11%,2.87%,8.99,3.81%,17,4.30%,8.15,2.54,10.30%,110.31,4.20%,4.34年,2.34年,14.10%,15.50%,3.5,-1.12%,-1.51%,-1.20%,-4.56%,-4.72%,91.29,90.15,30.63,120.78,-4.90%,64%,16%,18%,0.78,1.43,0.19,A+,4.60%,21
86,吴银转债,113516,2018-08-20,吴江银行,603323,金融,126.6,-0.49%,-0.70%,7.87,-1.50%,9.7,0.60%,6.34,1.28,24.10%,124.13,2.00%,5.36年,无权,10.30%,12.80%,13.2,-1.72%,-2.22%,-1.82%,无权,无权,无权,93.15,42.23,135.38,-6.50%,49%,<2%,18%,0.79,2.1,-0.37,AA+,4.20%,37
87,东音转债,128043,2018-08-27,东音股份,2793,机械装备制造,116.712,-0.23%,1.48%,13.04,1.56%,4,1.20%,11.43,3.08,14.10%,114.09,2.30%,5.36年,3.36年,10.70%,12.20%,2.8,-0.20%,-0.71%,-0.30%,-3.29%,-3.49%,89.05,91.66,34.71,126.37,-7.60%,69%,<2%,17%,0.8,2.07,-0.33,AA-,4.50%,31
88,曙光转债,113517,2018-08-23,中科曙光,603019,计算机及应用,129.28,-0.62%,0.60%,61.7,-0.02%,34,2.40%,51.28,10.85,20.30%,120.32,7.40%,5.37年,3.37年,2.80%,3.40%,11.2,-2.47%,-2.90%,-2.56%,-6.07%,-6.26%,89.52,90.7,39.39,130.09,-0.60%,60%,18%,16%,0.84,0.73,0.96,AA,4.30%,6
89,蓝盾转债,123015,2018-09-13,蓝盾股份,300297,计算机及应用,126.1,-2.03%,0.29%,7.37,-1.99%,32,8.80%,5.82,2.07,26.60%,126.63,-0.40%,5.39年,3.39年,3.20%,4.10%,2.8,-2.00%,-2.43%,-2.09%,-5.37%,-5.56%,89.62,90.89,44.88,135.77,-7.10%,37%,<2%,16%,0.87,2.22,-0.34,AA,4.30%,50
90,岭南转债,128044,2018-09-04,岭南股份,2717,城市公用设施,117.6,4.12%,2.56%,10.02,8.32%,97,12.70%,8.96,2.43,11.80%,111.83,5.20%,5.39年,3.39年,6.40%,7.20%,6.6,-0.90%,-1.30%,-0.98%,-3.53%,-3.71%,89.01,89.27,33.33,122.6,-4.10%,68%,14%,16%,0.8,1.36,0.29,AA,4.40%,23
91,机电转债,128045,2018-09-14,中航机电,2013,航空航天,118.77,0.52%,-0.26%,7.88,0.38%,2.1,0.10%,7.66,3.2,2.90%,102.87,15.50%,5.43年,3.43年,7.40%,7.60%,21,-1.43%,-1.76%,-1.49%,-3.78%,-3.96%,89.99,89.25,26.34,115.59,2.70%,57%,21%,16%,0.66,0.14,1.18,AAA,4.00%,10
92,顾家转债,113518,2018-10-09,顾家家居,603816,其他,120.09,-0.15%,0.65%,57.49,0.65%,12,0.90%,52.2,5.81,10.10%,110.13,9.00%,5.47年,3.47年,4.40%,4.90%,11,-0.75%,-1.25%,-0.85%,-3.96%,-4.15%,88.73,91.27,30.56,121.83,-1.40%,39%,16%,16%,0.77,0.73,0.82,AA,4.50%,8
93,利尔转债,128046,2018-11-09,利尔化学,2258,石油天然气化工,112.3,0.27%,-0.41%,16.34,-0.24%,11,1.20%,18.82,2.9,-13.20%,86.82,29.30%,5.57年,3.57年,9.90%,8.60%,8.5,0.16%,-0.27%,0.08%,-2.10%,-2.29%,87.08,87.42,16.07,103.5,8.50%,61%,28%,16%,0.57,-1.46,2.72,AA,4.90%,13
94,光电转债,128047,2018-12-07,中航光电,2179,机械装备制造,119.205,-0.66%,-1.56%,42.32,-3.05%,5.7,0.40%,40.26,5.79,5.10%,105.12,13.40%,5.62年,3.62年,3.90%,4.10%,13,-1.44%,-1.76%,-1.51%,-3.69%,-3.86%,88.45,87.32,29.41,116.72,2.10%,34%,18%,16%,0.73,0.15,1.3,AA+,4.30%,10
95,长久转债,113519,2018-11-30,长久物流,603569,交通运输,125.89,0.91%,7.65%,15.94,10.00%,223,25.30%,11.99,3.97,32.90%,132.94,-5.30%,5.63年,3.63年,7.80%,10.40%,7,-0.77%,-1.39%,-0.90%,-4.94%,-5.13%,88.94,95.68,47.55,143.22,-12.10%,52%,<2%,17%,0.86,3.43,-1.32,AA,4.30%,23
96,洲明转债,123016,2018-12-03,洲明科技,300232,电子,141,1.06%,0.83%,13.99,2.04%,44,5.60%,9.45,5.06,48.00%,148.04,-4.80%,5.63年,3.63年,5.10%,7.60%,5.5,-3.51%,-3.97%,-3.60%,-7.72%,-7.91%,89.45,92.41,63.67,156.08,-9.70%,69%,<2%,16%,0.93,2.98,-0.85,AA-,4.20%,19
97,百合转债,113520,2018-11-26,梦百合,603313,其他,143.34,-0.41%,1.30%,28.08,0.97%,22,3.00%,19.03,4.11,47.60%,147.56,-2.90%,5.63年,3.63年,7.50%,11.10%,5.1,-3.80%,-4.27%,-3.90%,-8.18%,-8.35%,89.16,92.23,64.1,156.33,-8.30%,41%,<2%,16%,0.92,2.62,-0.57,AA-,4.20%,17
98,张行转债,128048,2018-11-29,张家港行,2839,金融,121,0.21%,-1.48%,7.02,-1.68%,8.1,0.30%,6.06,1.42,15.80%,115.84,4.50%,5.64年,无权,19.70%,22.80%,25,-1.02%,-1.47%,-1.11%,无权,无权,无权,90.84,37.21,128.06,-5.50%,57%,<2%,18%,0.76,1.78,-0.15,AA+,4.20%,38
99,科森转债,113521,2018-12-07,科森科技,603626,通信互联网,116.03,-0.19%,-0.34%,10.37,-0.67%,8.6,1.20%,8.95,2.46,15.90%,115.87,0.10%,5.65年,3.65年,14.20%,16.40%,6.1,-0.05%,-0.54%,-0.15%,-2.85%,-3.04%,88.35,91.06,38.04,129.09,-10.10%,64%,<2%,18%,0.79,2.72,-0.89,AA,4.40%,73
100,特发转债,127008,2018-12-25,特发信息,70,通信互联网,181.91,-1.04%,-1.35%,15.2,-2.44%,313,40.60%,6.78,4.49,124%,224.19,-18.90%,4.65年,2.65年,4.40%,9.90%,4.2,-10.10%,-10.50%,-10.20%,-12.30%,-12.40%,91.5,92.95,135.92,228.88,-20.50%,60%,<2%,17%,0.98,6.36,-3.1,AA,4.00%,37
101,桐昆转债,113020,2018-12-12,桐昆股份,601233,服装纺织,124.83,1.65%,1.84%,14.7,4.40%,61,1.30%,12.63,1.75,16.40%,116.39,7.30%,5.66年,3.66年,14.20%,16.50%,38,-1.76%,-2.16%,-1.84%,-4.79%,-4.96%,88.61,89.94,36.86,126.8,-1.60%,48%,17%,16%,0.79,0.96,0.64,AA+,4.20%,25
102,圆通转债,110046,2018-12-18,圆通速递,600233,交通运输,124.5,-0.02%,-0.77%,13.05,-0.99%,33,0.70%,10.89,3.59,19.80%,119.83,3.90%,5.66年,3.66年,9.90%,11.80%,36.5,-1.33%,-1.81%,-1.42%,-4.62%,-4.80%,89.09,92.02,38.39,130.41,-4.50%,61%,<2%,16%,0.8,1.64,0.04,AA+,4.20%,35
103,寒锐转债,123017,2018-12-24,寒锐钴业,300618,有色金属,111.902,-0.53%,-0.45%,79.09,-1.36%,7.5,1.50%,81.49,8.49,-2.90%,97.05,15.30%,5.66年,3.66年,2.90%,2.80%,4.4,-0.13%,-0.49%,-0.20%,-2.01%,-2.19%,87.02,86.06,24.02,110.08,1.70%,77%,19%,16%,0.72,-0.11,1.55,AA-,4.70%,42
104,山鹰转债,110047,2018-12-10,山鹰纸业,600567,造纸包装印刷,119.78,-0.32%,0.12%,4.01,-0.25%,29,1.10%,3.34,1.43,20.10%,120.06,-0.20%,5.66年,3.66年,12.50%,15.00%,23,-0.19%,-0.76%,-0.31%,-3.69%,-3.87%,88.76,94.16,37.87,132.04,-9.30%,29%,<2%,16%,0.78,2.71,-0.9,AA+,4.20%,69
105,旭升转债,113522,2018-12-11,旭升股份,603305,汽车,122.45,-0.29%,-1.91%,36.25,-2.68%,17,3.30%,29.86,10.81,21.40%,121.4,0.90%,5.67年,3.67年,2.90%,3.50%,4.2,-0.32%,-0.93%,-0.44%,-4.26%,-4.43%,88.27,94.86,37.52,132.38,-7.50%,63%,<2%,16%,0.82,2.15,-0.36,AA,4.40%,21
106,华源转债,128049,2018-12-20,华源控股,2787,造纸包装印刷,121.58,-5.16%,-0.64%,10.26,-6.64%,125,25.20%,7.57,2.35,35.50%,135.54,-10.30%,5.68年,3.68年,12.50%,17.00%,4,-0.89%,-1.37%,-0.98%,-4.01%,-4.20%,88.59,91.47,54.68,146.16,-16.80%,75%,<2%,18%,0.87,4.74,-2.23,AA-,4.30%,63
107,福能转债,110048,2018-12-28,福能股份,600483,能源电力,123.51,0.41%,0.21%,9.61,0.84%,12,0.30%,8.69,1.36,10.60%,110.59,11.70%,5.71年,3.71年,19.00%,21.00%,28.3,-1.37%,-1.81%,-1.46%,-4.43%,-4.60%,88.47,90.53,31.69,122.22,1.10%,30%,20%,16%,0.75,0.37,1.13,AA+,4.30%,8
108,伟明转债,113523,2018-12-26,伟明环保,603568,城市公用设施,113.72,-0.02%,-1.91%,25.43,-2.57%,6,0.80%,23.92,6.37,6.30%,106.31,7.00%,5.72年,3.72年,3.80%,4.10%,6.7,0.25%,-0.23%,0.15%,-2.34%,-2.53%,87.65,90.09,28.62,118.72,-4.20%,43%,<2%,16%,0.75,1.24,0.3,AA,4.50%,27
109,钧达转债,128050,2018-12-27,钧达股份,2865,汽车,113.698,-0.70%,2.42%,23.24,2.47%,22,6.10%,21.74,3.27,6.90%,106.9,6.40%,5.72年,3.72年,11.30%,12.10%,3.2,1.58%,0.86%,1.43%,-2.19%,-2.40%,87.4,95.69,28.28,123.97,-8.30%,66%,10%,18%,0.7,1.95,-0.42,AA-,4.80%,73
110,光华转债,128051,2019-01-09,光华科技,2741,汽车,108.33,-0.63%,-0.48%,15.48,-1.78%,2.4,0.90%,17.03,4.82,-9.10%,90.9,19.20%,5.73年,3.73年,4.30%,3.90%,2.5,1.23%,0.72%,1.13%,-0.97%,-1.18%,86.67,88.55,20.2,108.75,-0.40%,38%,17%,17%,0.63,0.07,1.18,AA-,4.90%,21
111,奇精转债,113524,2019-01-07,奇精机械,603677,家电,111.15,-0.25%,0.43%,15.24,0.26%,4.5,1.20%,14.76,3.1,3.30%,103.25,7.60%,5.73年,3.73年,11.00%,11.40%,3.3,1.11%,0.55%,1.00%,-1.76%,-1.94%,87.21,91.77,26.87,118.65,-6.30%,61%,11%,18%,0.69,1.6,-0.13,AA,4.60%,56
112,台华转债,113525,2019-01-11,台华新材,603055,服装纺织,122.8,5.32%,-1.42%,13.23,4.92%,27,4.30%,11.56,2.9,14.40%,114.45,7.30%,5.74年,3.74年,7.30%,8.40%,5.3,-1.11%,-1.58%,-1.20%,-4.25%,-4.43%,87.84,90.41,36.5,126.91,-3.20%,47%,10%,17%,0.79,1.12,0.5,AA,4.40%,6
113,海尔转债,110049,2019-01-18,青岛海尔,600690,家电,125.64,0.14%,-0.19%,16.67,-0.06%,17,0.50%,14.55,2.88,14.60%,114.57,9.70%,5.74年,3.74年,2.80%,3.20%,30.1,-2.33%,-2.63%,-2.39%,-4.88%,-5.03%,88.9,88.17,36.73,124.91,0.60%,32%,18%,16%,0.76,0.67,0.86,AAA,4.00%,21
114,佳都转债,110050,2019-01-21,佳都科技,600728,计算机及应用,152.25,9.64%,-0.12%,13.63,10.00%,484,38.00%,7.95,6.7,71.40%,171.45,-11.20%,5.74年,3.74年,4.00%,6.80%,8.8,-4.95%,-5.36%,-5.03%,-9.41%,-9.57%,88.86,91.16,87.01,178.17,-14.50%,71%,<2%,16%,0.95,4.43,-1.89,AA,4.10%,21
115,溢利转债,123018,2019-01-23,溢多利,300381,医药,121.187,0.99%,-1.15%,10.74,-0.19%,19,2.40%,8.41,2.19,27.70%,127.71,-5.10%,5.74年,3.74年,15.20%,19.40%,6.7,-0.88%,-1.35%,-0.97%,-3.92%,-4.09%,88.11,90.83,46.67,137.5,-11.90%,78%,<2%,17%,0.87,3.32,-1.21,AA-,4.30%,44
116,凯龙转债,128052,2019-01-21,凯龙股份,2783,石油天然气化工,124.5,0.65%,-0.08%,9.23,0.65%,15,3.70%,6.97,2.12,32.40%,132.42,-6.00%,5.75年,3.75年,10.70%,14.20%,3.3,-1.32%,-1.79%,-1.42%,-4.54%,-4.72%,88.5,91.33,50.54,141.87,-12.20%,78%,<2%,17%,0.87,3.51,-1.35,AA,4.30%,31
117,冰轮转债,127009,2019-02-21,冰轮环境,811,机械装备制造,138.17,-0.60%,-1.25%,8.2,-2.03%,17,2.40%,5.52,1.87,48.60%,148.55,-7.00%,5.81年,3.81年,9.50%,14.10%,5.1,-3.12%,-3.56%,-3.20%,-6.99%,-7.15%,88.32,91.27,66.16,157.44,-12.20%,43%,<2%,17%,0.91,3.63,-1.38,AA,4.20%,23
118,平银转债,127010,2019-02-18,平安银行,1,金融,118.522,0.02%,-0.52%,12.59,-0.79%,73,0.20%,11.77,0.98,7.00%,106.97,10.80%,5.83年,无权,12.00%,12.90%,260,-0.08%,-0.62%,-0.19%,无权,无权,无权,94.4,29.95,124.35,-4.70%,29%,8%,16%,0.64,1.68,-0.29,AAA,4.00%,52
119,联泰转债,113526,2019-02-18,联泰环保,603797,城市公用设施,115.3,-0.41%,1.51%,14.05,1.37%,3.5,0.80%,12.31,2.84,14.10%,114.13,1.00%,5.84年,3.84年,13.00%,14.90%,3.9,-0.64%,-0.99%,-0.71%,-2.66%,-2.82%,87.29,86.76,38.77,125.52,-8.10%,50%,<2%,18%,0.8,2.28,-0.51,AA,4.40%,17
120,维格转债,113527,2019-02-19,维格娜丝,603518,服装纺织,115.89,0.28%,1.06%,17.2,1.78%,18,2.10%,14.96,1.36,15.00%,114.97,0.80%,5.84年,3.84年,24.00%,27.60%,7.5,0.71%,0.10%,0.59%,-2.68%,-2.87%,87.41,93.85,35.1,128.95,-10.10%,39%,<2%,18%,0.75,2.67,-0.91,AA,4.50%,42
121,尚荣转债,128053,2019-03-07,尚荣医疗,2551,医药,121.99,1.46%,0.78%,6.42,2.56%,105,11.60%,4.94,1.96,30.00%,129.96,-6.10%,5.90年,3.90年,16.50%,21.50%,7.5,-0.97%,-1.42%,-1.06%,-3.93%,-4.10%,87.81,90.65,48.33,138.98,-12.20%,43%,<2%,16%,0.88,3.51,-1.34,AA,4.20%,50
122,中宠转债,128054,2019-03-14,中宠股份,2891,农业,115.5,-0.89%,-1.58%,39.29,-3.18%,9.5,4.20%,37.97,5.36,3.50%,103.48,11.60%,5.90年,3.90年,4.90%,5.10%,1.9,0.01%,-0.45%,-0.08%,-2.58%,-2.76%,86.49,88.78,27.98,116.76,-1.10%,49%,13%,16%,0.78,0.35,1.2,A+,4.70%,6
123,中来转债,123019,2019-03-22,中来股份,300393,能源电力,114.935,14.90%,0.00%,23.7,1.46%,749,65.20%,20.41,2.27,16.10%,116.12,-1.00%,5.93年,3.93年,17.50%,20.30%,10,1.44%,0.73%,1.30%,-2.25%,-2.47%,87.31,96.13,36.15,132.28,-13.10%,48%,<2%,18%,0.75,3.3,-1.4,AA-,4.60%,31
124,N中天转,110051,2019-03-22,中天科技,600522,通信互联网,114.13,14.10%,0.00%,10.12,-0.20%,"2,038",45.50%,10.29,1.65,-1.70%,98.35,16.00%,5.94年,3.94年,12.80%,12.60%,39.7,0.03%,-0.41%,-0.06%,-2.31%,-2.48%,87.31,89.19,23.35,112.54,1.40%,64%,<2%,16%,0.65,0.16,1.14,AA+,4.30%,13
125,今飞转债,128056,2019-03-22,今飞凯达,2863,汽车,108.38,8.38%,0.00%,7.23,0.00%,292,73.10%,6.8,2.89,6.30%,106.32,1.90%,5.94年,3.94年,13.50%,14.40%,3.7,2.00%,1.36%,1.87%,-0.83%,-1.05%,86.83,92.93,28.77,121.69,-10.90%,72%,<2%,17%,0.75,2.54,-0.81,A+,4.70%,27
126,长城转债,113528,2019-03-20,长城科技,603897,机械装备制造,112.82,-0.14%,0.23%,25.68,0.12%,30,4.10%,24.18,2.79,6.20%,106.2,6.20%,5.94年,3.94年,13.80%,14.70%,6.3,0.79%,0.25%,0.68%,-1.88%,-2.09%,86.88,90.74,30.28,121.02,-6.80%,57%,<2%,17%,0.74,1.66,-0.08,AA-,4.60%,17
127,中信转债,113021,2019-03-19,中信银行,601998,金融,108.97,0.41%,-0.59%,6.3,-0.47%,268,0.60%,7.45,0.79,-15.40%,84.56,28.90%,5.95年,无权,13.00%,11.00%,400,1.54%,0.97%,1.43%,无权,无权,无权,94.86,15.81,110.67,-1.50%,23%,15%,17%,0.4,0.74,0.09,AAA,4.00%,27
