,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展/上市日,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
71,千禾转债,113511,2018-07-10,千禾味业,603027,食品饮料,109.8,0.23%,0.35%,22.21,1.05%,2.5,0.60%,25.85,5.68,-14.10%,85.92,27.80%,5.25年,3.25年,4.90%,4.20%,3.6,0.58%,0.12%,0.48%,-1.70%,-1.90%,87.53,87.51,15.23,102.74,6.90%,58%,27%,16%,0.56,-1.25,2.45,AA-,5.10%,38
72,广电转债,110044,2018-07-24,广电网络,600831,传媒娱乐,190.63,17.00%,-7.39%,12.27,10.00%,433,84.60%,6.91,2.33,77.60%,177.57,7.40%,5.27年,3.27年,3.50%,6.20%,2.9,-9.56%,-9.94%,-9.64%,-15.70%,-15.90%,90.57,92.11,92.28,184.4,3.40%,40%,<2%,17%,0.95,0.2,1.7,AA,4.10%,12
73,湖广转债,127007,2018-08-01,湖北广电,665,传媒娱乐,138,8.92%,-0.11%,11.11,10.00%,"1,036",47.00%,7.92,1.18,40.30%,140.28,-1.60%,5.27年,3.27年,23.50%,33.00%,16.6,-3.70%,-4.13%,-3.79%,-7.96%,-8.16%,90.78,92.28,56.69,148.97,-7.40%,32%,<2%,17%,0.88,2.45,-0.5,AA+,4.10%,35
74,博世转债,123010,2018-08-14,博世科,300422,城市公用设施,109.2,4.00%,-4.30%,11.89,-0.59%,78,16.60%,14.3,3.19,-16.90%,83.15,31.30%,5.29年,3.29年,10.20%,8.50%,4.3,0.71%,0.25%,0.62%,-1.47%,-1.68%,87.28,87.13,14.55,101.68,7.40%,68%,22%,17%,0.52,-1.4,2.54,AA-,5.20%,31
75,景旺转债,113512,2018-07-24,景旺电子,603228,电子,129.85,-0.50%,-0.08%,64.96,-0.66%,30,3.40%,49.85,7.16,30.30%,130.31,-0.40%,5.29年,3.29年,2.60%,3.30%,6.8,-2.59%,-3.02%,-2.68%,-6.33%,-6.52%,90.06,91.36,47.7,139.06,-6.60%,38%,<2%,16%,0.88,2.15,-0.26,AA,4.20%,12
76,安井转债,113513,2018-07-31,安井食品,603345,食品饮料,114.67,-0.19%,-0.36%,36.98,-0.72%,8.8,1.50%,35.46,4.37,4.30%,104.29,10.00%,5.31年,3.31年,6.30%,6.50%,5,-0.26%,-0.71%,-0.35%,-2.90%,-3.09%,88.71,89.44,27.08,116.52,-1.60%,51%,14%,16%,0.76,0.63,0.89,AA-,4.60%,19
77,海澜转债,110045,2018-07-31,海澜之家,600398,服装纺织,108.11,0.01%,-0.22%,9.81,-0.51%,67,2.10%,12.4,3.79,-20.90%,79.11,36.70%,5.31年,3.31年,6.80%,5.40%,30,0.66%,0.25%,0.58%,-1.44%,-1.60%,88.07,88.48,10.48,98.96,9.20%,30%,29%,16%,0.41,-1.49,2.41,AA+,4.60%,35
78,盛路转债!,128041,2018-08-14,盛路通信,2446,通信互联网,140.699,2.78%,-0.06%,9.71,2.86%,20,7.00%,6.88,2.62,41.10%,141.13,-0.30%,5.32年,3.32年,2.50%,3.50%,2.1,-3.71%,-4.20%,-3.81%,-8.38%,-8.57%,90.56,93.7,54.42,148.12,-5.00%,53%,<2%,16%,0.95,2.06,-0.05,AA,4.10%,23
79,德尔转债,123011,2018-08-14,德尔股份,300473,汽车,115.107,0.14%,0.02%,38.28,0.21%,5.5,0.90%,34.96,2.21,9.50%,109.5,5.10%,5.32年,2.83年,13.80%,15.20%,5.6,0.41%,-0.17%,0.30%,-3.58%,-3.78%,90.38,93,29.68,122.67,-6.20%,44%,<2%,17%,0.76,1.63,-0.04,AA-,4.60%,48
80,威帝转债,113514,2018-08-13,威帝股份,603023,汽车,111.01,1.11%,-0.28%,6.1,1.16%,5.2,2.40%,5.92,3.9,3.00%,103.04,7.70%,4.33年,2.33年,9.10%,9.40%,2,0.10%,-0.38%,0.01%,-3.26%,-3.42%,90.89,91.06,24.46,115.52,-3.90%,71%,12%,18%,0.71,1.05,0.41,A+,4.90%,60
81,万顺转债,123012,2018-08-29,万顺股份,300057,造纸包装印刷,121,1.26%,0.27%,7.84,1.82%,24,5.30%,6.47,1.29,21.20%,121.17,-0.10%,5.33年,3.33年,9.00%,10.90%,3.7,-1.59%,-1.96%,-1.66%,-4.33%,-4.53%,89.43,88.9,42.72,131.62,-8.10%,45%,<2%,18%,0.84,2.33,-0.48,AA-,4.40%,37
82,高能转债,113515,2018-08-27,高能环境,603588,城市公用设施,117.64,0.95%,0.20%,10.7,1.42%,54,5.50%,9.38,2.89,14.10%,114.07,3.10%,5.35年,3.35年,11.90%,13.60%,8.4,-0.71%,-1.16%,-0.80%,-3.53%,-3.73%,89.42,90.5,34.31,124.81,-5.70%,67%,<2%,16%,0.81,1.75,-0.04,AA,4.40%,38
83,横河转债,123013,2018-08-20,横河模具,300539,机械装备制造,138.65,0.47%,2.15%,12.59,2.94%,140,229%,9.26,6.86,36.00%,135.96,2.00%,5.35年,3.35年,1.70%,2.30%,0.4,-3.27%,-3.79%,-3.38%,-7.78%,-8.00%,90.37,93.4,52.88,146.28,-5.20%,78%,<2%,17%,0.89,1.75,0.11,A+,4.30%,37
84,凯中转债,128042,2018-09-03,凯中精密,2823,能源电力,111.9,1.73%,-1.53%,12.86,0.31%,5.6,1.20%,13.25,2.86,-2.90%,97.06,15.30%,5.36年,3.36年,11.10%,10.80%,4.2,0.90%,0.33%,0.79%,-2.13%,-2.33%,88.33,91.98,21.16,113.14,-1.10%,67%,14%,17%,0.63,0.4,0.86,AA,4.70%,54
85,凯发转债,123014,2018-08-21,凯发电气,300407,能源电力,114.76,-0.01%,1.42%,8.66,1.88%,2.2,0.50%,8.15,2.44,6.30%,106.26,8.00%,4.35年,2.35年,14.60%,15.50%,3.5,-1.09%,-1.49%,-1.17%,-4.51%,-4.67%,91.05,89.76,27.61,117.37,-2.20%,64%,18%,18%,0.75,0.81,0.7,A+,4.70%,23
86,吴银转债,113516,2018-08-20,吴江银行,603323,金融,127.22,0.45%,-0.75%,7.99,-0.37%,34,2.10%,6.34,1.3,26.00%,126.03,0.90%,5.37年,无权,10.10%,12.80%,13.2,-1.81%,-2.31%,-1.91%,无权,无权,无权,93.18,43.88,137.06,-7.20%,49%,<2%,18%,0.8,2.28,-0.5,AA+,4.20%,37
87,东音转债,128043,2018-08-27,东音股份,2793,机械装备制造,116.982,-0.01%,0.20%,12.84,0.23%,6.9,2.10%,11.43,3.04,12.30%,112.34,4.10%,5.37年,3.37年,10.90%,12.20%,2.8,-0.24%,-0.75%,-0.34%,-3.35%,-3.55%,88.94,91.51,33.37,124.88,-6.30%,69%,<2%,17%,0.79,1.74,-0.07,AA-,4.50%,33
88,曙光转债,113517,2018-08-23,中科曙光,603019,计算机及应用,130.08,0.52%,-0.50%,61.71,0.02%,61,4.20%,51.28,10.85,20.30%,120.34,8.10%,5.38年,3.38年,2.80%,3.40%,11.2,-2.58%,-3.01%,-2.67%,-6.23%,-6.41%,89.5,90.68,39.43,130.11,0.00%,60%,17%,16%,0.84,0.6,1.08,AA,4.30%,6
89,蓝盾转债,123015,2018-09-13,蓝盾股份,300297,计算机及应用,128.711,1.86%,-0.68%,7.52,1.35%,44,11.40%,5.82,2.11,29.20%,129.21,-0.40%,5.40年,3.40年,3.40%,4.30%,3,-2.38%,-2.81%,-2.46%,-5.91%,-6.10%,89.65,90.94,47.13,138.08,-6.80%,37%,<2%,16%,0.88,2.17,-0.28,AA,4.20%,52
90,岭南转债,128044,2018-09-04,岭南股份,2717,城市公用设施,112.95,1.16%,0.21%,9.25,2.44%,14,1.90%,10.63,2.25,-13.00%,87.02,29.80%,5.40年,3.40年,7.00%,6.10%,6.6,-0.14%,-0.55%,-0.22%,-2.41%,-2.60%,87.58,87.14,16.21,103.36,9.30%,68%,30%,16%,0.56,-1.56,2.83,AA,4.90%,25
91,机电转债,128045,2018-09-14,中航机电,2013,航空航天,118.16,0.43%,-0.51%,7.85,-0.13%,3.7,0.10%,7.66,3.19,2.50%,102.48,15.30%,5.43年,3.43年,7.40%,7.60%,21,-1.33%,-1.66%,-1.40%,-3.64%,-3.82%,89.97,89.23,26.07,115.3,2.50%,57%,20%,16%,0.66,0.19,1.12,AAA,4.00%,10
92,顾家转债,113518,2018-10-09,顾家家居,603816,其他,120.27,-0.23%,0.34%,57.12,0.14%,7.5,0.60%,52.2,5.77,9.40%,109.43,9.90%,5.48年,3.48年,4.50%,4.90%,11,-0.78%,-1.27%,-0.88%,-4.00%,-4.18%,88.67,91.2,30.07,121.27,-0.80%,39%,17%,16%,0.77,0.59,0.94,AA,4.50%,8
93,利尔转债,128046,2018-11-09,利尔化学,2258,石油天然气化工,112,0.82%,-0.82%,16.38,0.00%,16,1.60%,18.82,2.91,-13.00%,87.04,28.70%,5.57年,3.57年,9.90%,8.60%,8.5,0.21%,-0.22%,0.12%,-2.03%,-2.22%,87.08,87.43,16.2,103.63,8.10%,61%,27%,16%,0.57,-1.38,2.63,AA,4.90%,13
94,光电转债,128047,2018-12-07,中航光电,2179,机械装备制造,120.002,0.55%,-0.82%,43.65,-0.37%,5,0.30%,40.26,6.26,8.40%,108.42,10.70%,5.63年,3.63年,3.80%,4.10%,13,-1.56%,-1.88%,-1.62%,-3.85%,-4.02%,88.51,87.43,32.07,119.5,0.40%,34%,17%,16%,0.76,0.51,1,AA+,4.20%,10
95,长久转债,113519,2018-11-30,长久物流,603569,交通运输,124.76,6.73%,1.32%,14.49,10.00%,61,7.20%,11.99,3.61,20.90%,120.85,3.20%,5.63年,3.63年,8.60%,10.40%,7,-0.61%,-1.23%,-0.74%,-4.70%,-4.89%,88.59,95.14,37.68,132.82,-6.10%,52%,9%,17%,0.8,1.78,-0.07,AA,4.40%,23
96,洲明转债,123016,2018-12-03,洲明科技,300232,电子,139.515,1.24%,0.60%,13.71,2.01%,14,1.80%,9.45,4.96,45.10%,145.08,-3.80%,5.63年,3.63年,5.30%,7.60%,5.5,-3.32%,-3.79%,-3.41%,-7.45%,-7.64%,89.39,92.33,60.97,153.3,-9.00%,69%,<2%,16%,0.92,2.78,-0.7,AA-,4.20%,19
97,百合转债,113520,2018-11-26,梦百合,603313,其他,143.93,3.70%,-1.64%,27.81,2.24%,8.6,1.20%,19.03,4.08,46.10%,146.14,-1.50%,5.63年,3.63年,7.60%,11.10%,5.1,-3.87%,-4.33%,-3.96%,-8.26%,-8.44%,89.12,92.18,62.81,155,-7.10%,41%,<2%,16%,0.92,2.32,-0.33,AA-,4.20%,17
98,张行转债,128048,2018-11-29,张家港行,2839,金融,120.75,0.54%,-0.54%,7.14,0.00%,21,0.70%,6.06,1.44,17.80%,117.82,2.50%,5.64年,无权,19.40%,22.80%,25,-0.99%,-1.43%,-1.07%,无权,无权,无权,90.85,38.83,129.69,-6.90%,57%,<2%,18%,0.77,2.12,-0.43,AA+,4.20%,37
99,科森转债,113521,2018-12-07,科森科技,603626,通信互联网,116.25,1.17%,0.05%,10.44,1.56%,35,4.90%,8.95,2.48,16.60%,116.65,-0.30%,5.66年,3.66年,14.10%,16.40%,6.1,-0.09%,-0.58%,-0.18%,-2.89%,-3.09%,88.34,91.05,38.7,129.74,-10.40%,64%,<2%,18%,0.79,2.8,-0.95,AA,4.40%,73
100,特发转债,127008,2018-12-25,特发信息,70,通信互联网,183.82,2.19%,2.76%,15.58,5.06%,"1,241",162%,6.78,4.6,130%,229.79,-20.00%,4.66年,2.66年,4.30%,9.90%,4.2,-10.30%,-10.00%,-10.20%,-12.40%,-12.50%,91.48,92.94,141.53,234.47,-21.60%,60%,<2%,17%,0.98,6.73,-3.32,AA,4.00%,37
101,桐昆转债,113020,2018-12-12,桐昆股份,601233,服装纺织,122.8,0.61%,-0.61%,14.08,0.00%,62,1.30%,12.63,1.67,11.50%,111.48,10.20%,5.66年,3.66年,14.80%,16.50%,38,-1.47%,-1.87%,-1.55%,-4.37%,-4.54%,88.49,89.78,32.9,122.68,0.10%,48%,16%,16%,0.76,0.57,0.95,AA+,4.20%,23
102,圆通转债,110046,2018-12-18,圆通速递,600233,交通运输,124.52,0.58%,-0.64%,13.18,-0.08%,94,2.10%,10.89,3.62,21.00%,121.03,2.90%,5.67年,3.67年,9.80%,11.80%,36.5,-1.33%,-1.81%,-1.42%,-4.61%,-4.80%,89.09,92.03,39.37,131.41,-5.20%,61%,<2%,16%,0.81,1.81,-0.1,AA+,4.20%,35
103,寒锐转债,123017,2018-12-24,寒锐钴业,300618,有色金属,112.5,0.85%,-1.23%,80.18,-0.52%,11,2.30%,81.49,8.61,-1.60%,98.39,14.30%,5.67年,3.67年,2.90%,2.80%,4.4,-0.22%,-0.58%,-0.30%,-2.14%,-2.32%,87.08,86.16,25,111.16,1.20%,77%,17%,16%,0.73,-0.01,1.47,AA-,4.70%,42
104,山鹰转债,110047,2018-12-10,山鹰纸业,600567,造纸包装印刷,120.16,0.88%,-0.88%,4.02,0.00%,76,2.80%,3.34,1.43,20.40%,120.36,-0.20%,5.67年,3.67年,12.50%,15.00%,23,-0.25%,-0.81%,-0.36%,-3.77%,-3.95%,88.74,94.15,38.14,132.29,-9.20%,29%,<2%,16%,0.78,2.69,-0.88,AA+,4.20%,69
105,旭升转债,113522,2018-12-11,旭升股份,603305,汽车,122.8,1.32%,1.09%,37.25,2.90%,16,3.20%,29.86,11.11,24.70%,124.75,-1.60%,5.67年,3.67年,2.80%,3.50%,4.2,-0.37%,-0.98%,-0.49%,-4.32%,-4.50%,88.34,94.98,40.24,135.22,-9.20%,63%,<2%,16%,0.83,2.61,-0.72,AA,4.30%,25
106,华源转债,128049,2018-12-20,华源控股,2787,造纸包装印刷,128.2,-2.14%,11.20%,10.99,10.00%,597,115%,7.57,2.52,45.20%,145.18,-11.70%,5.69年,3.69年,11.70%,17.00%,4,-1.82%,-2.30%,-1.92%,-5.33%,-5.51%,88.79,91.78,63.21,154.99,-17.30%,75%,<2%,18%,0.9,4.98,-2.35,AA-,4.20%,65
107,福能转债,110048,2018-12-28,福能股份,600483,能源电力,123,2.07%,-1.84%,9.53,0.32%,25,0.70%,8.69,1.35,9.70%,109.67,12.20%,5.71年,3.71年,19.10%,21.00%,28.3,-1.30%,-1.74%,-1.39%,-4.32%,-4.49%,88.43,90.47,30.97,121.44,1.30%,30%,17%,16%,0.74,0.32,1.16,AA+,4.30%,8
108,伟明转债,113523,2018-12-26,伟明环保,603568,城市公用设施,113.74,1.36%,1.87%,26.1,4.19%,8.2,1.10%,23.92,6.54,9.10%,109.11,4.20%,5.72年,3.72年,3.70%,4.10%,6.7,0.24%,-0.24%,0.15%,-2.35%,-2.53%,87.76,90.27,30.65,120.92,-5.90%,43%,10%,16%,0.77,1.7,-0.06,AA,4.50%,27
109,钧达转债,128050,2018-12-27,钧达股份,2865,汽车,114.5,-0.43%,-1.19%,22.68,-2.41%,20,5.40%,21.74,3.19,4.30%,104.32,9.80%,5.72年,3.72年,11.60%,12.10%,3.2,1.45%,0.73%,1.30%,-2.37%,-2.58%,87.19,95.37,26.51,121.88,-6.10%,66%,8%,18%,0.67,1.41,0.01,AA-,4.80%,73
110,光华转债,128051,2019-01-09,光华科技,2741,汽车,109.02,0.93%,-0.93%,15.76,0.00%,2.5,0.90%,17.03,4.9,-7.50%,92.54,17.80%,5.73年,3.73年,4.20%,3.90%,2.5,1.11%,0.61%,1.01%,-1.13%,-1.34%,86.76,88.7,21.25,109.95,-0.80%,38%,16%,17%,0.64,0.18,1.1,AA-,4.90%,19
111,奇精转债,113524,2019-01-07,奇精机械,603677,家电,111.43,1.02%,-0.71%,15.2,0.46%,5.7,1.60%,14.76,3.09,3.00%,102.98,8.20%,5.73年,3.73年,11.10%,11.40%,3.3,1.07%,0.50%,0.95%,-1.82%,-2.00%,87.17,91.73,26.7,118.43,-5.90%,61%,9%,18%,0.69,1.5,-0.05,AA,4.60%,58
112,台华转债,113525,2019-01-11,台华新材,603055,服装纺织,116.6,0.92%,-0.31%,12.61,0.80%,16,2.50%,11.56,2.76,9.10%,109.08,6.90%,5.74年,3.74年,7.70%,8.40%,5.3,-0.20%,-0.67%,-0.29%,-2.96%,-3.14%,87.57,90.02,32.36,122.39,-4.70%,47%,9%,17%,0.75,1.39,0.18,AA,4.50%,6
113,海尔转债,110049,2019-01-18,青岛海尔,600690,家电,125.46,-0.42%,0.24%,16.68,-0.24%,48,1.30%,14.55,2.89,14.60%,114.64,9.40%,5.74年,3.74年,2.80%,3.20%,30.1,-2.30%,-2.61%,-2.36%,-4.83%,-4.99%,88.88,88.15,36.81,124.96,0.40%,32%,19%,16%,0.76,0.71,0.82,AAA,4.00%,23
114,佳都转债,110050,2019-01-21,佳都科技,600728,计算机及应用,138.86,1.02%,-0.56%,12.39,0.49%,157,12.90%,7.95,6.09,55.80%,155.85,-10.90%,5.75年,3.75年,4.40%,6.80%,8.8,-3.39%,-3.81%,-3.47%,-7.23%,-7.39%,88.74,90.99,72.08,163.07,-14.80%,71%,<2%,16%,0.94,4.45,-1.93,AA,4.10%,21
115,溢利转债,123018,2019-01-23,溢多利,300381,医药,120,1.13%,-0.07%,10.76,1.22%,17,2.20%,8.41,2.19,27.90%,127.94,-6.20%,5.75年,3.75年,15.20%,19.40%,6.7,-0.70%,-1.17%,-0.80%,-3.67%,-3.84%,88.1,90.82,46.89,137.71,-12.90%,78%,<2%,17%,0.87,3.59,-1.41,AA-,4.30%,44
116,凯龙转债,128052,2019-01-21,凯龙股份,2783,石油天然气化工,123.7,-0.08%,0.18%,9.17,0.11%,16,4.00%,6.97,2.1,31.60%,131.56,-6.00%,5.75年,3.75年,10.80%,14.20%,3.3,-1.21%,-1.68%,-1.30%,-4.37%,-4.55%,88.47,91.3,49.81,141.1,-12.30%,78%,<2%,17%,0.87,3.52,-1.37,AA,4.30%,31
117,冰轮转债,127009,2019-02-21,冰轮环境,811,机械装备制造,139,2.66%,0.51%,8.37,3.46%,101,14.40%,5.52,1.91,51.60%,151.63,-8.30%,5.82年,3.82年,9.30%,14.10%,5.1,-3.21%,-3.66%,-3.30%,-7.12%,-7.28%,88.34,91.31,69.01,160.32,-13.30%,43%,<2%,17%,0.91,3.94,-1.6,AA,4.20%,23
118,平银转债,127010,2019-02-18,平安银行,1,金融,118.5,0.19%,-0.49%,12.69,-0.47%,130,0.40%,11.77,0.99,7.80%,107.82,9.90%,5.84年,无权,11.90%,12.90%,260,-0.07%,-0.61%,-0.18%,无权,无权,无权,94.38,30.6,124.97,-5.20%,29%,<2%,16%,0.65,1.81,-0.39,AAA,4.00%,50
119,联泰转债,113526,2019-02-18,联泰环保,603797,城市公用设施,115.78,0.70%,-0.88%,13.86,-0.22%,3.2,0.70%,12.31,2.8,12.60%,112.59,2.80%,5.84年,3.84年,13.20%,14.90%,3.9,-0.72%,-1.06%,-0.78%,-2.75%,-2.92%,87.24,86.69,37.54,124.23,-6.80%,50%,<2%,18%,0.79,1.94,-0.24,AA,4.40%,17
120,维格转债,113527,2019-02-19,维格娜丝,603518,服装纺织,115.57,0.39%,-0.30%,16.9,0.12%,13,1.50%,14.96,1.34,13.00%,112.97,2.30%,5.84年,3.84年,24.40%,27.60%,7.5,0.76%,0.15%,0.64%,-2.61%,-2.80%,87.29,93.68,33.7,127.38,-9.30%,39%,<2%,18%,0.74,2.41,-0.73,AA,4.50%,42
121,尚荣转债,128053,2019-03-07,尚荣医疗,2551,医药,120.231,1.12%,-0.28%,6.26,0.97%,97,10.80%,4.94,1.91,26.70%,126.72,-5.10%,5.90年,3.90年,17.00%,21.50%,7.5,-0.72%,-1.17%,-0.81%,-3.58%,-3.75%,87.72,90.52,45.54,136.06,-11.60%,43%,<2%,16%,0.87,3.32,-1.22,AA,4.30%,52
122,中宠转债,128054,2019-03-14,中宠股份,2891,农业,116.541,0.35%,-0.38%,40.58,-0.05%,5.8,2.60%,37.97,5.54,6.90%,106.87,9.00%,5.91年,3.91年,4.80%,5.10%,1.9,-0.14%,-0.61%,-0.23%,-2.80%,-2.97%,86.65,89.02,30.47,119.49,-2.50%,49%,12%,16%,0.8,0.72,0.88,A+,4.60%,6
123,长城转债,113528,2019-03-20,长城科技,603897,机械装备制造,112.98,1.05%,-1.45%,25.65,-0.54%,93,13.10%,24.18,2.79,6.10%,106.08,6.50%,5.94年,3.94年,13.90%,14.70%,6.3,0.76%,0.23%,0.66%,-1.92%,-2.12%,86.86,90.71,30.21,120.92,-6.60%,57%,<2%,17%,0.74,1.61,-0.04,AA-,4.60%,17
124,中信转债,113021,2019-03-19,中信银行,601998,金融,108.53,0.71%,-1.02%,6.33,-0.78%,643,1.50%,7.45,0.8,-15.00%,84.97,27.70%,5.95年,无权,12.90%,11.00%,400,1.61%,1.04%,1.50%,无权,无权,无权,94.84,16.04,110.88,-2.10%,23%,14%,17%,0.41,0.87,-0.02,AAA,4.00%,25
