,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展/上市日,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
71,再升转债,113510,2018-07-13,再升科技,603601,城市公用设施,104.69,0.26%,-0.10%,9.04,0.44%,1.3,1.10%,11.32,3.89,-20.10%,79.86,31.10%,5.25年,1.25年,2.30%,1.90%,1.1,1.55%,1.08%,1.45%,-2.39%,-2.55%,93.65,85.56,14.83,100.39,4.30%,67%,25%,17%,0.35,-0.69,1.41,AA-,5.60%,29
72,千禾转债,113511,2018-07-10,千禾味业,603027,食品饮料,109.95,0.17%,0.41%,22.35,1.04%,4.4,1.10%,25.85,5.71,-13.50%,86.46,27.20%,5.25年,3.25年,4.90%,4.20%,3.6,0.55%,0.09%,0.46%,-1.74%,-1.94%,87.57,87.58,15.52,103.1,6.60%,59%,27%,16%,0.56,-1.2,2.42,AA-,5.10%,35
73,广电转债,110044,2018-07-24,广电网络,600831,传媒娱乐,150.93,13.60%,-4.53%,10.14,9.98%,224,50.70%,6.91,1.92,46.70%,146.74,2.90%,5.27年,3.27年,4.60%,6.70%,3.1,-5.39%,-5.80%,-5.47%,-10.20%,-10.30%,90.32,91.73,62.99,154.73,-2.50%,39%,<2%,17%,0.91,1.3,0.56,AA,4.20%,14
74,湖广转债,127007,2018-08-01,湖北广电,665,传媒娱乐,127.42,7.73%,0.65%,10.23,10.00%,464,22.80%,7.92,1.08,29.20%,129.17,-1.40%,5.27年,3.27年,25.60%,33.00%,16.6,-2.20%,-2.64%,-2.29%,-5.77%,-5.97%,90.64,92.07,46.83,138.9,-8.30%,31%,<2%,17%,0.84,2.59,-0.69,AA+,4.20%,37
75,博世转债,123010,2018-08-14,博世科,300422,城市公用设施,104.57,-0.04%,0.04%,11.81,0.00%,3.2,0.70%,14.3,3.17,-17.40%,82.59,26.60%,5.29年,3.29年,10.20%,8.50%,4.3,1.56%,1.09%,1.46%,-0.22%,-0.43%,87.21,87.03,14.27,101.31,3.20%,69%,23%,17%,0.51,-0.66,1.7,AA-,5.20%,31
76,景旺转债,113512,2018-07-24,景旺电子,603228,电子,130.32,-1.78%,-0.05%,65.25,-2.07%,16,1.80%,49.85,7.19,30.90%,130.89,-0.40%,5.30年,3.30年,2.60%,3.40%,6.9,-2.66%,-3.09%,-2.74%,-6.42%,-6.60%,90.05,91.36,48.22,139.59,-6.60%,38%,<2%,16%,0.88,2.16,-0.26,AA,4.20%,12
77,安井转债,113513,2018-07-31,安井食品,603345,食品饮料,114.7,0.03%,-0.88%,37.13,-1.12%,1.6,0.30%,35.46,4.39,4.70%,104.71,9.50%,5.31年,3.31年,6.20%,6.50%,5,-0.27%,-0.71%,-0.36%,-2.91%,-3.10%,88.71,89.46,27.4,116.86,-1.80%,51%,13%,16%,0.76,0.69,0.83,AA-,4.60%,18
78,海澜转债,110045,2018-07-31,海澜之家,600398,服装纺织,109,0.79%,-0.79%,9.97,0.00%,9.9,0.30%,12.4,3.85,-19.60%,80.4,35.60%,5.32年,3.32年,6.70%,5.40%,30,0.50%,0.09%,0.42%,-1.68%,-1.83%,88.1,88.54,11.17,99.71,9.30%,30%,28%,16%,0.43,-1.5,2.46,AA+,4.60%,31
79,盛路转债!,128041,2018-08-14,盛路通信,2446,通信互联网,136.67,-0.32%,0.12%,9.48,-0.21%,14,5.00%,6.88,2.56,37.80%,137.79,-0.80%,5.33年,3.33年,2.60%,3.60%,2.1,-3.17%,-3.66%,-3.27%,-7.60%,-7.79%,90.53,93.67,51.11,144.78,-5.60%,52%,<2%,16%,0.95,2.19,-0.17,AA,4.10%,25
80,德尔转债,123011,2018-08-14,德尔股份,300473,汽车,115.053,0.05%,-0.15%,38.35,-0.13%,10,1.60%,34.96,2.21,9.70%,109.7,4.90%,5.33年,2.83年,13.80%,15.20%,5.6,0.42%,-0.16%,0.30%,-3.56%,-3.76%,90.37,92.99,29.84,122.83,-6.30%,45%,<2%,17%,0.76,1.68,-0.07,AA-,4.60%,49
81,威帝转债,113514,2018-08-13,威帝股份,603023,汽车,109.4,0.51%,-0.27%,6.03,0.33%,5,2.30%,5.92,3.86,1.90%,101.86,7.40%,4.34年,2.34年,9.20%,9.40%,2,0.45%,-0.04%,0.35%,-2.68%,-2.85%,90.84,90.99,23.65,114.64,-4.60%,71%,11%,18%,0.71,1.18,0.28,A+,4.90%,59
82,万顺转债,123012,2018-08-29,万顺股份,300057,造纸包装印刷,121.276,0.04%,0.50%,7.85,0.64%,14,3.10%,6.47,1.29,21.30%,121.33,0.00%,5.34年,3.34年,9.00%,10.90%,3.7,-1.63%,-2.00%,-1.70%,-4.39%,-4.58%,89.42,88.88,42.87,131.76,-8.00%,46%,<2%,18%,0.84,2.31,-0.46,AA-,4.40%,37
83,高能转债,113515,2018-08-27,高能环境,603588,城市公用设施,116.59,-0.59%,0.89%,10.3,0.39%,50,5.10%,9.38,2.78,9.80%,109.81,6.20%,5.35年,3.35年,12.30%,13.60%,8.4,-0.54%,-0.99%,-0.63%,-3.28%,-3.48%,89.23,90.23,30.96,121.18,-3.80%,67%,12%,16%,0.78,1.26,0.34,AA,4.40%,35
84,横河转债,123013,2018-08-20,横河模具,300539,机械装备制造,139.4,-6.00%,-2.02%,12.66,-8.99%,198,303%,9.26,6.9,36.70%,136.72,2.00%,5.35年,3.35年,1.70%,2.40%,0.5,-3.37%,-3.88%,-3.47%,-7.91%,-8.13%,90.37,93.41,53.54,146.95,-5.10%,77%,<2%,17%,0.89,1.74,0.12,A+,4.30%,37
85,凯中转债,128042,2018-09-03,凯中精密,2823,能源电力,111.051,-0.04%,0.14%,12.85,0.16%,6.5,1.40%,13.25,2.86,-3.00%,96.98,14.50%,5.36年,3.36年,11.10%,10.80%,4.2,1.05%,0.47%,0.93%,-1.91%,-2.12%,88.3,91.95,21.13,113.08,-1.80%,68%,16%,17%,0.63,0.55,0.72,AA,4.70%,55
86,凯发转债,123014,2018-08-21,凯发电气,300407,能源电力,115.085,0.78%,-1.38%,8.51,-0.82%,1.7,0.40%,8.15,2.4,4.40%,104.42,10.20%,4.35年,2.35年,14.90%,15.50%,3.5,-1.15%,-1.55%,-1.23%,-4.61%,-4.77%,90.93,89.57,26.39,115.96,-0.80%,64%,16%,18%,0.74,0.46,1.01,A+,4.80%,24
87,吴银转债,113516,2018-08-20,吴江银行,603323,金融,127.11,0.24%,-0.24%,7.95,0.00%,29,1.80%,6.34,1.29,25.40%,125.39,1.40%,5.37年,无权,10.20%,12.80%,13.2,-1.79%,-2.29%,-1.89%,无权,无权,无权,93.14,43.36,136.5,-6.90%,49%,<2%,18%,0.8,2.2,-0.44,AA+,4.20%,37
88,东音转债,128043,2018-08-27,东音股份,2793,机械装备制造,119.3,2.27%,-0.20%,13.26,2.55%,12,3.50%,11.43,3.14,16.00%,116.01,2.80%,5.37年,3.37年,10.60%,12.20%,2.8,-0.61%,-1.12%,-0.71%,-3.89%,-4.08%,89.09,91.75,36.25,128.01,-6.80%,70%,<2%,17%,0.81,1.89,-0.16,AA-,4.50%,31
89,曙光转债,113517,2018-08-23,中科曙光,603019,计算机及应用,130.5,3.04%,0.49%,62.09,4.18%,128,8.80%,51.28,10.92,21.10%,121.08,7.80%,5.38年,3.38年,2.80%,3.40%,11.2,-2.64%,-3.07%,-2.72%,-6.30%,-6.49%,89.5,90.69,40.08,130.78,-0.20%,60%,18%,16%,0.84,0.64,1.04,AA,4.30%,6
90,蓝盾转债,123015,2018-09-13,蓝盾股份,300297,计算机及应用,128.9,1.42%,-0.24%,7.55,1.34%,52,12.80%,5.82,2.12,29.70%,129.73,-0.60%,5.40年,3.40年,3.50%,4.50%,3.1,-2.40%,-2.83%,-2.49%,-5.94%,-6.13%,89.64,90.94,47.59,138.53,-7.00%,37%,<2%,16%,0.88,2.22,-0.32,AA,4.20%,51
91,岭南转债,128044,2018-09-04,岭南股份,2717,城市公用设施,111.68,0.79%,-0.62%,9.07,0.33%,10,1.40%,10.63,2.2,-14.70%,85.32,30.90%,5.40年,3.40年,7.10%,6.10%,6.6,0.07%,-0.34%,-0.01%,-2.10%,-2.29%,87.41,86.9,15.33,102.23,9.20%,68%,29%,16%,0.54,-1.57,2.79,AA,4.90%,24
92,机电转债,128045,2018-09-14,中航机电,2013,航空航天,118.69,1.96%,2.83%,7.98,7.11%,75,3.00%,7.66,3.25,4.20%,104.18,13.90%,5.44年,3.44年,7.30%,7.60%,21,-1.41%,-1.74%,-1.48%,-3.75%,-3.93%,89.95,89.21,27.33,116.54,1.80%,56%,23%,16%,0.67,0.34,1,AAA,4.00%,8
93,顾家转债,113518,2018-10-09,顾家家居,603816,其他,120.66,-0.36%,-0.35%,57.47,-0.91%,4.5,0.30%,52.2,5.81,10.10%,110.1,9.60%,5.48年,3.48年,4.40%,4.90%,11,-0.84%,-1.33%,-0.94%,-4.08%,-4.26%,88.68,91.22,30.57,121.79,-0.90%,39%,15%,16%,0.77,0.63,0.92,AA,4.50%,10
94,利尔转债,128046,2018-11-09,利尔化学,2258,石油天然气化工,112.75,-0.13%,-1.39%,16.66,-2.57%,2,0.20%,18.82,2.95,-11.50%,88.52,27.40%,5.58年,3.58年,9.80%,8.60%,8.5,0.09%,-0.34%,0.00%,-2.20%,-2.39%,87.17,87.58,17.13,104.71,7.70%,61%,26%,16%,0.59,-1.3,2.58,AA,4.80%,12
95,光电转债,128047,2018-12-07,中航光电,2179,机械装备制造,119.7,0.14%,0.90%,44.32,1.35%,12,0.80%,40.26,6.36,10.10%,110.08,8.70%,5.63年,3.63年,3.70%,4.10%,13,-1.51%,-1.83%,-1.58%,-3.78%,-3.95%,88.54,87.47,33.43,120.89,-1.00%,34%,17%,16%,0.77,0.81,0.74,AA+,4.20%,10
96,长久转债,113519,2018-11-30,长久物流,603569,交通运输,116.1,0.80%,-0.85%,12.76,-0.08%,11,1.30%,11.99,3.18,6.40%,106.42,9.10%,5.64年,3.64年,9.80%,10.40%,7,0.69%,0.06%,0.56%,-2.86%,-3.06%,87.96,94.15,26.99,121.14,-4.20%,52%,11%,17%,0.71,1.15,0.31,AA,4.60%,24
97,洲明转债,123016,2018-12-03,洲明科技,300232,电子,142.04,5.37%,0.66%,13.85,6.54%,37,4.90%,9.45,5.01,46.60%,146.56,-3.10%,5.64年,3.64年,5.20%,7.60%,5.5,-3.63%,-4.09%,-3.72%,-7.88%,-8.07%,89.39,92.34,62.35,154.69,-8.20%,69%,<2%,16%,0.92,2.59,-0.55,AA-,4.20%,18
98,百合转债,113520,2018-11-26,梦百合,603313,其他,138.37,0.28%,0.09%,27.18,0.41%,13,1.90%,19.03,3.98,42.80%,142.83,-3.10%,5.64年,3.64年,7.80%,11.10%,5.1,-3.18%,-3.65%,-3.27%,-7.29%,-7.47%,89.06,92.11,59.79,151.89,-8.90%,41%,<2%,16%,0.91,2.73,-0.67,AA-,4.20%,16
99,张行转债,128048,2018-11-29,张家港行,2839,金融,120.1,1.35%,-0.37%,7.11,1.28%,46,1.60%,6.06,1.44,17.30%,117.33,2.40%,5.65年,无权,19.50%,22.80%,25,-0.89%,-1.33%,-0.98%,无权,无权,无权,90.82,38.46,129.28,-7.10%,57%,<2%,18%,0.76,2.16,-0.47,AA+,4.20%,37
100,科森转债,113521,2018-12-07,科森科技,603626,通信互联网,115.39,1.29%,0.18%,10.38,1.86%,18,2.50%,8.95,2.46,16.00%,115.98,-0.50%,5.66年,3.66年,14.10%,16.40%,6.1,0.05%,-0.44%,-0.05%,-2.70%,-2.89%,88.31,91.02,38.17,129.19,-10.70%,64%,<2%,18%,0.79,2.86,-1,AA,4.40%,73
101,特发转债,127008,2018-12-25,特发信息,70,通信互联网,181,-1.08%,-0.46%,14.98,-1.58%,392,51.50%,6.78,4.42,121%,220.94,-18.10%,4.66年,2.66年,4.50%,9.90%,4.2,-9.98%,-10.40%,-10.10%,-12.10%,-12.20%,91.46,92.91,132.74,225.65,-19.80%,60%,<2%,17%,0.98,6.12,-2.96,AA,4.00%,35
102,桐昆转债,113020,2018-12-12,桐昆股份,601233,服装纺织,124,-0.34%,2.57%,14.26,2.89%,228,4.90%,12.63,1.7,12.90%,112.91,9.80%,5.67年,3.67年,14.60%,16.50%,38,-1.64%,-2.04%,-1.72%,-4.61%,-4.78%,88.51,89.82,34.07,123.88,0.10%,48%,21%,16%,0.77,0.58,0.97,AA+,4.20%,24
103,圆通转债,110046,2018-12-18,圆通速递,600233,交通运输,125.7,0.49%,2.02%,13.45,3.07%,72,1.60%,10.89,3.7,23.50%,123.51,1.80%,5.67年,3.67年,9.60%,11.80%,36.5,-1.49%,-1.97%,-1.59%,-4.84%,-5.03%,89.12,92.08,41.46,133.54,-5.90%,61%,<2%,16%,0.82,1.99,-0.23,AA+,4.20%,35
104,寒锐转债,123017,2018-12-24,寒锐钴业,300618,有色金属,112.9,0.07%,-1.69%,83.07,-2.12%,11,2.20%,81.49,8.92,1.90%,101.94,10.80%,5.67年,3.67年,2.80%,2.80%,4.4,-0.29%,-0.65%,-0.36%,-2.23%,-2.41%,87.32,86.51,27.5,114.01,-1.00%,78%,13%,16%,0.76,0.48,1.04,AA-,4.60%,43
105,山鹰转债,110047,2018-12-10,山鹰纸业,600567,造纸包装印刷,119.51,0.23%,-0.23%,4.05,0.00%,140,5.00%,3.34,1.53,21.30%,121.26,-1.40%,5.67年,3.67年,12.40%,15.00%,23,-0.15%,-0.72%,-0.26%,-3.63%,-3.81%,88.74,94.16,38.88,133.04,-10.20%,29%,<2%,16%,0.78,2.96,-1.08,AA+,4.20%,67
106,旭升转债,113522,2018-12-11,旭升股份,603305,汽车,122.2,0.16%,-1.16%,37.3,-1.19%,13,2.60%,29.86,11.12,24.90%,124.92,-2.20%,5.68年,3.68年,2.80%,3.50%,4.2,-0.28%,-0.89%,-0.40%,-4.19%,-4.37%,88.32,94.96,40.39,135.36,-9.70%,64%,<2%,16%,0.83,2.75,-0.83,AA,4.30%,22
107,华源转债,128049,2018-12-20,华源控股,2787,造纸包装印刷,124.32,11.60%,-3.38%,9.08,10.10%,68,14.30%,7.57,2.08,19.90%,119.95,3.60%,5.69年,3.69年,14.10%,16.90%,4,-1.28%,-1.76%,-1.37%,-4.56%,-4.74%,88.08,90.72,41.67,132.39,-6.10%,75%,<2%,18%,0.82,1.74,-0.02,AA-,4.50%,63
108,福能转债,110048,2018-12-28,福能股份,600483,能源电力,121.01,2.32%,-0.56%,9.73,2.31%,37,1.10%,8.69,1.38,12.00%,111.97,8.10%,5.72年,3.72年,18.70%,21.00%,28.3,-1.01%,-1.45%,-1.10%,-3.90%,-4.08%,88.47,90.54,32.84,123.38,-1.90%,30%,13%,16%,0.76,0.99,0.55,AA+,4.20%,10
109,伟明转债,113523,2018-12-26,伟明环保,603568,城市公用设施,112.72,1.53%,-0.15%,25.61,1.83%,15,1.90%,23.92,6.41,7.10%,107.07,5.30%,5.73年,3.73年,3.80%,4.10%,6.7,0.40%,-0.08%,0.31%,-2.11%,-2.30%,87.64,90.11,29.2,119.31,-5.50%,43%,<2%,16%,0.76,1.56,0.03,AA,4.50%,27
110,钧达转债,128050,2018-12-27,钧达股份,2865,汽车,110.613,2.41%,1.06%,22.21,5.31%,20,5.80%,21.74,3.13,2.20%,102.16,8.30%,5.73年,3.73年,11.80%,12.10%,3.2,2.07%,1.35%,1.93%,-1.48%,-1.70%,87,95.09,25.23,120.32,-8.10%,66%,9%,18%,0.65,1.82,-0.39,AA-,4.90%,73
111,光华转债,128051,2019-01-09,光华科技,2741,汽车,108.4,0.07%,0.01%,15.87,0.13%,3.2,1.20%,17.03,4.94,-6.80%,93.19,16.30%,5.74年,3.74年,4.20%,3.90%,2.5,1.21%,0.71%,1.11%,-0.98%,-1.20%,86.75,88.7,21.7,110.39,-1.80%,38%,16%,17%,0.64,0.38,0.9,AA-,4.90%,20
112,奇精转债,113524,2019-01-07,奇精机械,603677,家电,110.78,1.63%,-0.85%,15.39,1.12%,4,1.10%,14.76,3.13,4.30%,104.27,6.20%,5.74年,3.74年,10.90%,11.40%,3.3,1.17%,0.61%,1.06%,-1.67%,-1.85%,87.23,91.83,27.62,119.45,-7.30%,61%,<2%,18%,0.7,1.82,-0.3,AA,4.60%,59
113,台华转债,113525,2019-01-11,台华新材,603055,服装纺织,115.96,-1.12%,0.05%,12.68,-1.40%,33,5.40%,11.56,2.78,9.70%,109.69,5.70%,5.75年,3.75年,7.60%,8.40%,5.3,-0.10%,-0.57%,-0.20%,-2.82%,-2.99%,87.58,90.05,32.81,122.86,-5.60%,47%,<2%,17%,0.76,1.6,0,AA,4.50%,8
114,海尔转债,110049,2019-01-18,青岛海尔,600690,家电,126.6,0.00%,-0.77%,17.09,-0.98%,34,0.90%,14.55,2.96,17.50%,117.46,7.80%,5.75年,3.75年,2.80%,3.20%,30.1,-2.45%,-2.76%,-2.51%,-5.05%,-5.21%,88.87,88.13,39.17,127.31,-0.60%,32%,15%,16%,0.78,0.93,0.64,AAA,4.00%,25
115,佳都转债,110050,2019-01-21,佳都科技,600728,计算机及应用,135.32,1.57%,3.53%,11.89,5.50%,203,17.30%,7.95,5.85,49.60%,149.56,-9.50%,5.75年,3.75年,4.50%,6.80%,8.8,-2.94%,-3.36%,-3.03%,-6.60%,-6.76%,88.65,90.87,66.17,157.04,-13.80%,71%,<2%,16%,0.93,4.14,-1.72,AA,4.10%,16
116,溢利转债,123018,2019-01-23,溢多利,300381,医药,121.15,-0.19%,1.74%,10.98,1.76%,21,2.60%,8.41,2.24,30.60%,130.56,-7.20%,5.75年,3.75年,14.90%,19.40%,6.7,-0.87%,-1.34%,-0.96%,-3.90%,-4.07%,88.15,90.91,49.16,140.07,-13.50%,78%,<2%,17%,0.88,3.79,-1.54,AA-,4.30%,45
117,凯龙转债,128052,2019-01-21,凯龙股份,2783,石油天然气化工,124.8,1.22%,0.79%,9.4,2.29%,51,12.40%,6.97,2.15,34.90%,134.86,-7.50%,5.76年,3.76年,10.50%,14.20%,3.3,-1.36%,-1.83%,-1.45%,-4.58%,-4.76%,88.51,91.37,52.69,144.06,-13.40%,78%,<2%,17%,0.88,3.85,-1.59,AA,4.20%,29
118,冰轮转债,127009,2019-02-21,冰轮环境,811,机械装备制造,137.85,-1.23%,2.68%,8.31,1.59%,98,13.80%,5.52,1.89,50.50%,150.54,-8.40%,5.82年,3.82年,9.40%,14.10%,5.1,-3.07%,-3.51%,-3.16%,-6.92%,-7.08%,88.31,91.27,68.03,159.3,-13.50%,43%,<2%,17%,0.91,3.98,-1.63,AA,4.20%,22
119,平银转债,127010,2019-02-18,平安银行,1,金融,118.501,-0.21%,-0.40%,12.79,-0.93%,214,0.70%,11.77,1,8.70%,108.67,9.10%,5.84年,无权,11.80%,12.90%,260,-0.07%,-0.61%,-0.18%,无权,无权,无权,94.36,31.24,125.6,-5.70%,29%,<2%,16%,0.66,1.94,-0.48,AAA,4.00%,51
120,联泰转债,113526,2019-02-18,联泰环保,603797,城市公用设施,113.16,0.69%,-0.22%,13.64,0.59%,1.4,0.30%,12.31,2.76,10.80%,110.8,2.10%,5.85年,3.85年,13.40%,14.90%,3.9,-0.32%,-0.67%,-0.39%,-2.19%,-2.36%,87.17,86.6,36.13,122.73,-7.80%,50%,<2%,18%,0.78,2.16,-0.43,AA,4.40%,20
121,维格转债,113527,2019-02-19,维格娜丝,603518,服装纺织,113.46,0.11%,-0.07%,16.68,0.06%,18,2.20%,14.96,1.32,11.50%,111.5,1.80%,5.85年,3.85年,24.80%,27.60%,7.5,1.08%,0.47%,0.96%,-2.16%,-2.34%,87.2,93.55,32.69,126.23,-10.10%,39%,<2%,18%,0.73,2.59,-0.89,AA,4.50%,43
122,尚荣转债,128053,2019-03-07,尚荣医疗,2551,医药,120.2,0.04%,-0.86%,6.28,-0.95%,77,8.50%,4.94,1.92,27.10%,127.13,-5.40%,5.91年,3.91年,16.90%,21.50%,7.5,-0.71%,-1.17%,-0.80%,-3.57%,-3.73%,87.71,90.51,45.91,136.42,-11.90%,43%,<2%,16%,0.87,3.4,-1.27,AA,4.30%,49
123,中宠转债,128054,2019-03-14,中宠股份,2891,农业,115.39,1.22%,2.04%,40.77,4.08%,35,15.90%,37.97,5.56,7.40%,107.37,7.50%,5.91年,3.91年,4.80%,5.10%,1.9,0.03%,-0.44%,-0.06%,-2.55%,-2.73%,86.66,89.04,30.84,119.89,-3.80%,49%,14%,16%,0.8,1.01,0.61,A+,4.60%,6
124,N中信转,113021,2019-03-19,中信银行,601998,金融,108,8.00%,0.00%,6.4,-1.08%,"8,120",18.80%,7.45,0.8,-14.10%,85.91,25.70%,5.96年,无权,12.80%,11.00%,400,1.70%,1.12%,1.58%,无权,无权,无权,94.82,16.54,111.36,-3.00%,23%,4%,17%,0.42,1.09,-0.19,AAA,4.00%,22
