,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
71,广电转债,110044,2018-07-24,广电网络,600831,传媒娱乐,157.61,-0.71%,-0.49%,10.85,-1.27%,32,12.00%,6.91,2.06,57.00%,157.02,0.40%,5.20年,3.20年,2.20%,3.50%,1.7,-6.26%,-6.67%,-6.34%,-11.50%,-11.70%,90.75,92.26,70.81,163.06,-3.30%,42%,<2%,17%,0.94,1.56,0.37,AA,4.10%,8
72,千禾转债,113511,2018-07-10,千禾味业,603027,食品饮料,109.68,-0.10%,-1.23%,22.06,-2.43%,11,2.70%,25.85,5.64,-14.70%,85.34,28.50%,5.18年,3.18年,4.90%,4.20%,3.6,0.61%,0.14%,0.51%,-1.71%,-1.91%,87.76,87.71,13.28,100.99,8.60%,57%,27%,16%,0.55,-1.55,2.78,AA-,5.10%,38
73,再升转债,113510,2018-07-13,再升科技,603601,城市公用设施,105.51,-0.41%,0.85%,9.59,1.05%,1.4,1.10%,11.32,4.12,-15.30%,84.72,24.50%,5.18年,1.18年,2.20%,1.90%,1.1,1.41%,0.94%,1.32%,-3.09%,-3.25%,94.22,86.57,15.54,102.11,3.30%,65%,24%,17%,0.42,-0.47,1.31,AA-,5.50%,30
74,华通转债,128040,2018-07-13,华通医药,2758,医药,113.899,0.00%,0.00%,12.66,0.00%,0,0.00%,11.45,4.14,10.60%,110.57,3.00%,5年59天,3年59天,8.40%,9.30%,2.2,-0.10%,-0.57%,-0.20%,-2.78%,-2.99%,89.67,90.51,31.19,121.7,-6.40%,76%,<2%,18%,0.78,1.78,-0.11,AA-,4.50%,59
75,三力转债,128039,2018-06-29,三 力 士,2224,机械装备制造,118.4,0.17%,0.45%,6.9,0.73%,6.6,1.20%,5.84,2.6,18.20%,118.15,0.20%,5年53天,3年53天,9.90%,11.60%,4.7,-1.34%,-1.71%,-1.41%,-4.06%,-4.24%,89.77,89.05,37.32,126.37,-6.30%,37%,<2%,17%,0.85,1.94,-0.14,AA-,4.40%,27
76,新泉转债,113509,2018-06-22,新泉股份,603179,汽车,111.2,-1.24%,-0.76%,18.38,-2.96%,2.4,0.50%,18.89,2.74,-2.70%,97.3,14.30%,5年49天,3年49天,10.80%,10.50%,4.5,-0.02%,-0.42%,-0.10%,-2.14%,-2.34%,89.31,88.42,21.61,110.03,1.10%,55%,19%,17%,0.68,0.1,1.26,AA,4.60%,31
77,新凤转债,113508,2018-05-16,新凤鸣,603225,服装纺织,106,-1.92%,0.88%,14.91,-1.84%,28,1.20%,16.83,1.62,-11.40%,88.59,19.60%,5年10天,3年10天,12.10%,10.70%,21.5,1.32%,0.84%,1.23%,-0.72%,-0.94%,89.13,89.47,14.15,103.63,2.30%,56%,21%,16%,0.56,-0.27,1.4,AA,4.90%,28
78,天马转债,113507,2018-05-07,天马科技,603668,农业,133.85,-1.67%,0.07%,9.89,-1.79%,8.9,4.70%,7.37,3.31,34.20%,134.19,-0.30%,5.00年,3.00年,4.50%,6.00%,1.4,-3.34%,-3.80%,-3.43%,-7.80%,-8.00%,91.11,92.41,49.17,141.58,-5.50%,54%,<2%,17%,0.9,1.89,0,AA-,4.30%,23
79,鼎信转债!,113506,2018-05-14,鼎信通讯,603421,能源电力,129.02,0.79%,-0.54%,28.03,0.25%,27,33.30%,21.65,5.42,29.50%,129.47,-0.30%,4.99年,2.99年,0.50%,0.60%,0.6,-3.14%,-3.50%,-3.21%,-6.91%,-7.08%,91.13,90.98,38.49,129.47,-0.30%,52%,<2%,16%,1,1.07,0.93,AA,4.00%,23
80,金农转债,128036,2018-04-02,金新农,2548,农业,132.788,0.58%,-0.44%,12.85,0.16%,91,15.50%,9.62,4.35,33.60%,133.58,-0.60%,4.90年,2.90年,8.80%,11.70%,4.4,-3.67%,-4.05%,-3.75%,-7.90%,-8.08%,91.14,90.84,49.57,140.4,-5.40%,39%,<2%,17%,0.9,1.9,0,AA-,4.20%,55
81,利欧转债!,128038,2018-04-19,利欧股份,2131,传媒娱乐,125.62,-3.01%,-0.12%,2.16,-3.14%,28,8.80%,1.72,1.44,25.60%,125.58,0.00%,4.94年,2.94年,1.70%,2.20%,2.5,-2.02%,-2.50%,-2.11%,-6.16%,-6.34%,91.56,94.1,31.48,125.58,0.00%,80%,<2%,16%,1,0.99,1.01,AA,4.00%,67
82,岩土转债,128037,2018-04-25,中化岩土,2542,建筑,100.989,-0.71%,0.71%,5.48,0.00%,22,3.60%,8.03,2.75,-31.80%,68.24,48.00%,4.92年,2.92年,6.00%,4.10%,6,2.32%,1.83%,2.22%,0.74%,0.53%,87.68,87.09,5.23,92.32,9.40%,54%,33%,16%,0.25,-1.73,2.33,AA,5.50%,70
83,敖东转债,127006,2018-05-11,吉林敖东,623,金融,108.253,-0.69%,1.21%,18.45,0.99%,12,0.40%,20.82,1.05,-11.40%,88.62,22.20%,4.91年,2.91年,11.20%,10.00%,24.1,0.03%,-0.29%,-0.04%,-1.90%,-2.03%,89.28,87.69,14.54,102.23,5.90%,31%,27%,16%,0.53,-0.77,1.86,AA+,4.50%,33
84,长证转债,127005,2018-04-11,长江证券,783,金融,118.11,-0.19%,-1.81%,7.56,-3.20%,79,1.30%,7.45,1.6,1.50%,101.48,16.40%,4.91年,无权,12.00%,12.10%,50,-1.52%,-1.88%,-1.59%,无权,无权,无权,90.8,23.48,114.28,3.30%,31%,22%,18%,0.63,-0.02,1.27,AAA,4.00%,33
85,星源转债,123009,2018-04-10,星源材质,300568,汽车,117.399,-0.28%,2.74%,30.7,3.12%,11,1.90%,27.69,4.12,10.90%,110.87,5.90%,4.89年,2.89年,8.10%,9.00%,4.8,-1.29%,-1.67%,-1.36%,-4.20%,-4.38%,90.36,89.57,30.54,120.11,-2.30%,64%,19%,17%,0.79,0.97,0.63,AA,4.40%,14
86,杭电转债,113505,2018-03-27,杭电股份,603618,能源电力,107.89,0.30%,-0.02%,6.97,0.43%,7.8,0.90%,7.29,2.21,-4.40%,95.61,12.80%,4.89年,2.89年,16.30%,15.60%,7.8,0.93%,0.45%,0.83%,-1.42%,-1.63%,89.84,90.43,18,108.43,-0.50%,72%,17%,16%,0.64,0.37,0.92,AA,4.70%,41
87,艾华转债,113504,2018-03-23,艾华集团,603989,电子,111.51,-0.51%,0.48%,20.5,-0.05%,6.2,0.80%,21.73,4.23,-5.70%,94.34,18.20%,4.88年,2.88年,8.60%,8.20%,6.9,-0.13%,-0.54%,-0.21%,-2.50%,-2.70%,89.85,88.83,18.11,106.94,4.30%,40%,24%,16%,0.64,-0.54,1.84,AA,4.70%,8
88,康泰转债!,123008,2018-03-19,康泰生物,300601,医药,169.33,-0.39%,0.24%,52.99,-0.15%,11,10.10%,31.23,21.51,69.70%,169.68,-0.20%,4.80年,2.80年,0.20%,0.30%,0.7,-8.60%,-8.95%,-8.67%,-10.10%,-10.20%,92.05,92.13,77.55,169.68,-0.20%,69%,69%,16%,1,1.04,0.96,AA-,4.00%,8
89,玲珑转债,113019,2018-03-22,玲珑轮胎,601966,汽车,114.01,-1.92%,0.70%,18.19,-2.20%,28,1.20%,18.84,2.31,-3.50%,96.55,18.10%,3.87年,1.87年,9.20%,8.80%,20,-0.23%,-0.83%,-0.35%,-5.43%,-5.59%,93.12,95.65,13.79,109.44,4.20%,34%,25%,16%,0.55,-0.43,1.54,AA+,4.40%,19
90,大族转债,128035,2018-03-05,大族激光,2008,电子,109.19,-0.56%,1.21%,41.37,1.90%,24,1.00%,52.5,5.39,-21.20%,78.8,38.60%,4.81年,2.81年,5.20%,4.10%,23,-0.15%,-0.48%,-0.22%,-1.37%,-1.68%,91.58,87.33,10.02,97.34,12.20%,39%,36%,16%,0.34,-1.95,2.82,AA+,4.70%,17
91,无锡转债,110043,2018-03-14,无锡银行,600908,金融,110.53,-0.42%,0.32%,6.63,-0.15%,63,1.90%,6.7,1.2,-1.00%,98.96,11.70%,4.79年,无权,24.50%,24.20%,30,-1.00%,-1.21%,-1.04%,无权,无权,无权,86.33,23.51,109.85,0.60%,47%,21%,18%,0.68,0.38,0.98,AA+,4.30%,56
92,江银转债,128034,2018-02-14,江阴银行,2807,金融,115.874,-0.36%,0.48%,6.39,0.16%,20,1.00%,5.67,1.12,12.70%,112.7,2.80%,4.78年,无权,15.20%,17.10%,17.6,-1.17%,-1.54%,-1.25%,无权,无权,无权,90.13,31.74,121.87,-4.90%,49%,11%,18%,0.76,1.67,-0.06,AA+,4.20%,55
93,常熟转债!,113018,2018-02-06,常熟银行,601128,金融,145.65,1.01%,0.43%,8.44,1.44%,72,5.00%,5.76,1.63,46.50%,146.53,-0.60%,4.76年,无权,4.60%,6.80%,9.8,-5.87%,-6.21%,-5.94%,无权,无权,无权,91.18,55.35,146.53,-0.60%,42%,<2%,18%,1,1.13,0.88,AA+,4.00%,31
94,道氏转债,123007,2018-01-26,道氏技术,300409,建筑,119.17,-1.51%,-0.21%,16.58,-2.18%,1.2,0.30%,15.2,4.25,9.10%,109.08,9.30%,4.70年,2.70年,4.10%,4.40%,3.1,-1.34%,-1.79%,-1.43%,-4.84%,-5.05%,91.25,91.33,27.37,118.7,0.40%,77%,18%,16%,0.79,0.36,1.21,AA-,4.50%,17
95,迪龙转债,128033,2018-01-29,雪迪龙,2658,城市公用设施,110.1,-0.81%,-0.83%,9.15,-2.35%,8,1.40%,9.03,2.75,1.30%,101.33,8.70%,4.70年,2.70年,9.40%,9.50%,5.2,0.04%,-0.37%,-0.04%,-2.30%,-2.50%,90.67,89.62,22.92,112.54,-2.20%,38%,14%,17%,0.7,0.81,0.6,AA,4.60%,55
96,吉视转债,113017,2018-01-15,吉视传媒,601929,传媒娱乐,108.63,-1.01%,0.80%,2.86,-0.35%,14,0.80%,2.96,1.3,-3.40%,96.62,12.40%,4.70年,2.70年,17.50%,16.90%,15.6,0.33%,-0.08%,0.25%,-1.84%,-2.04%,91.22,90.49,18.25,108.74,-0.10%,28%,18%,16%,0.62,0.5,0.74,AA+,4.40%,33
97,航电转债,110042,2018-01-15,中航电子,600372,航空航天,122.4,-0.12%,-0.43%,16.64,-0.72%,51,1.70%,14.23,4.11,16.90%,116.94,4.70%,4.69年,2.69年,8.20%,9.60%,24,-2.33%,-2.70%,-2.40%,-5.80%,-6.00%,92.42,91.66,33.47,125.14,-2.20%,35%,12%,16%,0.78,1.28,0.32,AAA,4.00%,14
98,蒙电转债,110041,2018-01-09,内蒙华电,600863,能源电力,113,0.31%,-1.14%,2.92,-1.35%,31,1.50%,2.92,1.6,0.00%,100,13.00%,4.69年,2.69年,11.00%,11.00%,18.7,-0.41%,-0.83%,-0.49%,-3.09%,-3.31%,92.54,92.62,19.73,112.35,0.60%,22%,16%,16%,0.61,0.52,0.72,AAA,4.00%,22
99,双环转债,128032,2018-01-25,双环传动,2472,机械装备制造,106.3,-0.65%,0.77%,7.15,0.42%,9.8,0.90%,9.99,1.49,-28.40%,71.57,48.50%,4.69年,2.69年,20.40%,14.60%,10,0.90%,0.47%,0.82%,-1.00%,-1.22%,88.87,86.81,6.77,93.59,13.60%,54%,40%,16%,0.28,-2.35,3.16,AA,5.40%,16
100,天康转债,128030,2018-01-29,天康生物,2100,农业,120.1,-0.97%,-0.89%,9.4,-2.29%,12,1.00%,8.15,2.92,15.30%,115.34,4.10%,4.69年,2.69年,11.00%,12.70%,10,-1.35%,-1.84%,-1.45%,-5.18%,-5.39%,91.52,92.67,31.4,124.07,-3.20%,32%,<2%,16%,0.82,1.23,0.44,AA,4.40%,13
101,太阳转债,128029,2018-01-16,太阳纸业,2078,造纸包装印刷,113.405,-1.58%,-0.11%,7.7,-3.75%,14,1.00%,8.75,1.68,-12.00%,88,28.90%,3.69年,1.69年,6.00%,5.30%,12,-1.25%,-1.67%,-1.34%,-5.84%,-5.98%,93.45,92.06,10.08,102.14,11.00%,37%,34%,16%,0.45,-1.67,2.71,AA+,4.60%,6
102,赣锋转债,128028,2018-01-19,赣锋锂业,2460,有色金属,106.899,0.47%,-0.87%,27.93,-2.07%,8.4,0.90%,42.58,4.76,-34.40%,65.59,63.00%,4.68年,2.68年,2.50%,1.70%,9.3,0.58%,0.19%,0.50%,-1.46%,-1.63%,87.86,85.36,5.92,91.28,17.10%,70%,45%,17%,0.19,-2.92,3.7,AA,5.60%,20
103,东财转债!,123006,2018-01-29,东方财富,300059,金融,162.6,-3.56%,0.33%,18.54,-3.24%,335,15.30%,11.36,6.62,63.20%,163.2,-0.40%,4.68年,2.68年,1.30%,2.10%,13.1,-8.01%,-8.37%,-8.08%,-10.10%,-10.20%,91.5,92.2,71.01,163.2,-0.40%,57%,<2%,17%,1,1.08,0.93,AA,4.00%,23
104,铁汉转债,123004,2018-01-26,铁汉生态,300197,城市公用设施,114.401,-0.87%,-2.13%,4.32,-3.79%,37,6.70%,3.99,1.55,8.30%,108.27,5.70%,4.67年,2.67年,4.70%,5.10%,4.8,-0.79%,-1.19%,-0.87%,-3.64%,-3.83%,91.22,90.44,26.25,116.69,-2.00%,67%,<2%,15%,0.79,0.94,0.66,AA,4.40%,53
105,崇达转债,128027,2018-01-22,崇达技术,2815,电子,117.1,-0.32%,-1.39%,16.38,-2.21%,10,1.10%,15.09,4.95,8.50%,108.55,7.90%,4.67年,2.67年,5.70%,6.20%,7.8,-1.20%,-1.62%,-1.28%,-4.36%,-4.57%,91.4,90.78,27.2,117.98,-0.70%,63%,14%,16%,0.77,0.65,0.9,AA,4.50%,11
106,泰晶转债,113503,2018-01-02,泰晶科技,603738,电子,105.38,-0.72%,1.83%,15.56,2.17%,1.7,0.70%,17.99,4.12,-13.50%,86.49,21.80%,4.67年,2.67年,8.70%,7.50%,2.2,1.52%,1.00%,1.41%,-0.67%,-0.90%,90.22,90.43,12.06,102.48,2.80%,62%,24%,16%,0.51,-0.41,1.44,AA,5.00%,36
107,众兴转债,128026,2018-01-03,众兴菌业,2772,农业,99.33,-0.65%,0.83%,8.3,0.61%,10,1.10%,11.64,1.22,-28.70%,71.31,39.30%,4.66年,2.66年,30.10%,21.50%,9.2,2.44%,1.99%,2.35%,1.44%,1.20%,88.32,85.79,7.09,92.88,6.90%,54%,29%,16%,0.29,-1.32,1.95,AA-,5.80%,42
108,蓝思转债,123003,2018-01-17,蓝思科技,300433,电子,103.8,-0.91%,0.11%,8.06,-2.42%,74,1.50%,10.46,1.94,-22.90%,77.06,34.70%,4.65年,2.65年,15.20%,11.70%,48,1.34%,0.92%,1.25%,-0.26%,-0.47%,90.72,89.57,7.73,97.3,6.70%,87%,27%,16%,0.33,-1.05,1.75,AA+,4.70%,36
109,特一转债,128025,2017-12-28,特一药业,2728,医药,113.006,-1.38%,1.28%,16.76,-0.12%,2,0.50%,15.45,3.21,8.50%,108.48,4.20%,4.64年,2.64年,10.10%,10.90%,3.4,-0.53%,-0.94%,-0.61%,-3.25%,-3.45%,91.03,90.04,28,118.04,-4.30%,36%,13%,17%,0.78,1.34,0.27,AA-,4.60%,28
110,宁行转债,128024,2018-01-12,宁波银行,2142,金融,127.58,0.06%,0.87%,23.22,1.13%,391,4.10%,18.01,1.87,28.90%,128.93,-1.00%,4.64年,无权,6.10%,7.90%,74,-3.38%,-3.72%,-3.45%,无权,无权,无权,91.13,44.8,135.93,-6.10%,30%,<2%,18%,0.83,2.22,-0.41,AAA,4.00%,31
111,亚太转债,128023,2017-12-26,亚太股份,2284,汽车,98.4,-0.93%,0.53%,6.07,-3.50%,8.8,0.90%,10.34,1.71,-41.30%,58.7,67.60%,4.64年,2.64年,22.30%,13.10%,10,3.05%,2.52%,2.94%,1.76%,1.53%,88.38,87.41,3.11,90.52,8.70%,36%,36%,17%,0.12,-1.59,1.89,AA,5.80%,41
112,众信转债,128022,2017-12-28,众信旅游,2707,旅游餐饮酒店,110.7,1.17%,-1.47%,7.53,-1.31%,4.6,0.60%,10.99,2.83,-31.50%,68.52,61.60%,4.63年,2.63年,10.50%,7.20%,7,-0.08%,-0.49%,-0.16%,-2.55%,-2.75%,88.74,86.34,6.42,92.77,19.30%,57%,46%,17%,0.23,-3.2,4.17,AA,5.50%,9
113,兄弟转债,128021,2017-12-27,兄弟科技,2562,医药,118,-6.87%,2.92%,6.23,-4.74%,59,9.30%,5.35,2.58,16.40%,116.45,1.30%,4.62年,2.62年,9.50%,11.00%,5.2,-1.47%,-1.88%,-1.56%,-4.78%,-4.98%,91.64,90.99,33.12,124.11,-4.90%,68%,13%,16%,0.83,1.69,0.06,AA,4.30%,22
114,国祯转债,123002,2017-12-25,国祯环保,300388,城市公用设施,122.99,-0.41%,-2.74%,10.25,-3.76%,2.2,0.30%,8.72,2.75,17.50%,117.55,4.60%,4.61年,2.61年,10.30%,12.10%,5.8,-2.37%,-2.77%,-2.45%,-6.22%,-6.41%,91.72,91.08,33.98,125.06,-1.70%,51%,<2%,16%,0.84,0.98,0.71,AA,4.30%,9
115,生益转债,110040,2017-12-11,生益科技,600183,电子,120.42,0.35%,3.45%,13.7,4.66%,214,9.80%,11.62,4.75,17.90%,117.9,2.10%,4.61年,无权,6.20%,7.30%,18,-1.92%,-2.32%,-2.00%,无权,无权,无权,91.62,33.88,125.5,-4.10%,46%,16%,16%,0.81,1.59,0.11,AA+,4.20%,11
116,水晶转债,128020,2017-12-12,水晶光电,2273,电子,109.615,-0.08%,0.94%,13.47,1.81%,4.3,0.30%,16,3.22,-15.80%,84.19,30.20%,4.59年,2.59年,10.20%,8.50%,11.8,0.40%,-0.07%,0.30%,-2.42%,-2.59%,89.58,89.31,10.73,100.04,9.60%,51%,32%,16%,0.47,-1.63,2.72,AA,5.10%,16
117,济川转债,110038,2017-11-29,济川药业,600566,医药,114.39,0.56%,-1.18%,35.85,-1.16%,8.8,1.20%,40.04,5.87,-10.50%,89.54,27.80%,3.58年,1.58年,2.20%,1.90%,6.3,-1.41%,-1.85%,-1.50%,-6.61%,-6.77%,93.39,91.76,10.2,101.97,12.20%,36%,33%,15%,0.53,-1.96,3.25,AA,4.90%,9
118,嘉澳转债,113502,2017-11-27,嘉澳环保,603822,城市公用设施,101.77,-1.12%,1.25%,30.67,0.56%,1.3,0.70%,45.27,3.17,-32.30%,67.75,50.20%,4.57年,2.57年,8.20%,5.60%,1.9,2.34%,1.81%,2.24%,0.59%,0.34%,88.48,87.31,5.39,92.7,9.80%,58%,37%,17%,0.24,-1.81,2.41,AA-,5.90%,42
119,久立转2,128019,2017-12-01,久立特材,2318,石油天然气化工,116.98,0.58%,-0.75%,8.59,-0.23%,3.3,0.30%,8.22,2.43,4.50%,104.5,11.90%,4.57年,2.57年,14.40%,15.00%,10.4,-1.30%,-1.71%,-1.38%,-4.57%,-4.77%,91.34,90.36,24.6,114.96,1.80%,34%,20%,17%,0.72,0.08,1.36,AA,4.60%,13
120,时达转债,128018,2017-12-04,新时达,2527,机械装备制造,106.251,-1.56%,0.67%,7.13,-1.38%,18,1.90%,7.45,1.56,-4.30%,95.7,11.00%,4.56年,2.56年,19.90%,19.00%,8.8,0.94%,0.50%,0.85%,-1.04%,-1.27%,91.2,90.19,17.85,108.04,-1.70%,35%,16%,16%,0.64,0.66,0.64,AA,4.70%,41
121,小康转债,113016,2017-11-21,小康股份,601127,汽车,106.04,-2.72%,1.29%,16.64,-2.18%,2.4,0.30%,17.2,3.16,-3.30%,96.74,9.60%,4.56年,2.56年,5.60%,5.40%,8.8,0.99%,0.54%,0.90%,-0.96%,-1.20%,91.26,90.28,18.51,108.79,-2.50%,40%,15%,16%,0.66,0.87,0.47,AA,4.70%,36
122,隆基转债,113015,2017-11-20,隆基股份,601012,能源电力,128,0.00%,0.00%,27.09,0.00%,0,0.00%,22.98,5.07,17.90%,117.89,8.60%,4.55年,2.55年,3.70%,4.40%,28,-3.27%,-3.67%,-3.35%,-7.73%,-7.92%,92.27,91.84,33.66,125.49,2.00%,48%,22%,16%,0.81,0.31,1.31,AA+,4.20%,9
123,金禾转债,128017,2017-11-27,金禾实业,2597,石油天然气化工,113.57,0.01%,-0.17%,20.95,-0.29%,45,6.70%,23.32,3.11,-10.20%,89.84,26.40%,4.55年,2.55年,5.10%,4.60%,6,-0.65%,-1.07%,-0.73%,-3.55%,-3.75%,90.64,89.16,15.22,104.38,8.80%,37%,31%,17%,0.56,-1.42,2.65,AA,4.90%,19
124,林洋转债,113014,2017-11-13,林洋能源,601222,能源电力,105.53,0.03%,-0.15%,5.78,-0.69%,15,0.50%,8.76,1.11,-34.00%,65.98,59.90%,4.53年,2.53年,29.40%,19.40%,30,1.10%,0.65%,1.01%,-0.79%,-1.03%,89.16,86.79,5.19,91.98,14.70%,83%,42%,16%,0.17,-2.52,3.14,AA,5.70%,16
125,雨虹转债,128016,2017-10-20,东方雨虹,2271,建筑,114.3,-1.47%,0.37%,19.89,-2.26%,20,1.00%,22.63,3.96,-12.10%,87.89,30.00%,4.44年,2.44年,6.20%,5.40%,18.4,-0.81%,-1.24%,-0.90%,-3.92%,-4.13%,91.92,90.99,12.21,103.2,10.80%,51%,33%,16%,0.49,-1.61,2.72,AA+,4.50%,6
126,国君转债,113013,2017-07-24,国泰君安,601211,金融,117.03,-1.72%,1.02%,20.06,-1.13%,152,1.80%,19.8,1.56,1.30%,101.31,15.50%,4.23年,无权,4.00%,4.10%,70,-1.53%,-1.95%,-1.61%,无权,无权,无权,93.36,20.31,113.68,2.90%,26%,25%,17%,0.62,0.05,1.19,AAA,4.00%,19
127,久其转债,128015,2017-07-18,久其软件,2279,计算机及应用,106.6,-0.64%,0.19%,8.93,-2.19%,4.3,0.50%,12.86,3.23,-30.60%,69.44,53.50%,4年53天,2年53天,12.30%,8.50%,7.8,1.29%,0.74%,1.18%,-1.47%,-1.72%,90.99,90.06,4.93,94.99,12.20%,71%,40%,17%,0.21,-2.15,2.75,AA,5.60%,36
128,模塑转债,127004,2017-08-16,模塑科技,700,汽车,98.2,-0.78%,0.92%,4.19,2.44%,16,1.90%,7.72,1.44,-45.70%,54.27,80.90%,4年47天,2年47天,23.70%,12.80%,8.2,3.99%,3.30%,3.85%,2.34%,2.03%,90.91,91.32,1.09,92.42,6.30%,53%,39%,17%,0.06,-1.16,1.3,AA,5.90%,67
129,永东转债,128014,2017-07-18,永东股份,2753,石油天然气化工,104.15,-0.47%,-0.62%,10.96,-2.84%,3.9,1.10%,13.53,2.72,-19.00%,81.01,28.60%,4年1.3天,2年1.3天,9.20%,7.50%,3.4,2.11%,1.49%,1.99%,-0.29%,-0.60%,92.21,91.55,8.65,100.2,3.90%,60%,23%,17%,0.38,-0.67,1.46,AA-,5.50%,47
130,骆驼转债,113012,2017-07-18,骆驼股份,601311,汽车,112.34,0.37%,1.81%,13.75,3.07%,36,6.40%,13.44,2.05,2.30%,102.31,9.80%,3.94年,1.94年,4.30%,4.40%,5.1,-0.82%,-1.24%,-0.91%,-4.26%,-4.48%,93.37,91.47,20.58,112.05,0.30%,35%,20%,16%,0.71,0.39,1.03,AA,4.60%,25
131,光大转债,113011,2017-07-18,光大银行,601818,金融,114.09,0.76%,-0.31%,4.17,0.72%,195,0.60%,4.13,0.76,1.00%,100.97,13.00%,3.92年,无权,13.70%,13.80%,300,-1.11%,-1.54%,-1.19%,无权,无权,无权,93.99,18.31,112.3,1.60%,19%,19%,16%,0.62,0.32,0.92,AAA,4.00%,22
132,洪涛转债,128013,2016-08-23,洪涛股份,2325,建筑,99.41,-1.13%,1.13%,3.86,-3.02%,16,1.30%,9.98,1.31,-61.30%,38.68,157%,3.29年,1.29年,24.90%,9.60%,12,3.86%,3.14%,3.72%,2.35%,1.96%,94.52,93.12,2.16,95.28,4.30%,35%,52%,16%,0,-0.83,0.82,AA,6.00%,73
133,海印转债,127003,2016-07-01,海印股份,861,商业零售,108.52,-1.12%,0.34%,3.02,-1.31%,39,3.20%,3.03,2.09,-0.30%,99.67,8.90%,3年53天,1年53天,16.90%,16.80%,11.1,1.70%,0.86%,1.53%,-4.07%,-4.47%,96.7,98.91,13.55,112.46,-3.50%,25%,12%,16%,0.59,1.08,0.15,AA,4.80%,100
134,辉丰转债,128012,2016-05-17,辉丰股份,2496,石油天然气化工,99.996,0.17%,-0.17%,4,-9.91%,40,4.80%,7.71,1.74,-48.10%,51.88,92.70%,3年5.3天,1年5.3天,14.00%,7.30%,8.4,2.19%,1.75%,2.10%,4.51%,3.61%,97.28,87.33,10.79,98.12,1.90%,86%,35%,17%,0,-0.41,0.36,A+,7.00%,80
135,顺昌转债,128010,2016-02-23,澳洋顺昌,2245,交通运输,104.222,-0.27%,0.27%,5.77,0.70%,3.4,0.60%,9.28,2.14,-37.80%,62.18,67.60%,2.77年,0.77年,9.00%,5.60%,5.1,2.40%,1.64%,2.25%,-2.42%,-2.80%,96.48,94.89,2.46,97.35,7.10%,42%,42%,17%,0.01,-1.3,1.34,AA,6.00%,22
136,广汽转债,113009,2016-02-04,广汽集团,601238,汽车,113.48,-1.28%,0.83%,13.42,-1.11%,47,1.60%,14.74,1.8,-9.00%,91.04,24.60%,2.77年,0.77年,1.90%,1.70%,25.5,-1.46%,-2.06%,-1.58%,-11.10%,-11.50%,98.09,97.93,7.37,105.3,7.80%,34%,32%,15%,0.41,-1.02,1.87,AAA,4.00%,11
137,九州转债,110034,2016-01-29,九州通,600998,医药,108.56,-0.56%,0.56%,15.56,0.00%,6.7,0.40%,18.42,1.98,-15.50%,84.47,28.50%,2.75年,0.75年,5.10%,4.30%,15,0.62%,-0.08%,0.48%,-4.77%,-5.53%,99.48,97.3,4.86,102.15,6.30%,26%,26%,15%,0.25,-0.96,1.49,AA+,4.70%,13
138,国贸转债,110033,2016-01-19,厦门国贸,600755,交通运输,114.99,0.17%,-1.08%,9.04,-1.42%,42,2.50%,8.61,1.33,5.00%,104.99,9.50%,2.72年,0.72年,8.90%,9.30%,14.6,-1.27%,-2.01%,-1.42%,-13.20%,-13.50%,97.9,99.08,14.99,114.07,0.80%,34%,16%,15%,0.64,0.4,0.89,AA+,4.40%,11
139,蓝标转债,123001,2016-01-18,蓝色光标,300058,传媒娱乐,123.298,-0.96%,-0.44%,5.28,-1.68%,50,11.10%,4.31,1.83,22.50%,122.51,0.60%,2.67年,0.67年,2.90%,3.50%,3.6,-3.81%,-4.54%,-3.96%,-21.20%,-21.50%,98.24,99.53,29.38,128.91,-4.40%,39%,<2%,17%,0.83,1.65,0.09,AA,4.30%,63
140,航信转债,110031,2015-06-30,航天信息,600271,计算机及应用,112.05,-0.40%,0.31%,27.86,-2.25%,11,0.40%,42.38,4.86,-34.30%,65.74,70.40%,2年57天,57天,4.60%,3.00%,24,-0.87%,-1.72%,-1.04%,-30.80%,-31.80%,100.48,101.23,0.44,101.67,10.20%,54%,53%,17%,0.04,-1.8,1.98,AAA,4.00%,9
141,电气转债,113008,2015-02-16,上海电气,601727,能源电力,127.05,1.89%,1.51%,6.71,3.87%,442,5.90%,5.19,1.72,29.30%,129.29,-1.70%,1.80年,回售中,6.00%,7.70%,59.2,-8.63%,-9.38%,-8.78%,回售中,回售中,103,100.77,31.25,132.03,-3.80%,50%,<2%,16%,0.88,1.72,0.11,AAA,4.00%,19
