,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
71,博世转债,123010,2018-08-14,博世科,300422,城市公用设施,108.1,1.03%,1.02%,12.29,2.93%,1.4,0.30%,12.45,3.3,-1.30%,98.71,9.50%,5.22年,3.22年,9.80%,9.70%,4.3,0.92%,0.45%,0.83%,-1.20%,-1.42%,88.86,89.37,22.17,111.54,-3.10%,68%,15%,17%,0.7,0.87,0.55,AA-,4.80%,36
72,湖广转债,127007,2018-08-01,湖北广电,665,传媒娱乐,119.3,1.83%,0.43%,9.32,2.87%,23,1.40%,7.92,0.99,17.70%,117.68,1.40%,5.20年,3.20年,21.60%,25.50%,13.7,-0.96%,-1.42%,-1.05%,-4.02%,-4.23%,90.77,92.12,35.45,127.57,-6.50%,32%,<2%,17%,0.79,2.08,-0.37,AA+,4.20%,33
73,广电转债,110044,2018-07-24,广电网络,600831,传媒娱乐,165.21,4.82%,1.67%,11.59,6.82%,151,55.60%,6.91,2.2,67.70%,167.73,-1.50%,5.20年,3.20年,2.10%,3.50%,1.7,-7.12%,-7.53%,-7.20%,-12.70%,-12.80%,90.83,92.37,80.97,173.34,-4.70%,42%,<2%,17%,0.95,1.91,0.08,AA,4.10%,8
74,千禾转债,113511,2018-07-10,千禾味业,603027,食品饮料,109.9,0.20%,0.92%,22.49,1.95%,3.6,0.90%,25.85,5.75,-13.00%,87,26.30%,5.18年,3.18年,4.90%,4.20%,3.6,0.57%,0.10%,0.47%,-1.77%,-1.97%,87.96,88,14.09,102.09,7.60%,57%,29%,16%,0.57,-1.36,2.62,AA-,5.10%,38
75,再升转债,113510,2018-07-13,再升科技,603601,城市公用设施,104.8,-0.67%,0.67%,9.59,0.00%,1.4,1.10%,11.32,4.12,-15.30%,84.72,23.70%,5.17年,1.17年,2.20%,1.90%,1.1,1.55%,1.07%,1.45%,-2.60%,-2.77%,94.23,86.58,15.53,102.11,2.60%,65%,23%,17%,0.42,-0.34,1.18,AA-,5.50%,30
76,华通转债,128040,2018-07-13,华通医药,2758,医药,113.899,0.00%,0.00%,12.66,0.00%,0,0.00%,11.45,4.14,10.60%,110.57,3.00%,5年58天,3年58天,8.40%,9.30%,2.2,-0.10%,-0.57%,-0.20%,-2.78%,-2.99%,89.68,90.52,31.18,121.7,-6.40%,76%,<2%,18%,0.78,1.78,-0.11,AA-,4.50%,59
77,三力转债,128039,2018-06-29,三 力 士,2224,机械装备制造,121.2,2.36%,0.27%,7.11,3.04%,4.7,0.80%,5.84,2.68,21.70%,121.75,-0.40%,5年52天,3年52天,9.60%,11.60%,4.7,-1.79%,-2.16%,-1.87%,-4.74%,-4.92%,89.92,89.27,40.32,129.59,-6.50%,37%,<2%,17%,0.87,2.01,-0.16,AA-,4.30%,27
78,新泉转债,113509,2018-06-22,新泉股份,603179,汽车,110.2,-0.90%,1.16%,18.45,0.38%,2.4,0.50%,18.89,2.75,-2.30%,97.67,12.80%,5年48天,3年48天,10.70%,10.50%,4.5,0.16%,-0.24%,0.08%,-1.87%,-2.08%,89.32,88.41,21.88,110.3,-0.10%,55%,20%,17%,0.68,0.33,1.03,AA,4.60%,31
79,新凤转债,113508,2018-05-16,新凤鸣,603225,服装纺织,105.99,-0.01%,0.63%,15.07,1.07%,21,0.90%,16.83,1.64,-10.50%,89.54,18.40%,5年9天,3年9天,12.00%,10.70%,21.5,1.33%,0.84%,1.23%,-0.72%,-0.94%,89.21,89.59,14.73,104.32,1.60%,56%,20%,16%,0.58,-0.13,1.29,AA,4.80%,28
80,天马转债,113507,2018-05-07,天马科技,603668,农业,135.43,1.18%,-0.09%,10.01,1.21%,3.3,1.70%,7.37,3.35,35.80%,135.82,-0.30%,4.998年,2.998年,4.40%,6.00%,1.4,-3.58%,-4.03%,-3.67%,-8.15%,-8.35%,90.76,92.48,50.62,143.1,-5.40%,54%,<2%,17%,0.9,1.88,0.02,AA-,4.20%,23
81,XD鼎信转!,113506,2018-05-14,鼎信通讯,603421,能源电力,132.42,2.87%,0.55%,28.99,3.42%,16,19.20%,21.65,5.61,33.90%,133.9,-1.10%,4.99年,2.99年,0.50%,0.60%,0.6,-3.65%,-4.01%,-3.72%,-7.69%,-7.85%,91.14,90.99,42.91,133.9,-1.10%,52%,<2%,16%,1,1.24,0.78,AA,4.00%,23
82,金农转债,128036,2018-04-02,金新农,2548,农业,129.751,-2.29%,0.13%,12.54,-2.41%,43,7.50%,9.62,4.25,30.40%,130.35,-0.50%,4.90年,2.90年,9.00%,11.70%,4.4,-3.21%,-3.60%,-3.29%,-7.20%,-7.39%,91.08,90.73,46.7,137.44,-5.60%,39%,<2%,17%,0.89,1.91,-0.03,AA-,4.30%,55
83,利欧转债!,128038,2018-04-19,利欧股份,2131,传媒娱乐,126.4,0.62%,0.77%,2.19,1.39%,33,10.50%,1.72,1.46,27.30%,127.33,-0.70%,4.93年,2.93年,1.70%,2.20%,2.5,-2.14%,-2.63%,-2.24%,-6.35%,-6.54%,91.57,94.11,33.22,127.33,-0.70%,80%,67%,16%,1,1.15,0.85,AA,4.00%,66
84,岩土转债,128037,2018-04-25,中化岩土,2542,建筑,99.998,-0.98%,1.31%,5.55,1.28%,8.2,1.40%,8.03,2.78,-30.90%,69.12,44.70%,4.91年,2.91年,6.00%,4.10%,6,2.53%,2.03%,2.43%,1.07%,0.86%,87.76,87.2,5.49,92.69,7.90%,54%,32%,16%,0.26,-1.47,2.06,AA,5.50%,70
85,敖东转债,127006,2018-05-11,吉林敖东,623,金融,108.056,-0.18%,3.24%,19.4,5.15%,35,1.30%,20.82,1.1,-6.80%,93.18,16.00%,4.91年,2.91年,10.70%,10.00%,24.1,0.07%,-0.26%,0.00%,-1.85%,-1.98%,89.46,87.96,17.26,105.22,2.70%,31%,25%,16%,0.59,-0.11,1.29,AA+,4.40%,33
86,长证转债,127005,2018-04-11,长江证券,783,金融,118.47,0.30%,2.91%,7.92,4.76%,140,2.40%,7.45,1.67,6.30%,106.31,11.40%,4.91年,无权,11.40%,12.10%,50,-1.58%,-1.94%,-1.65%,无权,无权,无权,90.81,27,117.82,0.60%,31%,24%,18%,0.68,0.6,0.76,AAA,4.00%,31
87,星源转债,123009,2018-04-10,星源材质,300568,汽车,118.4,0.85%,0.39%,31.18,1.56%,11,1.90%,27.69,4.18,12.60%,112.6,5.10%,4.89年,2.89年,8.00%,9.00%,4.8,-1.46%,-1.84%,-1.54%,-4.47%,-4.65%,90.41,89.65,31.89,121.54,-2.60%,64%,14%,17%,0.8,1.06,0.56,AA,4.40%,16
88,杭电转债,113505,2018-03-27,杭电股份,603618,能源电力,109.25,1.26%,3.90%,7.47,7.17%,11,1.30%,7.29,2.37,2.50%,102.47,6.60%,4.89年,2.89年,15.20%,15.60%,7.8,0.67%,0.19%,0.57%,-1.83%,-2.03%,90.24,91.06,22.57,113.62,-3.80%,72%,17%,16%,0.72,1.17,0.31,AA,4.60%,41
89,艾华转债,113504,2018-03-23,艾华集团,603989,电子,109.86,-1.48%,2.24%,20.74,1.17%,0.8,0.10%,21.73,4.27,-4.60%,95.44,15.10%,4.88年,2.88年,8.50%,8.20%,6.9,0.18%,-0.23%,0.10%,-2.02%,-2.22%,89.94,88.96,18.72,107.68,2.00%,40%,23%,16%,0.65,-0.09,1.4,AA,4.70%,8
90,康泰转债!,123008,2018-03-19,康泰生物,300601,医药,169.403,0.04%,-0.06%,52.98,-0.02%,11,9.70%,31.23,21.5,69.60%,169.64,-0.10%,4.79年,2.79年,0.20%,0.30%,0.7,-8.61%,-8.96%,-8.68%,-10.10%,-10.20%,92.06,92.14,77.51,169.65,-0.10%,69%,<2%,16%,1,1.03,0.97,AA-,4.00%,8
91,玲珑转债,113019,2018-03-22,玲珑轮胎,601966,汽车,113.03,-0.86%,1.42%,18.37,0.99%,17,0.70%,18.84,2.33,-2.50%,97.51,15.90%,3.87年,1.87年,9.10%,8.80%,20,-0.01%,-0.61%,-0.13%,-5.04%,-5.19%,93.16,95.71,14.33,110.05,2.70%,34%,24%,16%,0.57,-0.13,1.26,AA+,4.40%,19
92,大族转债,128035,2018-03-05,大族激光,2008,电子,110.03,0.77%,0.38%,42.7,3.21%,15,0.60%,52.5,5.56,-18.70%,81.33,35.30%,4.81年,2.81年,5.00%,4.10%,23,-0.31%,-0.64%,-0.38%,-1.63%,-1.93%,91.62,87.39,11.15,98.54,11.70%,39%,34%,16%,0.36,-1.87,2.75,AA+,4.60%,17
93,无锡转债,110043,2018-03-14,无锡银行,600908,金融,110.96,0.39%,2.20%,6.87,3.62%,50,1.50%,6.7,1.24,2.50%,102.54,8.20%,4.79年,无权,23.60%,24.20%,30,-1.08%,-1.29%,-1.13%,无权,无权,无权,86.48,26.05,112.53,-1.40%,47%,20%,18%,0.72,0.86,0.58,AA+,4.30%,56
94,江银转债,128034,2018-02-14,江阴银行,2807,金融,117.263,1.20%,1.25%,6.59,3.13%,12,0.60%,5.67,1.15,16.20%,116.23,0.90%,4.78年,无权,14.80%,17.10%,17.6,-1.42%,-1.79%,-1.50%,无权,无权,无权,90.23,34.49,124.72,-6.00%,49%,<2%,18%,0.78,1.97,-0.28,AA+,4.20%,55
95,常熟转债!,113018,2018-02-06,常熟银行,601128,金融,150.13,3.08%,0.24%,8.72,3.32%,109,7.50%,5.76,1.69,51.40%,151.39,-0.80%,4.76年,无权,4.50%,6.80%,9.8,-6.48%,-6.81%,-6.55%,无权,无权,无权,91.19,60.2,151.39,-0.80%,42%,<2%,18%,1,1.18,0.83,AA+,4.00%,31
96,道氏转债,123007,2018-01-26,道氏技术,300409,建筑,120.01,0.70%,2.16%,17.16,3.50%,0.7,0.20%,15.2,4.4,12.90%,112.89,6.30%,4.70年,2.70年,3.90%,4.40%,3.1,-1.49%,-1.94%,-1.58%,-5.07%,-5.29%,91.46,91.65,30.28,121.93,-1.60%,77%,18%,16%,0.82,0.81,0.83,AA-,4.50%,17
97,迪龙转债,128033,2018-01-29,雪迪龙,2658,城市公用设施,109.093,-0.91%,2.25%,9.32,1.86%,9.5,1.70%,9.03,2.8,3.20%,103.21,5.70%,4.70年,2.70年,9.20%,9.50%,5.2,0.24%,-0.17%,0.16%,-1.98%,-2.19%,90.77,89.77,24.2,113.97,-4.30%,38%,15%,17%,0.72,1.32,0.17,AA,4.60%,56
98,吉视转债,113017,2018-01-15,吉视传媒,601929,传媒娱乐,107.46,-1.08%,2.42%,2.92,2.10%,26,1.60%,2.96,1.33,-1.40%,98.65,8.90%,4.70年,2.70年,17.20%,16.90%,15.6,0.57%,0.16%,0.48%,-1.46%,-1.67%,91.29,90.6,19.66,110.26,-2.50%,28%,17%,16%,0.64,1.02,0.3,AA+,4.40%,33
99,航电转债,110042,2018-01-15,中航电子,600372,航空航天,122.02,-0.31%,1.16%,16.82,1.08%,22,0.70%,14.23,4.16,18.20%,118.2,3.20%,4.69年,2.69年,8.10%,9.60%,24,-2.26%,-2.64%,-2.34%,-5.70%,-5.90%,92.43,91.67,34.57,126.24,-3.30%,35%,13%,16%,0.79,1.53,0.11,AAA,4.00%,14
100,蒙电转债,110041,2018-01-09,内蒙华电,600863,能源电力,112.8,-0.18%,0.60%,2.94,0.68%,11,0.50%,2.92,1.61,0.70%,100.68,12.00%,4.68年,2.68年,11.00%,11.00%,18.7,-0.37%,-0.80%,-0.45%,-3.03%,-3.25%,92.55,92.63,20.21,112.84,0.00%,22%,18%,16%,0.62,0.64,0.61,AAA,4.00%,22
101,双环转债,128032,2018-01-25,双环传动,2472,机械装备制造,105.1,-1.13%,1.45%,7.23,1.12%,10,0.90%,9.99,1.5,-27.60%,72.37,45.20%,4.69年,2.69年,20.10%,14.60%,10,1.15%,0.72%,1.07%,-0.61%,-0.83%,88.94,86.92,7.08,94,11.80%,54%,38%,16%,0.29,-2.07,2.84,AA,5.40%,16
102,天康转债,128030,2018-01-29,天康生物,2100,农业,118,-1.75%,1.58%,9.38,-0.21%,17,1.40%,8.15,2.91,15.10%,115.09,2.50%,4.68年,2.68年,11.10%,12.70%,10,-0.97%,-1.46%,-1.07%,-4.59%,-4.80%,91.53,92.67,31.2,123.87,-4.70%,32%,11%,16%,0.81,1.57,0.13,AA,4.40%,13
103,太阳转债,128029,2018-01-16,太阳纸业,2078,造纸包装印刷,112.503,-0.80%,1.72%,7.85,1.95%,1.3,0.10%,8.75,1.72,-10.30%,89.71,25.40%,3.68年,1.68年,5.90%,5.30%,12,-1.04%,-1.45%,-1.12%,-5.44%,-5.58%,93.51,92.15,10.94,103.09,9.10%,37%,35%,16%,0.47,-1.32,2.36,AA+,4.50%,6
104,赣锋转债,128028,2018-01-19,赣锋锂业,2460,有色金属,106.797,-0.10%,0.70%,28.71,2.79%,5,0.50%,42.58,4.89,-32.60%,67.43,58.40%,4.68年,2.68年,2.50%,1.70%,9.3,0.60%,0.21%,0.52%,-1.42%,-1.60%,87.99,85.56,6.24,91.8,16.30%,70%,47%,17%,0.22,-2.78,3.57,AA,5.60%,20
105,东财转债!,123006,2018-01-29,东方财富,300059,金融,167.59,3.07%,0.22%,19.15,3.29%,675,31.40%,11.36,6.84,68.60%,168.57,-0.60%,4.68年,2.68年,1.30%,2.10%,13.1,-8.61%,-8.97%,-8.68%,-10.70%,-10.80%,91.51,92.21,76.37,168.57,-0.60%,57%,<2%,17%,1,1.12,0.88,AA,4.00%,23
106,铁汉转债,123004,2018-01-26,铁汉生态,300197,城市公用设施,114.4,0.00%,2.26%,4.44,2.78%,4.8,0.90%,3.99,1.59,11.30%,111.28,2.80%,4.67年,2.67年,4.60%,5.10%,4.8,-0.79%,-1.19%,-0.87%,-3.64%,-3.84%,91.35,90.64,28.58,119.22,-4.00%,67%,13%,15%,0.81,1.42,0.26,AA,4.40%,55
107,崇达转债,128027,2018-01-22,崇达技术,2815,电子,118,0.77%,2.44%,17.03,3.97%,27,2.90%,15.09,5.14,12.90%,112.86,4.60%,4.66年,2.66年,5.50%,6.20%,7.8,-1.37%,-1.78%,-1.45%,-4.62%,-4.83%,91.58,91.06,30.51,121.57,-2.90%,63%,16%,16%,0.81,1.17,0.48,AA,4.40%,13
108,泰晶转债,113503,2018-01-02,泰晶科技,603738,电子,105.52,0.13%,2.90%,16.38,5.27%,11,4.80%,17.99,4.34,-8.90%,91.05,15.90%,4.66年,2.66年,8.30%,7.50%,2.2,1.49%,0.97%,1.39%,-0.72%,-0.95%,90.53,90.92,14.55,105.47,0.00%,62%,21%,16%,0.58,0.2,0.95,AA,4.80%,36
109,众兴转债,128026,2018-01-03,众兴菌业,2772,农业,99.49,0.16%,0.76%,8.54,2.89%,14,1.50%,11.64,1.26,-26.60%,73.37,35.60%,4.66年,2.66年,29.30%,21.50%,9.2,2.41%,1.95%,2.32%,1.39%,1.14%,88.52,86.1,7.86,93.96,5.90%,54%,28%,16%,0.32,-1.13,1.81,AA-,5.70%,42
110,蓝思转债,123003,2018-01-17,蓝思科技,300433,电子,103.3,-0.48%,1.34%,8.25,2.36%,44,0.90%,10.46,1.99,-21.10%,78.87,31.00%,4.64年,2.64年,14.80%,11.70%,48,1.45%,1.03%,1.36%,-0.09%,-0.30%,90.81,89.7,8.39,98.09,5.30%,87%,27%,16%,0.36,-0.78,1.52,AA+,4.60%,36
111,特一转债,128025,2017-12-28,特一药业,2728,医药,112.9,-0.09%,1.76%,17.11,2.09%,5.2,1.30%,15.45,3.28,10.70%,110.74,1.90%,4.64年,2.64年,9.90%,10.90%,3.4,-0.51%,-0.92%,-0.59%,-3.22%,-3.42%,91.14,90.23,29.71,119.94,-5.90%,36%,10%,17%,0.8,1.73,-0.04,AA-,4.50%,28
112,宁行转债,128024,2018-01-12,宁波银行,2142,金融,130,1.90%,-0.52%,23.6,1.64%,478,5.00%,18.01,1.9,31.00%,131.04,-0.80%,4.64年,无权,6.00%,7.90%,74,-3.78%,-4.12%,-3.85%,无权,无权,无权,91.14,46.63,137.77,-5.60%,30%,<2%,18%,0.84,2.12,-0.3,AAA,4.00%,31
113,亚太转债,128023,2017-12-26,亚太股份,2284,汽车,98.033,-0.37%,0.37%,6.07,0.00%,4.3,0.40%,10.34,1.71,-41.30%,58.7,67.00%,4.63年,2.63年,22.30%,13.10%,10,3.13%,2.61%,3.03%,1.90%,1.66%,88.4,87.42,3.1,90.53,8.30%,36%,36%,17%,0.12,-1.52,1.81,AA,5.80%,41
114,众信转债,128022,2017-12-28,众信旅游,2707,旅游餐饮酒店,110.7,0.00%,0.47%,7.67,1.86%,1.5,0.20%,10.99,2.89,-30.20%,69.79,58.60%,4.63年,2.63年,10.30%,7.20%,7,-0.08%,-0.49%,-0.16%,-2.55%,-2.75%,88.85,86.5,6.78,93.28,18.70%,57%,50%,17%,0.25,-3.09,4.06,AA,5.50%,9
115,兄弟转债,128021,2017-12-27,兄弟科技,2562,医药,118.24,0.20%,1.56%,6.36,2.09%,12,1.90%,5.35,2.63,18.90%,118.88,-0.50%,4.62年,2.62年,9.30%,11.00%,5.2,-1.52%,-1.92%,-1.60%,-4.85%,-5.05%,91.72,91.11,35.14,126.25,-6.30%,68%,<2%,16%,0.85,2.04,-0.22,AA,4.30%,22
116,国祯转债,123002,2017-12-25,国祯环保,300388,城市公用设施,122.194,-0.65%,1.97%,10.41,1.56%,6.3,0.90%,8.72,2.79,19.40%,119.38,2.40%,4.61年,2.61年,10.10%,12.10%,5.8,-2.24%,-2.63%,-2.32%,-6.00%,-6.19%,91.77,91.17,35.52,126.69,-3.60%,51%,14%,16%,0.85,1.4,0.34,AA,4.30%,9
117,生益转债,110040,2017-12-11,生益科技,600183,电子,123.26,2.36%,2.57%,14.49,5.77%,68,3.10%,11.62,5.02,24.70%,124.7,-1.20%,4.61年,无权,5.90%,7.30%,18,-2.42%,-2.82%,-2.50%,无权,无权,无权,91.79,39.7,131.49,-6.30%,46%,<2%,16%,0.85,2.15,-0.3,AA+,4.10%,11
118,水晶转债,128020,2017-12-12,水晶光电,2273,电子,109.45,-0.15%,1.40%,13.8,2.45%,6.6,0.50%,16,3.24,-13.70%,86.25,26.90%,4.59年,2.59年,9.90%,8.50%,11.8,0.43%,-0.03%,0.34%,-2.36%,-2.54%,89.76,89.6,11.72,101.32,8.00%,51%,31%,16%,0.51,-1.35,2.47,AA,5.00%,16
119,济川转债,110038,2017-11-29,济川药业,600566,医药,114.38,-0.01%,1.66%,36.89,2.90%,7.9,1.10%,40.04,6.04,-7.90%,92.13,24.10%,3.58年,1.58年,2.10%,1.90%,6.3,-1.40%,-1.85%,-1.49%,-6.61%,-6.77%,93.5,91.99,11.64,103.63,10.40%,36%,35%,15%,0.57,-1.63,2.93,AA,4.90%,9
120,嘉澳转债,113502,2017-11-27,嘉澳环保,603822,城市公用设施,101.22,-0.54%,1.06%,31.3,2.05%,2.7,1.40%,45.27,3.24,-30.90%,69.14,46.40%,4.57年,2.57年,8.10%,5.60%,1.9,2.47%,1.93%,2.36%,0.79%,0.54%,88.61,87.5,5.8,93.3,8.50%,58%,35%,17%,0.25,-1.58,2.19,AA-,5.90%,42
121,久立转2,128019,2017-12-01,久立特材,2318,石油天然气化工,116.021,-0.82%,2.38%,8.77,2.10%,5,0.40%,8.22,2.49,6.70%,106.69,8.70%,4.56年,2.56年,14.10%,15.00%,10.4,-1.12%,-1.53%,-1.20%,-4.28%,-4.48%,91.46,90.54,26.12,116.66,-0.50%,34%,21%,17%,0.75,0.58,0.91,AA,4.50%,13
122,时达转债,128018,2017-12-04,新时达,2527,机械装备制造,105.602,-0.61%,0.88%,7.16,0.42%,20,2.20%,7.45,1.56,-3.90%,96.11,9.90%,4.56年,2.56年,19.80%,19.00%,8.8,1.08%,0.63%,0.99%,-0.81%,-1.05%,91.24,90.23,18.08,108.31,-2.50%,35%,15%,16%,0.65,0.85,0.46,AA,4.70%,41
123,小康转债,113016,2017-11-21,小康股份,601127,汽车,105.63,-0.39%,-0.04%,16.53,-0.66%,4.5,0.50%,17.2,3.14,-3.90%,96.1,9.90%,4.56年,2.56年,5.60%,5.40%,8.8,1.07%,0.63%,0.99%,-0.82%,-1.06%,91.24,90.23,18.08,108.31,-2.50%,40%,13%,16%,0.65,0.85,0.47,AA,4.70%,36
124,隆基转债,113015,2017-11-20,隆基股份,601012,能源电力,128,0.00%,0.00%,27.09,0.00%,0,0.00%,22.98,5.07,17.90%,117.89,8.60%,4.55年,2.55年,3.70%,4.40%,28,-3.27%,-3.67%,-3.35%,-7.74%,-7.93%,92.28,91.85,33.65,125.49,2.00%,48%,22%,16%,0.81,0.31,1.31,AA+,4.20%,9
125,金禾转债,128017,2017-11-27,金禾实业,2597,石油天然气化工,116.947,2.97%,-1.43%,21.5,2.63%,33,4.80%,23.32,3.19,-7.80%,92.2,26.80%,4.54年,2.54年,5.00%,4.60%,6,-1.30%,-1.71%,-1.38%,-4.59%,-4.80%,90.79,89.4,16.54,105.94,10.40%,37%,31%,17%,0.59,-1.66,3,AA,4.80%,19
126,林洋转债,113014,2017-11-13,林洋能源,601222,能源电力,105.28,-0.24%,0.57%,5.88,1.73%,4.1,0.10%,8.76,1.13,-32.90%,67.12,56.80%,4.53年,2.53年,28.90%,19.40%,30,1.16%,0.71%,1.07%,-0.71%,-0.94%,89.25,86.93,5.4,92.34,14.00%,83%,43%,16%,0.19,-2.45,3.08,AA,5.60%,16
127,雨虹转债,128016,2017-10-20,东方雨虹,2271,建筑,113.7,-0.52%,1.59%,20.3,2.06%,27,1.30%,22.63,4.05,-10.30%,89.7,26.80%,4.44年,2.44年,6.10%,5.40%,18.4,-0.69%,-1.12%,-0.78%,-3.73%,-3.94%,91.99,91.1,13.26,104.37,8.90%,51%,33%,16%,0.51,-1.31,2.43,AA+,4.50%,6
128,国君转债,113013,2017-07-24,国泰君安,601211,金融,117.5,0.40%,0.74%,20.42,1.79%,199,2.40%,19.8,1.58,3.10%,103.13,13.90%,4.22年,无权,3.90%,4.10%,70,-1.62%,-2.04%,-1.71%,无权,无权,无权,93.37,21.57,114.94,2.20%,26%,23%,17%,0.64,0.23,1.05,AAA,4.00%,19
129,久其转债,128015,2017-07-18,久其软件,2279,计算机及应用,106.41,-0.18%,1.00%,9.23,3.36%,14,1.70%,12.86,3.34,-28.20%,71.77,48.30%,4年52天,2年52天,11.90%,8.50%,7.8,1.33%,0.78%,1.22%,-1.39%,-1.64%,91.15,90.32,5.47,95.79,11.10%,71%,40%,17%,0.24,-1.93,2.57,AA,5.50%,36
130,模塑转债,127004,2017-08-16,模塑科技,700,汽车,97.988,-0.22%,0.23%,4.2,0.24%,13,1.70%,7.72,1.44,-45.60%,54.4,80.10%,4年46天,2年46天,23.60%,12.80%,8.2,4.05%,3.35%,3.91%,2.44%,2.13%,90.93,91.34,1.1,92.44,6.00%,53%,36%,17%,0.06,-1.12,1.25,AA,5.90%,70
131,永东转债,128014,2017-07-18,永东股份,2753,石油天然气化工,103.919,-0.22%,0.91%,11.14,1.64%,9.5,2.70%,13.53,2.77,-17.70%,82.34,26.20%,4年0.3天,2年0.3天,9.10%,7.50%,3.4,2.17%,1.55%,2.04%,-0.19%,-0.50%,92.37,91.84,9.23,101.07,2.80%,60%,24%,17%,0.42,-0.47,1.32,AA-,5.50%,47
132,骆驼转债,113012,2017-07-18,骆驼股份,601311,汽车,112.45,0.10%,0.63%,13.89,1.02%,13,2.20%,13.44,2.07,3.30%,103.35,8.80%,3.94年,1.94年,4.30%,4.40%,5.1,-0.85%,-1.26%,-0.93%,-4.31%,-4.53%,93.42,91.55,21.27,112.82,-0.30%,35%,18%,16%,0.72,0.53,0.91,AA,4.60%,25
133,光大转债,113011,2017-07-18,光大银行,601818,金融,114.88,0.69%,2.01%,4.34,4.08%,442,1.30%,4.13,0.8,5.10%,105.08,9.30%,3.92年,无权,13.20%,13.80%,300,-1.29%,-1.72%,-1.37%,无权,无权,无权,94,21.16,115.16,-0.20%,19%,19%,16%,0.66,0.77,0.57,AAA,4.00%,22
134,洪涛转债,128013,2016-08-23,洪涛股份,2325,建筑,99.368,-0.04%,0.04%,3.94,2.07%,18,1.50%,9.98,1.34,-60.50%,39.48,152%,3.28年,1.28年,24.40%,9.60%,12,3.88%,3.15%,3.74%,2.39%,2.00%,94.54,93.13,2.15,95.28,4.30%,35%,48%,16%,0,-0.82,0.81,AA,6.00%,75
135,海印转债,127003,2016-07-01,海印股份,861,商业零售,107.188,-1.23%,1.63%,3.04,0.66%,51,4.30%,3.03,2.1,0.30%,100.33,6.80%,3年52天,1年52天,16.80%,16.80%,11.1,2.11%,1.27%,1.94%,-3.17%,-3.57%,96.73,98.96,13.91,112.87,-5.00%,25%,11%,16%,0.6,1.44,-0.15,AA,4.80%,100
136,辉丰转债,128012,2016-05-17,辉丰股份,2496,石油天然气化工,99.7,-0.30%,0.30%,3.97,-0.75%,28,3.30%,7.71,1.73,-48.50%,51.49,93.60%,3年4.3天,1年4.3天,14.10%,7.30%,8.4,2.30%,1.86%,2.21%,4.79%,3.88%,97.3,87.34,10.77,98.12,1.60%,86%,40%,17%,0,-0.36,0.3,A+,7.00%,80
137,顺昌转债,128010,2016-02-23,澳洋顺昌,2245,交通运输,104.35,0.12%,0.23%,6.16,6.76%,20,3.70%,9.28,2.28,-33.60%,66.38,57.20%,2.77年,0.77年,8.40%,5.60%,5.1,2.36%,1.59%,2.21%,-2.55%,-2.93%,96.57,95.13,2.54,97.67,6.80%,42%,42%,17%,0.05,-1.23,1.35,AA,5.90%,22
138,广汽转债,113009,2016-02-04,广汽集团,601238,汽车,113.54,0.05%,0.48%,13.59,1.27%,20,0.70%,14.74,1.82,-7.80%,92.2,23.10%,2.77年,0.77年,1.80%,1.70%,25.5,-1.48%,-2.08%,-1.60%,-11.20%,-11.60%,98.1,97.94,7.89,105.83,7.30%,34%,30%,15%,0.42,-0.91,1.79,AAA,4.00%,11
139,九州转债,110034,2016-01-29,九州通,600998,医药,107.8,-0.70%,1.06%,15.75,1.22%,8.2,0.50%,18.42,2.01,-14.50%,85.5,26.10%,2.75年,0.75年,5.10%,4.30%,15,0.88%,0.18%,0.74%,-4.05%,-4.82%,99.52,97.4,5.18,102.59,5.10%,26%,26%,15%,0.29,-0.74,1.34,AA+,4.70%,13
140,国贸转债,110033,2016-01-19,厦门国贸,600755,交通运输,115.1,0.10%,1.32%,9.23,2.10%,7.2,0.40%,8.61,1.36,7.20%,107.2,7.40%,2.72年,0.72年,8.70%,9.30%,14.6,-1.31%,-2.04%,-1.46%,-13.30%,-13.70%,97.94,99.17,16.42,115.59,-0.40%,34%,18%,15%,0.68,0.7,0.67,AA+,4.30%,11
141,蓝标转债,123001,2016-01-18,蓝色光标,300058,传媒娱乐,125.2,1.54%,1.21%,5.45,3.22%,41,9.00%,4.31,1.89,26.50%,126.45,-1.00%,2.67年,0.67年,2.80%,3.50%,3.6,-4.37%,-5.10%,-4.52%,-22.80%,-23.10%,98.28,99.66,32.58,132.23,-5.30%,39%,<2%,17%,0.85,1.93,-0.11,AA,4.30%,63
142,航信转债,110031,2015-06-30,航天信息,600271,计算机及应用,111.86,-0.17%,0.27%,28.45,2.12%,15,0.50%,42.38,4.96,-32.90%,67.13,66.60%,2年56天,56天,4.50%,3.00%,24,-0.79%,-1.64%,-0.96%,-30.60%,-31.60%,100.49,101.24,0.55,101.79,9.90%,54%,54%,17%,0.05,-1.75,1.93,AAA,4.00%,9
