,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展/上市日,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
71,千禾转债,113511,2018-07-10,千禾味业,603027,食品饮料,113.22,0.04%,-1.10%,24.11,-1.63%,4.9,1.20%,25.85,6.16,-6.70%,93.27,21.40%,5.21年,3.21年,4.50%,4.20%,3.6,-0.02%,-0.48%,-0.11%,-2.61%,-2.81%,88.31,88.63,19.44,108.07,4.80%,57%,22%,16%,0.65,-0.8,2.14,AA-,4.90%,40
72,广电转债,110044,2018-07-24,广电网络,600831,传媒娱乐,171.17,-2.77%,0.75%,11.98,-2.12%,272,78.20%,6.91,2.27,73.40%,173.37,-1.30%,5.23年,3.23年,2.50%,4.40%,2,-7.71%,-8.11%,-7.79%,-13.40%,-13.50%,90.67,92.2,88.09,180.3,-5.10%,41%,<2%,17%,0.95,1.99,0.01,AA,4.10%,11
73,湖广转债,127007,2018-08-01,湖北广电,665,传媒娱乐,126.504,-0.39%,-1.40%,9.68,-2.22%,62,3.50%,7.92,1.02,22.20%,122.22,3.50%,5.24年,3.24年,22.30%,27.30%,13.7,-2.08%,-2.53%,-2.17%,-5.63%,-5.84%,90.68,92.07,40.69,132.76,-4.70%,32%,<2%,17%,0.81,1.71,-0.01,AA+,4.20%,35
74,博世转债,123010,2018-08-14,博世科,300422,城市公用设施,111.504,0.26%,-0.26%,12,0.00%,4.5,0.90%,14.3,3.22,-16.10%,83.92,32.90%,5.26年,3.26年,10.10%,8.50%,4.3,0.31%,-0.15%,0.22%,-2.09%,-2.30%,87.45,87.31,14.9,102.22,9.10%,68%,30%,17%,0.52,-1.66,2.86,AA-,5.20%,35
75,景旺转债!,113512,2018-07-24,景旺电子,603228,电子,130.45,-0.08%,-0.74%,64.96,-0.82%,27,3.10%,49.85,6.87,30.30%,130.31,0.10%,5.26年,3.26年,2.50%,3.20%,6.6,-2.69%,-3.13%,-2.78%,-6.52%,-6.70%,90.88,92.58,37.73,130.31,0.10%,38%,<2%,16%,1,0.98,1.02,AA,4.00%,12
76,安井转债,113513,2018-07-31,安井食品,603345,食品饮料,121.7,0.37%,-1.30%,42.25,-1.10%,21,3.50%,35.46,4.99,19.10%,119.15,2.10%,5.27年,3.27年,5.50%,6.50%,5,-1.40%,-1.84%,-1.49%,-4.61%,-4.80%,89.51,90.6,38.34,128.94,-5.60%,51%,<2%,16%,0.85,1.76,0.02,AA-,4.40%,18
77,海澜转债,110045,2018-07-31,海澜之家,600398,服装纺织,107.06,0.00%,-0.08%,9.98,-0.20%,44,1.40%,12.4,3.61,-19.50%,80.48,33.00%,5.28年,3.28年,6.70%,5.40%,30,0.85%,0.44%,0.77%,-1.18%,-1.33%,88.25,88.69,11.12,99.81,7.30%,30%,27%,16%,0.42,-1.15,2.05,AA+,4.60%,37
78,盛路转债!,128041,2018-08-14,盛路通信,2446,通信互联网,154.5,-1.27%,-0.02%,10.68,-1.29%,63,23.50%,6.88,2.88,55.20%,155.23,-0.50%,5.29年,3.29年,1.90%,2.90%,1.7,-5.45%,-5.92%,-5.55%,-10.70%,-10.80%,90.97,94.29,60.95,155.23,-0.50%,52%,<2%,16%,1,1.1,0.91,AA,4.00%,21
79,德尔转债,123011,2018-08-14,德尔股份,300473,汽车,114.72,0.37%,-0.35%,38.59,0.03%,6.3,1.00%,34.96,2.23,10.40%,110.38,3.90%,5.29年,2.80年,13.70%,15.10%,5.6,0.48%,-0.11%,0.36%,-3.51%,-3.71%,90.55,93.2,30.18,123.38,-7.00%,44%,<2%,17%,0.76,1.85,-0.22,AA-,4.60%,46
80,威帝转债,113514,2018-08-13,威帝股份,603023,汽车,111.22,0.22%,0.26%,6.22,0.65%,5.7,2.50%,5.92,3.98,5.10%,105.07,5.90%,4.30年,2.30年,8.90%,9.40%,2,0.06%,-0.43%,-0.04%,-3.37%,-3.54%,91.13,91.38,25.69,117.07,-5.00%,71%,11%,18%,0.73,1.34,0.17,A+,4.80%,53
81,万顺转债,123012,2018-08-29,万顺股份,300057,造纸包装印刷,127.4,0.95%,0.00%,8.28,1.10%,52,12.00%,6.47,1.36,28.00%,127.98,-0.40%,5.30年,3.30年,7.90%,10.10%,3.4,-2.57%,-2.94%,-2.64%,-5.80%,-5.99%,89.74,89.3,48.39,137.69,-7.50%,45%,<2%,18%,0.86,2.25,-0.37,AA-,4.30%,32
82,高能转债,113515,2018-08-27,高能环境,603588,城市公用设施,119.43,2.01%,-0.94%,10.77,1.32%,19,1.90%,9.38,2.91,14.80%,114.82,4.00%,5.31年,3.31年,11.80%,13.60%,8.4,-1.01%,-1.45%,-1.09%,-3.99%,-4.18%,89.57,90.66,34.79,125.45,-4.80%,67%,<2%,16%,0.81,1.54,0.15,AA,4.40%,32
83,横河转债,123013,2018-08-20,横河模具,300539,机械装备制造,129.799,0.47%,-0.83%,11.87,-0.42%,25,45.40%,9.26,6.47,28.20%,128.19,1.30%,5.31年,3.31年,1.70%,2.20%,0.4,-2.06%,-2.59%,-2.17%,-6.07%,-6.30%,90.31,93.25,46.09,139.33,-6.80%,78%,<2%,17%,0.87,2.03,-0.17,A+,4.40%,32
84,凯中转债,128042,2018-09-03,凯中精密,2823,能源电力,110.7,0.43%,-0.18%,13,0.39%,5.7,1.20%,13.25,2.89,-1.90%,98.11,12.80%,5.32年,3.32年,11.00%,10.80%,4.2,1.11%,0.53%,1.00%,-1.84%,-2.05%,88.52,92.21,21.7,113.91,-2.80%,67%,14%,17%,0.64,0.79,0.51,AA,4.70%,51
85,凯发转债,123014,2018-08-21,凯发电气,300407,能源电力,122.6,-0.33%,-0.77%,9.97,-1.29%,11,2.90%,8.15,2.81,22.30%,122.33,0.20%,4.32年,2.32年,11.50%,14.00%,3.2,-2.62%,-3.01%,-2.70%,-7.09%,-7.24%,91.86,91.05,39.9,130.95,-6.40%,64%,<2%,18%,0.85,1.95,-0.13,A+,4.40%,19
86,苏农转债,113516,2018-08-20,苏农银行,603323,金融,126.45,-0.03%,-0.67%,7.63,-0.91%,41,2.50%,6.34,1.24,20.30%,120.35,5.10%,5.33年,无权,10.40%,12.50%,12.9,-1.70%,-2.21%,-1.80%,无权,无权,无权,93.14,39.11,132.25,-4.40%,49%,<2%,18%,0.77,1.57,0.05,AA+,4.20%,32
87,东音转债,128043,2018-08-27,东音股份,2793,机械装备制造,116.2,-1.27%,-0.58%,13.19,-2.30%,14,4.40%,11.43,3.12,15.40%,115.4,0.70%,5.33年,3.33年,10.30%,11.90%,2.7,-0.12%,-0.63%,-0.22%,-3.20%,-3.40%,89.22,91.87,35.64,127.5,-8.90%,69%,<2%,17%,0.81,2.38,-0.58,AA-,4.50%,35
88,曙光转债,113517,2018-08-23,中科曙光,603019,计算机及应用,130.5,0.85%,-0.10%,64.25,0.86%,87,6.00%,51.28,11.3,25.30%,125.29,4.20%,5.34年,3.34年,2.70%,3.40%,11.2,-2.66%,-3.09%,-2.74%,-6.37%,-6.56%,89.77,91.02,43.55,134.57,-3.00%,60%,<2%,16%,0.86,1.28,0.49,AA,4.30%,7
89,蓝盾转债,123015,2018-09-13,蓝盾股份,300297,计算机及应用,131.6,-0.01%,-0.22%,7.67,-0.26%,69,21.70%,5.82,2.16,31.80%,131.79,-0.10%,5.36年,3.36年,2.60%,3.40%,2.4,-2.80%,-3.23%,-2.89%,-6.56%,-6.75%,89.82,91.14,49.24,140.38,-6.30%,36%,<2%,16%,0.89,2.08,-0.19,AA,4.20%,46
90,岭南转债,128044,2018-09-04,岭南股份,2717,城市公用设施,115.125,0.19%,-0.59%,9.55,-0.52%,16,2.10%,8.96,2.23,6.60%,106.58,8.00%,5.37年,3.37年,6.70%,7.20%,6.6,-0.50%,-0.91%,-0.59%,-2.97%,-3.15%,88.89,89.04,29.12,118.16,-2.60%,67%,12%,16%,0.76,0.98,0.57,AA,4.50%,23
91,机电转债,128045,2018-09-14,中航机电,2013,航空航天,120.8,0.62%,-1.31%,8.34,-0.95%,85,3.40%,7.66,3.39,8.90%,108.88,11.00%,5.40年,3.40年,7.00%,7.60%,21,-1.75%,-2.08%,-1.81%,-4.27%,-4.45%,90.09,89.34,30.97,120.32,0.40%,57%,16%,16%,0.72,0.65,0.78,AAA,4.00%,11
92,顾家转债,113518,2018-10-09,顾家家居,603816,其他,127.95,-0.04%,-0.75%,61.4,-0.97%,3.3,0.20%,52.2,6.2,17.60%,117.62,8.80%,5.44年,3.44年,4.20%,4.90%,11,-1.93%,-2.41%,-2.02%,-5.68%,-5.86%,89.11,91.8,36.41,128.21,-0.20%,39%,16%,16%,0.82,0.56,1.08,AA,4.40%,7
93,利尔转债,128046,2018-11-09,利尔化学,2258,石油天然气化工,114.58,0.51%,1.63%,17.61,3.35%,34,3.50%,18.82,3.12,-6.40%,93.57,22.50%,5.54年,3.54年,9.20%,8.60%,8.5,-0.21%,-0.64%,-0.29%,-2.65%,-2.84%,87.64,88.2,20.22,108.42,5.70%,61%,27%,16%,0.64,-0.89,2.22,AA,4.70%,16
94,光电转债,128047,2018-12-07,中航光电,2179,机械装备制造,119.28,0.47%,-0.26%,41.66,0.29%,17,1.10%,40.26,5.7,3.50%,103.48,15.30%,5.59年,3.59年,3.90%,4.10%,13,-1.46%,-1.78%,-1.53%,-3.73%,-3.90%,88.5,87.35,28.12,115.47,3.30%,34%,22%,16%,0.71,-0.11,1.54,AA+,4.30%,9
95,长久转债,113519,2018-11-30,长久物流,603569,交通运输,122,1.20%,-0.87%,14.43,0.42%,38,4.50%,11.99,3.6,20.40%,120.35,1.40%,5.60年,3.60年,8.70%,10.40%,7,-0.21%,-0.84%,-0.34%,-4.17%,-4.36%,88.69,95.23,37.17,132.4,-7.90%,53%,<2%,17%,0.8,2.19,-0.44,AA,4.40%,23
96,洲明转债,123016,2018-12-03,洲明科技,300232,电子,152.524,2.30%,-2.91%,15.12,-0.66%,25,3.00%,9.45,5.47,60.00%,160,-4.70%,5.60年,3.60年,4.80%,7.60%,5.5,-4.89%,-5.35%,-4.98%,-9.70%,-9.88%,89.68,92.72,74.8,167.51,-8.90%,69%,<2%,16%,0.94,2.86,-0.73,AA-,4.10%,16
97,百合转债,113520,2018-11-26,梦百合,603313,其他,158.84,-1.34%,1.31%,32.11,-0.03%,24,2.90%,19.03,4.49,68.70%,168.73,-5.90%,5.60年,3.60年,6.60%,11.10%,5.1,-5.60%,-6.05%,-5.69%,-10.40%,-10.50%,89.46,92.64,84,176.64,-10.10%,41%,<2%,16%,0.95,3.17,-0.97,AA-,4.10%,16
98,张行转债,128048,2018-11-29,张家港行,2839,金融,121.301,0.17%,-0.49%,7.07,-0.42%,66,2.20%,6.06,1.43,16.70%,116.67,4.00%,5.61年,无权,19.60%,22.80%,25,-1.07%,-1.52%,-1.16%,无权,无权,无权,90.95,37.79,128.74,-5.80%,57%,<2%,18%,0.76,1.84,-0.21,AA+,4.20%,30
99,科森转债,113521,2018-12-07,科森科技,603626,通信互联网,115.83,0.69%,-0.38%,10.29,0.39%,14,2.10%,8.95,2.44,15.00%,114.97,0.70%,5.62年,3.62年,14.30%,16.40%,6.1,-0.02%,-0.52%,-0.12%,-2.82%,-3.02%,88.42,91.1,37.24,128.34,-9.70%,64%,<2%,18%,0.78,2.62,-0.82,AA,4.40%,68
100,特发转债,127008,2018-12-25,特发信息,70,通信互联网,185.65,1.59%,0.98%,15.64,2.62%,653,83.80%,6.78,4.62,131%,230.68,-19.50%,4.62年,2.62年,4.30%,9.90%,4.2,-10.50%,-10.30%,-10.50%,-12.80%,-12.90%,91.6,93.06,142.29,235.36,-21.10%,60%,<2%,17%,0.98,6.57,-3.22,AA,4.00%,37
101,桐昆转债,113020,2018-12-12,桐昆股份,601233,服装纺织,129.4,1.03%,-1.56%,15.77,-0.63%,214,4.40%,12.63,1.88,24.90%,124.86,3.60%,5.63年,3.63年,13.20%,16.50%,38,-2.40%,-2.80%,-2.48%,-5.73%,-5.89%,88.86,90.27,43.89,134.16,-3.60%,48%,<2%,16%,0.84,1.48,0.26,AA+,4.20%,26
102,圆通转债,110046,2018-12-18,圆通速递,600233,交通运输,126,0.32%,0.17%,13.88,0.58%,116,2.50%,10.89,3.82,27.50%,127.46,-1.10%,5.63年,3.63年,9.30%,11.80%,36.5,-1.55%,-2.03%,-1.64%,-4.95%,-5.14%,89.32,92.33,44.76,137.08,-8.10%,61%,<2%,16%,0.84,2.54,-0.65,AA+,4.20%,35
103,寒锐转债,123017,2018-12-24,寒锐钴业,300618,有色金属,122.3,1.54%,6.05%,95,8.94%,86,16.00%,81.49,10.2,16.60%,116.58,4.90%,5.63年,3.63年,2.40%,2.80%,4.4,-1.72%,-2.07%,-1.79%,-4.30%,-4.47%,88.15,87.65,38.64,126.29,-3.20%,77%,20%,16%,0.85,1.19,0.54,AA-,4.40%,40
104,山鹰转债,110047,2018-12-10,山鹰纸业,600567,造纸包装印刷,121.87,0.40%,-0.79%,4.04,-0.49%,37,1.30%,3.34,1.44,21.00%,120.96,0.80%,5.64年,3.64年,12.40%,15.00%,23,-0.51%,-1.07%,-0.62%,-4.16%,-4.34%,88.87,94.29,38.5,132.8,-8.20%,29%,<2%,16%,0.78,2.47,-0.69,AA+,4.20%,67
105,旭升转债,113522,2018-12-11,旭升股份,603305,汽车,115.72,-0.60%,-0.96%,32.35,-2.12%,10,2.10%,29.86,9.21,8.30%,108.34,6.80%,5.64年,3.64年,3.20%,3.50%,4.2,0.70%,0.08%,0.58%,-2.84%,-3.02%,87.84,94.13,27.55,121.68,-4.90%,64%,<2%,16%,0.74,1.35,0.17,AA,4.50%,21
106,华源转债,128049,2018-12-20,华源控股,2787,造纸包装印刷,119.52,-0.23%,-0.73%,9.48,-1.15%,16,3.30%,7.57,2.17,25.20%,125.23,-4.60%,5.65年,3.65年,13.60%,17.00%,4,-0.58%,-1.07%,-0.68%,-3.60%,-3.79%,88.43,91.17,45.75,136.92,-12.70%,75%,<2%,18%,0.84,3.48,-1.38,AA-,4.40%,60
107,福能转债,110048,2018-12-28,福能股份,600483,能源电力,123,0.92%,-1.85%,9.88,-1.20%,44,1.30%,8.69,1.4,13.70%,113.69,8.20%,5.68年,3.68年,18.50%,21.00%,28.3,-1.31%,-1.75%,-1.39%,-4.35%,-4.53%,88.65,90.75,34.1,124.85,-1.50%,29%,11%,16%,0.77,0.91,0.65,AA+,4.20%,11
108,伟明转债,113523,2018-12-26,伟明环保,603568,城市公用设施,115.05,1.62%,-1.59%,25.58,0.04%,17,2.20%,23.92,6.41,6.90%,106.94,7.60%,5.69年,3.69年,3.80%,4.10%,6.7,0.04%,-0.44%,-0.06%,-2.66%,-2.84%,87.78,90.24,28.99,119.23,-3.50%,43%,8%,16%,0.76,1.1,0.44,AA,4.50%,30
109,钧达转债,128050,2018-12-27,钧达股份,2865,汽车,111.45,1.13%,-0.38%,23.3,1.08%,18,5.00%,21.74,3.28,7.20%,107.18,4.00%,5.69年,3.69年,11.30%,12.10%,3.2,1.95%,1.22%,1.80%,-1.69%,-1.91%,87.52,95.83,28.38,124.21,-10.30%,66%,<2%,18%,0.7,2.44,-0.82,AA-,4.80%,74
110,光华转债,128051,2019-01-09,光华科技,2741,汽车,108.39,0.74%,0.20%,15.67,1.49%,6,2.20%,17.03,4.88,-8.00%,92.01,17.80%,5.70年,3.70年,4.30%,3.90%,2.5,1.22%,0.71%,1.12%,-0.99%,-1.21%,86.87,88.81,20.8,109.61,-1.10%,38%,17%,17%,0.64,0.22,1.05,AA-,4.90%,23
111,奇精转债,113524,2019-01-07,奇精机械,603677,家电,111.23,0.61%,-0.06%,15.73,0.77%,10,2.80%,14.76,3.2,6.60%,106.57,4.40%,5.70年,3.70年,10.70%,11.40%,3.3,1.11%,0.54%,0.99%,-1.79%,-1.97%,87.45,92.1,29.15,121.25,-8.30%,61%,<2%,18%,0.71,2.09,-0.51,AA,4.60%,53
112,台华转债,113525,2019-01-11,台华新材,603055,服装纺织,117.47,0.55%,-0.84%,12.35,-0.40%,11,1.80%,11.56,2.71,6.80%,106.83,10.00%,5.71年,3.71年,7.80%,8.40%,5.3,-0.33%,-0.81%,-0.43%,-3.17%,-3.35%,87.58,89.98,30.66,120.64,-2.60%,47%,12%,17%,0.74,0.88,0.61,AA,4.50%,7
113,海尔转债,110049,2019-01-18,青岛海尔,600690,家电,129,0.06%,-1.01%,17.87,-1.16%,63,1.60%,14.55,3.09,22.80%,122.82,5.00%,5.71年,3.71年,2.60%,3.20%,30.1,-2.79%,-3.10%,-2.86%,-5.56%,-5.72%,89,88.27,43.79,132.05,-2.30%,32%,<2%,16%,0.81,1.32,0.35,AAA,4.00%,25
114,佳都转债,110050,2019-01-21,佳都科技,600728,计算机及应用,142.5,1.44%,0.05%,12.85,1.58%,275,22.10%,7.95,6.32,61.60%,161.64,-11.80%,5.71年,3.71年,4.20%,6.80%,8.8,-3.85%,-4.27%,-3.93%,-7.91%,-8.07%,88.9,91.17,77.48,168.66,-15.50%,71%,<2%,16%,0.94,4.67,-2.07,AA,4.10%,19
115,溢利转债,123018,2019-01-23,溢多利,300381,医药,123.343,0.30%,-1.40%,11.06,-1.25%,11,1.30%,8.41,2.25,31.50%,131.51,-6.20%,5.72年,3.72年,14.80%,19.40%,6.7,-1.19%,-1.66%,-1.29%,-4.38%,-4.56%,88.29,91.06,49.86,140.92,-12.50%,77%,<2%,17%,0.88,3.52,-1.34,AA-,4.30%,39
116,凯龙转债,128052,2019-01-21,凯龙股份,2783,石油天然气化工,143.001,6.71%,-0.58%,11.8,6.50%,138,30.20%,6.97,2.7,69.30%,169.3,-15.50%,5.72年,3.72年,8.40%,14.20%,3.3,-3.73%,-4.18%,-3.82%,-7.94%,-8.11%,89.07,92.14,84.37,176.51,-19.00%,78%,<2%,17%,0.94,5.73,-2.77,AA,4.10%,30
117,冰轮转债,127009,2019-02-21,冰轮环境,811,机械装备制造,145.601,0.41%,-4.19%,9.3,-4.02%,37,5.00%,5.52,2.15,68.50%,168.48,-13.60%,5.78年,3.78年,8.40%,14.10%,5.1,-4.02%,-4.46%,-4.11%,-8.27%,-8.43%,88.61,91.66,84.78,176.44,-17.50%,44%,<2%,17%,0.94,5.24,-2.46,AA,4.10%,21
118,平银转债,127010,2019-02-18,平安银行,1,金融,122.7,0.98%,-0.02%,13.36,1.37%,222,0.70%,11.77,1.04,13.50%,113.51,8.10%,5.80年,无权,11.30%,12.90%,260,-0.69%,-1.22%,-0.79%,无权,无权,无权,94.5,35,129.5,-5.30%,29%,<2%,16%,0.7,1.87,-0.35,AAA,4.00%,49
119,联泰转债,113526,2019-02-18,联泰环保,603797,城市公用设施,118.1,-0.31%,-0.74%,14.8,-1.27%,3.1,0.70%,12.31,2.99,20.20%,120.23,-1.80%,5.81年,3.81年,12.40%,14.90%,3.9,-1.06%,-1.41%,-1.13%,-3.26%,-3.43%,87.6,87.16,43.51,130.67,-9.60%,50%,<2%,18%,0.83,2.75,-0.84,AA,4.30%,16
120,维格转债,113527,2019-02-19,维格娜丝,603518,服装纺织,116.98,0.44%,-1.09%,17.6,-0.85%,18,2.00%,14.96,1.39,17.60%,117.65,-0.60%,5.81年,3.81年,23.50%,27.60%,7.5,0.55%,-0.06%,0.43%,-2.93%,-3.12%,87.63,94.15,37.09,131.24,-10.90%,39%,<2%,18%,0.77,2.88,-1.04,AA,4.50%,42
121,尚荣转债,128053,2019-03-07,尚荣医疗,2551,医药,120.404,0.34%,-1.56%,6.31,-1.41%,48,5.30%,4.94,1.93,27.70%,127.73,-5.70%,5.87年,3.87年,16.80%,21.50%,7.5,-0.75%,-1.21%,-0.84%,-3.64%,-3.81%,87.86,90.68,46.31,136.99,-12.10%,42%,<2%,16%,0.87,3.46,-1.32,AA,4.30%,51
122,中宠转债,128054,2019-03-14,中宠股份,2891,农业,114.28,-0.03%,-1.03%,37.05,-1.46%,5.6,2.50%,37.97,5.06,-2.40%,97.58,17.10%,5.87年,3.87年,5.20%,5.10%,1.9,0.20%,-0.27%,0.10%,-2.34%,-2.52%,86.07,88.12,23.85,111.97,2.10%,49%,18%,16%,0.73,-0.35,1.82,A+,4.80%,12
123,中来转债,123019,2019-03-22,中来股份,300393,能源电力,112.401,1.11%,-2.05%,21.58,-1.37%,41,3.60%,20.41,2.07,5.70%,105.73,6.30%,5.90年,3.90年,19.20%,20.30%,10,1.84%,1.12%,1.70%,-1.72%,-1.94%,86.87,95.38,28.65,124.02,-9.40%,48%,<2%,18%,0.69,2.18,-0.63,AA-,4.80%,40
124,中天转债,110051,2019-03-22,中天科技,600522,通信互联网,114.31,0.62%,-1.00%,10.19,-0.59%,101,2.20%,10.29,1.66,-1.00%,99.03,15.40%,5.91年,3.91年,12.70%,12.60%,39.7,0.00%,-0.44%,-0.09%,-2.36%,-2.53%,87.43,89.33,23.76,113.08,1.10%,64%,17%,16%,0.66,0.23,1.09,AA+,4.30%,23
125,今飞转债,128056,2019-03-22,今飞凯达,2863,汽车,109.7,0.16%,-0.57%,7.22,-0.55%,22,5.50%,6.8,2.88,6.20%,106.18,3.30%,5.91年,3.91年,13.50%,14.40%,3.7,1.80%,1.16%,1.67%,-1.14%,-1.36%,86.92,93.01,28.57,121.58,-9.80%,72%,<2%,17%,0.75,2.25,-0.57,A+,4.70%,33
126,长城转债,113528,2019-03-20,长城科技,603897,机械装备制造,113.84,1.72%,-0.82%,26.3,1.19%,29,4.10%,24.18,2.86,8.80%,108.77,4.70%,5.91年,3.91年,13.50%,14.70%,6.3,0.64%,0.10%,0.53%,-2.12%,-2.32%,87.11,91.04,32.03,123.06,-7.50%,57%,<2%,17%,0.76,1.89,-0.25,AA-,4.60%,26
127,富祥转债,123020,2019-03-29,富祥股份,300497,医药,119.95,-1.28%,-2.32%,22.93,-4.22%,44,8.60%,18.05,4.71,27.00%,127.04,-5.60%,5.91年,3.91年,8.20%,10.40%,4.2,0.16%,-0.44%,0.04%,-3.38%,-3.57%,87.91,94.56,43.82,138.38,-13.30%,64%,<2%,16%,0.85,3.65,-1.49,AA-,4.40%,32
128,中信转债,113021,2019-03-19,中信银行,601998,金融,110.04,0.03%,-0.28%,6.36,-0.63%,170,0.40%,7.45,0.77,-14.60%,85.37,28.90%,5.92年,无权,12.90%,11.00%,400,1.38%,0.80%,1.26%,无权,无权,无权,94.96,16.17,111.13,-1.00%,23%,16%,17%,0.41,0.64,0.2,AAA,4.00%,35
129,万信转2,123021,2019-03-25,万达信息,300168,计算机及应用,123.12,1.03%,-1.99%,16.08,-1.17%,53,3.60%,13.62,5.01,18.10%,118.06,4.30%,5.92年,3.92年,6.80%,8.00%,12,-0.68%,-1.21%,-0.79%,-4.13%,-4.29%,87.31,92.28,36.79,129.07,-4.60%,52%,<2%,16%,0.82,1.46,0.23,AA,4.40%,18
130,贵广转债,110052,2019-03-29,贵广网络,600996,传媒娱乐,130.07,-1.54%,1.31%,11.25,-0.27%,424,20.20%,8.13,2.72,38.40%,138.38,-6.00%,5.92年,3.92年,13.60%,18.90%,16,-1.52%,-2.06%,-1.63%,-5.30%,-5.49%,88.57,94.08,53.71,147.79,-12.00%,41%,<2%,16%,0.87,3.59,-1.42,AA+,4.10%,28
131,博彦转债,128057,2019-04-02,博彦科技,2649,计算机及应用,115.9,15.90%,0.00%,10.01,0.10%,704,106%,8.9,2.17,12.50%,112.47,3.00%,5.92年,3.92年,11.00%,12.30%,5.8,0.25%,-0.27%,0.15%,-2.62%,-2.80%,87.17,91.15,33,124.14,-6.60%,74%,<2%,16%,0.8,1.81,-0.1,AA-,4.50%,32
132,视源转债,128059,2019-04-02,视源股份,2841,电子,123.28,23.30%,0.00%,79.8,-0.25%,925,81.70%,76.25,16.27,4.70%,104.66,17.80%,5.94年,3.94年,1.80%,1.90%,9.4,-1.29%,-1.71%,-1.37%,-4.14%,-4.30%,86.8,88.45,28.6,117.05,5.30%,56%,<2%,16%,0.75,-0.7,2.25,AA,4.50%,16
133,N绝味转,113529,2019-04-02,绝味食品,603517,食品饮料,128.02,28.00%,0.00%,51.2,0.59%,190,15.00%,40.52,7.31,26.40%,126.36,1.30%,5.94年,3.94年,4.80%,6.00%,10,-1.34%,-1.87%,-1.45%,-5.02%,-5.18%,87.48,92.57,43.57,136.14,-6.00%,46%,<2%,16%,0.85,1.89,-0.08,AA,4.30%,18
134,浙商转债,113022,2019-03-28,浙商证券,601878,金融,115,0.87%,-1.58%,11.58,-1.28%,499,12.40%,12.53,2.83,-7.60%,92.42,24.40%,5.94年,无权,9.10%,8.40%,35,-0.76%,-1.06%,-0.82%,无权,无权,无权,87.47,21.83,109.3,5.20%,50%,24%,18%,0.56,-0.41,1.54,AAA,4.00%,26
