,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,CP/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
71,凯中转债,128042,2018-09-03,凯中精密,2823,能源电力,103,-0.20%,-1.85%,11.6,-3.89%,4.4,1.00%,13.25,2.95,-12.50%,87.55,17.70%,5.26年,3.26年,12.30%,10.80%,4.2,2.55%,1.95%,2.43%,0.23%,0.01%,88.16,91.49,13.8,105.29,-2.20%,66%,13%,17%,0.53,0.51,0.56,AA,4.90%,56
72,横河转债,123013,2018-08-20,横河模具,300539,机械装备制造,110.4,-2.31%,1.09%,10.16,-1.55%,2.2,5.00%,9.26,5.08,9.70%,109.72,0.60%,5.24年,3.24年,1.70%,1.90%,0.4,1.06%,0.49%,0.94%,-1.57%,-1.83%,89.86,92.4,29.26,121.66,-9.30%,77%,<2%,17%,0.79,2.37,-0.6,A+,4.60%,27
73,高能转债,113515,2018-08-27,高能环境,603588,城市公用设施,115.74,-0.83%,-0.44%,10.85,-1.54%,15,1.80%,9.38,2.42,15.70%,115.67,0.10%,5.24年,3.24年,10.40%,12.10%,7.5,-0.41%,-0.87%,-0.50%,-3.17%,-3.38%,89.89,91.02,33.75,124.77,-7.20%,66%,<2%,16%,0.82,2.14,-0.35,AA,4.40%,38
74,万顺转债,123012,2018-08-29,万顺股份,300057,造纸包装印刷,117.001,-0.94%,-0.13%,7.56,-1.31%,4.6,2.30%,6.47,1.06,16.80%,116.85,0.10%,5.23年,3.23年,4.20%,5.00%,1.7,-0.97%,-1.36%,-1.05%,-3.50%,-3.70%,89.69,89.09,37.41,126.5,-7.50%,40%,<2%,18%,0.82,2.16,-0.37,AA-,4.40%,26
75,威帝转债,113514,2018-08-13,威帝股份,603023,汽车,103.85,-2.17%,0.50%,5.76,-2.54%,2.1,1.00%,5.92,3.54,-2.70%,97.3,6.70%,4.23年,2.23年,9.60%,9.40%,2,1.72%,1.21%,1.62%,-0.65%,-0.83%,90.97,90.88,18.82,109.7,-5.30%,70%,11%,18%,0.66,1.33,0.04,A+,5.00%,47
76,德尔转债,123011,2018-08-14,德尔股份,300473,汽车,105.7,-3.30%,0.65%,35.91,-3.73%,12,2.00%,34.96,1.99,2.70%,102.72,2.90%,5.22年,2.73年,14.70%,15.10%,5.6,2.11%,1.50%,1.99%,-0.80%,-1.02%,90.52,92.91,23.19,116.1,-9.00%,43%,<2%,17%,0.71,2.19,-0.6,AA-,4.70%,41
77,盛路转债!,128041,2018-08-14,盛路通信,2446,通信互联网,175.998,4.45%,-1.21%,12.11,3.24%,54,29.00%,6.88,1.86,76.00%,176.02,0.00%,5.22年,3.22年,1.00%,1.80%,1.1,-7.89%,-8.35%,-7.98%,-14.10%,-14.20%,91.22,94.54,81.48,176.02,0.00%,52%,<2%,16%,1,1,1,AA,4.00%,17
78,海澜转债,110045,2018-07-31,海澜之家,600398,服装纺织,100.91,-0.66%,0.17%,8.69,-1.81%,8.9,0.30%,12.4,4.49,-29.90%,70.08,44.00%,5.21年,3.21年,7.70%,5.40%,30,2.04%,1.60%,1.95%,0.56%,0.40%,88.08,88.3,5.36,93.66,7.70%,30%,29%,16%,0.27,-1.3,1.9,AA+,4.70%,42
79,安井转债,113513,2018-07-31,安井食品,603345,食品饮料,121.98,5.15%,0.11%,43.96,5.98%,151,25.80%,35.46,4.03,24.00%,123.97,-1.60%,5.21年,3.21年,5.20%,6.40%,4.9,-1.47%,-1.91%,-1.56%,-4.77%,-4.96%,89.99,91.2,40.55,131.75,-7.40%,51%,<2%,16%,0.88,2.25,-0.35,AA-,4.30%,26
80,博世转债,123010,2018-08-14,博世科,300422,城市公用设施,102.25,-1.24%,-0.98%,11.58,-3.50%,3.3,0.80%,12.45,3.34,-7.00%,93.01,9.90%,5.19年,3.19年,10.40%,9.70%,4.3,2.04%,1.56%,1.94%,0.45%,0.23%,88.53,88.8,18.5,107.31,-4.70%,68%,10%,17%,0.63,1.12,0.19,AA-,4.90%,41
81,湖广转债,127007,2018-08-01,湖北广电,665,传媒娱乐,111.05,-1.73%,0.56%,8.85,-1.56%,43,2.80%,7.92,0.84,11.70%,111.74,-0.60%,5.17年,3.17年,22.20%,24.80%,13.4,0.45%,-0.03%,0.35%,-1.94%,-2.17%,90.78,92.07,30.61,122.69,-9.50%,32%,<2%,17%,0.75,2.75,-0.98,AA+,4.30%,33
82,广电转债,110044,2018-07-24,广电网络,600831,传媒娱乐,181.3,-1.21%,0.76%,12.9,-0.46%,896,358%,6.91,1.31,86.70%,186.69,-2.90%,5.17年,3.17年,1.50%,2.90%,1.4,-8.85%,-9.24%,-8.92%,-15.10%,-15.20%,91.01,92.6,99.28,191.88,-5.50%,42%,<2%,17%,0.96,2.14,-0.09,AA,4.10%,15
83,千禾转债,113511,2018-07-10,千禾味业,603027,食品饮料,102.28,-1.17%,0.73%,21.8,-0.82%,11,2.90%,25.85,6.54,-15.70%,84.33,21.30%,5年53天,3年53天,5.00%,4.20%,3.6,2.01%,1.53%,1.92%,0.39%,0.18%,87.8,87.69,12.68,100.37,1.90%,57%,21%,16%,0.53,-0.36,1.43,AA-,5.20%,35
84,再升转债,113510,2018-07-13,再升科技,603601,城市公用设施,101.3,-0.36%,-0.28%,8.8,-2.22%,1,0.90%,11.32,4.52,-22.30%,77.74,30.30%,5年52天,1年52天,2.40%,1.90%,1.1,2.25%,1.76%,2.15%,-0.10%,-0.28%,94.01,85.41,13.1,98.5,2.80%,65%,22%,17%,0.29,-0.4,0.98,AA-,5.80%,35
85,华通转债,128040,2018-07-13,华通医药,2758,医药,109.001,-3.98%,-0.65%,10.62,-7.49%,55,22.10%,11.45,3.97,-7.20%,92.75,17.50%,5年47天,3年47天,10.00%,9.30%,2.2,0.77%,0.30%,0.68%,-1.49%,-1.71%,88.66,88.88,18.98,107.85,1.10%,76%,19%,18%,0.62,-0.09,1.33,AA-,5.00%,67
86,三力转债,128039,2018-06-29,三 力 士,2224,机械装备制造,111.2,-1.59%,-0.59%,6.4,-2.74%,4.8,0.90%,5.84,2.21,9.60%,109.59,1.50%,5年41天,3年41天,10.40%,11.40%,4.6,-0.11%,-0.49%,-0.18%,-2.23%,-2.42%,89.57,88.67,30.55,119.21,-6.70%,37%,<2%,17%,0.8,1.89,-0.18,AA-,4.50%,21
87,新泉转债,113509,2018-06-22,新泉股份,603179,汽车,103.58,-1.35%,-0.84%,17.18,-3.70%,5.4,1.20%,18.89,2.82,-9.10%,90.95,13.90%,5年37天,3年37天,11.50%,10.50%,4.5,1.41%,1.00%,1.33%,0.01%,-0.21%,88.98,87.84,17.61,105.45,-1.80%,54%,14%,17%,0.59,0.57,0.63,AA,4.80%,33
88,XD新凤转,113508,2018-05-16,新凤鸣,603225,服装纺织,100.84,-0.36%,0.21%,14.26,-0.28%,66,3.00%,16.83,1.83,-15.30%,84.73,19.00%,4.998年,2.998年,12.70%,10.70%,21.5,2.37%,1.87%,2.27%,0.87%,0.64%,88.67,89.14,12.05,101.2,-0.40%,55%,17%,16%,0.51,0.18,0.84,AA,5.00%,38
89,天马转债,113507,2018-05-07,天马科技,603668,农业,120.51,-0.51%,-1.62%,8.9,-2.52%,0.6,0.40%,7.37,2.47,20.80%,120.76,-0.20%,4.97年,2.97年,4.30%,5.10%,1.2,-1.33%,-1.79%,-1.42%,-4.81%,-5.00%,90.51,91.61,37.63,129.24,-6.80%,53%,<2%,17%,0.85,2.05,-0.23,AA-,4.40%,18
90,鼎信转债!,113506,2018-05-14,鼎信通讯,603421,能源电力,128.2,-1.17%,0.04%,28.01,-1.13%,1.8,9.90%,21.65,3.61,29.40%,129.38,-0.90%,4.96年,2.96年,0.10%,0.10%,0.1,-3.03%,-3.40%,-3.11%,-6.79%,-6.96%,91.25,91.1,38.27,129.38,-0.90%,51%,<2%,16%,1,1.19,0.82,AA,4.00%,20
91,金农转债,128036,2018-04-02,金新农,2548,农业,157,0.71%,0.43%,15.24,1.20%,212,58.80%,9.62,3.07,58.40%,158.42,-0.90%,4.87年,2.87年,3.60%,5.70%,2.3,-7.01%,-7.37%,-7.08%,-12.70%,-12.90%,91.57,91.44,72.39,163.84,-4.20%,39%,<2%,17%,0.95,1.76,0.21,AA-,4.10%,50
92,利欧转债!,128038,2018-04-19,利欧股份,2131,传媒娱乐,119,-0.34%,-0.15%,2.02,-0.49%,13,4.80%,1.72,1.15,17.40%,117.44,1.30%,4.90年,2.90年,1.70%,2.00%,2.3,-0.92%,-1.42%,-1.02%,-4.54%,-4.73%,91.67,94.21,23.23,117.44,1.30%,80%,70%,16%,1,0.73,1.26,AA,4.00%,55
93,岩土转债,128037,2018-04-25,中化岩土,2542,建筑,95,-1.95%,1.64%,4.99,-1.96%,6.8,1.20%,8.03,4.03,-37.90%,62.14,52.90%,4.88年,2.88年,6.60%,4.10%,6,3.65%,3.14%,3.55%,2.81%,2.59%,87.39,86.54,3.67,90.21,5.30%,54%,30%,16%,0.16,-1.02,1.36,AA,5.70%,71
94,敖东转债,127006,2018-05-11,吉林敖东,623,金融,103.28,-1.55%,1.14%,18.04,-0.82%,7.6,0.30%,20.82,1.18,-13.40%,86.65,19.20%,4.88年,2.88年,11.50%,10.00%,24.1,1.01%,0.68%,0.94%,-0.39%,-0.52%,89.34,87.7,13.24,100.94,2.30%,31%,22%,16%,0.5,-0.1,1.11,AA+,4.50%,42
95,长证转债,127005,2018-04-11,长江证券,783,金融,112.8,0.08%,1.93%,7.87,3.01%,166,2.90%,7.45,1.61,5.60%,105.64,6.80%,4.87年,无权,11.50%,12.10%,50,-0.58%,-0.95%,-0.65%,无权,无权,无权,90.92,26.37,117.28,-3.80%,31%,16%,18%,0.67,1.54,-0.12,AAA,4.00%,36
96,星源转债,123009,2018-04-10,星源材质,300568,汽车,109.699,-1.82%,0.64%,28.66,-1.61%,3.9,0.70%,27.49,3.5,4.30%,104.26,5.20%,4.86年,2.86年,8.70%,9.10%,4.8,0.11%,-0.28%,0.04%,-2.06%,-2.25%,90.19,89.23,25.49,114.73,-4.40%,64%,12%,17%,0.73,1.36,0.16,AA,4.50%,12
97,杭电转债,113505,2018-03-27,杭电股份,603618,能源电力,104.89,-0.10%,0.29%,7.08,0.28%,10,1.30%,7.29,2.38,-2.90%,97.12,8.00%,4.86年,2.86年,16.00%,15.50%,7.8,1.54%,1.04%,1.44%,-0.51%,-0.72%,90.06,90.7,18.8,109.5,-4.20%,42%,11%,16%,0.66,1.2,0.17,AA,4.70%,47
98,艾华转债,113504,2018-03-23,艾华集团,603989,电子,104.96,-0.04%,-1.02%,18.9,-1.97%,0.2,0.00%,21.73,4.48,-13.00%,86.98,20.70%,4.85年,2.85年,9.40%,8.20%,6.9,1.14%,0.72%,1.06%,-0.53%,-0.74%,89.48,88.17,13.64,101.8,3.10%,40%,20%,16%,0.54,-0.41,1.5,AA,4.90%,8
99,康泰转债!,123008,2018-03-19,康泰生物,300601,医药,168.658,-3.35%,0.77%,52.95,-2.58%,4.2,18.80%,31.23,12.67,69.50%,169.55,-0.50%,4.76年,2.76年,0.00%,0.10%,0.1,-8.58%,-8.93%,-8.65%,-10.20%,-10.30%,92.17,92.25,77.3,169.55,-0.50%,68%,68%,16%,1,1.11,0.89,AA-,4.00%,6
100,玲珑转债,113019,2018-03-22,玲珑轮胎,601966,汽车,108.88,-0.12%,0.04%,17.18,-0.17%,26,1.20%,18.84,2.32,-8.80%,91.19,19.40%,3.84年,1.84年,9.70%,8.80%,20,0.98%,0.36%,0.86%,-3.32%,-3.49%,93.12,95.52,10.64,106.16,2.60%,34%,21%,16%,0.48,-0.16,1.12,AA+,4.50%,23
101,大族转债,128035,2018-03-05,大族激光,2008,电子,103.689,-1.25%,0.46%,37.83,-3.42%,21,0.90%,52.5,7.03,-27.90%,72.06,43.90%,4.78年,2.78年,5.70%,4.10%,23,0.95%,0.61%,0.88%,0.36%,0.05%,91.42,87.02,7.69,94.7,9.50%,39%,31%,16%,0.23,-1.59,2.14,AA+,4.80%,23
102,无锡转债,110043,2018-03-14,无锡银行,600908,金融,105.37,-0.78%,0.48%,6.41,-0.47%,27,0.90%,6.7,1.21,-4.30%,95.67,10.10%,4.76年,无权,25.30%,24.20%,30,0.01%,-0.21%,-0.04%,无权,无权,无权,86.35,21.1,107.46,-1.90%,46%,17%,18%,0.65,0.86,0.47,AA+,4.30%,61
103,江银转债,128034,2018-02-14,江阴银行,2807,金融,110.555,-0.77%,0.34%,5.11,-0.58%,25,1.30%,4.68,0.82,9.20%,109.19,1.30%,4.75年,无权,15.80%,17.30%,17.6,-0.19%,-0.56%,-0.26%,无权,无权,无权,90.16,28.87,119.03,-7.10%,50%,<2%,18%,0.74,2.16,-0.52,AA+,4.30%,62
104,常熟转债!,113018,2018-02-06,常熟银行,601128,金融,135.16,2.37%,-0.54%,7.78,1.83%,42,4.50%,5.76,1.11,35.10%,135.07,0.10%,4.73年,无权,3.50%,4.80%,6.9,-4.39%,-4.74%,-4.46%,无权,无权,无权,91.3,43.77,135.07,0.10%,42%,<2%,18%,1,0.99,1.01,AA+,4.00%,30
105,道氏转债,123007,2018-01-26,道氏技术,300409,建筑,115.5,-3.01%,0.25%,17.2,-3.37%,5,1.40%,15.2,3.89,13.20%,113.16,2.10%,4.67年,2.67年,3.90%,4.40%,3,-0.67%,-1.13%,-0.76%,-3.83%,-4.05%,91.58,91.78,30.37,122.15,-5.40%,77%,<2%,16%,0.82,1.67,0.05,AA-,4.50%,18
106,迪龙转债,128033,2018-01-29,雪迪龙,2658,城市公用设施,101.49,-0.84%,0.49%,8.34,-0.60%,1.8,0.30%,9.03,2.71,-7.60%,92.36,9.90%,4.67年,2.67年,10.30%,9.50%,5.2,1.83%,1.41%,1.75%,0.54%,0.33%,90.29,88.93,17.07,106,-4.30%,38%,13%,17%,0.59,1.15,0.09,AA,4.80%,58
107,吉视转债,113017,2018-01-15,吉视传媒,601929,传媒娱乐,103.16,-0.85%,0.01%,2.79,-1.41%,18,1.10%,2.96,1.35,-5.70%,94.26,9.40%,4.67年,2.67年,18.00%,16.90%,15.6,1.47%,1.05%,1.39%,-0.04%,-0.25%,91.27,90.51,16.66,107.17,-3.70%,28%,12%,16%,0.59,1.23,0.01,AA+,4.40%,33
108,航电转债,110042,2018-01-15,中航电子,600372,航空航天,116.86,-1.01%,0.00%,15.93,-1.36%,24,0.80%,14.23,3.52,11.90%,111.95,4.40%,4.66年,2.66年,8.50%,9.60%,24,-1.35%,-1.73%,-1.43%,-4.30%,-4.51%,92.54,91.78,29.28,121.07,-3.50%,35%,10%,16%,0.74,1.51,0.04,AAA,4.00%,15
109,蒙电转债,110041,2018-01-09,内蒙华电,600863,能源电力,113,-0.41%,0.18%,3.2,-0.31%,39,1.90%,2.92,1.58,9.60%,109.59,3.10%,4.65年,2.65年,10.10%,11.00%,18.7,-0.41%,-0.84%,-0.50%,-3.12%,-3.35%,92.66,92.74,26.77,119.51,-5.40%,22%,<2%,16%,0.71,1.93,-0.38,AAA,4.00%,23
110,双环转债,128032,2018-01-25,双环传动,2472,机械装备制造,99.2,0.20%,-0.45%,6.6,-1.35%,6.8,0.70%,9.99,2.04,-33.90%,66.07,50.20%,4.66年,2.66年,22.10%,14.60%,10,2.45%,2.00%,2.36%,1.45%,1.22%,88.6,86.29,5.35,91.64,8.30%,53%,30%,16%,0.19,-1.51,1.96,AA,5.60%,18
111,天康转债,128030,2018-01-29,天康生物,2100,农业,131.426,-8.16%,0.70%,10.75,-8.35%,106,10.90%,8.15,2.53,31.90%,131.9,-0.40%,4.65年,2.65年,6.90%,9.10%,7.1,-3.29%,-3.76%,-3.38%,-8.24%,-8.44%,92.04,93.43,45.12,138.56,-5.10%,32%,<2%,16%,0.89,1.87,0.01,AA,4.20%,20
112,太阳转债,128029,2018-01-16,太阳纸业,2078,造纸包装印刷,103.8,-1.24%,0.98%,7,-0.85%,4.7,0.40%,8.75,1.84,-20.00%,80,29.70%,3.65年,1.65年,6.60%,5.30%,12,1.18%,0.75%,1.09%,-1.24%,-1.40%,93.35,91.73,6.59,98.32,5.60%,37%,28%,16%,0.3,-0.83,1.45,AA+,4.70%,9
113,赣锋转债,128028,2018-01-19,赣锋锂业,2460,有色金属,100.001,-0.07%,-0.38%,26.08,-3.41%,10,1.10%,42.58,7.26,-38.80%,61.25,63.30%,4.65年,2.65年,2.70%,1.70%,9.3,2.06%,1.66%,1.98%,0.90%,0.72%,87.73,85.06,4.86,89.92,11.20%,70%,37%,17%,0.13,-1.99,2.39,AA,5.70%,23
114,东财转债!,123006,2018-01-29,东方财富,300059,金融,159.801,-0.31%,-0.07%,18.19,-0.38%,322,19.60%,11.36,4.06,60.10%,160.12,-0.20%,4.65年,2.65年,1.00%,1.70%,10.3,-7.72%,-8.08%,-7.79%,-14.50%,-10.10%,91.62,92.31,67.81,160.12,-0.20%,57%,<2%,17%,1,1.04,0.96,AA,4.00%,24
115,铁汉转债,123004,2018-01-26,铁汉生态,300197,城市公用设施,108.712,-1.62%,1.08%,4.28,-0.70%,20,3.80%,3.99,1.43,7.30%,107.27,1.30%,4.64年,2.64年,4.70%,5.10%,4.8,0.32%,-0.10%,0.24%,-1.90%,-2.11%,91.31,90.51,25.35,115.86,-6.20%,68%,<2%,15%,0.78,1.86,-0.19,AA,4.40%,52
116,崇达转债,128027,2018-01-22,崇达技术,2815,电子,118.551,1.09%,2.57%,17.76,4.29%,37,4.10%,14.75,4.45,20.40%,120.41,-1.50%,4.63年,2.63年,5.30%,6.30%,7.8,-1.48%,-1.89%,-1.56%,-4.83%,-5.04%,91.91,91.53,36.5,128.03,-7.40%,62%,<2%,16%,0.85,2.3,-0.43,AA,4.30%,14
117,泰晶转债,113503,2018-01-02,泰晶科技,603738,电子,106.12,2.00%,-1.43%,16.52,0.98%,7.6,3.30%,17.99,4.76,-8.20%,91.83,15.60%,4.63年,2.63年,8.20%,7.50%,2.2,1.37%,0.85%,1.27%,-0.93%,-1.16%,90.7,91.12,14.92,106.04,0.10%,62%,15%,16%,0.58,0.2,0.97,AA,4.80%,38
118,众兴转债,128026,2018-01-03,众兴菌业,2772,农业,95.665,-1.18%,1.21%,8.01,0.13%,5.9,0.70%,11.64,1.71,-31.20%,68.81,39.00%,4.63年,2.63年,31.20%,21.50%,9.2,3.31%,2.85%,3.22%,2.85%,2.60%,88.21,85.51,6.38,91.9,4.10%,53%,26%,16%,0.24,-0.81,1.3,AA-,5.90%,45
119,蓝思转债,123003,2018-01-17,蓝思科技,300433,电子,101.71,-0.92%,0.72%,8.66,-0.46%,23,0.50%,10.46,2.52,-17.20%,82.79,22.90%,4.61年,2.61年,14.10%,11.70%,48,1.80%,1.38%,1.72%,0.48%,0.26%,91.07,90.05,10.15,100.2,1.50%,87%,20%,16%,0.42,-0.04,0.87,AA+,4.60%,44
120,特一转债,128025,2017-12-28,特一药业,2728,医药,109.668,-1.89%,0.03%,16.6,-2.41%,3.1,0.80%,15.45,3.24,7.40%,107.44,2.10%,4.61年,2.61年,10.20%,10.90%,3.4,0.13%,-0.29%,0.04%,-2.23%,-2.44%,91.11,90.09,27.08,117.17,-6.40%,36%,<2%,17%,0.77,1.82,-0.17,AA-,4.60%,29
121,宁行转债,128024,2018-01-12,宁波银行,2142,金融,123.301,-1.28%,-0.56%,22.2,-2.29%,113,1.30%,18.01,1.45,23.30%,123.26,0.00%,4.61年,无权,5.90%,7.30%,68.4,-2.68%,-3.03%,-2.75%,无权,无权,无权,91.25,39.79,131.04,-5.90%,30%,<2%,18%,0.8,2.12,-0.37,AAA,4.00%,35
122,亚太转债,128023,2017-12-26,亚太股份,2284,汽车,94.78,-0.38%,0.37%,5.75,-0.17%,4.4,0.50%,10.34,2.9,-44.40%,55.61,70.40%,4.60年,2.60年,23.60%,13.10%,10,3.93%,3.39%,3.82%,3.18%,2.94%,88.39,87.32,2.61,89.93,5.40%,37%,33%,17%,0.08,-1.01,1.19,AA,5.80%,38
123,众信转债,128022,2017-12-28,众信旅游,2707,旅游餐饮酒店,107,3.84%,-3.99%,6.73,-0.30%,9.5,1.30%,7.92,3.08,-15.00%,84.97,25.90%,4.60年,2.60年,11.70%,10.00%,7,0.68%,0.25%,0.59%,-1.36%,-1.57%,90.09,88.41,12.75,101.16,5.80%,57%,20%,17%,0.49,-0.92,1.94,AA,5.00%,11
124,兄弟转债,128021,2017-12-27,兄弟科技,2562,医药,111.4,-0.53%,0.94%,6,0.50%,31,5.50%,5.35,2.21,12.10%,112.15,-0.70%,4.59年,2.59年,9.70%,10.90%,5.1,-0.22%,-0.63%,-0.30%,-2.81%,-3.02%,91.64,90.9,29.66,120.56,-7.60%,68%,<2%,16%,0.81,2.23,-0.46,AA,4.40%,24
125,国祯转债,123002,2017-12-25,国祯环保,300388,城市公用设施,119.599,-2.33%,0.10%,10.45,-2.61%,50,7.70%,8.72,2.34,19.80%,119.84,-0.20%,4.58年,2.58年,9.30%,11.10%,5.3,-1.78%,-2.19%,-1.86%,-5.32%,-5.52%,91.91,91.31,35.79,127.1,-5.90%,51%,<2%,16%,0.85,1.94,-0.13,AA,4.30%,11
126,生益转债,110040,2017-12-11,生益科技,600183,电子,117.88,-0.36%,0.36%,13.78,0.00%,31,1.50%,11.62,3.87,18.60%,118.59,-0.60%,4.58年,无权,6.10%,7.20%,17.7,-1.47%,-1.87%,-1.55%,无权,无权,无权,91.76,34.35,126.11,-6.50%,46%,<2%,16%,0.82,2.17,-0.38,AA+,4.20%,11
127,水晶转债,128020,2017-12-12,水晶光电,2273,电子,106.05,-0.38%,0.73%,13.59,0.74%,3.2,0.30%,16,3.7,-15.10%,84.94,24.90%,4.56年,2.56年,10.10%,8.50%,11.8,1.14%,0.67%,1.05%,-1.24%,-1.42%,89.74,89.49,11.02,100.51,5.50%,51%,26%,16%,0.48,-0.93,1.93,AA,5.00%,15
128,济川转债,110038,2017-11-29,济川药业,600566,医药,110.9,-0.09%,-1.38%,35.81,-2.77%,15,2.10%,40.04,5.56,-10.60%,89.44,24.00%,3.55年,1.55年,2.20%,1.90%,6.3,-0.54%,-1.00%,-0.64%,-5.02%,-5.19%,93.52,91.89,10.06,101.95,8.80%,36%,28%,15%,0.53,-1.4,2.57,AA,4.90%,12
129,嘉澳转债,113502,2017-11-27,嘉澳环保,603822,城市公用设施,97.53,-1.20%,0.84%,27.2,-2.61%,1.9,1.00%,45.27,4.69,-39.90%,60.08,62.30%,4.54年,2.54年,9.30%,5.60%,1.9,3.35%,2.80%,3.24%,2.20%,1.95%,88.1,86.57,3.59,90.17,8.20%,58%,35%,17%,0.14,-1.51,1.85,AA-,6.20%,44
130,久立转2,128019,2017-12-01,久立特材,2318,石油天然气化工,104.992,-1.04%,-0.54%,7.42,-2.62%,31,2.80%,7.92,2.24,-6.30%,93.69,12.10%,4.53年,2.53年,16.70%,15.60%,10.4,1.11%,0.68%,1.03%,-0.69%,-0.91%,90.91,89.56,17.45,107.01,-1.90%,34%,15%,17%,0.6,0.67,0.55,AA,4.80%,14
131,时达转债,128018,2017-12-04,新时达,2527,机械装备制造,100.22,-0.53%,0.61%,6.6,0.15%,8.4,0.90%,7.45,1.62,-11.40%,88.59,13.10%,4.53年,2.53年,21.50%,19.00%,8.8,2.29%,1.83%,2.19%,1.14%,0.90%,90.85,89.53,13.69,103.22,-2.90%,35%,14%,16%,0.54,0.83,0.27,AA,4.90%,47
132,小康转债,113016,2017-11-21,小康股份,601127,汽车,99.96,-1.31%,-0.18%,15.09,-2.83%,4.7,0.50%,17.2,3.27,-12.30%,87.73,13.90%,4.53年,2.53年,6.20%,5.40%,8.8,2.35%,1.89%,2.25%,1.24%,0.99%,90.8,89.44,13.18,102.62,-2.60%,40%,13%,16%,0.53,0.76,0.32,AA,4.90%,33
133,隆基转债,113015,2017-11-20,隆基股份,601012,能源电力,123.81,-3.60%,0.57%,22.69,-3.65%,70,2.00%,18.76,3.51,20.90%,120.95,2.40%,4.52年,2.52年,4.40%,5.30%,28,-2.57%,-2.97%,-2.65%,-6.66%,-6.86%,92.44,92.03,36.17,128.2,-3.40%,48%,<2%,16%,0.83,1.47,0.25,AA+,4.20%,11
134,金禾转债,128017,2017-11-27,金禾实业,2597,石油天然气化工,107.155,-2.23%,0.90%,19.85,-2.65%,12,1.90%,22.96,3.41,-13.50%,86.45,23.90%,4.51年,2.51年,5.40%,4.70%,6,0.65%,0.23%,0.57%,-1.46%,-1.68%,90.53,88.9,13.22,102.11,4.90%,36%,26%,17%,0.5,-0.74,1.78,AA,5.00%,18
135,林洋转债,113014,2017-11-13,林洋能源,601222,能源电力,99.81,-0.69%,0.73%,5.46,0.37%,36,1.20%,8.76,1.68,-37.70%,62.33,60.10%,4.50年,2.50年,31.10%,19.40%,30,2.40%,1.93%,2.30%,1.31%,1.06%,89.08,86.56,4.55,91.11,9.60%,83%,38%,16%,0.12,-1.75,2.08,AA,5.80%,17
136,雨虹转债,128016,2017-10-20,东方雨虹,2271,建筑,107.4,-0.19%,1.62%,19.28,3.21%,27,1.40%,22.63,4.51,-14.80%,85.2,26.10%,4.41年,2.41年,6.40%,5.40%,18.4,0.62%,0.18%,0.53%,-1.60%,-1.83%,91.96,90.97,10.76,101.73,5.60%,51%,28%,16%,0.45,-0.77,1.69,AA+,4.60%,9
137,国君转债,113013,2017-07-24,国泰君安,601211,金融,113.37,-0.44%,0.41%,19.32,-0.05%,114,1.40%,19.67,1.53,-1.80%,98.22,15.40%,4.19年,无权,4.10%,4.00%,70,-0.78%,-1.21%,-0.86%,无权,无权,无权,93.48,18.05,111.53,1.60%,26%,21%,17%,0.58,0.28,0.89,AAA,4.00%,21
138,久其转债,128015,2017-07-18,久其软件,2279,计算机及应用,103.94,0.55%,-0.18%,8.51,0.71%,18,2.20%,9.48,3.43,-10.20%,89.77,15.80%,4年41天,2年41天,12.90%,11.60%,7.8,1.94%,1.37%,1.82%,-0.38%,-0.64%,92.38,92.4,12.84,105.25,-1.20%,70%,16%,17%,0.52,0.48,0.58,AA,5.00%,41
139,模塑转债,127004,2017-08-16,模塑科技,700,汽车,95.28,-0.23%,0.13%,4.08,-2.16%,3.4,0.40%,7.72,2.65,-47.20%,52.85,80.30%,4年35天,2年35天,24.30%,12.80%,8.2,4.81%,4.10%,4.67%,3.77%,3.45%,91.04,91.42,0.91,92.33,3.20%,53%,30%,17%,0.05,-0.61,0.7,AA,5.90%,71
140,永东转债,128014,2017-07-18,永东股份,2753,石油天然气化工,98.96,-1.15%,0.21%,9.96,-3.58%,4.8,1.40%,13.53,3.36,-26.40%,73.61,34.40%,3.97年,1.97年,10.20%,7.50%,3.4,3.29%,2.70%,3.18%,1.81%,1.54%,91.1,89.98,5.98,95.96,3.10%,60%,23%,17%,0.26,-0.55,1.07,AA-,5.80%,48
141,骆驼转债,113012,2017-07-18,骆驼股份,601311,汽车,103.37,-0.75%,-0.32%,12.58,-1.80%,11,2.20%,13.44,1.94,-6.40%,93.6,10.40%,3.91年,1.91年,4.70%,4.40%,5.1,1.34%,0.91%,1.26%,-0.39%,-0.63%,93.08,90.83,14.97,105.8,-2.30%,35%,13%,16%,0.59,0.78,0.42,AA,4.80%,21
