,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展/上市日,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,转股价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
71,再升转债,113510,2018-07-13,再升科技,603601,城市公用设施,102.64,-1.31%,0.81%,8.91,-1.44%,2.3,2.00%,11.32,3.83,-21.30%,30.40%,5.26年,1.26年,2.40%,1.90%,1.1,1.93%,1.46%,1.84%,-1.01%,-1.17%,93.55,78.71,85.4,14.27,99.67,3.00%,67%,24%,17%,0.34,-0.45,1.15,AA-,5.60%,29
72,千禾转债,113511,2018-07-10,千禾味业,603027,食品饮料,103.4,-0.61%,1.10%,20.05,1.11%,3.5,0.90%,25.85,5.13,-22.40%,33.30%,5.27年,3.27年,5.40%,4.20%,3.6,1.75%,1.28%,1.66%,0.06%,-0.15%,86.64,77.56,86.21,11.04,97.25,6.30%,59%,28%,16%,0.44,-1.23,2.19,AA-,5.40%,35
73,广电转债,110044,2018-07-24,广电网络,600831,传媒娱乐,125.5,-5.95%,1.65%,8.65,-5.05%,23,5.70%,6.91,1.64,25.20%,0.30%,5.29年,3.29年,5.40%,6.70%,3.1,-1.95%,-2.39%,-2.04%,-5.40%,-5.59%,89.91,125.18,91.12,43.91,135.03,-7.10%,39%,<2%,17%,0.85,2.17,-0.33,AA,4.30%,16
74,湖广转债,127007,2018-08-01,湖北广电,665,传媒娱乐,114.01,-1.46%,0.06%,8.94,-1.87%,26,1.40%,7.92,0.95,12.90%,1.00%,5.29年,3.29年,29.20%,33.00%,16.6,-0.07%,-0.53%,-0.16%,-2.63%,-2.85%,90.33,112.88,91.63,33.31,124.94,-8.70%,31%,<2%,17%,0.75,2.56,-0.82,AA+,4.20%,37
75,博世转债,123010,2018-08-14,博世科,300422,城市公用设施,102.71,-1.71%,0.51%,11.51,-2.46%,4.4,1.00%,14.3,3.09,-19.50%,27.60%,5.31年,3.31年,10.50%,8.50%,4.3,1.90%,1.43%,1.81%,0.31%,0.09%,86.98,80.49,86.73,13.21,99.93,2.80%,69%,22%,17%,0.49,-0.59,1.58,AA-,5.30%,31
76,景旺转债,113512,2018-07-24,景旺电子,603228,电子,130,-1.21%,1.22%,65.5,0.02%,82,8.50%,49.85,7.22,31.40%,-1.10%,5.31年,3.31年,2.70%,3.60%,7.3,-2.60%,-3.04%,-2.69%,-6.33%,-6.51%,90.01,131.39,91.32,48.71,140.03,-7.20%,38%,<2%,16%,0.88,2.3,-0.37,AA,4.20%,12
77,安井转债,113513,2018-07-31,安井食品,603345,食品饮料,111.8,1.90%,1.13%,36.1,4.09%,23,4.10%,35.46,4.26,1.80%,9.80%,5.33年,3.33年,6.40%,6.50%,5,0.22%,-0.23%,0.13%,-2.18%,-2.37%,88.51,101.8,89.18,25.38,114.56,-2.40%,51%,15%,16%,0.74,0.75,0.74,AA-,4.70%,16
78,海澜转债,110045,2018-07-31,海澜之家,600398,服装纺织,105.8,0.05%,-0.79%,9.38,-2.09%,11,0.40%,12.4,3.62,-24.40%,39.90%,5.33年,3.33年,7.10%,5.40%,30,1.07%,0.66%,0.99%,-0.82%,-0.98%,87.85,75.65,88.19,9.05,97.23,8.80%,30%,28%,16%,0.36,-1.49,2.29,AA+,4.60%,31
79,盛路转债!,128041,2018-08-14,盛路通信,2446,通信互联网,134.01,-7.13%,0.38%,9.27,-7.11%,19,6.10%,6.88,2.5,34.70%,-0.50%,5.34年,3.34年,2.80%,3.80%,2.2,-2.80%,-3.29%,-2.90%,-7.05%,-7.24%,90.47,134.74,93.61,48.12,141.73,-5.40%,52%,<2%,16%,0.95,2.16,-0.14,AA,4.10%,31
80,德尔转债,123011,2018-08-14,德尔股份,300473,汽车,111.561,-1.71%,-1.08%,37.23,-3.80%,9.2,1.50%,34.96,2.15,6.50%,4.80%,5.34年,2.85年,14.20%,15.20%,5.6,1.01%,0.43%,0.90%,-2.54%,-2.75%,90.17,106.49,92.68,27.64,120.32,-7.30%,45%,<2%,17%,0.73,1.82,-0.24,AA-,4.70%,45
81,威帝转债,113514,2018-08-13,威帝股份,603023,汽车,106.49,-2.19%,-0.47%,5.84,-3.95%,4.8,2.20%,5.92,3.74,-1.40%,7.90%,4.35年,2.35年,9.50%,9.40%,2,1.08%,0.59%,0.98%,-1.61%,-1.78%,90.55,98.65,90.53,21.57,112.11,-5.00%,71%,10%,18%,0.67,1.24,0.16,A+,5.00%,53
82,万顺转债,123012,2018-08-29,万顺股份,300057,造纸包装印刷,119.632,-3.65%,0.25%,7.77,-4.07%,33,7.20%,6.47,1.28,20.10%,-0.40%,5.35年,3.35年,9.40%,11.30%,3.8,-1.37%,-1.74%,-1.44%,-4.00%,-4.19%,89.33,120.09,88.78,41.87,130.65,-8.40%,46%,<2%,18%,0.84,2.41,-0.55,AA-,4.40%,37
83,高能转债,113515,2018-08-27,高能环境,603588,城市公用设施,114.47,-2.16%,-0.67%,9.97,-3.76%,13,1.30%,9.38,2.69,6.30%,7.70%,5.37年,3.37年,12.80%,13.60%,8.4,-0.19%,-0.64%,-0.28%,-2.76%,-2.96%,89.02,106.29,89.93,28.37,118.3,-3.20%,67%,10%,16%,0.75,1.09,0.45,AA,4.50%,37
84,横河转债,123013,2018-08-20,横河模具,300539,机械装备制造,141.88,-16.50%,7.33%,14.05,-9.99%,237,262%,9.26,7.66,51.70%,-6.50%,5.37年,3.37年,2.10%,3.20%,0.6,-3.69%,-4.19%,-3.79%,-8.35%,-8.56%,90.58,151.73,93.77,67.19,160.96,-11.90%,77%,<2%,17%,0.92,3.52,-1.27,A+,4.20%,41
85,凯中转债,128042,2018-09-03,凯中精密,2823,能源电力,106.616,-2.00%,1.00%,12.37,-1.67%,5,1.10%,13.25,2.75,-6.60%,14.20%,5.38年,3.38年,11.50%,10.80%,4.2,1.83%,1.25%,1.71%,-0.76%,-0.97%,88.07,93.36,91.62,18.92,110.54,-3.50%,68%,15%,17%,0.6,0.86,0.37,AA,4.80%,51
86,凯发转债,123014,2018-08-21,凯发电气,300407,能源电力,111.488,-3.85%,1.76%,8.34,-2.91%,6.9,1.70%,8.15,2.35,2.30%,8.90%,4.37年,2.37年,15.20%,15.50%,3.5,-0.42%,-0.82%,-0.50%,-3.37%,-3.54%,90.76,102.33,89.32,25.05,114.38,-2.50%,64%,18%,18%,0.72,0.78,0.67,A+,4.80%,22
87,吴银转债,113516,2018-08-20,吴江银行,603323,金融,123,-1.01%,-1.25%,7.59,-2.94%,33,2.00%,6.34,1.23,19.70%,2.70%,5.38年,无权,10.70%,12.80%,13.2,-1.17%,-1.67%,-1.27%,无权,无权,无权,119.72,92.93,38.8,131.73,-6.60%,49%,<2%,18%,0.77,2.07,-0.4,AA+,4.20%,39
88,东音转债,128043,2018-08-27,东音股份,2793,机械装备制造,112.1,0.09%,2.25%,12.59,3.03%,6.6,2.10%,11.43,2.98,10.10%,1.80%,5.38年,3.38年,11.10%,12.20%,2.8,0.57%,0.05%,0.46%,-2.15%,-2.36%,88.75,110.15,91.26,31.74,123,-8.90%,70%,<2%,17%,0.77,2.32,-0.59,AA-,4.60%,29
89,曙光转债,113517,2018-08-23,中科曙光,603019,计算机及应用,123.57,-2.21%,1.74%,57.96,-0.58%,56,4.00%,51.28,11.11,13.00%,9.30%,5.40年,3.40年,3.00%,3.40%,11.2,-1.63%,-2.06%,-1.71%,-4.82%,-5.01%,89.21,113.03,90.27,33.65,123.92,-0.30%,60%,20%,16%,0.8,0.54,1.06,AA,4.40%,4
90,蓝盾转债,123015,2018-09-13,蓝盾股份,300297,计算机及应用,124.04,-6.10%,1.91%,7.26,-4.85%,53,13.10%,5.82,2.04,24.70%,-0.60%,5.41年,3.41年,3.70%,4.60%,3.2,-1.69%,-2.12%,-1.78%,-4.90%,-5.08%,89.49,124.74,90.73,43.34,134.07,-7.50%,37%,<2%,16%,0.86,2.29,-0.41,AA,4.30%,49
91,岭南转债,128044,2018-09-04,岭南股份,2717,城市公用设施,107.8,-0.73%,-0.34%,8.72,-2.13%,11,1.50%,10.63,2.12,-18.00%,31.40%,5.42年,3.42年,7.40%,6.10%,6.6,0.74%,0.32%,0.66%,-1.11%,-1.30%,87.13,82.03,86.52,13.64,100.16,7.60%,68%,27%,16%,0.5,-1.36,2.47,AA,5.00%,27
92,机电转债,128045,2018-09-14,中航机电,2013,航空航天,116.88,-1.20%,-1.66%,7.25,-4.98%,6.5,0.30%,7.66,3.02,-5.40%,23.50%,5.45年,3.45年,8.00%,7.60%,21,-1.13%,-1.46%,-1.19%,-3.33%,-3.50%,89.9,94.65,89.16,20.42,109.58,6.70%,56%,24%,16%,0.58,-0.66,1.84,AAA,4.00%,10
93,顾家转债,113518,2018-10-09,顾家家居,603816,其他,115.57,-0.57%,0.29%,54.78,-0.38%,4.9,0.40%,52.2,5.53,4.90%,10.10%,5.50年,3.50年,4.70%,4.90%,11,-0.04%,-0.54%,-0.14%,-2.92%,-3.11%,88.4,104.94,90.81,26.94,117.75,-1.90%,39%,15%,16%,0.74,0.71,0.77,AA,4.50%,6
94,利尔转债,128046,2018-11-09,利尔化学,2258,石油天然气化工,109,-0.34%,2.03%,16.37,2.96%,11,1.20%,18.82,2.9,-13.00%,25.30%,5.59年,3.59年,9.90%,8.60%,8.5,0.71%,0.27%,0.62%,-1.30%,-1.50%,87,86.98,87.35,16.22,103.58,5.20%,61%,27%,16%,0.57,-0.88,2.07,AA,4.90%,10
95,光电转债,128047,2018-12-07,中航光电,2179,机械装备制造,119.02,-1.64%,0.90%,42.57,-1.00%,4.7,0.30%,40.26,6.11,5.70%,12.60%,5.64年,3.64年,3.90%,4.10%,13,-1.41%,-1.73%,-1.47%,-3.62%,-3.79%,88.37,105.74,87.25,29.99,117.24,1.50%,34%,21%,16%,0.73,0.27,1.19,AA+,4.30%,10
96,长久转债,113519,2018-11-30,长久物流,603569,交通运输,109.82,-2.38%,-0.35%,12.35,-4.04%,8.1,1.00%,11.99,3.08,3.00%,6.60%,5.65年,3.65年,10.10%,10.40%,7,1.70%,1.06%,1.58%,-1.41%,-1.61%,87.7,103,93.78,24.62,118.4,-7.20%,52%,<2%,17%,0.68,1.82,-0.35,AA,4.60%,18
97,洲明转债,123016,2018-12-03,洲明科技,300232,电子,130.3,-3.94%,-1.67%,12.78,-6.24%,9.5,1.30%,9.45,4.62,35.20%,-3.70%,5.65年,3.65年,5.60%,7.60%,5.5,-2.11%,-2.59%,-2.20%,-5.73%,-5.92%,89.14,135.24,91.99,52.11,144.1,-9.60%,69%,<2%,16%,0.9,2.86,-0.8,AA-,4.30%,20
98,百合转债,113520,2018-11-26,梦百合,603313,其他,133.99,3.94%,-1.81%,25.85,2.38%,19,2.80%,19.03,3.79,35.80%,-1.40%,5.65年,3.65年,8.20%,11.10%,5.1,-2.61%,-3.08%,-2.70%,-6.47%,-6.65%,88.87,135.84,91.84,53.5,145.34,-7.80%,41%,<2%,16%,0.9,2.41,-0.45,AA-,4.30%,16
99,张行转债,128048,2018-11-29,张家港行,2839,金融,115.801,-0.77%,-1.03%,6.78,-2.45%,28,1.00%,6.06,1.37,11.90%,3.50%,5.66年,无权,20.40%,22.80%,25,-0.23%,-0.69%,-0.32%,无权,无权,无权,111.88,90.63,34.14,124.77,-7.20%,57%,<2%,18%,0.74,2.15,-0.51,AA+,4.30%,37
100,科森转债,113521,2018-12-07,科森科技,603626,通信互联网,112.78,-3.45%,-0.24%,10.15,-4.78%,44,6.30%,8.95,2.41,13.40%,-0.60%,5.67年,3.67年,14.50%,16.40%,6.1,0.46%,-0.03%,0.36%,-2.10%,-2.30%,88.15,113.41,90.8,36.2,127,-11.20%,64%,<2%,18%,0.77,2.97,-1.12,AA,4.50%,71
101,特发转债,127008,2018-12-25,特发信息,70,通信互联网,179.5,-3.29%,-3.85%,15.1,-7.31%,543,71.50%,6.78,4.46,123%,-19.40%,4.67年,2.67年,4.40%,9.90%,4.2,-9.79%,-10.20%,-9.86%,-11.90%,-12.00%,91.41,222.71,92.86,134.55,227.41,-21.10%,60%,<2%,17%,0.98,6.55,-3.21,AA,4.00%,39
102,桐昆转债,113020,2018-12-12,桐昆股份,601233,服装纺织,112.41,-2.09%,-1.34%,12.4,-5.27%,149,3.50%,12.63,1.48,-1.80%,14.50%,5.68年,3.68年,16.80%,16.50%,38,0.11%,-0.31%,0.03%,-2.11%,-2.29%,88.06,98.18,89.17,23.01,112.18,0.20%,48%,15%,16%,0.65,0.41,0.89,AA+,4.30%,20
103,圆通转债,110046,2018-12-18,圆通速递,600233,交通运输,120.99,-1.65%,-1.66%,12.62,-4.25%,27,0.60%,10.89,3.47,15.90%,4.40%,5.69年,3.69年,10.20%,11.80%,36.5,-0.81%,-1.29%,-0.91%,-3.87%,-4.06%,88.94,115.89,91.84,35.26,127.1,-4.80%,61%,<2%,16%,0.78,1.64,0,AA+,4.20%,35
104,寒锐转债,123017,2018-12-24,寒锐钴业,300618,有色金属,109.32,-1.34%,2.54%,81.5,1.62%,32,6.70%,81.49,8.75,0.00%,9.30%,5.69年,3.69年,2.80%,2.80%,4.4,0.29%,-0.07%,0.22%,-1.40%,-1.57%,87.13,100.01,86.26,26.19,112.46,-2.80%,78%,17%,16%,0.75,0.83,0.67,AA-,4.60%,39
105,山鹰转债,110047,2018-12-10,山鹰纸业,600567,造纸包装印刷,114.6,-2.44%,0.18%,3.85,-3.02%,51,1.90%,3.34,1.46,15.30%,-0.60%,5.69年,3.69年,13.00%,15.00%,23,0.60%,0.03%,0.49%,-2.55%,-2.73%,88.57,115.27,93.92,34.08,128,-10.50%,29%,<2%,16%,0.75,2.99,-1.17,AA+,4.30%,65
106,旭升转债,113522,2018-12-11,旭升股份,603305,汽车,118.87,-2.77%,1.07%,38.02,-2.01%,65,12.80%,29.86,11.34,27.30%,-6.60%,5.69年,3.69年,2.80%,3.50%,4.2,0.21%,-0.40%,0.09%,-3.48%,-3.66%,88.34,127.33,95.02,42.37,137.4,-13.50%,64%,<2%,16%,0.84,3.79,-1.6,AA,4.30%,18
107,华源转债,128049,2018-12-20,华源控股,2787,造纸包装印刷,108,-1.98%,-0.85%,7.87,-3.91%,14,3.30%,7.57,1.81,4.00%,3.90%,5.71年,3.71年,16.20%,16.90%,4,1.24%,0.74%,1.14%,-0.97%,-1.17%,87.3,103.96,89.58,29.62,119.2,-9.40%,75%,<2%,18%,0.73,2.27,-0.63,AA-,4.70%,61
108,福能转债,110048,2018-12-28,福能股份,600483,能源电力,116,0.00%,-0.69%,9.22,-0.97%,12,0.40%,8.69,1.31,6.10%,9.30%,5.73年,3.73年,19.80%,21.00%,28.3,-0.26%,-0.71%,-0.35%,-2.83%,-3.01%,88.27,106.1,90.26,28.38,118.65,-2.20%,30%,13%,16%,0.71,0.99,0.46,AA+,4.30%,12
109,伟明转债,113523,2018-12-26,伟明环保,603568,城市公用设施,109,-2.33%,0.12%,24.45,-3.05%,4.3,0.60%,23.92,6.12,2.20%,6.60%,5.74年,3.74年,4.00%,4.10%,6.7,1.00%,0.52%,0.90%,-1.25%,-1.44%,87.37,102.22,89.73,25.75,115.47,-5.60%,43%,8%,16%,0.72,1.49,0.03,AA,4.60%,22
110,钧达转债,128050,2018-12-27,钧达股份,2865,汽车,105.67,-2.68%,-0.87%,20.11,-6.25%,12,3.60%,21.74,2.83,-7.50%,14.20%,5.74年,3.74年,13.10%,12.10%,3.2,2.90%,2.17%,2.75%,-0.30%,-0.52%,86.26,92.5,93.94,19.29,113.24,-6.70%,66%,8%,18%,0.57,1.38,-0.16,AA-,5.10%,67
111,光华转债,128051,2019-01-09,光华科技,2741,汽车,105.65,-1.42%,-0.59%,15.23,-3.30%,5.2,2.00%,17.03,4.74,-10.60%,18.10%,5.75年,3.75年,4.40%,3.90%,2.5,1.67%,1.16%,1.57%,-0.32%,-0.54%,86.43,89.43,88.25,19.37,107.62,-1.80%,38%,15%,17%,0.61,0.35,0.87,AA-,5.00%,14
112,奇精转债,113524,2019-01-07,奇精机械,603677,家电,106.91,-1.64%,0.74%,15.18,-1.30%,13,3.70%,14.76,3.09,2.80%,4.00%,5.75年,3.75年,11.10%,11.40%,3.3,1.81%,1.24%,1.69%,-0.76%,-0.94%,87.09,102.85,91.64,26.67,118.31,-9.60%,61%,<2%,18%,0.69,2.39,-0.8,AA,4.60%,57
113,台华转债,113525,2019-01-11,台华新材,603055,服装纺织,111.59,-1.60%,0.89%,12.07,-0.98%,6.4,1.10%,11.56,2.64,4.40%,6.90%,5.76年,3.76年,8.00%,8.40%,5.3,0.58%,0.10%,0.48%,-1.84%,-2.02%,87.28,104.41,89.63,29.09,118.72,-6.00%,46%,10%,17%,0.72,1.58,-0.05,AA,4.60%,4
114,海尔转债,110049,2019-01-18,青岛海尔,600690,家电,121.2,-0.25%,0.43%,16.1,0.25%,35,1.00%,14.55,2.79,10.70%,9.50%,5.76年,3.76年,2.90%,3.20%,30.1,-1.69%,-2.01%,-1.76%,-3.96%,-4.13%,88.82,110.65,88.09,33.6,121.68,-0.40%,32%,18%,16%,0.74,0.83,0.66,AAA,4.00%,24
115,佳都转债,110050,2019-01-21,佳都科技,600728,计算机及应用,129.42,-4.48%,-2.14%,11.03,-7.31%,121,10.40%,7.95,5.42,38.70%,-6.70%,5.77年,3.77年,4.90%,6.80%,8.8,-2.17%,-2.60%,-2.25%,-5.50%,-5.67%,88.47,138.74,90.62,56.27,146.89,-11.90%,71%,<2%,16%,0.91,3.53,-1.31,AA,4.20%,16
116,溢利转债,123018,2019-01-23,溢多利,300381,医药,112.229,-1.94%,-0.17%,10.01,-2.53%,27,3.60%,8.41,2.04,19.00%,-5.70%,5.77年,3.77年,16.30%,19.40%,6.7,0.48%,0.00%,0.38%,-1.98%,-2.16%,87.7,119.02,90.27,39.62,129.89,-13.60%,78%,<2%,17%,0.83,3.66,-1.53,AA-,4.40%,43
117,凯龙转债,128052,2019-01-21,凯龙股份,2783,石油天然气化工,115.5,-2.24%,-1.06%,8.37,-4.01%,15,3.90%,6.97,1.92,20.10%,-3.80%,5.77年,3.77年,11.80%,14.20%,3.3,0.00%,-0.48%,-0.10%,-2.65%,-2.84%,88.09,120.09,90.75,40.21,130.96,-11.80%,78%,<2%,17%,0.82,3.26,-1.25,AA,4.40%,27
118,冰轮转债,127009,2019-02-21,冰轮环境,811,机械装备制造,120.77,-1.97%,1.13%,7.04,-0.98%,16,2.60%,5.52,1.6,27.50%,-5.30%,5.84年,3.84年,11.10%,14.10%,5.1,-0.80%,-1.26%,-0.90%,-3.74%,-3.91%,87.87,127.54,90.63,47.56,138.19,-12.60%,43%,<2%,17%,0.85,3.55,-1.41,AA,4.30%,20
119,平银转债,127010,2019-02-18,平安银行,1,金融,116.6,0.17%,0.13%,12.43,0.49%,409,1.40%,11.77,0.97,5.60%,10.40%,5.86年,无权,12.20%,12.90%,260,0.21%,-0.33%,0.10%,无权,无权,无权,105.61,94.31,29.02,123.33,-5.50%,29%,9%,16%,0.63,1.84,-0.45,AAA,4.00%,43
120,联泰转债,113526,2019-02-18,联泰环保,603797,城市公用设施,109.9,-1.78%,-1.08%,13.04,-3.83%,1.7,0.40%,12.31,2.63,5.90%,3.70%,5.86年,3.86年,14.00%,14.90%,3.9,0.19%,-0.16%,0.12%,-1.47%,-1.63%,86.86,105.93,86.18,32.39,118.57,-7.30%,50%,<2%,18%,0.75,2.01,-0.38,AA,4.50%,16
121,维格转债,113527,2019-02-19,维格娜丝,603518,服装纺织,108.6,-1.51%,0.17%,15.84,-1.92%,20,2.40%,14.96,1.26,5.90%,2.60%,5.86年,3.86年,26.10%,27.60%,7.5,1.85%,1.23%,1.73%,-1.07%,-1.26%,86.95,105.88,93.19,28.68,121.87,-10.90%,39%,<2%,18%,0.7,2.7,-1.03,AA,4.60%,37
122,尚荣转债,128053,2019-03-07,尚荣医疗,2551,医药,117.398,-1.76%,-1.72%,6.15,-4.06%,82,9.30%,4.94,1.88,24.50%,-5.70%,5.92年,3.92年,17.30%,21.50%,7.5,-0.31%,-0.77%,-0.40%,-2.99%,-3.16%,87.58,124.49,90.35,43.68,134.03,-12.40%,43%,<2%,16%,0.86,3.51,-1.38,AA,4.30%,47
123,中宠转债,128054,2019-03-14,中宠股份,2891,农业,113,13.00%,0.00%,38.44,-4.62%,215,99.70%,37.97,5.24,1.20%,11.60%,5.92年,3.92年,5.00%,5.10%,1.9,0.39%,-0.08%,0.30%,-2.04%,-2.22%,86.22,101.24,88.42,26.49,114.91,-1.70%,49%,<2%,16%,0.76,0.44,1.08,A+,4.70%,4
