,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
70,再升转债,113510,2018-07-13,再升科技,603601,城市公用设施,107.4,-0.43%,0.30%,9.4,-0.32%,1.6,1.30%,11.32,4.04,-17.00%,83.04,29.30%,5.19年,1.19年,2.20%,1.90%,1.1,1.06%,0.58%,0.96%,-4.31%,-4.47%,94.04,86.18,15.01,101.19,6.10%,66%,28%,17%,0.39,-1.01,1.82,AA-,5.50%,31
71,华通转债,128040,2018-07-13,华通医药,2758,医药,113.899,0.00%,0.00%,12.66,0.00%,0,0.00%,11.45,4.14,10.60%,110.57,3.00%,5.18年,3.18年,8.40%,9.30%,2.2,-0.10%,-0.57%,-0.20%,-2.77%,-2.97%,89.61,90.45,31.24,121.69,-6.40%,76%,<2%,18%,0.78,1.77,-0.11,AA-,4.50%,54
72,三力转债,128039,2018-06-29,三 力 士,2224,机械装备制造,120.44,-1.89%,0.69%,7.06,-1.40%,6.7,1.20%,5.84,2.66,20.90%,120.89,-0.40%,5年59天,3年59天,9.70%,11.70%,4.7,-1.67%,-2.03%,-1.74%,-4.53%,-4.71%,89.83,89.17,39.65,128.83,-6.50%,38%,<2%,17%,0.86,2.01,-0.17,AA-,4.30%,26
73,新泉转债,113509,2018-06-22,新泉股份,603179,汽车,113.03,-0.15%,-0.35%,18.96,-0.73%,1.1,0.20%,19.38,2.83,-2.20%,97.83,15.50%,5年55天,3年55天,10.40%,10.20%,4.5,-0.34%,-0.73%,-0.42%,-2.61%,-2.82%,89.25,88.36,22.06,110.42,2.40%,55%,21%,17%,0.68,-0.16,1.52,AA,4.60%,28
74,新凤转债,113508,2018-05-16,新凤鸣,603225,服装纺织,111.81,-0.90%,-0.47%,15.79,-2.17%,6.9,0.30%,16.83,1.72,-6.20%,93.82,19.20%,5年16天,3年16天,11.40%,10.70%,21.5,0.23%,-0.24%,0.14%,-2.37%,-2.58%,89.41,89.95,17.41,107.36,4.10%,56%,22%,16%,0.63,-0.58,1.87,AA,4.70%,28
75,天马转债,113507,2018-05-07,天马科技,603668,农业,142.41,3.54%,-0.83%,10.48,2.95%,28,11.70%,7.37,3.51,42.20%,142.2,0.10%,5年5.3天,3年5.3天,5.20%,7.30%,1.7,-4.54%,-4.98%,-4.63%,-9.55%,-9.74%,91.2,92.58,56.46,149.04,-4.40%,54%,<2%,17%,0.92,1.7,0.2,AA-,4.20%,23
76,鼎信转债!,113506,2018-05-14,鼎信通讯,603421,能源电力,133.35,0.59%,1.37%,29.11,1.96%,15,11.60%,21.65,5.63,34.50%,134.46,-0.80%,5年2.3天,3年2.3天,0.70%,1.00%,1,-3.73%,-4.09%,-3.80%,-7.78%,-7.96%,91.37,91.22,43.23,134.46,-0.80%,52%,52%,16%,1,1.17,0.84,AA,4.00%,28
77,金农转债,128036,2018-04-02,金新农,2548,农业,124.66,-4.83%,-0.29%,12.05,-5.86%,60,8.80%,9.62,4.08,25.30%,125.26,-0.50%,4.92年,2.92年,11.40%,14.30%,5.4,-2.39%,-2.78%,-2.47%,-5.93%,-6.13%,90.88,90.47,42.46,132.93,-6.20%,39%,<2%,17%,0.87,1.99,-0.13,AA-,4.30%,57
78,利欧转债,128038,2018-04-19,利欧股份,2131,传媒娱乐,132.6,-1.61%,0.07%,2.29,-1.72%,37,10.30%,1.72,1.53,33.10%,133.14,-0.40%,4.95年,2.95年,1.80%,2.30%,2.7,-3.09%,-3.57%,-3.19%,-7.75%,-7.93%,90.93,93.12,46.7,139.82,-5.20%,81%,<2%,16%,0.9,1.87,0.02,AA,4.20%,70
79,岩土转债,128037,2018-04-25,中化岩土,2542,建筑,102.666,0.00%,0.10%,5.63,0.36%,4.1,0.70%,8.03,2.82,-29.90%,70.11,46.40%,4.93年,2.93年,5.90%,4.10%,6,1.96%,1.47%,1.86%,0.20%,-0.01%,87.76,87.25,5.78,93.03,10.40%,54%,33%,16%,0.28,-1.87,2.56,AA,5.40%,74
80,敖东转债,127006,2018-05-11,吉林敖东,623,金融,109.41,-0.63%,0.28%,18.73,-0.64%,6.9,0.30%,20.82,1.06,-10.00%,89.96,21.60%,4.93年,2.93年,11.10%,10.00%,24.1,-0.19%,-0.51%,-0.25%,-2.23%,-2.36%,89.27,87.7,15.41,103.11,6.10%,31%,26%,16%,0.55,-0.8,1.93,AA+,4.50%,31
81,长证转债,127005,2018-04-11,长江证券,783,金融,121,-0.47%,1.08%,8.15,0.87%,50,0.80%,7.45,1.72,9.40%,109.4,10.60%,4.92年,无权,11.10%,12.10%,50,-2.00%,-2.36%,-2.07%,无权,无权,无权,90.74,29.53,120.27,0.60%,31%,22%,18%,0.71,0.6,0.82,AAA,4.00%,31
82,星源转债,123009,2018-04-10,星源材质,300568,汽车,119.051,-0.46%,2.81%,30.82,2.97%,2.8,0.50%,27.69,4.14,11.30%,111.3,7.00%,4.91年,2.91年,8.10%,9.00%,4.8,-1.57%,-1.94%,-1.64%,-4.62%,-4.79%,90.31,89.53,30.93,120.47,-1.20%,64%,21%,17%,0.79,0.74,0.85,AA,4.40%,13
83,杭电转债,113505,2018-03-27,杭电股份,603618,能源电力,111.6,0.21%,-0.40%,7.25,-0.28%,10,1.20%,7.29,2.3,-0.50%,99.45,12.20%,4.91年,2.91年,15.70%,15.60%,7.8,0.22%,-0.25%,0.13%,-2.50%,-2.70%,89.99,90.71,20.54,111.25,0.30%,72%,17%,16%,0.69,0.27,1.1,AA,4.60%,39
84,艾华转债,113504,2018-03-23,艾华集团,603989,电子,113.9,-0.52%,1.03%,21.15,0.76%,0.2,0.00%,21.73,4.36,-2.70%,97.33,17.00%,4.90年,2.90年,8.40%,8.20%,6.9,-0.57%,-0.97%,-0.65%,-3.16%,-3.36%,89.97,89.05,20.05,109.11,4.40%,40%,25%,16%,0.67,-0.52,1.89,AA,4.70%,8
85,康泰转债!,123008,2018-03-19,康泰生物,300601,医药,172.59,0.18%,-0.22%,54.1,-0.04%,29,18.60%,31.23,21.96,73.20%,173.23,-0.40%,4.81年,2.81年,0.30%,0.40%,0.9,-8.93%,-9.28%,-9.00%,-10.30%,-10.40%,91.99,92.07,81.16,173.23,-0.40%,69%,<2%,16%,1,1.08,0.93,AA-,4.00%,10
86,玲珑转债,113019,2018-03-22,玲珑轮胎,601966,汽车,119.32,-0.40%,1.11%,19.03,1.17%,64,2.70%,18.84,2.42,1.00%,101.01,18.10%,3.89年,1.89年,8.80%,8.80%,20,-1.40%,-1.99%,-1.52%,-7.46%,-7.61%,93.16,95.78,16.49,112.28,6.30%,34%,29%,16%,0.61,-0.72,1.98,AA+,4.40%,18
87,大族转债,128035,2018-03-05,大族激光,2008,电子,112.39,0.26%,-0.20%,42.65,0.14%,14,0.60%,52.5,5.56,-18.80%,81.24,38.30%,4.83年,2.83年,5.10%,4.10%,23,-0.75%,-1.08%,-0.82%,-2.32%,-2.62%,91.6,87.41,11.29,98.7,13.90%,39%,37%,16%,0.38,-2.22,3.23,AA+,4.60%,16
88,无锡转债,110043,2018-03-14,无锡银行,600908,金融,113.63,-0.09%,0.82%,6.88,1.03%,40,1.20%,6.7,1.24,2.70%,102.69,10.70%,4.81年,无权,23.60%,24.20%,30,-1.57%,-1.78%,-1.62%,无权,无权,无权,86.42,26.24,112.66,0.90%,47%,22%,18%,0.72,0.4,1.04,AA+,4.30%,54
89,江银转债,128034,2018-02-14,江阴银行,2807,金融,118.601,-0.34%,0.34%,6.54,0.00%,16,0.80%,5.67,1.14,15.30%,115.34,2.80%,4.80年,无权,14.90%,17.20%,17.6,-1.65%,-2.02%,-1.73%,无权,无权,无权,90.14,33.87,124.01,-4.40%,49%,11%,18%,0.78,1.58,0.05,AA+,4.20%,52
90,常熟转债!,113018,2018-02-06,常熟银行,601128,金融,141.77,0.27%,-0.03%,8.24,0.24%,182,9.50%,5.76,1.59,43.10%,143.06,-0.90%,4.78年,无权,6.40%,9.20%,13.3,-5.31%,-5.65%,-5.38%,无权,无权,无权,91.12,51.93,143.06,-0.90%,42%,<2%,18%,1,1.19,0.82,AA+,4.00%,33
91,道氏转债,123007,2018-01-26,道氏技术,300409,建筑,127.511,-1.91%,0.09%,18.86,-2.08%,1.3,0.30%,15.2,4.83,24.10%,124.08,2.80%,4.72年,2.72年,3.60%,4.40%,3.1,-2.76%,-3.20%,-2.85%,-7.03%,-7.24%,91.75,92.17,39.43,131.61,-3.10%,77%,<2%,16%,0.88,1.29,0.5,AA-,4.30%,18
92,迪龙转债,128033,2018-01-29,雪迪龙,2658,城市公用设施,113.6,0.54%,2.21%,9.7,3.63%,26,4.50%,9.03,2.91,7.40%,107.42,5.80%,4.72年,2.72年,8.90%,9.50%,5.2,-0.63%,-1.03%,-0.71%,-3.35%,-3.54%,90.89,90.01,27.25,117.26,-3.10%,37%,16%,17%,0.76,1.13,0.41,AA,4.50%,56
93,吉视转债,113017,2018-01-15,吉视传媒,601929,传媒娱乐,112.1,0.47%,1.38%,3.01,2.73%,23,1.30%,2.96,1.41,1.70%,101.69,10.20%,4.72年,2.72年,16.60%,16.90%,15.6,-0.35%,-0.75%,-0.43%,-2.90%,-3.09%,91.3,90.67,21.84,112.5,-0.40%,28%,19%,16%,0.68,0.59,0.77,AA+,4.30%,33
94,航电转债,110042,2018-01-15,中航电子,600372,航空航天,123.54,-0.57%,0.99%,17.21,0.53%,37,1.30%,14.23,4.25,20.90%,120.94,2.10%,4.71年,2.71年,7.90%,9.60%,24,-2.52%,-2.88%,-2.59%,-6.07%,-6.27%,92.36,91.6,37.02,128.62,-4.00%,35%,<2%,16%,0.81,1.68,0.02,AAA,4.00%,15
95,蒙电转债,110041,2018-01-09,内蒙华电,600863,能源电力,112.9,-0.01%,0.01%,2.92,0.00%,15,0.70%,2.92,1.6,0.00%,100,12.90%,4.70年,2.70年,11.00%,11.00%,18.7,-0.39%,-0.81%,-0.47%,-3.04%,-3.26%,92.48,92.56,19.78,112.34,0.50%,22%,18%,16%,0.61,0.53,0.7,AAA,4.00%,20
96,双环转债,128032,2018-01-25,双环传动,2472,机械装备制造,108.2,1.22%,-0.26%,7.48,2.89%,31,2.90%,9.99,1.56,-25.10%,74.87,44.50%,4.71年,2.71年,19.50%,14.60%,10,0.51%,0.09%,0.43%,-1.61%,-1.83%,89.05,87.14,7.97,95.11,13.80%,54%,38%,16%,0.33,-2.38,3.31,AA,5.30%,16
97,天康转债,128030,2018-01-29,天康生物,2100,农业,123.349,-1.45%,-2.65%,9.67,-4.92%,3,0.20%,8.15,3,18.70%,118.65,4.00%,4.70年,2.70年,10.70%,12.70%,10,-1.92%,-2.39%,-2.01%,-6.04%,-6.24%,91.55,92.76,34.05,126.81,-2.70%,31%,<2%,16%,0.83,1.19,0.51,AA,4.30%,11
98,太阳转债,128029,2018-01-16,太阳纸业,2078,造纸包装印刷,118.758,-1.03%,0.23%,8.3,-1.43%,17,1.20%,8.75,1.81,-5.10%,94.86,25.20%,3.70年,1.70年,5.60%,5.30%,12,-2.48%,-2.89%,-2.56%,-8.09%,-8.23%,93.57,92.35,13.89,106.24,11.80%,37%,36%,16%,0.56,-1.72,3,AA+,4.40%,7
99,赣锋转债,128028,2018-01-19,赣锋锂业,2460,有色金属,108.925,-1.43%,0.87%,29.38,-2.29%,8.9,0.90%,42.58,5.01,-31.00%,69,57.90%,4.70年,2.70年,2.40%,1.70%,9.3,0.17%,-0.22%,0.10%,-2.10%,-2.26%,88.02,85.66,6.74,92.4,17.90%,71%,48%,17%,0.24,-2.99,3.91,AA,5.50%,18
100,东财转债!,123006,2018-01-29,东方财富,300059,金融,174,-1.62%,0.67%,19.9,-0.95%,539,19.30%,11.36,7.1,75.20%,175.18,-0.70%,4.70年,2.70年,1.50%,2.60%,15.9,-9.31%,-9.67%,-9.38%,-11.30%,-11.30%,91.44,92.14,83.04,175.18,-0.70%,58%,58%,17%,1,1.14,0.87,AA,4.00%,26
101,铁汉转债,123004,2018-01-26,铁汉生态,300197,城市公用设施,121,-0.46%,1.37%,4.84,1.04%,27,4.80%,3.99,1.73,21.30%,121.3,-0.20%,4.69年,2.69年,4.20%,5.10%,4.8,-1.99%,-2.38%,-2.07%,-5.50%,-5.69%,91.57,91.04,36.84,127.88,-5.40%,67%,<2%,15%,0.87,1.86,-0.02,AA,4.30%,52
102,崇达转债,128027,2018-01-22,崇达技术,2815,电子,120.759,-1.10%,0.77%,17.49,-0.40%,8.6,0.90%,15.09,5.28,15.90%,115.9,4.20%,4.68年,2.68年,5.30%,6.20%,7.8,-1.85%,-2.27%,-1.94%,-5.37%,-5.58%,91.6,91.14,32.95,124.09,-2.70%,63%,14%,16%,0.83,1.17,0.51,AA,4.30%,8
103,泰晶转债,113503,2018-01-02,泰晶科技,603738,电子,107.99,0.36%,0.48%,16.19,1.50%,3.5,1.50%,17.99,4.25,-10.00%,89.99,20.00%,4.68年,2.68年,8.40%,7.50%,2.2,0.97%,0.46%,0.87%,-1.52%,-1.75%,90.39,90.74,13.98,104.72,3.10%,63%,22%,16%,0.56,-0.41,1.54,AA,4.90%,31
104,众兴转债,128026,2018-01-03,众兴菌业,2772,农业,100.271,0.06%,-0.02%,8.34,0.12%,18,2.00%,11.64,1.28,-28.40%,71.65,39.90%,4.68年,2.68年,30.00%,21.50%,9.2,2.22%,1.77%,2.13%,1.10%,0.86%,88.27,85.77,7.24,93.01,7.80%,55%,29%,16%,0.29,-1.46,2.13,AA-,5.80%,41
105,蓝思转债,123003,2018-01-17,蓝思科技,300433,电子,106.75,0.23%,-0.08%,9,0.33%,51,1.00%,10.46,2.17,-14.00%,86.04,24.10%,4.66年,2.66年,13.60%,11.70%,48,0.72%,0.30%,0.63%,-1.25%,-1.45%,91,90.06,11.88,101.94,4.70%,87%,24%,16%,0.47,-0.59,1.55,AA+,4.50%,33
106,特一转债,128025,2017-12-28,特一药业,2728,医药,119.76,2.01%,1.76%,17.97,4.54%,11,2.90%,15.45,3.44,16.30%,116.31,3.00%,4.66年,2.66年,9.40%,10.90%,3.4,-1.78%,-2.18%,-1.86%,-5.22%,-5.41%,91.27,90.49,34.05,124.54,-3.80%,36%,14%,17%,0.83,1.36,0.34,AA-,4.40%,28
107,宁行转债,128024,2018-01-12,宁波银行,2142,金融,129,-2.27%,0.39%,23.25,-2.27%,135,1.40%,18.01,1.87,29.10%,129.09,-0.10%,4.66年,无权,6.20%,8.00%,75,-3.61%,-3.94%,-3.67%,无权,无权,无权,91.07,45.01,136.08,-5.20%,30%,<2%,18%,0.83,2,-0.22,AAA,4.00%,30
108,亚太转债,128023,2017-12-26,亚太股份,2284,汽车,99.83,0.05%,-0.05%,6.29,0.00%,15,1.50%,10.34,1.77,-39.20%,60.83,64.10%,4.65年,2.65年,21.60%,13.10%,10,2.71%,2.19%,2.61%,1.23%,1.00%,88.41,87.51,3.5,91,9.70%,36%,36%,17%,0.14,-1.76,2.14,AA,5.70%,39
109,众信转债,128022,2017-12-28,众信旅游,2707,旅游餐饮酒店,112.755,-0.02%,-0.41%,7.93,-1.49%,1.6,0.20%,10.99,2.98,-27.80%,72.16,56.30%,4.64年,2.64年,10.00%,7.20%,7,-0.48%,-0.89%,-0.56%,-3.17%,-3.37%,88.94,86.71,7.61,94.32,19.50%,58%,48%,17%,0.29,-3.24,4.36,AA,5.40%,8
110,兄弟转债,128021,2017-12-27,兄弟科技,2562,医药,128.597,-2.58%,-0.17%,6.98,-3.06%,110,14.40%,5.35,2.89,30.50%,130.47,-1.40%,4.64年,2.64年,9.50%,12.40%,5.8,-3.31%,-3.70%,-3.39%,-7.65%,-7.83%,91.9,91.44,45.13,136.58,-5.80%,68%,<2%,16%,0.9,2.04,-0.13,AA,4.20%,21
111,国祯转债,123002,2017-12-25,国祯环保,300388,城市公用设施,126.699,-0.06%,0.06%,11.12,0.00%,4.3,0.60%,8.72,2.98,27.50%,127.52,-0.60%,4.63年,2.63年,9.50%,12.10%,5.8,-3.00%,-3.39%,-3.08%,-7.18%,-7.37%,91.89,91.4,42.5,133.9,-5.40%,51%,<2%,16%,0.89,1.91,-0.03,AA,4.20%,10
112,生益转债,110040,2017-12-11,生益科技,600183,电子,122.1,0.16%,0.99%,13.17,1.46%,28,1.30%,11.62,4.56,13.30%,113.34,7.70%,4.63年,无权,6.50%,7.30%,18,-2.21%,-2.61%,-2.29%,无权,无权,无权,91.44,30.27,121.71,0.30%,46%,20%,16%,0.79,0.59,0.98,AA+,4.20%,11
113,水晶转债,128020,2017-12-12,水晶光电,2273,电子,113.01,0.01%,0.43%,14.41,0.77%,36,2.70%,16,3.44,-9.90%,90.06,25.50%,4.61年,2.61年,9.50%,8.50%,11.8,-0.28%,-0.73%,-0.37%,-3.48%,-3.64%,89.93,89.94,13.77,103.71,9.00%,51%,31%,16%,0.56,-1.45,2.7,AA,4.90%,15
114,济川转债,110038,2017-11-29,济川药业,600566,医药,114.68,-0.43%,0.02%,37.15,-0.72%,12,1.70%,40.04,6.08,-7.20%,92.78,23.60%,3.60年,1.60年,2.10%,1.90%,6.3,-1.47%,-1.92%,-1.56%,-6.68%,-6.84%,93.45,91.97,12.09,104.06,10.20%,36%,32%,15%,0.58,-1.6,2.92,AA,4.80%,11
115,嘉澳转债,113502,2017-11-27,嘉澳环保,603822,城市公用设施,104.69,0.28%,-0.65%,30.69,-1.57%,1.8,0.90%,45.27,3.18,-32.20%,67.79,54.40%,4.59年,2.59年,8.20%,5.60%,1.9,1.69%,1.17%,1.59%,-0.45%,-0.69%,88.41,87.24,5.45,92.69,12.90%,58%,38%,17%,0.24,-2.32,3.03,AA-,5.90%,43
116,久立转2,128019,2017-12-01,久立特材,2318,石油天然气化工,118.997,-2.30%,0.80%,8.76,-2.01%,26,2.10%,8.22,2.48,6.60%,106.57,11.70%,4.58年,2.58年,14.10%,15.00%,10.4,-1.67%,-2.07%,-1.75%,-5.14%,-5.33%,91.38,90.46,26.1,116.56,2.10%,34%,23%,17%,0.75,0.05,1.44,AA,4.50%,10
117,时达转债,128018,2017-12-04,新时达,2527,机械装备制造,109.211,-0.21%,0.52%,7.46,2.19%,7.4,0.80%,11.83,1.63,-36.90%,63.06,73.20%,4.58年,2.58年,19.00%,12.00%,8.8,0.32%,-0.12%,0.23%,-2.02%,-2.25%,88.8,86.35,4.53,90.88,20.20%,35%,52%,16%,0.14,-3.34,4.14,AA,5.70%,41
118,小康转债,113016,2017-11-21,小康股份,601127,汽车,109.38,0.40%,0.45%,17.05,1.25%,3.8,0.40%,17.2,3.24,-0.90%,99.13,10.30%,4.58年,2.58年,5.50%,5.40%,8.8,0.29%,-0.15%,0.20%,-2.08%,-2.31%,91.33,90.43,20.18,110.61,-1.10%,40%,16%,16%,0.68,0.59,0.79,AA,4.60%,36
119,隆基转债,113015,2017-11-20,隆基股份,601012,能源电力,128,0.00%,0.00%,27.09,0.00%,0,0.00%,22.98,5.07,17.90%,117.89,8.60%,4.57年,2.57年,3.70%,4.40%,28,-3.26%,-3.65%,-3.34%,-7.68%,-7.87%,92.21,91.78,33.72,125.49,2.00%,48%,22%,16%,0.81,0.31,1.31,AA+,4.20%,10
120,金禾转债,128017,2017-11-27,金禾实业,2597,石油天然气化工,123,-12.80%,14.50%,23.06,2.63%,501,65.20%,23.32,3.42,-1.10%,98.89,24.40%,4.56年,2.56年,4.70%,4.60%,6,-2.40%,-2.80%,-2.48%,-6.32%,-6.52%,91.09,89.95,20.78,110.73,11.10%,36%,61%,17%,0.67,-1.69,3.21,AA,4.70%,16
121,林洋转债,113014,2017-11-13,林洋能源,601222,能源电力,106.6,0.08%,-0.05%,5.92,0.17%,20,0.60%,8.76,1.13,-32.40%,67.58,57.70%,4.55年,2.55年,28.70%,19.40%,30,0.87%,0.42%,0.78%,-1.16%,-1.39%,89.22,86.94,5.31,92.25,15.60%,83%,43%,16%,0.2,-2.66,3.39,AA,5.60%,16
122,雨虹转债,128016,2017-10-20,东方雨虹,2271,建筑,120.611,-1.94%,-1.60%,21.95,-5.79%,14,0.60%,22.63,4.38,-3.00%,97,24.30%,4.46年,2.46年,5.60%,5.40%,18.4,-2.02%,-2.43%,-2.10%,-5.86%,-6.06%,92.14,91.4,17.71,109.11,10.50%,51%,30%,16%,0.61,-1.47,2.83,AA+,4.40%,7
123,国君转债,113013,2017-07-24,国泰君安,601211,金融,119.88,-0.76%,0.92%,20.58,0.24%,81,1.00%,19.8,1.6,3.90%,103.94,15.30%,4.24年,无权,3.90%,4.10%,70,-2.09%,-2.50%,-2.17%,无权,无权,无权,93.3,22.2,115.5,3.80%,26%,26%,17%,0.65,-0.06,1.36,AAA,4.00%,20
124,久其转债,128015,2017-07-18,久其软件,2279,计算机及应用,108.91,2.26%,-3.57%,9.64,-4.37%,50,5.80%,12.86,3.49,-25.00%,74.96,45.30%,4年59天,2年59天,11.40%,8.50%,7.8,0.75%,0.21%,0.64%,-2.37%,-2.61%,91.28,90.62,6.42,97.04,12.20%,70%,31%,17%,0.3,-2.11,2.91,AA,5.40%,38
125,模塑转债,127004,2017-08-16,模塑科技,700,汽车,100.18,-0.12%,0.08%,4.05,-0.74%,17,2.00%,7.72,1.39,-47.50%,52.46,91.00%,4年53天,2年53天,24.50%,12.80%,8.2,3.46%,2.78%,3.33%,1.44%,1.13%,90.77,91.15,1.01,92.15,8.70%,53%,43%,17%,0.05,-1.59,1.74,AA,5.90%,66
126,永东转债,128014,2017-07-18,永东股份,2753,石油天然气化工,106.999,0.00%,-1.72%,11.57,-3.66%,9,2.50%,13.53,2.87,-14.50%,85.51,25.10%,4年7天,2年7天,8.70%,7.50%,3.4,1.40%,0.80%,1.28%,-1.53%,-1.83%,92.53,92.19,10.76,102.95,3.90%,60%,21%,17%,0.47,-0.67,1.63,AA-,5.30%,48
127,骆驼转债,113012,2017-07-18,骆驼股份,601311,汽车,113.43,-0.08%,1.16%,13.56,1.57%,18,3.10%,13.44,2.07,0.90%,100.89,12.40%,3.96年,1.96年,4.40%,4.40%,5.1,-1.06%,-1.47%,-1.15%,-4.67%,-4.88%,93.21,91.24,19.72,110.97,2.20%,35%,23%,16%,0.69,-0.03,1.4,AA,4.60%,23
128,光大转债,113011,2017-07-18,光大银行,601818,金融,116.36,-1.04%,0.74%,4.24,-0.47%,149,0.40%,4.13,0.78,2.70%,102.66,13.30%,3.94年,无权,13.50%,13.80%,300,-1.61%,-2.03%,-1.69%,无权,无权,无权,93.93,19.54,113.47,2.50%,18%,20%,16%,0.64,0.16,1.12,AAA,4.00%,25
129,洪涛转债,128013,2016-08-23,洪涛股份,2325,建筑,102.501,0.44%,-0.44%,3.97,1.53%,19,1.60%,9.98,1.35,-60.20%,39.78,158%,3.30年,1.30年,24.20%,9.60%,12,2.86%,2.15%,2.72%,0.20%,-0.17%,94.43,93.03,2.21,95.24,7.60%,35%,58%,16%,0,-1.42,1.45,AA,6.00%,75
130,海印转债,127003,2016-07-01,海印股份,861,商业零售,114.37,-0.45%,0.45%,3.19,0.00%,11,0.90%,3.03,2.21,5.30%,105.28,8.60%,3年59天,1年59天,16.00%,16.80%,11.1,-0.02%,-0.83%,-0.18%,-7.77%,-8.13%,96.79,99.22,17.13,116.36,-1.70%,26%,15%,16%,0.66,0.77,0.56,AA,4.70%,100
131,辉丰转债,128012,2016-05-17,辉丰股份,2496,石油天然气化工,104.401,-7.61%,7.61%,4.07,10.00%,470,51.00%,7.71,1.77,-47.20%,52.79,97.80%,3年11天,1年11天,13.80%,7.30%,8.5,0.70%,0.28%,0.62%,0.72%,-0.13%,97.17,87.23,10.25,97.48,7.10%,85%,85%,17%,0,-1.38,1.33,A+,7.00%,79
132,顺昌转债,128010,2016-02-23,澳洋顺昌,2245,交通运输,105.5,0.52%,-0.52%,5.29,0.95%,1.4,0.30%,9.28,1.96,-43.00%,57,85.10%,2.79年,0.79年,9.80%,5.60%,5.1,1.93%,1.18%,1.78%,-3.62%,-3.99%,96.38,94.77,2.26,97.03,8.70%,43%,47%,17%,0,-1.61,1.67,AA,6.00%,21
133,广汽转债,113009,2016-02-04,广汽集团,601238,汽车,113.71,0.00%,1.03%,13.45,2.52%,50,1.70%,14.74,1.8,-8.80%,91.25,24.60%,2.79年,0.79年,1.90%,1.70%,25.5,-1.53%,-2.12%,-1.64%,-11.10%,-11.40%,98.02,97.87,7.5,105.36,7.90%,34%,32%,15%,0.41,-1.04,1.9,AAA,4.00%,8
134,九州转债,110034,2016-01-29,九州通,600998,医药,110.5,-0.45%,0.64%,15.84,0.64%,2,0.10%,18.42,2.02,-14.00%,85.99,28.50%,2.77年,0.77年,5.00%,4.30%,15,-0.03%,-0.72%,-0.17%,-6.48%,-7.21%,99.44,97.34,5.41,102.75,7.50%,26%,28%,15%,0.3,-1.17,1.82,AA+,4.70%,15
135,国贸转债,110033,2016-01-19,厦门国贸,600755,交通运输,117.83,-0.59%,0.59%,9.42,0.00%,5.4,0.30%,8.61,1.39,9.40%,109.41,7.70%,2.74年,0.74年,8.50%,9.30%,14.6,-2.15%,-2.87%,-2.30%,-15.30%,-15.60%,97.88,99.15,18.08,117.24,0.50%,35%,19%,15%,0.7,0.53,0.87,AA+,4.30%,8
136,蓝标转债,123001,2016-01-18,蓝色光标,300058,传媒娱乐,129.2,0.00%,0.00%,5.58,0.00%,38,6.20%,4.31,1.93,29.50%,129.47,-0.20%,2.69年,0.69年,3.50%,4.60%,4.7,-5.47%,-6.18%,-5.61%,-25.20%,-25.50%,98.23,99.65,35.31,134.96,-4.30%,39%,<2%,17%,0.87,1.7,0.11,AA,4.30%,62
137,航信转债,110031,2015-06-30,航天信息,600271,计算机及应用,114.2,-0.39%,0.35%,29.37,-0.58%,0.7,0.00%,42.38,5.12,-30.70%,69.3,64.80%,2.17年,0.17年,4.40%,3.00%,24,-1.74%,-2.57%,-1.91%,-34.70%,-35.60%,100.41,101.17,0.74,101.91,12.10%,54%,54%,17%,0.07,-2.07,2.35,AAA,4.00%,8
138,电气转债,113008,2015-02-16,上海电气,601727,能源电力,123.3,-0.08%,-0.18%,6.24,-0.32%,54,0.70%,5.19,1.6,20.20%,120.23,2.60%,1.82年,回售中,6.50%,7.80%,59.9,-7.02%,-7.79%,-7.18%,回售中,回售中,103,100.71,23.36,124.07,-0.60%,50%,16%,16%,0.8,0.98,0.65,AAA,4.00%,15
139,格力转债,110030,2015-01-13,格力地产,600185,地产,108.98,1.12%,-0.94%,5.92,2.07%,44,9.40%,6.94,1.63,-14.70%,85.3,27.80%,0.71年,回售中,3.50%,3.00%,4.3,-3.83%,-5.36%,-4.13%,回售中,回售中,103,101.82,0.55,102.38,6.50%,70%,47%,16%,0.09,-1.12,1.31,AA,5.80%,8
