,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
71,千禾转债,113511,2018-07-10,千禾味业,603027,食品饮料,109.79,-0.19%,0.71%,22.61,0.89%,6.6,1.70%,25.85,5.78,-12.50%,87.47,25.50%,5.19年,3.19年,4.80%,4.20%,3.6,0.59%,0.12%,0.49%,-1.73%,-1.93%,87.95,88.02,14.36,102.38,7.20%,57%,28%,16%,0.58,-1.28,2.54,AA-,5.10%,39
72,再升转债,113510,2018-07-13,再升科技,603601,城市公用设施,105.94,1.17%,0.80%,9.49,4.86%,3.4,2.80%,11.32,4.08,-16.20%,83.83,26.40%,5.18年,1.18年,2.20%,1.90%,1.1,1.33%,0.85%,1.24%,-3.36%,-3.52%,94.13,86.39,15.25,101.63,4.20%,65%,26%,17%,0.4,-0.65,1.48,AA-,5.50%,31
73,华通转债,128040,2018-07-13,华通医药,2758,医药,113.899,0.00%,0.00%,12.66,0.00%,0,0.00%,11.45,4.14,10.60%,110.57,3.00%,5.17年,3.17年,8.40%,9.30%,2.2,-0.10%,-0.57%,-0.20%,-2.77%,-2.98%,89.64,90.48,31.21,121.69,-6.40%,76%,<2%,18%,0.78,1.77,-0.11,AA-,4.50%,56
74,三力转债,128039,2018-06-29,三 力 士,2224,机械装备制造,118.2,0.68%,0.06%,6.85,0.88%,1.6,0.30%,5.84,2.58,17.30%,117.29,0.80%,5年56天,3年56天,9.90%,11.60%,4.7,-1.30%,-1.67%,-1.38%,-4.00%,-4.18%,89.71,88.97,36.68,125.66,-5.90%,37%,<2%,17%,0.84,1.84,-0.06,AA-,4.40%,25
75,新泉转债,113509,2018-06-22,XD新泉股,603179,汽车,112.6,-0.53%,-2.22%,18.94,-3.91%,1.5,0.30%,18.89,2.83,0.30%,100.26,12.30%,5年52天,3年52天,10.40%,10.50%,4.5,-0.27%,-0.66%,-0.34%,-2.51%,-2.71%,89.42,88.59,23.72,112.31,0.30%,55%,12%,17%,0.7,0.28,1.13,AA,4.60%,30
76,新凤转债,113508,2018-05-16,新凤鸣,603225,服装纺织,108.07,-0.50%,1.04%,15.19,0.93%,8.1,0.30%,16.83,1.65,-9.70%,90.26,19.70%,5年13天,3年13天,11.90%,10.70%,21.5,0.93%,0.45%,0.83%,-1.32%,-1.54%,89.21,89.62,15.2,104.82,3.10%,56%,23%,16%,0.59,-0.42,1.6,AA,4.80%,28
77,天马转债,113507,2018-05-07,天马科技,603668,农业,136.13,-3.58%,-0.05%,10.07,-4.00%,20,9.50%,7.37,3.37,36.60%,136.64,-0.40%,5年2.3天,3年2.3天,4.70%,6.50%,1.5,-3.67%,-4.12%,-3.76%,-8.27%,-8.47%,91.13,92.46,51.4,143.86,-5.40%,54%,<2%,17%,0.91,1.88,0.02,AA-,4.20%,25
78,鼎信转债!,113506,2018-05-14,鼎信通讯,603421,能源电力,128.01,-0.14%,0.36%,27.96,0.22%,7.7,6.30%,21.65,5.41,29.10%,129.15,-0.90%,5.00年,3.00年,0.70%,0.90%,1,-2.93%,-3.30%,-3.01%,-6.59%,-6.78%,91.4,91.25,37.89,129.15,-0.90%,52%,<2%,16%,1,1.19,0.82,AA,4.00%,23
79,金农转债,128036,2018-04-02,金新农,2548,农业,132.02,6.38%,0.27%,12.83,7.36%,280,47.90%,9.62,4.34,33.40%,133.37,-1.00%,4.91年,2.91年,9.00%,12.00%,4.5,-3.55%,-3.93%,-3.63%,-7.70%,-7.89%,91.1,90.8,49.41,140.21,-5.80%,39%,<2%,17%,0.9,1.99,-0.08,AA-,4.20%,56
80,利欧转债!,128038,2018-04-19,利欧股份,2131,传媒娱乐,129.525,0.79%,0.11%,2.23,0.90%,33,9.90%,1.72,1.49,29.70%,129.65,-0.10%,4.94年,2.94年,1.70%,2.20%,2.6,-2.63%,-3.11%,-2.72%,-7.07%,-7.25%,91.53,94.07,35.59,129.65,-0.10%,80%,71%,16%,1,1.02,0.98,AA,4.00%,67
81,岩土转债,128037,2018-04-25,中化岩土,2542,建筑,101.713,-0.08%,0.58%,5.48,2.05%,5,0.80%,8.03,2.75,-31.80%,68.24,49.00%,4.92年,2.92年,6.00%,4.10%,6,2.16%,1.67%,2.06%,0.51%,0.30%,87.65,87.05,5.25,92.31,10.20%,54%,35%,16%,0.25,-1.86,2.49,AA,5.50%,72
82,敖东转债,127006,2018-05-11,吉林敖东,623,金融,109,1.07%,-1.49%,18.27,-0.81%,27,1.00%,20.82,1.04,-12.20%,87.75,24.20%,4.92年,2.92年,11.40%,10.00%,24.1,-0.11%,-0.43%,-0.18%,-2.12%,-2.25%,89.22,87.61,14.04,101.65,7.20%,31%,25%,16%,0.52,-1.01,2.1,AA+,4.50%,31
83,长证转债,127005,2018-04-11,长江证券,783,金融,118.34,0.11%,0.15%,7.81,0.39%,58,1.00%,7.45,1.65,4.80%,104.83,12.90%,4.92年,无权,11.60%,12.10%,50,-1.56%,-1.91%,-1.63%,无权,无权,无权,90.77,25.88,116.65,1.40%,31%,22%,18%,0.66,0.42,0.91,AAA,4.00%,31
84,星源转债,123009,2018-04-10,星源材质,300568,汽车,117.731,-0.23%,0.95%,29.77,0.95%,1.3,0.20%,27.69,4,7.50%,107.51,9.50%,4.90年,2.90年,8.40%,9.00%,4.8,-1.34%,-1.72%,-1.42%,-4.28%,-4.46%,90.2,89.33,27.97,117.3,0.40%,64%,21%,17%,0.76,0.4,1.13,AA,4.50%,14
85,杭电转债,113505,2018-03-27,杭电股份,603618,能源电力,107.57,-0.33%,0.06%,6.94,-0.43%,3.6,0.40%,7.29,2.2,-4.80%,95.2,13.00%,4.90年,2.90年,16.40%,15.60%,7.8,0.99%,0.51%,0.89%,-1.32%,-1.53%,89.79,90.36,17.78,108.14,-0.50%,72%,17%,16%,0.64,0.37,0.92,AA,4.70%,41
86,艾华转债,113504,2018-03-23,艾华集团,603989,电子,112.08,-0.13%,-0.76%,20.51,-1.39%,1.2,0.20%,21.73,4.23,-5.60%,94.39,18.70%,4.89年,2.89年,8.60%,8.20%,6.9,-0.24%,-0.64%,-0.32%,-2.65%,-2.86%,89.82,88.8,18.17,106.97,4.80%,40%,23%,16%,0.64,-0.64,1.95,AA,4.70%,8
87,康泰转债!,123008,2018-03-19,康泰生物,300601,医药,169.998,-0.58%,-0.08%,53.07,-0.66%,11,8.50%,31.23,21.54,69.90%,169.93,0.00%,4.80年,2.80年,0.20%,0.40%,0.8,-8.66%,-9.01%,-8.73%,-10.10%,-10.20%,92.02,92.1,77.83,169.93,0.00%,69%,<2%,16%,1,0.99,1.01,AA-,4.00%,8
88,玲珑转债,113019,2018-03-22,玲珑轮胎,601966,汽车,116.24,-0.73%,-0.19%,18.6,-1.59%,12,0.50%,18.84,2.36,-1.30%,98.73,17.70%,3.88年,1.88年,9.00%,8.80%,20,-0.73%,-1.33%,-0.85%,-6.30%,-6.46%,93.14,95.72,15.09,110.81,4.90%,34%,25%,16%,0.58,-0.51,1.7,AA+,4.40%,20
89,大族转债,128035,2018-03-05,大族激光,2008,电子,109.8,-0.29%,0.03%,40.6,-0.83%,23,0.90%,52.5,5.29,-22.70%,77.33,42.00%,4.82年,2.82年,5.30%,4.10%,23,-0.27%,-0.59%,-0.33%,-1.56%,-1.86%,91.47,87.19,9.37,96.56,13.70%,39%,36%,16%,0.32,-2.18,3.04,AA+,4.70%,17
90,无锡转债,110043,2018-03-14,无锡银行,600908,金融,111,-0.10%,-0.91%,6.64,-1.48%,33,1.00%,6.7,1.2,-0.90%,99.1,12.00%,4.80年,无权,24.40%,24.20%,30,-1.09%,-1.30%,-1.13%,无权,无权,无权,86.31,23.65,109.96,0.90%,47%,20%,18%,0.68,0.32,1.04,AA+,4.30%,55
91,江银转债,128034,2018-02-14,江阴银行,2807,金融,116.29,-0.33%,-0.84%,6.38,-1.54%,51,2.50%,5.67,1.12,12.50%,112.52,3.30%,4.79年,无权,15.30%,17.20%,17.6,-1.25%,-1.61%,-1.32%,无权,无权,无权,90.1,31.63,121.73,-4.50%,49%,<2%,18%,0.76,1.56,0.03,AA+,4.20%,53
92,常熟转债!,113018,2018-02-06,常熟银行,601128,金融,144.19,-2.07%,-0.16%,8.32,-2.23%,38,2.60%,5.76,1.61,44.40%,144.44,-0.20%,4.77年,无权,4.80%,7.00%,10.1,-5.66%,-6.00%,-5.73%,无权,无权,无权,91.15,53.29,144.44,-0.20%,42%,<2%,18%,1,1.04,0.96,AA+,4.00%,31
93,道氏转债,123007,2018-01-26,道氏技术,300409,建筑,121,0.82%,-1.72%,16.95,-1.11%,1,0.30%,15.2,4.34,11.50%,111.51,8.50%,4.71年,2.71年,4.00%,4.40%,3.1,-1.66%,-2.11%,-1.75%,-5.33%,-5.54%,91.35,91.5,29.26,120.76,0.20%,77%,15%,16%,0.81,0.43,1.19,AA-,4.50%,17
94,迪龙转债,128033,2018-01-29,雪迪龙,2658,城市公用设施,110.998,0.36%,-0.74%,9.37,-0.53%,7.6,1.30%,9.03,2.81,3.80%,103.77,7.00%,4.71年,2.71年,9.20%,9.50%,5.2,-0.14%,-0.54%,-0.22%,-2.57%,-2.77%,90.75,89.76,24.62,114.39,-3.00%,38%,12%,17%,0.72,1.04,0.43,AA,4.60%,55
95,吉视转债,113017,2018-01-15,吉视传媒,601929,传媒娱乐,109.74,-0.04%,-0.39%,2.87,-0.69%,6.5,0.40%,2.96,1.35,-3.00%,96.96,13.20%,4.71年,2.71年,17.50%,16.90%,15.6,0.11%,-0.30%,0.03%,-2.18%,-2.38%,91.2,90.48,18.51,108.99,0.70%,28%,18%,16%,0.62,0.34,0.91,AA+,4.40%,31
96,航电转债,110042,2018-01-15,中航电子,600372,航空航天,122.55,-0.11%,0.43%,16.76,0.42%,9.3,0.30%,14.23,4.14,17.80%,117.78,4.10%,4.70年,2.70年,8.10%,9.60%,24,-2.35%,-2.72%,-2.42%,-5.82%,-6.02%,92.39,91.63,34.24,125.87,-2.60%,35%,13%,16%,0.78,1.38,0.24,AAA,4.00%,14
97,蒙电转债,110041,2018-01-09,内蒙华电,600863,能源电力,112.65,0.79%,-0.14%,2.96,1.02%,21,1.00%,2.92,1.62,1.40%,101.37,11.10%,4.69年,2.69年,10.90%,11.00%,18.7,-0.34%,-0.77%,-0.42%,-2.97%,-3.19%,92.51,92.59,20.73,113.32,-0.60%,22%,16%,16%,0.63,0.77,0.51,AAA,4.00%,20
98,双环转债,128032,2018-01-25,双环传动,2472,机械装备制造,107,-0.19%,-0.12%,7.12,-1.11%,0.5,0.00%,9.99,1.48,-28.70%,71.27,50.10%,4.70年,2.70年,20.50%,14.60%,10,0.76%,0.33%,0.67%,-1.23%,-1.45%,88.81,86.74,6.71,93.45,14.50%,54%,39%,16%,0.27,-2.5,3.33,AA,5.50%,17
99,天康转债,128030,2018-01-29,天康生物,2100,农业,121.28,-1.40%,4.81%,9.62,4.11%,27,2.30%,8.15,2.99,18.00%,118.04,2.70%,4.69年,2.69年,10.80%,12.70%,10,-1.56%,-2.04%,-1.66%,-5.49%,-5.70%,91.57,92.76,33.54,126.3,-4.00%,32%,19%,16%,0.83,1.45,0.26,AA,4.30%,13
100,太阳转债,128029,2018-01-16,太阳纸业,2078,造纸包装印刷,115.22,-1.27%,0.48%,8,-1.60%,2.7,0.20%,8.75,1.75,-8.60%,91.43,26.00%,3.69年,1.69年,5.80%,5.30%,12,-1.68%,-2.09%,-1.76%,-6.62%,-6.76%,93.49,92.17,11.95,104.11,10.70%,37%,34%,16%,0.49,-1.58,2.7,AA+,4.50%,6
101,赣锋转债,128028,2018-01-19,赣锋锂业,2460,有色金属,106.4,-0.13%,-0.81%,28.52,-4.46%,5.5,0.60%,42.58,4.86,-33.00%,66.98,58.90%,4.69年,2.69年,2.50%,1.70%,9.3,0.68%,0.29%,0.60%,-1.29%,-1.46%,87.9,85.46,6.14,91.59,16.20%,70%,41%,17%,0.21,-2.76,3.53,AA,5.60%,22
102,东财转债!,123006,2018-01-29,东方财富,300059,金融,168.61,0.36%,-0.21%,19.16,0.16%,503,22.10%,11.36,6.84,68.70%,168.66,0.00%,4.69年,2.69年,1.30%,2.20%,13.5,-8.71%,-9.07%,-8.78%,-10.70%,-10.80%,91.47,92.17,76.5,168.66,0.00%,57%,<2%,17%,1,1.01,0.99,AA,4.00%,23
103,铁汉转债,123004,2018-01-26,铁汉生态,300197,城市公用设施,115.4,-0.32%,1.44%,4.49,1.35%,8.3,1.50%,3.99,1.61,12.50%,112.53,2.50%,4.68年,2.68年,4.50%,5.10%,4.8,-0.98%,-1.38%,-1.06%,-3.92%,-4.12%,91.37,90.7,29.58,120.28,-4.10%,67%,11%,15%,0.83,1.45,0.26,AA,4.30%,52
104,崇达转债,128027,2018-01-22,崇达技术,2815,电子,117.472,-0.03%,0.17%,16.75,0.18%,6,0.70%,15.09,5.06,11.00%,111,5.80%,4.67年,2.67年,5.60%,6.20%,7.8,-1.27%,-1.68%,-1.35%,-4.46%,-4.66%,91.47,90.92,29.11,120.03,-2.10%,63%,14%,16%,0.8,0.97,0.64,AA,4.40%,9
105,泰晶转债,113503,2018-01-02,泰晶科技,603738,电子,106.14,-0.33%,-1.30%,15.23,-3.36%,2.3,1.00%,17.99,4,-15.30%,84.66,25.40%,4.67年,2.67年,8.90%,7.50%,2.2,1.36%,0.84%,1.25%,-0.92%,-1.15%,90.04,90.16,11.19,101.34,4.70%,62%,21%,16%,0.48,-0.79,1.79,AA,5.00%,36
106,众兴转债,128026,2018-01-03,众兴菌业,2772,农业,99.984,-0.34%,0.31%,8.25,-0.12%,14,1.50%,11.64,1.21,-29.10%,70.88,41.10%,4.67年,2.67年,30.30%,21.50%,9.2,2.29%,1.84%,2.20%,1.20%,0.96%,88.24,85.69,6.99,92.67,7.90%,54%,30%,16%,0.28,-1.49,2.13,AA-,5.80%,41
107,蓝思转债,123003,2018-01-17,蓝思科技,300433,电子,104.754,-0.14%,0.54%,8.26,1.10%,36,0.70%,10.46,1.99,-21.00%,78.97,32.70%,4.66年,2.66年,14.80%,11.70%,48,1.13%,0.72%,1.05%,-0.58%,-0.79%,90.77,89.66,8.46,98.12,6.80%,87%,28%,16%,0.36,-1.03,1.8,AA+,4.60%,36
108,特一转债,128025,2017-12-28,特一药业,2728,医药,114.583,0.38%,-2.33%,16.78,-2.50%,7.2,1.90%,15.45,3.21,8.60%,108.61,5.50%,4.65年,2.65年,10.10%,10.90%,3.4,-0.83%,-1.23%,-0.91%,-3.72%,-3.92%,91,90.02,28.12,118.15,-3.00%,36%,<2%,17%,0.78,1.07,0.52,AA-,4.50%,27
109,宁行转债,128024,2018-01-12,宁波银行,2142,金融,127.5,-0.78%,0.14%,22.96,-0.78%,60,0.60%,18.01,1.85,27.50%,127.48,0.00%,4.65年,无权,6.20%,7.90%,74.2,-3.37%,-3.71%,-3.43%,无权,无权,无权,91.1,43.59,134.69,-5.30%,30%,<2%,18%,0.82,2.02,-0.25,AAA,4.00%,31
110,亚太转债,128023,2017-12-26,亚太股份,2284,汽车,99.324,-0.49%,-0.46%,6.29,-6.81%,15,1.50%,10.34,1.77,-39.20%,60.83,63.30%,4.64年,2.64年,21.60%,13.10%,10,2.83%,2.31%,2.73%,1.42%,1.18%,88.45,87.55,3.48,91.03,9.10%,36%,32%,17%,0.14,-1.66,2.03,AA,5.70%,41
111,众信转债,128022,2017-12-28,众信旅游,2707,旅游餐饮酒店,109.423,-0.34%,0.12%,7.63,-0.91%,1.7,0.20%,10.99,2.87,-30.60%,69.43,57.60%,4.64年,2.64年,10.40%,7.20%,7,0.18%,-0.24%,0.09%,-2.13%,-2.34%,88.77,86.41,6.7,93.12,17.50%,57%,46%,17%,0.25,-2.93,3.83,AA,5.50%,9
112,兄弟转债,128021,2017-12-27,兄弟科技,2562,医药,126.7,-0.71%,-0.08%,6.54,-0.91%,11,1.60%,5.35,2.7,22.20%,122.24,3.60%,4.63年,2.63年,9.00%,11.00%,5.2,-3.00%,-3.39%,-3.08%,-7.17%,-7.36%,91.77,91.22,38.02,129.23,-2.00%,68%,13%,16%,0.87,1.08,0.67,AA,4.30%,22
113,国祯转债,123002,2017-12-25,国祯环保,300388,城市公用设施,123.5,-0.32%,0.73%,10.65,0.47%,1.4,0.20%,8.72,2.85,22.10%,122.13,1.10%,4.62年,2.62年,9.90%,12.10%,5.8,-2.46%,-2.85%,-2.54%,-6.34%,-6.53%,91.81,91.25,37.88,129.13,-4.40%,51%,<2%,16%,0.86,1.61,0.19,AA,4.30%,9
114,生益转债,110040,2017-12-11,生益科技,600183,电子,120,-0.01%,-0.35%,13.09,-0.46%,23,1.00%,11.62,4.54,12.70%,112.65,6.50%,4.62年,无权,6.50%,7.30%,18,-1.84%,-2.24%,-1.92%,无权,无权,无权,91.46,29.7,121.15,-1.00%,46%,15%,16%,0.78,0.84,0.73,AA+,4.20%,11
115,水晶转债,128020,2017-12-12,水晶光电,2273,电子,109.7,-0.77%,-0.62%,13.23,-3.08%,7.2,0.60%,16,3.16,-17.30%,82.69,32.70%,4.60年,2.60年,10.30%,8.50%,11.8,0.38%,-0.08%,0.29%,-2.44%,-2.61%,89.44,89.11,10.01,99.12,10.70%,51%,31%,16%,0.45,-1.82,2.9,AA,5.10%,16
116,济川转债,110038,2017-11-29,济川药业,600566,医药,113.75,-1.08%,-0.29%,36.27,-2.50%,9.5,1.30%,40.04,5.94,-9.40%,90.58,25.60%,3.59年,1.59年,2.10%,1.90%,6.3,-1.25%,-1.70%,-1.34%,-6.28%,-6.44%,93.39,91.82,10.77,102.59,10.90%,36%,33%,15%,0.55,-1.73,3,AA,4.90%,11
117,嘉澳转债,113502,2017-11-27,嘉澳环保,603822,城市公用设施,102.92,0.17%,-0.01%,30.5,0.66%,1.2,0.60%,45.27,3.16,-32.60%,67.37,52.80%,4.58年,2.58年,8.30%,5.60%,1.9,2.08%,1.55%,1.98%,0.17%,-0.07%,88.41,87.22,5.31,92.52,11.20%,58%,38%,17%,0.23,-2.05,2.68,AA-,5.90%,44
118,久立转2,128019,2017-12-01,久立特材,2318,石油天然气化工,116.3,0.22%,0.99%,8.61,1.65%,13,1.10%,8.22,2.44,4.70%,104.74,11.00%,4.57年,2.57年,14.40%,15.00%,10.4,-1.17%,-1.58%,-1.25%,-4.35%,-4.55%,91.32,90.34,24.79,115.14,1.00%,34%,22%,17%,0.73,0.24,1.21,AA,4.50%,13
119,时达转债,128018,2017-12-04,新时达,2527,机械装备制造,107.938,0.87%,-2.39%,7.23,-2.30%,40,4.20%,7.45,1.58,-3.00%,97.05,11.20%,4.57年,2.57年,19.60%,19.00%,8.8,0.59%,0.14%,0.50%,-1.61%,-1.83%,91.24,90.27,18.75,109.02,-1.00%,35%,12%,16%,0.66,0.55,0.78,AA,4.70%,39
120,小康转债,113016,2017-11-21,小康股份,601127,汽车,109,-1.01%,-1.09%,17.01,-3.08%,4.4,0.50%,17.2,3.23,-1.10%,98.9,10.20%,4.57年,2.57年,5.50%,5.40%,8.8,0.37%,-0.07%,0.28%,-1.96%,-2.19%,91.35,90.44,19.99,110.43,-1.30%,40%,13%,16%,0.68,0.62,0.75,AA,4.60%,36
121,隆基转债,113015,2017-11-20,隆基股份,601012,能源电力,128,0.00%,0.00%,27.09,0.00%,0,0.00%,22.98,5.07,17.90%,117.89,8.60%,4.56年,2.56年,3.70%,4.40%,28,-3.27%,-3.66%,-3.35%,-7.71%,-7.90%,92.24,91.81,33.69,125.49,2.00%,48%,22%,16%,0.81,0.31,1.31,AA+,4.20%,11
122,金禾转债,128017,2017-11-27,金禾实业,2597,石油天然气化工,113.56,1.06%,-1.30%,21.01,-0.43%,90,13.20%,23.32,3.12,-9.90%,90.09,26.00%,4.55年,2.55年,5.10%,4.60%,6,-0.65%,-1.06%,-0.73%,-3.53%,-3.74%,90.62,89.15,15.4,104.55,8.60%,37%,29%,17%,0.56,-1.39,2.62,AA,4.90%,17
123,林洋转债,113014,2017-11-13,林洋能源,601222,能源电力,105.5,-0.66%,0.76%,5.82,0.52%,9.4,0.30%,8.76,1.11,-33.60%,66.44,58.80%,4.54年,2.54年,29.20%,19.40%,30,1.11%,0.66%,1.02%,-0.78%,-1.02%,89.19,86.86,5.15,92.01,14.70%,83%,44%,16%,0.19,-2.54,3.19,AA,5.60%,17
124,雨虹转债,128016,2017-10-20,东方雨虹,2271,建筑,116,-1.27%,-1.71%,20.35,-5.74%,27,1.20%,22.63,4.06,-10.10%,89.92,29.00%,4.45年,2.45年,6.10%,5.40%,18.4,-1.15%,-1.56%,-1.23%,-4.45%,-4.66%,91.96,91.07,13.43,104.51,11.00%,51%,30%,16%,0.52,-1.65,2.84,AA+,4.50%,6
125,国君转债,113013,2017-07-24,国泰君安,601211,金融,119.08,0.83%,-0.42%,20.29,0.64%,121,1.40%,19.8,1.57,2.50%,102.47,16.20%,4.23年,无权,4.00%,4.10%,70,-1.94%,-2.35%,-2.02%,无权,无权,无权,93.33,21.15,114.48,4.00%,26%,24%,17%,0.63,-0.13,1.4,AAA,4.00%,19
126,久其转债,128015,2017-07-18,久其软件,2279,计算机及应用,107.29,0.08%,-0.08%,9.13,0.00%,9.6,1.10%,12.86,3.3,-29.00%,71,51.10%,4年56天,2年56天,12.00%,8.50%,7.8,1.13%,0.58%,1.02%,-1.74%,-1.99%,91.05,90.19,5.29,95.48,12.40%,71%,40%,17%,0.23,-2.15,2.81,AA,5.50%,38
127,模塑转债,127004,2017-08-16,模塑科技,700,汽车,98.968,-0.43%,0.24%,4.09,-3.99%,10,1.30%,7.72,1.4,-47.00%,52.98,86.80%,4年50天,2年50天,24.20%,12.80%,8.2,3.78%,3.09%,3.64%,1.98%,1.68%,90.83,91.21,1.02,92.24,7.30%,53%,38%,17%,0.05,-1.35,1.48,AA,5.90%,67
128,永东转债,128014,2017-07-18,永东股份,2753,石油天然气化工,104.639,-0.01%,0.36%,11.28,0.80%,6.4,1.80%,13.53,2.8,-16.60%,83.37,25.50%,4年4.3天,2年4.3天,9.00%,7.50%,3.4,1.98%,1.37%,1.86%,-0.51%,-0.82%,92.39,91.92,9.76,101.67,2.90%,60%,23%,17%,0.43,-0.49,1.37,AA-,5.40%,47
129,骆驼转债,113012,2017-07-18,骆驼股份,601311,汽车,111.93,0.17%,0.59%,13.34,1.14%,9.1,1.60%,13.44,2.03,-0.70%,99.26,12.80%,3.95年,1.95年,4.40%,4.40%,5.1,-0.73%,-1.14%,-0.81%,-4.08%,-4.30%,93.17,91.14,18.63,109.77,2.00%,35%,21%,16%,0.67,0,1.33,AA,4.70%,25
130,光大转债,113011,2017-07-18,光大银行,601818,金融,113.23,-0.40%,0.54%,4.14,0.24%,212,0.60%,4.13,0.76,0.20%,100.24,13.00%,3.93年,无权,13.80%,13.80%,300,-0.91%,-1.35%,-1.00%,无权,无权,无权,93.96,17.83,111.79,1.30%,19%,19%,16%,0.6,0.36,0.85,AAA,4.00%,23
131,洪涛转债,128013,2016-08-23,洪涛股份,2325,建筑,100.55,-1.28%,1.28%,3.98,1.27%,15,1.20%,9.98,1.35,-60.10%,39.88,152%,3.29年,1.29年,24.10%,9.60%,12,3.49%,2.77%,3.34%,1.54%,1.15%,94.47,93.07,2.19,95.26,5.60%,35%,57%,16%,0,-1.05,1.06,AA,6.00%,73
132,海印转债,127003,2016-07-01,海印股份,861,商业零售,109.75,-0.50%,-0.09%,3.06,-0.97%,17,1.40%,3.03,2.12,1.00%,100.99,8.70%,3年56天,1年56天,16.70%,16.80%,11.1,1.32%,0.49%,1.16%,-4.87%,-5.26%,96.7,98.96,14.32,113.28,-3.10%,25%,12%,16%,0.61,1.03,0.23,AA,4.80%,100
133,辉丰转债,128012,2016-05-17,辉丰股份,2496,石油天然气化工,99.83,-1.69%,1.69%,4.44,-9.94%,51,6.00%,7.71,1.93,-42.40%,57.59,73.40%,3年8天,1年8天,12.60%,7.30%,8.4,2.24%,1.80%,2.15%,4.63%,3.73%,97.23,87.28,10.11,97.39,2.50%,86%,35%,17%,0,-0.51,0.41,A+,7.00%,78
134,顺昌转债,128010,2016-02-23,澳洋顺昌,2245,交通运输,104.5,0.37%,-0.34%,5.73,1.60%,5.4,1.00%,9.28,2.12,-38.30%,61.75,69.20%,2.78年,0.78年,9.10%,5.60%,5.1,2.30%,1.53%,2.14%,-2.67%,-3.05%,96.45,94.9,2.26,97.16,7.60%,42%,42%,17%,0.02,-1.4,1.46,AA,6.00%,23
135,广汽转债,113009,2016-02-04,广汽集团,601238,汽车,114.95,-0.48%,0.51%,13.57,0.07%,45,1.50%,14.74,1.82,-7.90%,92.06,24.90%,2.78年,0.78年,1.80%,1.70%,25.5,-1.92%,-2.51%,-2.04%,-12.30%,-12.60%,98.05,97.9,7.84,105.74,8.70%,34%,33%,15%,0.42,-1.16,2.06,AAA,4.00%,11
136,九州转债,110034,2016-01-29,九州通,600998,医药,109.17,-0.64%,0.52%,15.56,-0.45%,4.6,0.30%,18.42,1.98,-15.50%,84.47,29.20%,2.76年,0.76年,5.10%,4.30%,15,0.41%,-0.28%,0.27%,-5.31%,-6.05%,99.44,97.26,4.88,102.14,6.90%,26%,27%,15%,0.25,-1.07,1.61,AA+,4.70%,14
137,国贸转债,110033,2016-01-19,厦门国贸,600755,交通运输,114.8,0.23%,-0.45%,9.17,-0.33%,13,0.80%,8.61,1.35,6.50%,106.5,7.80%,2.73年,0.73年,8.80%,9.30%,14.6,-1.21%,-1.94%,-1.35%,-12.90%,-13.20%,97.89,99.11,16,115.11,-0.30%,34%,15%,15%,0.67,0.65,0.7,AA+,4.30%,9
138,蓝标转债,123001,2016-01-18,蓝色光标,300058,传媒娱乐,124.49,-0.02%,0.34%,5.37,0.37%,59,12.50%,4.31,1.86,24.60%,124.59,-0.10%,2.68年,0.68年,2.90%,3.70%,3.8,-4.15%,-4.87%,-4.29%,-21.90%,-22.20%,98.22,99.56,31.12,130.68,-4.70%,39%,<2%,17%,0.85,1.76,0.01,AA,4.30%,59
139,航信转债,110031,2015-06-30,航天信息,600271,计算机及应用,112.5,0.00%,0.02%,28.5,0.42%,3,0.10%,42.38,4.97,-32.80%,67.25,67.30%,2.17年,0.17年,4.50%,3.00%,24,-1.05%,-1.89%,-1.22%,-31.20%,-32.20%,100.44,101.2,0.57,101.77,10.50%,54%,53%,17%,0.05,-1.85,2.05,AAA,4.00%,8
140,电气转债,113008,2015-02-16,上海电气,601727,能源电力,124.69,-0.09%,1.01%,6.46,1.10%,111,1.50%,5.19,1.66,24.50%,124.47,0.20%,1.81年,回售中,6.20%,7.70%,59.2,-7.63%,-8.39%,-7.78%,回售中,回售中,103,100.74,27.02,127.75,-2.40%,50%,14%,16%,0.84,1.39,0.35,AAA,4.00%,19
141,格力转债,110030,2015-01-13,格力地产,600185,地产,107.01,-0.57%,0.63%,5.77,1.05%,4.6,1.00%,6.94,1.59,-16.90%,83.14,28.70%,0.70年,回售中,3.60%,3.00%,4.3,-1.34%,-2.93%,-1.66%,回售中,回售中,103,101.83,0.35,102.18,4.70%,70%,48%,16%,0.06,-0.84,0.95,AA,5.90%,9
