,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展/上市日,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,转股价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
71,再升转债,113510,2018-07-13,再升科技,603601,城市公用设施,102.7,0.06%,-0.10%,8.9,-0.11%,3.5,3.00%,11.32,3.83,-21.40%,30.60%,5.26年,1.26年,2.40%,1.90%,1.1,1.92%,1.45%,1.83%,-1.05%,-1.21%,93.57,78.62,85.41,14.21,99.62,3.10%,67%,23%,17%,0.34,-0.47,1.16,AA-,5.60%,31
72,千禾转债,113511,2018-07-10,千禾味业,603027,食品饮料,107.5,3.97%,-0.66%,21.33,6.38%,22,5.80%,25.85,5.45,-17.50%,30.30%,5.26年,3.26年,5.10%,4.20%,3.6,0.99%,0.53%,0.90%,-1.08%,-1.28%,87.2,82.51,87.04,13.45,100.49,7.00%,59%,26%,16%,0.52,-1.34,2.47,AA-,5.20%,37
73,广电转债,110044,2018-07-24,广电网络,600831,传媒娱乐,127.02,1.21%,-0.52%,8.72,0.81%,37,9.30%,6.91,1.65,26.20%,0.70%,5.28年,3.28年,5.30%,6.70%,3.1,-2.18%,-2.62%,-2.27%,-5.74%,-5.93%,89.96,126.19,91.19,44.75,135.94,-6.60%,39%,<2%,17%,0.86,2.06,-0.22,AA,4.30%,16
74,湖广转债,127007,2018-08-01,湖北广电,665,传媒娱乐,115.56,1.36%,-0.17%,9.08,1.57%,20,1.00%,7.92,0.96,14.60%,0.80%,5.28年,3.28年,28.80%,33.00%,16.6,-0.33%,-0.79%,-0.42%,-3.02%,-3.23%,90.38,114.65,91.69,34.71,126.39,-8.60%,31%,<2%,17%,0.76,2.53,-0.78,AA+,4.20%,39
75,博世转债,123010,2018-08-14,博世科,300422,城市公用设施,103.12,0.40%,-0.05%,11.59,0.70%,5.9,1.30%,14.3,3.11,-19.00%,27.20%,5.30年,3.30年,10.40%,8.50%,4.3,1.83%,1.36%,1.73%,0.19%,-0.02%,87.06,81.05,86.84,13.48,100.31,2.80%,69%,22%,17%,0.5,-0.59,1.6,AA-,5.30%,33
76,景旺转债,113512,2018-07-24,景旺电子,603228,电子,128.9,-0.85%,-0.23%,64.7,-1.22%,19,2.10%,49.85,7.13,29.80%,-0.70%,5.31年,3.31年,2.60%,3.40%,7,-2.45%,-2.88%,-2.53%,-6.10%,-6.29%,89.99,129.79,91.3,47.3,138.6,-7.00%,38%,<2%,16%,0.88,2.24,-0.33,AA,4.20%,12
77,安井转债,113513,2018-07-31,安井食品,603345,食品饮料,113.18,1.23%,1.50%,37.39,3.57%,20,3.50%,35.46,4.42,5.40%,7.30%,5.32年,3.32年,6.20%,6.50%,5,-0.01%,-0.46%,-0.10%,-2.52%,-2.72%,88.72,105.44,89.49,27.94,117.43,-3.60%,51%,14%,16%,0.76,1.09,0.47,AA-,4.60%,18
78,海澜转债,110045,2018-07-31,海澜之家,600398,服装纺织,106.17,0.35%,0.59%,9.61,2.45%,19,0.60%,12.4,3.71,-22.50%,37.00%,5.32年,3.32年,6.90%,5.40%,30,1.01%,0.59%,0.92%,-0.92%,-1.08%,87.95,77.5,88.33,9.81,98.14,8.20%,30%,29%,16%,0.38,-1.34,2.18,AA+,4.60%,35
79,盛路转债!,128041,2018-08-14,盛路通信,2446,通信互联网,132.5,-1.13%,0.00%,9.16,-1.19%,29,9.80%,6.88,2.47,33.10%,-0.50%,5.34年,3.34年,2.80%,3.80%,2.2,-2.59%,-3.08%,-2.69%,-6.75%,-6.94%,90.49,133.14,93.62,46.5,140.13,-5.40%,52%,<2%,16%,0.95,2.16,-0.14,AA,4.10%,31
80,德尔转债,123011,2018-08-14,德尔股份,300473,汽车,112,0.39%,0.22%,37.54,0.83%,8.1,1.30%,34.96,2.17,7.40%,4.30%,5.34年,2.84年,14.10%,15.20%,5.6,0.94%,0.35%,0.82%,-2.68%,-2.88%,90.23,107.38,92.76,28.25,121.01,-7.40%,45%,<2%,17%,0.74,1.88,-0.28,AA-,4.60%,49
81,威帝转债,113514,2018-08-13,威帝股份,603023,汽车,107.26,0.72%,0.21%,5.92,1.37%,5.3,2.50%,5.92,3.79,0.00%,7.30%,4.34年,2.34年,9.40%,9.40%,2,0.91%,0.42%,0.81%,-1.90%,-2.07%,90.64,100,90.68,22.48,113.16,-5.20%,71%,11%,18%,0.68,1.31,0.12,A+,4.90%,57
82,万顺转债,123012,2018-08-29,万顺股份,300057,造纸包装印刷,119.7,0.06%,-0.59%,7.72,-0.64%,7.8,1.70%,6.47,1.27,19.30%,0.30%,5.34年,3.34年,9.20%,10.90%,3.7,-1.38%,-1.76%,-1.45%,-4.02%,-4.21%,89.32,119.32,88.75,41.2,129.96,-7.90%,46%,<2%,18%,0.83,2.27,-0.45,AA-,4.40%,37
83,高能转债,113515,2018-08-27,高能环境,603588,城市公用设施,116.43,1.71%,-0.72%,10.1,1.30%,16,1.60%,9.38,2.73,7.70%,8.10%,5.36年,3.36年,12.60%,13.60%,8.4,-0.52%,-0.96%,-0.61%,-3.23%,-3.43%,89.11,107.68,90.05,29.33,119.38,-2.50%,67%,12%,16%,0.76,0.95,0.59,AA,4.50%,37
84,横河转债,123013,2018-08-20,横河模具,300539,机械装备制造,169,19.10%,-9.68%,15.46,10.00%,179,203%,9.26,8.43,67.00%,1.20%,5.36年,3.36年,1.70%,2.90%,0.6,-6.84%,-7.32%,-6.94%,-12.40%,-12.60%,90.77,166.95,94.05,81.51,175.56,-3.70%,77%,<2%,17%,0.94,1.61,0.33,A+,4.20%,41
85,凯中转债,128042,2018-09-03,凯中精密,2823,能源电力,108.3,1.58%,0.49%,12.78,3.31%,5.7,1.30%,13.25,2.84,-3.50%,12.30%,5.37年,3.37年,11.20%,10.80%,4.2,1.53%,0.95%,1.41%,-1.20%,-1.41%,88.24,96.45,91.87,20.84,112.71,-3.90%,68%,13%,17%,0.62,0.99,0.3,AA,4.80%,53
86,凯发转债,123014,2018-08-21,凯发电气,300407,能源电力,111.815,0.29%,1.21%,8.51,2.04%,1.9,0.50%,8.15,2.4,4.40%,7.10%,4.36年,2.36年,14.90%,15.50%,3.5,-0.49%,-0.89%,-0.57%,-3.49%,-3.66%,90.9,104.42,89.54,26.42,115.96,-3.60%,64%,15%,18%,0.74,1.06,0.44,A+,4.80%,24
87,吴银转债,113516,2018-08-20,吴江银行,603323,金融,124.11,0.90%,0.85%,7.76,2.24%,49,3.00%,6.34,1.26,22.40%,1.40%,5.38年,无权,10.40%,12.80%,13.2,-1.34%,-1.84%,-1.44%,无权,无权,无权,122.4,93.03,40.91,133.93,-7.30%,49%,<2%,18%,0.78,2.28,-0.54,AA+,4.20%,39
88,东音转债,128043,2018-08-27,东音股份,2793,机械装备制造,115.11,2.69%,-0.74%,12.9,2.46%,8.6,2.70%,11.43,3.05,12.90%,2.00%,5.38年,3.38年,10.90%,12.20%,2.8,0.06%,-0.45%,-0.04%,-2.89%,-3.09%,88.92,112.86,91.49,33.83,125.32,-8.20%,70%,<2%,17%,0.79,2.18,-0.44,AA-,4.50%,33
89,曙光转债,113517,2018-08-23,中科曙光,603019,计算机及应用,124.74,0.95%,-0.56%,58.24,0.48%,43,3.10%,51.28,11.16,13.60%,9.80%,5.39年,3.39年,3.00%,3.40%,11.2,-1.80%,-2.23%,-1.89%,-5.08%,-5.27%,89.25,113.57,90.33,34.06,124.39,0.30%,60%,17%,16%,0.81,0.43,1.18,AA,4.40%,4
90,蓝盾转债,123015,2018-09-13,蓝盾股份,300297,计算机及应用,124.26,0.18%,-0.53%,7.23,-0.41%,13,3.40%,5.82,2.03,24.20%,0.00%,5.41年,3.41年,3.70%,4.50%,3.2,-1.72%,-2.15%,-1.81%,-4.95%,-5.14%,89.49,124.23,90.73,42.87,133.6,-7.00%,37%,<2%,16%,0.86,2.17,-0.31,AA,4.30%,51
91,岭南转债,128044,2018-09-04,岭南股份,2717,城市公用设施,108.612,0.75%,-0.64%,8.74,0.23%,9.8,1.40%,10.63,2.12,-17.80%,32.10%,5.41年,3.41年,7.40%,6.10%,6.6,0.60%,0.18%,0.51%,-1.32%,-1.51%,87.16,82.22,86.55,13.72,100.28,8.30%,68%,27%,16%,0.5,-1.48,2.6,AA,5.00%,29
92,机电转债,128045,2018-09-14,中航机电,2013,航空航天,116,-0.75%,0.36%,7.2,-0.69%,9.2,0.40%,7.66,2.93,-6.00%,23.40%,5.45年,3.45年,8.10%,7.60%,21,-0.99%,-1.32%,-1.05%,-3.13%,-3.31%,89.92,93.99,89.18,19.97,109.15,6.30%,56%,26%,16%,0.57,-0.6,1.75,AAA,4.00%,12
93,顾家转债,113518,2018-10-09,顾家家居,603816,其他,116.59,0.88%,-0.48%,55.08,0.55%,10,0.80%,52.2,5.56,5.50%,10.50%,5.49年,3.49年,4.60%,4.90%,11,-0.21%,-0.70%,-0.30%,-3.16%,-3.35%,88.44,105.52,90.87,27.33,118.2,-1.40%,39%,15%,16%,0.74,0.62,0.86,AA,4.50%,10
94,利尔转债,128046,2018-11-09,利尔化学,2258,石油天然气化工,111.45,2.25%,-0.94%,16.73,2.20%,6.2,0.70%,18.82,2.97,-11.10%,25.40%,5.59年,3.59年,9.70%,8.60%,8.5,0.30%,-0.13%,0.21%,-1.89%,-2.08%,87.17,88.89,87.59,17.39,104.98,6.20%,61%,24%,16%,0.59,-1.03,2.29,AA,4.80%,12
95,光电转债,128047,2018-12-07,中航光电,2179,机械装备制造,119.12,0.08%,0.58%,42.95,0.89%,8.2,0.50%,40.26,6.16,6.70%,11.70%,5.64年,3.64年,3.80%,4.10%,13,-1.43%,-1.75%,-1.49%,-3.65%,-3.82%,88.42,106.68,87.31,30.73,118.04,0.90%,34%,20%,16%,0.74,0.4,1.08,AA+,4.30%,12
96,长久转债,113519,2018-11-30,长久物流,603569,交通运输,110.65,0.76%,-0.20%,12.45,0.81%,15,2.00%,11.99,3.1,3.80%,6.60%,5.64年,3.64年,10.00%,10.40%,7,1.57%,0.93%,1.44%,-1.61%,-1.81%,87.77,103.84,93.88,25.19,119.07,-7.10%,52%,7%,17%,0.68,1.79,-0.31,AA,4.60%,22
97,洲明转债,123016,2018-12-03,洲明科技,300232,电子,131,0.54%,0.03%,12.86,0.63%,11,1.60%,9.45,4.65,36.10%,-3.70%,5.64年,3.64年,5.60%,7.60%,5.5,-2.20%,-2.68%,-2.30%,-5.87%,-6.06%,89.18,136.08,92.04,52.82,144.86,-9.60%,69%,<2%,16%,0.9,2.87,-0.81,AA-,4.20%,22
98,百合转债,113520,2018-11-26,梦百合,603313,其他,137.19,2.39%,-1.38%,26.14,1.12%,30,4.30%,19.03,3.83,37.40%,-0.10%,5.65年,3.65年,8.10%,11.10%,5.1,-3.03%,-3.49%,-3.12%,-7.06%,-7.24%,88.92,137.36,91.91,54.84,146.75,-6.50%,41%,<2%,16%,0.9,2.12,-0.19,AA-,4.20%,16
99,张行转债,128048,2018-11-29,张家港行,2839,金融,115.8,0.00%,0.77%,6.85,1.03%,45,1.50%,6.06,1.38,13.00%,2.40%,5.66年,无权,20.20%,22.80%,25,-0.23%,-0.69%,-0.32%,无权,无权,无权,113.04,90.7,35.03,125.73,-7.90%,57%,<2%,18%,0.75,2.33,-0.64,AA+,4.30%,39
100,科森转债,113521,2018-12-07,科森科技,603626,通信互联网,113.15,0.33%,-0.78%,10.09,-0.59%,14,2.00%,8.95,2.39,12.70%,0.40%,5.67年,3.67年,14.50%,16.40%,6.1,0.40%,-0.09%,0.30%,-2.19%,-2.38%,88.14,112.74,90.77,35.66,126.43,-10.50%,64%,<2%,18%,0.77,2.79,-0.98,AA,4.50%,73
101,特发转债,127008,2018-12-25,特发信息,70,通信互联网,178.83,-0.37%,-0.86%,14.91,-1.26%,766,101%,6.78,4.4,120%,-18.70%,4.67年,2.67年,4.50%,9.90%,4.2,-9.73%,-10.10%,-9.80%,-11.90%,-11.90%,91.42,219.91,92.88,131.74,224.62,-20.40%,60%,<2%,17%,0.98,6.32,-3.08,AA,4.00%,37
102,桐昆转债,113020,2018-12-12,桐昆股份,601233,服装纺织,114.1,1.50%,-0.43%,12.6,1.61%,73,1.70%,12.63,1.5,-0.20%,14.40%,5.68年,3.68年,16.60%,16.50%,38,-0.16%,-0.57%,-0.24%,-2.50%,-2.67%,88.13,99.76,89.27,24.14,113.41,0.60%,48%,17%,16%,0.67,0.34,1,AA+,4.30%,24
103,圆通转债,110046,2018-12-18,圆通速递,600233,交通运输,122.75,1.45%,-0.40%,12.79,1.35%,87,1.90%,10.89,3.52,17.40%,4.50%,5.68年,3.68年,10.10%,11.80%,36.5,-1.07%,-1.55%,-1.17%,-4.24%,-4.43%,88.98,117.45,91.88,36.52,128.4,-4.40%,61%,<2%,16%,0.78,1.57,0.07,AA+,4.20%,37
104,寒锐转债,123017,2018-12-24,寒锐钴业,300618,有色金属,109.3,-0.02%,-0.46%,80.97,-0.65%,20,4.10%,81.49,8.7,-0.60%,10.00%,5.68年,3.68年,2.80%,2.80%,4.4,0.29%,-0.07%,0.22%,-1.39%,-1.57%,87.1,99.36,86.21,25.72,111.93,-2.40%,78%,13%,16%,0.74,0.73,0.76,AA-,4.70%,43
105,山鹰转债,110047,2018-12-10,山鹰纸业,600567,造纸包装印刷,115.46,0.75%,0.24%,3.9,1.30%,72,2.70%,3.34,1.48,16.80%,-1.10%,5.68年,3.68年,12.90%,15.00%,23,0.47%,-0.10%,0.35%,-2.74%,-2.93%,88.63,116.77,94,35.27,129.27,-10.70%,29%,<2%,16%,0.76,3.05,-1.19,AA+,4.20%,69
106,旭升转债,113522,2018-12-11,旭升股份,603305,汽车,120.98,1.78%,-1.31%,38.23,0.55%,24,4.70%,29.86,11.4,28.00%,-5.50%,5.69年,3.69年,2.70%,3.50%,4.2,-0.10%,-0.71%,-0.22%,-3.93%,-4.11%,88.38,128.03,95.08,42.92,137.99,-12.30%,64%,<2%,16%,0.85,3.48,-1.37,AA,4.30%,20
107,华源转债,128049,2018-12-20,华源控股,2787,造纸包装印刷,109.11,1.03%,0.18%,8,1.65%,12,2.80%,7.57,1.84,5.70%,3.20%,5.70年,3.70年,16.00%,16.90%,4,1.05%,0.56%,0.96%,-1.24%,-1.44%,87.39,105.68,89.7,30.84,120.53,-9.50%,75%,<2%,18%,0.73,2.32,-0.66,AA-,4.70%,65
108,福能转债,110048,2018-12-28,福能股份,600483,能源电力,116.41,0.35%,0.99%,9.39,1.84%,14,0.40%,8.69,1.33,8.10%,7.70%,5.73年,3.73年,19.40%,21.00%,28.3,-0.32%,-0.77%,-0.41%,-2.93%,-3.11%,88.34,108.06,90.36,29.79,120.15,-3.10%,30%,14%,16%,0.73,1.22,0.28,AA+,4.30%,12
109,伟明转债,113523,2018-12-26,伟明环保,603568,城市公用设施,109.45,0.41%,0.70%,24.82,1.51%,12,1.70%,23.92,6.22,3.80%,5.50%,5.74年,3.74年,3.90%,4.10%,6.7,0.93%,0.45%,0.83%,-1.36%,-1.55%,87.49,103.76,89.88,26.83,116.71,-6.20%,43%,8%,16%,0.74,1.65,-0.08,AA,4.50%,27
110,钧达转债,128050,2018-12-27,钧达股份,2865,汽车,106.7,0.97%,0.81%,20.71,2.98%,6.9,2.00%,21.74,2.92,-4.70%,12.00%,5.74年,3.74年,12.70%,12.10%,3.2,2.73%,2.00%,2.58%,-0.56%,-0.77%,86.54,95.26,94.37,20.96,115.33,-7.50%,66%,10%,18%,0.6,1.57,-0.27,AA-,5.00%,69
111,光华转债,128051,2019-01-09,光华科技,2741,汽车,106.012,0.34%,0.02%,15.32,0.59%,2.7,1.00%,17.03,4.77,-10.00%,17.80%,5.75年,3.75年,4.40%,3.90%,2.5,1.61%,1.10%,1.51%,-0.41%,-0.62%,86.51,89.96,88.35,19.68,108.03,-1.90%,38%,16%,17%,0.62,0.36,0.87,AA-,5.00%,16
112,奇精转债,113524,2019-01-07,奇精机械,603677,家电,107.24,0.31%,-0.71%,15.09,-0.59%,5.4,1.50%,14.76,3.07,2.20%,4.90%,5.75年,3.75年,11.10%,11.40%,3.3,1.75%,1.18%,1.64%,-0.84%,-1.02%,87.08,102.24,91.6,26.23,117.83,-9.00%,61%,<2%,18%,0.68,2.22,-0.67,AA,4.60%,59
113,台华转债,113525,2019-01-11,台华新材,603055,服装纺织,111.7,0.10%,-0.93%,11.93,-1.16%,31,5.20%,11.56,2.61,3.20%,8.20%,5.75年,3.75年,8.10%,8.40%,5.3,0.56%,0.09%,0.47%,-1.87%,-2.05%,87.29,103.2,89.63,28.17,117.8,-5.20%,47%,8%,17%,0.72,1.37,0.13,AA,4.60%,6
114,海尔转债,110049,2019-01-18,青岛海尔,600690,家电,124.03,2.33%,1.30%,16.86,4.72%,114,3.10%,14.55,2.92,15.90%,7.00%,5.76年,3.76年,2.80%,3.20%,30.1,-2.10%,-2.40%,-2.16%,-4.54%,-4.70%,88.84,115.88,88.1,37.87,125.98,-1.50%,32%,17%,16%,0.77,1.13,0.44,AAA,4.00%,29
115,佳都转债,110050,2019-01-21,佳都科技,600728,计算机及应用,129.93,0.39%,0.18%,11.1,0.63%,97,8.50%,7.95,5.46,39.60%,-6.90%,5.76年,3.76年,4.90%,6.80%,8.8,-2.24%,-2.67%,-2.32%,-5.60%,-5.77%,88.5,139.62,90.66,57.06,147.72,-12.00%,71%,<2%,16%,0.91,3.57,-1.34,AA,4.20%,16
116,溢利转债,123018,2019-01-23,溢多利,300381,医药,113.5,1.13%,-1.30%,9.99,-0.20%,20,2.70%,8.41,2.04,18.80%,-4.50%,5.76年,3.76年,16.40%,19.40%,6.7,0.28%,-0.20%,0.18%,-2.27%,-2.45%,87.71,118.79,90.27,39.42,129.69,-12.50%,78%,<2%,17%,0.83,3.35,-1.3,AA-,4.40%,47
117,凯龙转债,128052,2019-01-21,凯龙股份,2783,石油天然气化工,118.3,2.42%,2.48%,8.85,5.73%,29,7.40%,6.97,2.03,27.00%,-6.80%,5.77年,3.77年,11.20%,14.20%,3.3,-0.42%,-0.90%,-0.52%,-3.26%,-3.44%,88.32,126.97,91.1,45.88,136.98,-13.60%,78%,<2%,17%,0.86,3.84,-1.63,AA,4.30%,31
118,冰轮转债,127009,2019-02-21,冰轮环境,811,机械装备制造,133.1,10.20%,-1.34%,7.74,9.94%,192,29.60%,5.52,1.76,40.20%,-5.10%,5.83年,3.83年,10.10%,14.10%,5.1,-2.47%,-2.92%,-2.56%,-6.08%,-6.24%,88.14,140.22,91.02,58.6,149.62,-11.00%,43%,<2%,17%,0.89,3.27,-1.13,AA,4.20%,22
119,平银转债,127010,2019-02-18,平安银行,1,金融,117.236,0.55%,-0.19%,12.5,0.56%,211,0.70%,11.77,0.98,6.20%,10.40%,5.85年,无权,12.10%,12.90%,260,0.11%,-0.43%,0.01%,无权,无权,无权,106.2,94.33,29.44,123.77,-5.30%,29%,8%,16%,0.63,1.81,-0.41,AAA,4.00%,47
120,联泰转债,113526,2019-02-18,联泰环保,603797,城市公用设施,110.24,0.31%,0.80%,13.23,1.46%,1.7,0.40%,12.31,2.67,7.50%,2.60%,5.86年,3.86年,13.80%,14.90%,3.9,0.14%,-0.21%,0.07%,-1.54%,-1.71%,86.99,107.47,86.36,33.54,119.9,-8.10%,50%,<2%,18%,0.76,2.2,-0.51,AA,4.50%,20
121,维格转债,113527,2019-02-19,维格娜丝,603518,服装纺织,110.45,1.70%,0.64%,16.36,3.28%,17,2.00%,14.96,1.3,9.40%,1.00%,5.86年,3.86年,25.30%,27.60%,7.5,1.56%,0.94%,1.43%,-1.49%,-1.68%,87.07,109.36,93.36,31.2,124.56,-11.30%,39%,<2%,18%,0.71,2.85,-1.12,AA,4.60%,41
122,尚荣转债,128053,2019-03-07,尚荣医疗,2551,医药,119.002,1.37%,0.76%,6.3,2.44%,114,12.80%,4.94,1.92,27.50%,-6.70%,5.92年,3.92年,16.90%,21.50%,7.5,-0.54%,-1.00%,-0.63%,-3.32%,-3.49%,87.69,127.53,90.5,46.29,136.79,-13.00%,43%,<2%,16%,0.87,3.7,-1.49,AA,4.30%,49
123,中宠转债,128054,2019-03-14,中宠股份,2891,农业,113,0.00%,-0.12%,38.38,-0.16%,38,17.40%,37.97,5.24,1.10%,11.80%,5.92年,3.92年,5.10%,5.10%,1.9,0.39%,-0.08%,0.30%,-2.04%,-2.22%,86.22,101.08,88.42,26.36,114.78,-1.50%,49%,15%,16%,0.76,0.42,1.1,A+,4.70%,4
