,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,CP/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
70,海澜转债,110045,2018-07-31,海澜之家,600398,服装纺织,104.64,-0.09%,-0.33%,9.49,-1.15%,8.3,0.30%,12.4,4.49,-23.50%,76.53,36.70%,5.23年,3.23年,7.00%,5.40%,30,1.31%,0.89%,1.22%,-0.52%,-0.68%,88.24,88.58,7.95,96.53,8.40%,30%,28%,16%,0.36,-1.37,2.17,AA+,4.60%,39
71,安井转债,113513,2018-07-31,安井食品,603345,食品饮料,114.21,-0.27%,-1.13%,39.07,-1.74%,2,0.40%,35.46,4.19,10.20%,110.18,3.70%,5.23年,3.23年,5.90%,6.50%,5,-0.19%,-0.64%,-0.28%,-2.85%,-3.05%,89.37,90.3,29.55,119.85,-4.70%,51%,<2%,16%,0.81,1.43,0.23,AA-,4.50%,22
72,景旺转债!,113512,2018-07-24,景旺电子,603228,电子,122,0.07%,-0.25%,61.12,-0.18%,64,12.50%,49.85,5.28,22.60%,122.61,-0.50%,5.21年,3.21年,1.70%,2.00%,4.2,-1.44%,-1.89%,-1.53%,-4.71%,-4.91%,91.04,92.74,29.87,122.61,-0.50%,38%,<2%,16%,1,1.1,0.9,AA,4.00%,7
73,博世转债,123010,2018-08-14,博世科,300422,城市公用设施,108.781,0.10%,-0.50%,12.29,-0.57%,3.7,0.80%,12.45,3.34,-1.30%,98.71,10.20%,5.21年,3.21年,9.80%,9.70%,4.3,0.80%,0.33%,0.71%,-1.39%,-1.61%,88.88,89.39,22.15,111.54,-2.50%,68%,14%,17%,0.7,0.74,0.67,AA-,4.80%,37
74,湖广转债,127007,2018-08-01,湖北广电,665,传媒娱乐,118.817,-0.15%,-0.60%,9.28,-0.96%,7.4,0.50%,7.92,0.84,17.20%,117.17,1.40%,5.19年,3.19年,21.70%,25.50%,13.7,-0.88%,-1.35%,-0.97%,-3.91%,-4.12%,90.78,92.13,35.03,127.16,-6.60%,32%,<2%,17%,0.78,2.09,-0.38,AA+,4.20%,37
75,广电转债,110044,2018-07-24,广电网络,600831,传媒娱乐,159.58,-2.59%,-0.14%,11.03,-2.90%,15,5.70%,6.91,1.31,59.60%,159.62,0.00%,5.19年,3.19年,2.20%,3.50%,1.7,-6.50%,-6.91%,-6.58%,-11.80%,-12.00%,90.8,92.31,73.25,165.56,-3.60%,42%,<2%,17%,0.94,1.63,0.31,AA,4.10%,9
76,千禾转债,113511,2018-07-10,千禾味业,603027,食品饮料,108,-0.58%,0.84%,22.26,0.45%,3.3,0.90%,25.85,6.61,-13.90%,86.11,25.40%,5.17年,3.17年,4.90%,4.20%,3.6,0.91%,0.45%,0.82%,-1.25%,-1.45%,87.95,87.97,13.59,101.56,6.30%,57%,27%,16%,0.57,-1.15,2.36,AA-,5.10%,37
77,再升转债,113510,2018-07-13,再升科技,603601,城市公用设施,104.97,-0.45%,0.32%,9.57,-0.31%,1.9,1.60%,11.32,4.52,-15.50%,84.54,24.20%,5.17年,1.17年,2.20%,1.90%,1.1,1.52%,1.04%,1.42%,-2.73%,-2.90%,94.25,86.58,15.44,102.02,2.90%,65%,23%,17%,0.41,-0.39,1.22,AA-,5.50%,31
78,华通转债,128040,2018-07-13,华通医药,2758,医药,113.899,0.00%,0.00%,12.66,0.00%,0,0.00%,11.45,3.74,10.60%,110.57,3.00%,5年56天,3年56天,8.40%,9.30%,2.2,-0.10%,-0.57%,-0.20%,-2.79%,-3.00%,89.71,90.54,31.16,121.7,-6.40%,76%,<2%,18%,0.78,1.78,-0.11,AA-,4.50%,57
79,三力转债,128039,2018-06-29,三 力 士,2224,机械装备制造,120.8,-0.16%,0.03%,7.07,-0.14%,4.6,0.80%,5.84,2.2,21.10%,121.06,-0.20%,5年50天,3年50天,9.60%,11.60%,4.7,-1.73%,-2.10%,-1.81%,-4.65%,-4.83%,89.93,89.27,39.7,128.98,-6.30%,37%,<2%,17%,0.86,1.97,-0.13,AA-,4.30%,24
80,新泉转债,113509,2018-06-22,新泉股份,603179,汽车,110.45,0.35%,-0.46%,18.52,-0.16%,1.1,0.20%,18.89,2.82,-2.00%,98.04,12.70%,5年46天,3年46天,10.70%,10.50%,4.5,0.12%,-0.28%,0.04%,-1.94%,-2.15%,89.36,88.47,22.12,110.59,-0.10%,55%,17%,17%,0.68,0.34,1.03,AA,4.60%,30
81,新凤转债,113508,2018-05-16,新凤鸣,603225,服装纺织,105.83,-0.15%,-0.88%,14.81,-1.86%,21,0.90%,16.83,1.83,-12.00%,88,20.30%,5年7天,3年7天,12.20%,10.70%,21.5,1.36%,0.87%,1.26%,-0.67%,-0.89%,89.12,89.44,13.78,103.22,2.50%,56%,19%,16%,0.56,-0.32,1.44,AA,4.90%,30
82,天马转债,113507,2018-05-07,天马科技,603668,农业,130.67,-3.63%,0.09%,9.64,-3.98%,3.7,2.10%,7.37,2.47,30.80%,130.8,-0.10%,4.99年,2.99年,4.40%,5.70%,1.3,-2.93%,-3.38%,-3.02%,-7.20%,-7.38%,90.69,91.95,46.23,138.18,-5.40%,53%,<2%,17%,0.89,1.84,0.03,AA-,4.30%,22
83,鼎信转债!,113506,2018-05-14,鼎信通讯,603421,能源电力,131.1,-1.43%,0.36%,28.69,-1.07%,5.3,7.50%,21.65,4.19,32.50%,132.52,-1.10%,4.98年,2.98年,0.40%,0.50%,0.5,-3.46%,-3.82%,-3.53%,-7.41%,-7.57%,91.16,91.01,41.5,132.52,-1.10%,51%,<2%,16%,1,1.23,0.79,AA,4.00%,22
84,金农转债,128036,2018-04-02,金新农,2548,农业,147.003,1.38%,2.01%,14.29,3.63%,274,43.50%,9.62,3.26,48.50%,148.54,-1.00%,4.89年,2.89年,7.50%,11.10%,4.3,-5.69%,-6.06%,-5.77%,-10.80%,-11.00%,91.39,91.21,63.17,154.38,-4.80%,39%,<2%,17%,0.94,1.85,0.1,AA-,4.20%,55
85,利欧转债!,128038,2018-04-19,利欧股份,2131,传媒娱乐,125.008,-1.95%,-0.77%,2.14,-2.73%,14,4.60%,1.72,1.15,24.40%,124.42,0.50%,4.93年,2.93年,1.70%,2.10%,2.4,-1.92%,-2.41%,-2.02%,-6.02%,-6.21%,91.59,94.13,30.29,124.42,0.50%,80%,<2%,16%,1,0.9,1.09,AA,4.00%,60
86,岩土转债,128037,2018-04-25,中化岩土,2542,建筑,99.998,0.07%,-0.37%,5.45,-1.27%,4.2,0.70%,8.03,4.03,-32.10%,67.87,47.30%,4.91年,2.91年,6.10%,4.10%,6,2.53%,2.04%,2.43%,1.07%,0.86%,87.7,87.08,5.09,92.18,8.50%,54%,30%,16%,0.24,-1.57,2.14,AA,5.50%,69
87,敖东转债,127006,2018-05-11,吉林敖东,623,金融,108.2,-0.19%,-0.08%,19.32,-0.46%,4.9,0.20%,20.82,1.18,-7.20%,92.8,16.60%,4.90年,2.90年,10.70%,10.00%,24.1,0.04%,-0.28%,-0.03%,-1.89%,-2.02%,89.47,87.96,17.01,104.97,3.10%,31%,21%,16%,0.59,-0.19,1.37,AA+,4.40%,34
88,长证转债,127005,2018-04-11,长江证券,783,金融,117.702,-0.61%,0.19%,7.78,-0.64%,65,1.10%,7.45,1.57,4.40%,104.43,12.70%,4.90年,无权,11.60%,12.10%,50,-1.45%,-1.81%,-1.52%,无权,无权,无权,90.83,25.54,116.37,1.10%,31%,21%,18%,0.66,0.47,0.85,AAA,4.00%,30
89,星源转债,123009,2018-04-10,星源材质,300568,汽车,121.632,-0.79%,-2.72%,32.3,-4.27%,11,1.90%,27.69,3.72,16.60%,116.65,4.30%,4.89年,2.89年,7.70%,9.00%,4.8,-2.01%,-2.39%,-2.09%,-5.33%,-5.50%,90.57,89.89,35,124.89,-2.60%,64%,<2%,17%,0.82,1.13,0.54,AA,4.40%,15
90,杭电转债,113505,2018-03-27,杭电股份,603618,能源电力,110.66,2.14%,3.49%,7.9,7.34%,37,4.40%,7.29,2.31,8.40%,108.37,2.10%,4.88年,2.88年,14.40%,15.60%,7.8,0.40%,-0.08%,0.30%,-2.25%,-2.45%,90.52,91.49,26.7,118.19,-6.40%,42%,12%,16%,0.77,1.87,-0.22,AA,4.50%,42
91,艾华转债,113504,2018-03-23,艾华集团,603989,电子,108.94,-0.16%,-0.25%,20.8,-0.62%,4.8,0.60%,21.73,4.48,-4.30%,95.72,13.80%,4.87年,2.87年,8.50%,8.20%,6.9,0.35%,-0.06%,0.27%,-1.75%,-1.95%,89.98,89,18.87,107.87,1.00%,40%,18%,16%,0.66,0.12,1.19,AA,4.70%,9
92,康泰转债!,123008,2018-03-19,康泰生物,300601,医药,168.61,-1.51%,-0.11%,52.88,-1.62%,3.2,3.20%,31.23,12.67,69.30%,169.32,-0.40%,4.79年,2.79年,0.20%,0.30%,0.6,-8.53%,-8.88%,-8.60%,-10.10%,-10.20%,92.08,92.16,77.17,169.32,-0.40%,68%,<2%,16%,1,1.09,0.92,AA-,4.00%,7
93,玲珑转债,113019,2018-03-22,玲珑轮胎,601966,汽车,115,1.48%,-0.38%,18.95,1.83%,21,0.90%,18.84,2.39,0.60%,100.58,14.30%,3.87年,1.87年,8.80%,8.80%,20,-0.46%,-1.06%,-0.58%,-5.85%,-6.01%,93.25,95.86,16.12,111.98,2.70%,34%,21%,16%,0.6,-0.05,1.26,AA+,4.40%,18
94,大族转债,128035,2018-03-05,大族激光,2008,电子,109.002,0.00%,-0.54%,42.18,-1.47%,15,0.60%,52.5,6.84,-19.70%,80.34,35.70%,4.80年,2.80年,5.10%,4.10%,23,-0.12%,-0.44%,-0.18%,-1.32%,-1.63%,91.67,87.45,10.77,98.22,11.00%,39%,31%,16%,0.37,-1.76,2.64,AA+,4.60%,16
95,无锡转债,110043,2018-03-14,无锡银行,600908,金融,111.02,-0.03%,-0.49%,6.81,-0.73%,29,0.90%,6.7,1.21,1.60%,101.64,9.20%,4.78年,无权,23.80%,24.20%,30,-1.10%,-1.31%,-1.14%,无权,无权,无权,86.47,25.35,111.82,-0.70%,46%,18%,18%,0.71,0.71,0.71,AA+,4.30%,52
96,江银转债,128034,2018-02-14,江阴银行,2807,金融,116.67,0.15%,-0.15%,5.45,0.00%,14,0.70%,4.68,0.82,16.50%,116.45,0.20%,4.77年,无权,14.90%,17.30%,17.6,-1.32%,-1.68%,-1.39%,无权,无权,无权,90.26,34.64,124.91,-6.60%,50%,<2%,18%,0.79,2.12,-0.4,AA+,4.20%,52
97,常熟转债!,113018,2018-02-06,常熟银行,601128,金融,145.81,-1.27%,-0.02%,8.43,-1.29%,37,2.60%,5.76,1.11,46.40%,146.35,-0.40%,4.75年,无权,4.50%,6.60%,9.6,-5.90%,-6.24%,-5.97%,无权,无权,无权,91.21,55.14,146.35,-0.40%,42%,<2%,18%,1,1.08,0.93,AA+,4.00%,30
98,道氏转债,123007,2018-01-26,道氏技术,300409,建筑,126.36,-9.48%,10.70%,19.13,1.32%,83,20.00%,15.2,3.89,25.90%,125.86,0.40%,4.69年,2.69年,3.50%,4.40%,3.1,-2.59%,-3.03%,-2.67%,-6.79%,-7.00%,91.89,92.34,40.85,133.18,-5.10%,77%,29%,16%,0.88,1.77,0.08,AA-,4.30%,19
99,迪龙转债,128033,2018-01-29,雪迪龙,2658,城市公用设施,108.5,-0.59%,-0.69%,9.08,-1.84%,3.8,0.70%,9.03,2.71,0.60%,100.55,7.90%,4.69年,2.69年,9.50%,9.50%,5.2,0.36%,-0.05%,0.28%,-1.80%,-2.00%,90.67,89.6,22.38,111.98,-3.10%,38%,12%,17%,0.69,1,0.41,AA,4.60%,54
100,吉视转债,113017,2018-01-15,吉视传媒,601929,传媒娱乐,107.81,-0.11%,-0.76%,2.92,-1.35%,8.5,0.50%,2.96,1.35,-1.40%,98.65,9.30%,4.69年,2.69年,17.20%,16.90%,15.6,0.50%,0.09%,0.41%,-1.58%,-1.78%,91.31,90.62,19.64,110.26,-2.20%,28%,13%,16%,0.64,0.95,0.36,AA+,4.40%,31
101,航电转债,110042,2018-01-15,中航电子,600372,航空航天,121.91,-0.07%,1.41%,17.24,1.65%,38,1.30%,14.23,3.52,21.20%,121.15,0.60%,4.69年,2.69年,7.90%,9.60%,24,-2.25%,-2.62%,-2.32%,-5.68%,-5.89%,92.45,91.69,37.11,128.8,-5.40%,35%,<2%,16%,0.81,2,-0.26,AAA,4.00%,15
102,蒙电转债,110041,2018-01-09,内蒙华电,600863,能源电力,115.24,2.12%,2.35%,3.17,6.38%,159,7.40%,2.92,1.6,8.60%,108.56,6.20%,4.68年,2.68年,10.20%,11.00%,18.7,-0.83%,-1.26%,-0.92%,-3.77%,-3.99%,92.57,92.65,26.04,118.69,-2.90%,22%,16%,16%,0.7,1.35,0.11,AAA,4.00%,21
103,双环转债,128032,2018-01-25,双环传动,2472,机械装备制造,104.885,-0.11%,-0.25%,7.22,-1.23%,5.2,0.50%,9.99,2.08,-27.70%,72.27,45.10%,4.69年,2.69年,20.20%,14.60%,10,1.20%,0.76%,1.11%,-0.54%,-0.76%,88.96,86.93,7.02,93.95,11.60%,54%,35%,16%,0.29,-2.04,2.8,AA,5.40%,16
104,天康转债,128030,2018-01-29,天康生物,2100,农业,122.5,1.62%,1.48%,10.07,3.60%,85,7.00%,8.15,2.53,23.60%,123.56,-0.90%,4.68年,2.68年,10.30%,12.70%,10,-1.78%,-2.26%,-1.88%,-5.86%,-6.06%,91.78,93.07,38.08,131.15,-6.60%,32%,<2%,16%,0.86,2.11,-0.26,AA,4.30%,15
105,太阳转债,128029,2018-01-16,太阳纸业,2078,造纸包装印刷,110.031,-1.76%,1.35%,7.76,-0.89%,28,2.10%,8.75,1.84,-11.30%,88.69,24.10%,3.68年,1.68年,6.00%,5.30%,12,-0.43%,-0.85%,-0.52%,-4.31%,-4.46%,93.5,92.13,10.38,102.5,7.30%,37%,31%,16%,0.46,-1.02,1.99,AA+,4.50%,6
106,赣锋转债,128028,2018-01-19,赣锋锂业,2460,有色金属,106.18,-1.23%,0.71%,28.67,-2.38%,12,1.20%,42.58,7.26,-32.70%,67.33,57.70%,4.67年,2.67年,2.50%,1.70%,9.3,0.73%,0.34%,0.65%,-1.22%,-1.40%,88.01,85.57,6.2,91.77,15.70%,70%,44%,17%,0.22,-2.69,3.45,AA,5.60%,19
107,东财转债!,123006,2018-01-29,东方财富,300059,金融,165.74,-0.15%,-0.11%,18.87,-0.26%,229,11.50%,11.36,4.06,66.10%,166.11,-0.20%,4.67年,2.67年,1.20%,1.90%,12,-8.40%,-8.76%,-8.48%,-10.50%,-10.60%,91.53,92.23,73.88,166.11,-0.20%,57%,<2%,17%,1,1.05,0.96,AA,4.00%,22
108,铁汉转债,123004,2018-01-26,铁汉生态,300197,城市公用设施,116.46,1.09%,0.40%,4.59,1.77%,7,1.30%,3.99,1.43,15.00%,115.04,1.20%,4.67年,2.67年,4.40%,5.10%,4.8,-1.18%,-1.58%,-1.26%,-4.26%,-4.45%,91.5,90.87,31.49,122.36,-4.80%,67%,<2%,15%,0.84,1.67,0.09,AA,4.30%,54
109,崇达转债,128027,2018-01-22,崇达技术,2815,电子,119.498,0.34%,-0.05%,17.51,0.34%,3,0.30%,15.09,4.56,16.00%,116.04,3.00%,4.66年,2.66年,5.30%,6.20%,7.8,-1.64%,-2.05%,-1.72%,-5.06%,-5.27%,91.7,91.24,32.96,124.2,-3.80%,63%,<2%,16%,0.83,1.42,0.29,AA,4.30%,13
110,泰晶转债,113503,2018-01-02,泰晶科技,603738,电子,107.7,1.82%,-0.64%,16.8,1.94%,4.6,2.00%,17.99,4.76,-6.60%,93.39,15.30%,4.66年,2.66年,8.10%,7.50%,2.2,1.04%,0.53%,0.93%,-1.44%,-1.67%,90.7,91.19,15.93,107.12,0.50%,62%,17%,16%,0.61,0.12,1.09,AA,4.80%,37
111,众兴转债,128026,2018-01-03,众兴菌业,2772,农业,99.7,0.16%,-0.61%,8.35,-1.53%,3.6,0.40%,11.64,1.71,-28.30%,71.74,39.00%,4.65年,2.65年,30.00%,21.50%,9.2,2.36%,1.91%,2.27%,1.31%,1.07%,88.4,85.89,7.2,93.09,7.10%,53%,27%,16%,0.29,-1.34,1.99,AA-,5.80%,42
112,蓝思转债,123003,2018-01-17,蓝思科技,300433,电子,106.001,0.23%,2.00%,9.46,4.19%,159,3.10%,10.46,2.52,-9.60%,90.44,17.20%,4.64年,2.64年,12.90%,11.70%,48,0.88%,0.46%,0.79%,-1.01%,-1.22%,91.25,90.4,14.29,104.69,1.30%,87%,22%,16%,0.53,0.12,0.95,AA+,4.50%,36
113,特一转债,128025,2017-12-28,特一药业,2728,医药,113.5,-0.81%,-0.29%,16.66,-1.42%,0.3,0.10%,15.45,2.96,7.80%,107.83,5.30%,4.63年,2.63年,10.10%,10.90%,3.4,-0.63%,-1.03%,-0.71%,-3.41%,-3.62%,91.03,90.03,27.47,117.5,-3.40%,36%,12%,17%,0.77,1.14,0.44,AA-,4.60%,28
114,宁行转债,128024,2018-01-12,宁波银行,2142,金融,128.6,-0.39%,0.42%,23.12,0.04%,76,0.80%,18.01,1.45,28.40%,128.37,0.20%,4.63年,无权,5.90%,7.60%,71.4,-3.56%,-3.90%,-3.63%,无权,无权,无权,91.16,44.29,135.45,-5.10%,30%,<2%,18%,0.83,1.96,-0.19,AAA,4.00%,28
115,亚太转债,128023,2017-12-26,亚太股份,2284,汽车,98.362,0.08%,-0.31%,6.18,-1.75%,17,1.80%,10.34,2.9,-40.20%,59.77,64.60%,4.63年,2.63年,21.90%,13.10%,10,3.06%,2.53%,2.96%,1.78%,1.54%,88.48,87.54,3.29,90.83,8.30%,37%,34%,17%,0.13,-1.52,1.84,AA,5.70%,42
116,众信转债,128022,2017-12-28,众信旅游,2707,旅游餐饮酒店,110.023,-0.61%,0.02%,7.67,-0.90%,3.1,0.40%,7.92,2.98,-3.20%,96.84,13.60%,4.62年,2.62年,10.30%,10.00%,7,0.06%,-0.36%,-0.03%,-2.34%,-2.54%,90.76,89.55,19.61,109.16,0.80%,57%,19%,17%,0.65,0.17,1.13,AA,4.70%,10
117,兄弟转债,128021,2017-12-27,兄弟科技,2562,医药,116.5,-0.42%,-0.64%,6.09,-1.30%,7.9,1.30%,5.35,2.21,13.80%,113.83,2.30%,4.61年,2.61年,9.60%,10.90%,5.1,-1.20%,-1.60%,-1.28%,-4.35%,-4.55%,91.59,90.88,31.07,121.95,-4.50%,68%,<2%,16%,0.81,1.53,0.16,AA,4.40%,22
118,国祯转债,123002,2017-12-25,国祯环保,300388,城市公用设施,126.647,3.98%,0.91%,11.1,5.51%,33,4.50%,8.72,2.34,27.30%,127.29,-0.50%,4.60年,2.60年,9.50%,12.10%,5.8,-3.01%,-3.40%,-3.09%,-7.23%,-7.42%,91.98,91.49,42.2,133.69,-5.30%,51%,<2%,16%,0.89,1.88,-0.01,AA,4.20%,9
119,生益转债,110040,2017-12-11,生益科技,600183,电子,122.15,-0.29%,-0.41%,13.98,-0.85%,17,0.80%,11.62,4.03,20.30%,120.31,1.50%,4.60年,无权,6.10%,7.30%,18,-2.23%,-2.63%,-2.31%,无权,无权,无权,91.71,35.91,127.63,-4.30%,46%,<2%,16%,0.83,1.66,0.08,AA+,4.20%,10
120,水晶转债,128020,2017-12-12,水晶光电,2273,电子,109.499,0.02%,-0.37%,13.61,-0.73%,4.5,0.40%,16,3.76,-14.90%,85.06,28.70%,4.58年,2.58年,10.00%,8.50%,11.8,0.42%,-0.04%,0.33%,-2.38%,-2.56%,89.65,89.42,11.15,100.57,8.90%,51%,29%,16%,0.48,-1.52,2.61,AA,5.00%,16
121,济川转债,110038,2017-11-29,济川药业,600566,医药,114.05,-0.14%,1.48%,38.09,2.15%,7.4,1.00%,40.04,6.56,-4.90%,95.13,19.90%,3.57年,1.57年,2.00%,1.90%,6.3,-1.33%,-1.78%,-1.42%,-6.48%,-6.64%,93.7,92.36,13.32,105.68,7.90%,36%,31%,15%,0.62,-1.17,2.51,AA,4.80%,9
122,嘉澳转债,113502,2017-11-27,嘉澳环保,603822,城市公用设施,100.92,-0.46%,-0.19%,30.38,-2.88%,2.7,1.40%,45.27,4.69,-32.90%,67.11,50.40%,4.56年,2.56年,8.30%,5.60%,1.9,2.54%,2.00%,2.43%,0.90%,0.65%,88.47,87.26,5.18,92.44,9.20%,58%,33%,17%,0.23,-1.7,2.26,AA-,5.90%,42
123,久立转2,128019,2017-12-01,久立特材,2318,石油天然气化工,114.451,-0.13%,-1.83%,8.3,-2.70%,4.2,0.30%,7.92,2.24,4.80%,104.8,9.20%,4.56年,2.56年,14.90%,15.60%,10.4,-0.82%,-1.23%,-0.90%,-3.81%,-4.01%,91.39,90.41,24.77,115.18,-0.60%,34%,<2%,17%,0.73,0.57,0.88,AA,4.50%,12
124,时达转债,128018,2017-12-04,新时达,2527,机械装备制造,105.95,-0.70%,-0.79%,7.1,-2.34%,4.7,0.50%,7.45,1.62,-4.70%,95.3,11.20%,4.55年,2.55年,20.00%,19.00%,8.8,1.01%,0.56%,0.92%,-0.93%,-1.17%,91.22,90.19,17.58,107.77,-1.70%,35%,13%,16%,0.64,0.66,0.63,AA,4.70%,40
125,小康转债,113016,2017-11-21,小康股份,601127,汽车,107.31,0.57%,-1.66%,16.81,-1.64%,5.8,0.60%,17.2,3.27,-2.30%,97.73,9.80%,4.55年,2.55年,5.50%,5.40%,8.8,0.72%,0.28%,0.63%,-1.40%,-1.63%,91.34,90.39,19.16,109.56,-2.00%,40%,12%,16%,0.67,0.77,0.57,AA,4.70%,34
126,隆基转债,113015,2017-11-20,隆基股份,601012,能源电力,133.2,3.66%,-0.22%,24.32,3.93%,251,6.80%,18.76,3.51,29.60%,129.64,2.70%,4.54年,2.54年,3.20%,4.10%,28,-4.14%,-4.53%,-4.21%,-9.11%,-9.29%,92.45,92.11,43.76,135.87,-2.00%,48%,<2%,16%,0.87,1.23,0.55,AA+,4.10%,9
127,金禾转债,128017,2017-11-27,金禾实业,2597,石油天然气化工,113.96,-0.58%,0.15%,21.17,-0.75%,19,2.70%,23.32,3.46,-9.20%,90.78,25.50%,4.54年,2.54年,5.10%,4.60%,6,-0.73%,-1.14%,-0.81%,-3.68%,-3.89%,90.74,89.3,15.7,105,8.50%,36%,31%,17%,0.57,-1.37,2.63,AA,4.90%,18
128,林洋转债,113014,2017-11-13,林洋能源,601222,能源电力,104.5,-0.27%,0.08%,5.85,-1.18%,16,0.50%,8.76,1.68,-33.20%,66.78,56.50%,4.52年,2.52年,29.10%,19.40%,30,1.33%,0.88%,1.24%,-0.43%,-0.67%,89.13,86.72,5.36,92.08,13.50%,83%,40%,16%,0.16,-2.34,2.87,AA,5.70%,16
129,雨虹转债,128016,2017-10-20,东方雨虹,2271,建筑,112.9,-0.09%,0.58%,20.5,0.94%,19,0.90%,22.63,4.51,-9.40%,90.59,24.60%,4.44年,2.44年,6.00%,5.40%,18.4,-0.53%,-0.96%,-0.62%,-3.47%,-3.69%,92.04,91.17,13.78,104.95,7.60%,51%,29%,16%,0.53,-1.07,2.18,AA+,4.50%,6
130,国君转债,113013,2017-07-24,国泰君安,601211,金融,116.92,-0.11%,-0.44%,20.04,-0.89%,52,0.60%,19.8,1.54,1.20%,101.21,15.50%,4.22年,无权,4.00%,4.10%,70,-1.51%,-1.93%,-1.59%,无权,无权,无权,93.39,20.21,113.61,2.90%,26%,22%,17%,0.62,0.06,1.18,AAA,4.00%,16
131,久其转债,128015,2017-07-18,久其软件,2279,计算机及应用,106.661,-0.21%,-0.20%,8.91,-1.98%,3.9,0.50%,12.86,4.65,-30.70%,69.28,53.90%,4年50天,2年50天,12.30%,8.50%,7.8,1.28%,0.72%,1.17%,-1.50%,-1.75%,91.02,90.08,4.87,94.95,12.30%,70%,39%,17%,0.21,-2.17,2.77,AA,5.60%,37
132,模塑转债,127004,2017-08-16,模塑科技,700,汽车,98.951,0.78%,-0.40%,4.55,3.88%,34,4.20%,7.72,2.65,-41.10%,58.94,67.90%,4年44天,2年44天,21.80%,12.80%,8.2,3.80%,3.11%,3.66%,2.01%,1.70%,91.1,91.63,1.62,93.25,6.10%,53%,34%,17%,0.1,-1.14,1.35,AA,5.80%,67
133,永东转债,128014,2017-07-18,永东股份,2753,石油天然气化工,103.01,-0.04%,-0.30%,11.1,-0.80%,6.6,1.90%,13.53,3.36,-18.00%,82.04,25.60%,3.998年,1.998年,9.10%,7.50%,3.4,2.22%,1.64%,2.11%,-0.09%,-0.35%,91.69,91.15,9.06,100.22,2.80%,60%,22%,17%,0.42,-0.47,1.31,AA-,5.50%,46
134,骆驼转债,113012,2017-07-18,骆驼股份,601311,汽车,112.72,-0.95%,-1.84%,14.1,-3.82%,11,1.90%,13.44,2,4.90%,104.91,7.40%,3.93年,1.93年,4.20%,4.40%,5.1,-0.91%,-1.32%,-0.99%,-4.43%,-4.65%,93.48,91.65,22.29,113.94,-1.10%,35%,11%,16%,0.73,0.73,0.74,AA,4.50%,25
135,光大转债,113011,2017-07-18,光大银行,601818,金融,115.03,-0.92%,-0.13%,4.31,-1.60%,193,0.60%,4.13,0.76,4.40%,104.36,10.20%,3.91年,无权,13.30%,13.80%,300,-1.32%,-1.75%,-1.41%,无权,无权,无权,94.02,20.63,114.65,0.30%,19%,18%,16%,0.65,0.64,0.68,AAA,4.00%,21
136,洪涛转债,128013,2016-08-23,洪涛股份,2325,建筑,99.81,0.01%,-0.01%,3.94,-0.51%,4.8,0.40%,9.98,3.39,-60.50%,39.48,153%,3.28年,1.28年,24.40%,9.60%,12,3.74%,3.02%,3.60%,2.08%,1.69%,94.57,93.16,2.13,95.29,4.70%,35%,49%,16%,0,-0.9,0.9,AA,6.00%,75
137,海印转债,127003,2016-07-01,海印股份,861,商业零售,108.237,0.47%,-1.06%,3.06,-0.97%,23,1.90%,3.03,2.1,1.00%,100.99,7.20%,3年50天,1年50天,16.70%,16.80%,11.1,1.79%,0.95%,1.62%,-3.91%,-4.30%,96.77,99.03,14.26,113.29,-4.50%,25%,8%,16%,0.61,1.33,-0.04,AA,4.80%,100
138,辉丰转债,128012,2016-05-17,辉丰股份,2496,石油天然气化工,100,0.40%,-0.40%,3.9,-2.26%,14,1.60%,7.71,3.35,-49.40%,50.58,97.70%,3年2.3天,1年2.3天,14.40%,7.30%,8.4,2.20%,1.76%,2.11%,4.54%,3.63%,97.34,87.37,10.74,98.11,1.90%,86%,39%,17%,0,-0.42,0.33,A+,7.00%,79
139,顺昌转债,128010,2016-02-23,澳洋顺昌,2245,交通运输,104.038,-0.27%,0.23%,5.79,-4.61%,4.5,0.90%,9.28,3.44,-37.60%,62.39,66.70%,2.76年,0.76年,9.00%,5.60%,5.1,2.48%,1.71%,2.32%,-2.25%,-2.64%,96.53,94.94,2.44,97.38,6.80%,42%,40%,17%,0.01,-1.26,1.3,AA,6.00%,25
140,广汽转债,113009,2016-02-04,广汽集团,601238,汽车,114.44,-1.00%,-0.48%,14.41,-2.83%,17,0.60%,14.74,1.98,-2.20%,97.76,17.10%,2.76年,0.76年,1.70%,1.70%,25.5,-1.77%,-2.36%,-1.89%,-12.10%,-12.40%,98.12,97.96,10.95,108.91,5.10%,35%,24%,15%,0.52,-0.42,1.47,AAA,4.00%,12
