,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,CP/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
71,景旺转债!,113512,2018-07-24,景旺电子,603228,电子,121.91,-0.57%,-0.94%,61.23,-1.51%,35,6.80%,49.85,5.28,22.80%,122.83,-0.70%,5.22年,3.22年,1.60%,2.00%,4.2,-1.42%,-1.87%,-1.51%,-4.69%,-4.89%,91.03,92.73,30.1,122.83,-0.70%,38%,<2%,16%,1,1.16,0.85,AA,4.00%,9
72,博世转债,123010,2018-08-14,博世科,300422,城市公用设施,108.67,0.53%,-0.13%,12.36,0.57%,1.7,0.40%,12.45,3.34,-0.70%,99.28,9.50%,5.21年,3.21年,9.80%,9.70%,4.3,0.82%,0.35%,0.73%,-1.36%,-1.57%,88.91,89.44,22.55,111.99,-3.00%,68%,14%,17%,0.7,0.85,0.58,AA-,4.70%,36
73,湖广转债,127007,2018-08-01,湖北广电,665,传媒娱乐,119.001,-0.25%,0.67%,9.37,0.54%,21,1.30%,7.92,0.84,18.30%,118.31,0.60%,5.20年,3.20年,21.50%,25.50%,13.7,-0.91%,-1.37%,-1.00%,-3.95%,-4.17%,90.79,92.15,35.94,128.09,-7.10%,32%,<2%,17%,0.79,2.24,-0.49,AA+,4.20%,35
74,广电转债,110044,2018-07-24,广电网络,600831,传媒娱乐,163.83,-0.84%,-1.05%,11.36,-1.98%,39,14.10%,6.91,1.31,64.40%,164.4,-0.30%,5.19年,3.19年,2.10%,3.50%,1.7,-6.97%,-7.38%,-7.06%,-12.50%,-12.60%,90.82,92.34,77.79,170.14,-3.70%,42%,<2%,17%,0.95,1.67,0.28,AA,4.10%,8
75,千禾转债,113511,2018-07-10,千禾味业,603027,食品饮料,108.63,-1.16%,0.35%,22.16,-1.47%,2.5,0.60%,25.85,6.61,-14.30%,85.73,26.70%,5.17年,3.17年,4.90%,4.20%,3.6,0.80%,0.33%,0.70%,-1.42%,-1.63%,87.82,87.79,13.46,101.25,7.30%,57%,27%,16%,0.55,-1.31,2.51,AA-,5.10%,38
76,再升转债,113510,2018-07-13,再升科技,603601,城市公用设施,105.44,0.61%,-0.57%,9.6,0.10%,3.7,3.10%,11.32,4.87,-15.20%,84.81,24.30%,5.17年,1.17年,2.20%,1.90%,1.1,1.43%,0.95%,1.33%,-3.05%,-3.22%,94.25,86.61,15.55,102.16,3.20%,65%,22%,17%,0.42,-0.45,1.29,AA-,5.50%,30
77,华通转债,128040,2018-07-13,华通医药,2758,医药,113.899,0.00%,0.00%,12.66,0.00%,0,0.00%,11.45,3.74,10.60%,110.57,3.00%,5年57天,3年57天,8.40%,9.30%,2.2,-0.10%,-0.57%,-0.20%,-2.78%,-2.99%,89.69,90.53,31.17,121.7,-6.40%,76%,<2%,18%,0.78,1.78,-0.11,AA-,4.50%,58
78,三力转债,128039,2018-06-29,三 力 士,2224,机械装备制造,120.989,-0.17%,-0.19%,7.08,-0.42%,1.6,0.30%,5.84,2.2,21.20%,121.23,-0.20%,5年51天,3年51天,9.60%,11.60%,4.7,-1.76%,-2.13%,-1.83%,-4.69%,-4.87%,89.93,89.27,39.86,129.13,-6.30%,37%,<2%,17%,0.86,1.97,-0.13,AA-,4.30%,24
79,新泉转债,113509,2018-06-22,新泉股份,603179,汽车,110.06,-0.13%,0.50%,18.55,0.54%,2.8,0.60%,18.89,2.82,-1.80%,98.2,12.10%,5年47天,3年47天,10.70%,10.50%,4.5,0.19%,-0.21%,0.11%,-1.83%,-2.04%,89.36,88.47,22.24,110.71,-0.60%,55%,18%,17%,0.68,0.43,0.93,AA,4.60%,30
80,新凤转债,113508,2018-05-16,新凤鸣,603225,服装纺织,105.99,0.00%,0.08%,15.09,0.13%,8.6,0.40%,16.83,1.83,-10.30%,89.66,18.20%,5年8天,3年8天,12.00%,10.70%,21.5,1.33%,0.84%,1.23%,-0.72%,-0.94%,89.23,89.61,14.79,104.4,1.50%,56%,19%,16%,0.58,-0.12,1.27,AA,4.80%,29
81,XD天马转,113507,2018-05-07,天马科技,603668,农业,135.59,0.41%,-0.14%,10.04,0.30%,5.4,3.00%,7.37,2.47,36.20%,136.23,-0.50%,4.995年,2.995年,4.20%,5.70%,1.3,-3.66%,-4.10%,-3.75%,-8.28%,-8.46%,90.79,92.12,50.98,143.1,-5.20%,54%,<2%,17%,0.91,1.86,0.05,AA-,4.20%,23
82,鼎信转债!,113506,2018-05-14,鼎信通讯,603421,能源电力,133,0.44%,-0.40%,29,0.03%,10,14.70%,21.65,4.19,33.90%,133.95,-0.70%,4.99年,2.99年,0.40%,0.50%,0.5,-3.74%,-4.10%,-3.81%,-7.82%,-7.99%,91.15,91,42.95,133.95,-0.70%,52%,<2%,16%,1,1.15,0.86,AA,4.00%,23
83,金农转债,128036,2018-04-02,金新农,2548,农业,144.999,11.80%,-2.51%,13.79,9.97%,267,45.00%,9.62,3.26,43.30%,143.35,1.20%,4.89年,2.89年,8.00%,11.50%,4.3,-5.42%,-5.79%,-5.49%,-10.40%,-10.60%,91.31,91.1,58.38,149.47,-3.00%,39%,<2%,17%,0.93,1.42,0.47,AA-,4.20%,52
84,利欧转债!,128038,2018-04-19,利欧股份,2131,传媒娱乐,127.5,0.87%,-0.41%,2.2,0.46%,62,20.10%,1.72,1.15,27.90%,127.91,-0.30%,4.93年,2.93年,1.70%,2.10%,2.4,-2.32%,-2.80%,-2.41%,-6.62%,-6.80%,91.58,94.12,33.79,127.91,-0.30%,80%,<2%,16%,1,1.07,0.94,AA,4.00%,64
85,岩土转债,128037,2018-04-25,中化岩土,2542,建筑,99.93,-0.07%,-0.07%,5.52,-0.54%,5.5,0.90%,8.03,4.03,-31.30%,68.74,45.40%,4.91年,2.91年,6.00%,4.10%,6,2.54%,2.05%,2.44%,1.09%,0.88%,87.74,87.17,5.37,92.54,8.00%,54%,30%,16%,0.25,-1.49,2.08,AA,5.50%,70
86,敖东转债,127006,2018-05-11,吉林敖东,623,金融,108.404,0.32%,-0.29%,19.41,0.05%,22,0.90%,20.82,1.18,-6.80%,93.23,16.30%,4.91年,2.91年,10.70%,10.00%,24.1,0.00%,-0.32%,-0.06%,-1.95%,-2.08%,89.47,87.97,17.28,105.25,3.00%,31%,21%,16%,0.59,-0.16,1.35,AA+,4.40%,32
87,长证转债,127005,2018-04-11,长江证券,783,金融,118.42,-0.04%,-0.71%,7.83,-1.14%,58,1.00%,7.45,1.57,5.10%,105.1,12.70%,4.90年,无权,11.50%,12.10%,50,-1.57%,-1.93%,-1.65%,无权,无权,无权,90.82,26.03,116.85,1.30%,31%,20%,18%,0.66,0.44,0.89,AAA,4.00%,30
88,星源转债,123009,2018-04-10,星源材质,300568,汽车,122.6,3.55%,3.45%,33.74,8.21%,47,8.10%,27.69,3.72,21.80%,121.85,0.60%,4.89年,2.89年,7.40%,9.00%,4.8,-2.17%,-2.55%,-2.25%,-5.57%,-5.74%,90.72,90.12,39.3,129.43,-5.30%,64%,14%,17%,0.85,1.78,0.01,AA,4.30%,15
89,杭电转债,113505,2018-03-27,杭电股份,603618,能源电力,108.34,-0.83%,-0.20%,7.36,-1.47%,11,1.30%,7.29,2.31,1.00%,100.96,7.30%,4.89年,2.89年,15.40%,15.60%,7.8,0.84%,0.36%,0.75%,-1.56%,-1.77%,90.17,90.94,21.51,112.45,-3.70%,72%,11%,16%,0.7,1.11,0.33,AA,4.60%,41
90,艾华转债,113504,2018-03-23,艾华集团,603989,电子,109.11,-0.68%,1.29%,20.93,0.92%,0.8,0.10%,21.73,4.48,-3.70%,96.32,13.30%,4.87年,2.87年,8.50%,8.20%,6.9,0.32%,-0.09%,0.24%,-1.80%,-2.00%,90,89.05,19.28,108.32,0.70%,40%,20%,16%,0.66,0.18,1.14,AA,4.70%,8
91,康泰转债!,123008,2018-03-19,康泰生物,300601,医药,171.2,1.06%,0.39%,53.75,1.45%,7.8,7.90%,31.23,12.67,72.10%,172.11,-0.50%,4.79年,2.79年,0.20%,0.30%,0.6,-8.82%,-9.17%,-8.89%,-10.30%,-10.40%,92.07,92.15,79.96,172.11,-0.50%,69%,<2%,16%,1,1.11,0.89,AA-,4.00%,8
92,玲珑转债,113019,2018-03-22,玲珑轮胎,601966,汽车,113.32,0.26%,0.51%,18.61,1.31%,39,1.70%,18.84,2.39,-1.20%,98.78,14.70%,3.87年,1.87年,9.00%,8.80%,20,-0.07%,-0.68%,-0.19%,-5.16%,-5.32%,93.2,95.78,15.07,110.85,2.20%,34%,22%,16%,0.58,0,1.17,AA+,4.40%,18
93,大族转债,128035,2018-03-05,大族激光,2008,电子,109.001,-0.94%,1.04%,42.81,0.26%,15,0.60%,52.5,6.84,-18.50%,81.54,33.70%,4.81年,2.81年,5.00%,4.10%,23,-0.12%,-0.44%,-0.18%,-1.32%,-1.62%,91.72,87.54,11.19,98.74,10.40%,39%,33%,16%,0.39,-1.68,2.6,AA+,4.60%,17
94,无锡转债,110043,2018-03-14,无锡银行,600908,金融,111.05,0.08%,-0.18%,6.86,-0.15%,41,1.20%,6.7,1.21,2.40%,102.39,8.50%,4.79年,无权,23.70%,24.20%,30,-1.10%,-1.31%,-1.14%,无权,无权,无权,86.48,25.93,112.41,-1.20%,47%,17%,18%,0.71,0.82,0.62,AA+,4.30%,55
95,江银转债,128034,2018-02-14,江阴银行,2807,金融,116.5,-0.65%,0.65%,5.45,0.00%,15,0.70%,4.68,0.82,16.50%,116.45,0.00%,4.78年,无权,17.80%,20.80%,17.6,-1.29%,-1.65%,-1.36%,无权,无权,无权,90.25,34.66,124.91,-6.70%,49%,<2%,18%,0.79,2.15,-0.43,AA+,4.20%,53
96,常熟转债!,113018,2018-02-06,常熟银行,601128,金融,147.68,-1.63%,-0.43%,8.54,-2.06%,49,3.40%,5.76,1.11,48.30%,148.26,-0.40%,4.76年,无权,4.50%,6.60%,9.6,-6.15%,-6.49%,-6.22%,无权,无权,无权,91.2,57.06,148.26,-0.40%,42%,<2%,18%,1,1.08,0.92,AA+,4.00%,30
97,道氏转债,123007,2018-01-26,道氏技术,300409,建筑,139.598,16.30%,-7.51%,18.88,10.00%,63,15.80%,15.2,3.89,24.20%,124.21,12.40%,4.70年,2.70年,3.60%,4.40%,3.1,-4.67%,-5.09%,-4.75%,-10.00%,-10.10%,91.84,92.27,39.46,131.72,6.00%,77%,14%,16%,0.88,-0.53,2.32,AA-,4.30%,20
98,迪龙转债,128033,2018-01-29,雪迪龙,2658,城市公用设施,109.14,0.04%,-0.58%,9.25,-0.75%,3.6,0.60%,9.03,2.71,2.40%,102.44,6.50%,4.69年,2.69年,9.30%,9.50%,5.2,0.23%,-0.18%,0.15%,-2.00%,-2.20%,90.74,89.72,23.66,113.38,-3.70%,38%,11%,17%,0.71,1.18,0.28,AA,4.60%,56
99,吉视转债,113017,2018-01-15,吉视传媒,601929,传媒娱乐,107.93,0.44%,0.46%,2.96,1.37%,12,0.70%,2.96,1.35,0.00%,100,7.90%,4.69年,2.69年,16.90%,16.90%,15.6,0.47%,0.06%,0.39%,-1.62%,-1.82%,91.34,90.67,20.57,111.25,-3.00%,28%,14%,16%,0.66,1.13,0.23,AA+,4.30%,32
100,航电转债,110042,2018-01-15,中航电子,600372,航空航天,122,-0.02%,0.68%,16.96,0.83%,144,4.90%,14.23,3.52,19.20%,119.18,2.40%,4.69年,2.69年,8.00%,9.60%,24,-2.26%,-2.63%,-2.34%,-5.70%,-5.90%,92.44,91.68,35.41,127.09,-4.00%,35%,<2%,16%,0.79,1.69,-0.01,AAA,4.00%,14
101,蒙电转债,110041,2018-01-09,内蒙华电,600863,能源电力,112.85,0.04%,0.82%,2.98,1.36%,13,0.60%,2.92,1.6,2.10%,102.05,10.60%,4.68年,2.68年,10.80%,11.00%,18.7,-0.38%,-0.81%,-0.46%,-3.05%,-3.27%,92.56,92.64,21.18,113.82,-0.90%,22%,17%,16%,0.64,0.84,0.46,AAA,4.00%,21
102,双环转债,128032,2018-01-25,双环传动,2472,机械装备制造,105,-0.10%,0.43%,7.31,1.11%,11,1.10%,9.99,2.08,-26.80%,73.17,43.50%,4.69年,2.69年,19.90%,14.60%,10,1.18%,0.74%,1.09%,-0.57%,-0.80%,89.01,87.02,7.39,94.41,11.20%,54%,36%,16%,0.3,-1.98,2.75,AA,5.40%,17
103,天康转债,128030,2018-01-29,天康生物,2100,农业,120.55,2.16%,0.87%,9.72,3.62%,56,4.70%,8.15,2.53,19.30%,119.26,1.10%,4.68年,2.68年,10.70%,12.70%,10,-1.43%,-1.92%,-1.53%,-5.32%,-5.52%,91.65,92.87,34.46,127.33,-5.30%,32%,<2%,16%,0.84,1.78,-0.02,AA,4.30%,15
104,太阳转债,128029,2018-01-16,太阳纸业,2078,造纸包装印刷,112,-0.45%,0.33%,7.83,-0.25%,5.6,0.40%,8.75,1.84,-10.50%,89.49,25.20%,3.68年,1.68年,5.90%,5.30%,12,-0.92%,-1.33%,-1.00%,-5.22%,-5.36%,93.51,92.15,10.8,102.95,8.80%,37%,31%,16%,0.47,-1.26,2.28,AA+,4.50%,6
105,赣锋转债,128028,2018-01-19,赣锋锂业,2460,有色金属,107.5,0.66%,-0.10%,29.37,2.30%,6.8,0.70%,42.58,7.26,-31.00%,68.98,55.90%,4.68年,2.68年,2.40%,1.70%,9.3,0.46%,0.07%,0.38%,-1.65%,-1.82%,88.11,85.75,6.68,92.43,16.30%,70%,45%,17%,0.24,-2.76,3.6,AA,5.50%,20
106,东财转债!,123006,2018-01-29,东方财富,300059,金融,165.99,-0.95%,-0.25%,18.92,-1.20%,228,11.40%,11.36,4.06,66.50%,166.55,-0.30%,4.67年,2.67年,1.20%,1.90%,12,-8.43%,-8.79%,-8.50%,-10.50%,-10.60%,91.52,92.22,74.33,166.55,-0.30%,57%,<2%,17%,1,1.07,0.93,AA,4.00%,23
107,铁汉转债,123004,2018-01-26,铁汉生态,300197,城市公用设施,115.2,0.70%,0.61%,4.51,1.58%,8.4,1.50%,3.99,1.43,13.00%,113.03,1.90%,4.67年,2.67年,4.50%,5.10%,4.8,-0.94%,-1.34%,-1.02%,-3.88%,-4.08%,91.43,90.77,29.92,120.7,-4.60%,67%,<2%,15%,0.83,1.57,0.16,AA,4.30%,55
108,崇达转债,128027,2018-01-22,崇达技术,2815,电子,119.098,0.93%,1.11%,17.45,2.47%,12,1.30%,15.09,4.56,15.60%,115.64,3.00%,4.66年,2.66年,5.30%,6.20%,7.8,-1.57%,-1.98%,-1.65%,-4.94%,-5.15%,91.67,91.22,32.66,123.87,-3.90%,63%,12%,16%,0.83,1.42,0.28,AA,4.30%,12
109,泰晶转债,113503,2018-01-02,泰晶科技,603738,电子,105.78,0.25%,0.11%,16.48,0.61%,2,0.90%,17.99,4.76,-8.40%,91.61,15.50%,4.66年,2.66年,8.20%,7.50%,2.2,1.43%,0.92%,1.33%,-0.81%,-1.04%,90.58,90.99,14.87,105.86,-0.10%,62%,17%,16%,0.58,0.23,0.93,AA,4.80%,36
110,众兴转债,128026,2018-01-03,众兴菌业,2772,农业,99.54,0.05%,-0.27%,8.48,-0.70%,9.4,1.00%,11.64,1.71,-27.10%,72.85,36.60%,4.66年,2.66年,29.50%,21.50%,9.2,2.40%,1.94%,2.31%,1.37%,1.13%,88.49,86.04,7.65,93.69,6.20%,54%,26%,16%,0.31,-1.19,1.86,AA-,5.70%,44
111,蓝思转债,123003,2018-01-17,蓝思科技,300433,电子,105.754,2.38%,2.49%,9.08,10.10%,208,4.20%,10.46,2.52,-13.20%,86.81,21.80%,4.64年,2.64年,13.50%,11.70%,48,0.93%,0.51%,0.84%,-0.92%,-1.13%,91.11,90.19,12.2,102.39,3.30%,87%,25%,16%,0.48,-0.3,1.27,AA+,4.50%,35
112,特一转债,128025,2017-12-28,特一药业,2728,医药,114.431,1.36%,-2.32%,16.9,-1.23%,2.2,0.60%,15.45,2.96,9.40%,109.39,4.60%,4.64年,2.64年,10.00%,10.90%,3.4,-0.80%,-1.21%,-0.88%,-3.69%,-3.89%,91.09,90.13,28.67,118.8,-3.70%,36%,<2%,17%,0.79,1.22,0.39,AA-,4.50%,27
113,宁行转债,128024,2018-01-12,宁波银行,2142,金融,129.101,-0.69%,-1.02%,23.11,-2.08%,137,1.50%,18.01,1.45,28.30%,128.32,0.60%,4.63年,无权,5.90%,7.60%,71.4,-3.64%,-3.98%,-3.71%,无权,无权,无权,91.15,44.25,135.41,-4.70%,30%,<2%,18%,0.82,1.87,-0.11,AAA,4.00%,29
114,亚太转债,128023,2017-12-26,亚太股份,2284,汽车,98.279,0.25%,0.25%,6.29,3.62%,9.9,1.00%,10.34,2.9,-39.20%,60.83,61.60%,4.63年,2.63年,21.60%,13.10%,10,3.08%,2.55%,2.97%,1.81%,1.57%,88.52,87.61,3.44,91.06,7.90%,36%,36%,17%,0.14,-1.46,1.8,AA,5.70%,42
115,众信转债,128022,2017-12-28,众信旅游,2707,旅游餐饮酒店,110.7,0.00%,0.60%,7.74,0.91%,12,1.50%,7.92,2.98,-2.30%,97.73,13.30%,4.62年,2.62年,10.20%,10.00%,7,-0.08%,-0.49%,-0.16%,-2.55%,-2.76%,90.79,89.62,20.22,109.84,0.80%,57%,20%,17%,0.66,0.17,1.14,AA,4.70%,11
116,兄弟转债,128021,2017-12-27,兄弟科技,2562,医药,116.986,-1.06%,-1.41%,6.17,-2.99%,14,2.20%,5.35,2.21,15.30%,115.33,1.40%,4.61年,2.61年,9.50%,10.90%,5.1,-1.29%,-1.69%,-1.37%,-4.49%,-4.69%,91.63,90.96,32.23,123.19,-5.00%,68%,<2%,16%,0.83,1.69,0.04,AA,4.30%,23
117,国祯转债,123002,2017-12-25,国祯环保,300388,城市公用设施,121.797,-0.32%,1.23%,10.52,1.06%,3.1,0.40%,8.72,2.34,20.60%,120.64,1.00%,4.60年,2.60年,10.00%,12.10%,5.8,-2.17%,-2.56%,-2.25%,-5.90%,-6.09%,91.82,91.24,36.57,127.81,-4.70%,51%,<2%,16%,0.86,1.67,0.11,AA,4.30%,11
118,生益转债,110040,2017-12-11,生益科技,600183,电子,122.51,-0.61%,-1.64%,14.1,-2.69%,24,1.10%,11.62,4.03,21.30%,121.34,1.00%,4.60年,无权,6.00%,7.30%,18,-2.29%,-2.69%,-2.37%,无权,无权,无权,91.73,36.81,128.53,-4.70%,46%,<2%,16%,0.84,1.75,0.01,AA+,4.20%,9
119,水晶转债,128020,2017-12-12,水晶光电,2273,电子,109.48,0.03%,-0.35%,13.71,-0.65%,5.8,0.40%,16,3.76,-14.30%,85.69,27.80%,4.58年,2.58年,10.00%,8.50%,11.8,0.43%,-0.04%,0.33%,-2.38%,-2.55%,89.73,89.55,11.43,100.99,8.40%,51%,28%,16%,0.5,-1.43,2.55,AA,5.00%,17
120,济川转债,110038,2017-11-29,济川药业,600566,医药,114.21,-0.15%,0.78%,37.29,1.08%,5.6,0.80%,40.04,6.56,-6.90%,93.13,22.60%,3.57年,1.57年,2.10%,1.90%,6.3,-1.36%,-1.81%,-1.45%,-6.54%,-6.70%,93.56,92.08,12.22,104.3,9.50%,36%,33%,15%,0.58,-1.48,2.78,AA,4.80%,12
121,嘉澳转债,113502,2017-11-27,嘉澳环保,603822,城市公用设施,101.39,0.17%,-0.18%,31.28,-0.06%,1,0.50%,45.27,4.69,-30.90%,69.1,46.70%,4.57年,2.57年,8.10%,5.60%,1.9,2.43%,1.90%,2.32%,0.73%,0.48%,88.62,87.5,5.78,93.28,8.70%,58%,32%,17%,0.25,-1.62,2.22,AA-,5.90%,42
122,久立转2,128019,2017-12-01,久立特材,2318,石油天然气化工,114.6,-1.22%,1.74%,8.83,0.68%,7.1,0.60%,8.22,2.33,7.40%,107.42,6.70%,4.56年,2.56年,14.00%,15.00%,10.4,-0.85%,-1.26%,-0.93%,-3.85%,-4.05%,91.5,90.6,26.67,117.27,-2.30%,34%,18%,17%,0.75,0.95,0.57,AA,4.50%,14
123,时达转债,128018,2017-12-04,新时达,2527,机械装备制造,106.7,1.04%,-0.02%,7.27,1.54%,9.7,1.00%,7.45,1.62,-2.40%,97.58,9.30%,4.55年,2.55年,19.50%,19.00%,8.8,0.85%,0.40%,0.76%,-1.19%,-1.42%,91.32,90.37,19.07,109.44,-2.50%,35%,13%,16%,0.66,0.87,0.48,AA,4.70%,42
124,小康转债,113016,2017-11-21,小康股份,601127,汽车,106.7,1.01%,1.31%,17.09,3.39%,11,1.10%,17.2,3.27,-0.60%,99.36,7.40%,4.55年,2.55年,5.50%,5.40%,8.8,0.85%,0.40%,0.76%,-1.19%,-1.42%,91.42,90.54,20.26,110.8,-3.70%,40%,13%,16%,0.69,1.14,0.27,AA,4.60%,36
125,隆基转债,113015,2017-11-20,XR隆基股,601012,能源电力,128.5,0.39%,4.20%,23.4,6.80%,207,5.70%,22.98,4.3,1.80%,101.83,26.20%,4.54年,2.54年,4.30%,4.40%,28,-3.36%,-3.76%,-3.44%,-7.88%,-8.07%,91.96,91.32,21.32,112.64,14.10%,48%,22%,16%,0.68,-2.01,3.63,AA+,4.30%,9
126,金禾转债,128017,2017-11-27,金禾实业,2597,石油天然气化工,114.62,-1.99%,1.53%,21.33,-0.79%,40,5.80%,23.32,3.46,-8.50%,91.47,25.30%,4.54年,2.54年,5.00%,4.60%,6,-0.86%,-1.27%,-0.94%,-3.88%,-4.09%,90.76,89.34,16.12,105.46,8.70%,37%,34%,17%,0.58,-1.39,2.66,AA,4.80%,20
127,林洋转债,113014,2017-11-13,林洋能源,601222,能源电力,104.78,-0.47%,0.61%,5.92,0.68%,14,0.50%,8.76,1.68,-32.40%,67.58,55.00%,4.53年,2.53年,28.70%,19.40%,30,1.27%,0.82%,1.18%,-0.53%,-0.77%,89.29,86.99,5.53,92.52,13.20%,83%,41%,16%,0.2,-2.33,2.95,AA,5.60%,15
128,雨虹转债,128016,2017-10-20,东方雨虹,2271,建筑,113,-0.62%,0.64%,20.31,0.05%,17,0.80%,22.63,4.51,-10.30%,89.75,25.90%,4.44年,2.44年,6.10%,5.40%,18.4,-0.55%,-0.98%,-0.64%,-3.50%,-3.72%,92.01,91.12,13.28,104.4,8.20%,51%,30%,16%,0.52,-1.18,2.29,AA+,4.50%,6
129,国君转债,113013,2017-07-24,国泰君安,601211,金融,117.05,-0.38%,-0.23%,20.22,-0.98%,221,2.70%,19.8,1.54,2.10%,102.12,14.60%,4.22年,无权,4.00%,4.10%,70,-1.53%,-1.95%,-1.62%,无权,无权,无权,93.38,20.86,114.24,2.50%,26%,22%,17%,0.63,0.16,1.09,AAA,4.00%,17
130,久其转债,128015,2017-07-18,久其软件,2279,计算机及应用,106.885,0.45%,-0.79%,9.09,-1.52%,4.4,0.50%,12.86,4.65,-29.30%,70.68,51.20%,4年51天,2年51天,12.10%,8.50%,7.8,1.22%,0.67%,1.11%,-1.59%,-1.84%,91.1,90.22,5.16,95.39,12.10%,71%,37%,17%,0.23,-2.1,2.74,AA,5.50%,38
131,模塑转债,127004,2017-08-16,模塑科技,700,汽车,98.187,0.20%,0.13%,4.38,4.29%,9.6,1.20%,7.72,2.65,-43.30%,56.74,73.10%,4年45天,2年45天,22.60%,12.80%,8.2,4.00%,3.31%,3.86%,2.35%,2.04%,91.01,91.48,1.34,92.82,5.80%,53%,35%,17%,0.08,-1.08,1.24,AA,5.80%,68
132,永东转债,128014,2017-07-18,永东股份,2753,石油天然气化工,103.049,-0.16%,0.35%,11.19,0.45%,4.6,1.30%,13.53,3.36,-17.30%,82.71,24.60%,4.00年,2.00年,9.00%,7.50%,3.4,2.39%,1.77%,2.27%,0.20%,-0.11%,92.41,91.9,9.39,101.29,1.70%,60%,23%,17%,0.42,-0.27,1.11,AA-,5.40%,47
133,骆驼转债,113012,2017-07-18,骆驼股份,601311,汽车,113.8,1.20%,3.08%,14.66,5.54%,55,9.50%,13.44,2,9.10%,109.08,4.30%,3.94年,1.94年,4.00%,4.40%,5.1,-1.15%,-1.56%,-1.24%,-4.86%,-5.08%,93.63,91.92,25.44,117.36,-3.00%,35%,17%,16%,0.77,1.18,0.4,AA,4.50%,26
134,光大转债,113011,2017-07-18,光大银行,601818,金融,116.1,1.06%,-0.44%,4.38,0.92%,628,1.80%,4.13,0.76,6.10%,106.05,9.50%,3.92年,无权,13.00%,13.80%,300,-1.56%,-1.99%,-1.64%,无权,无权,无权,94.01,21.91,115.92,0.20%,19%,17%,16%,0.67,0.69,0.67,AAA,4.00%,21
135,洪涛转债,128013,2016-08-23,洪涛股份,2325,建筑,99.799,0.43%,-0.43%,3.96,0.51%,13,1.10%,9.98,3.39,-60.30%,39.68,152%,3.28年,1.28年,24.30%,9.60%,12,3.74%,3.02%,3.60%,2.08%,1.69%,94.55,93.15,2.14,95.29,4.70%,35%,47%,16%,0,-0.9,0.9,AA,6.00%,76
136,海印转债,127003,2016-07-01,海印股份,861,商业零售,107.73,0.51%,0.51%,3.09,1.64%,20,1.70%,3.03,2.1,2.00%,101.98,5.60%,3年51天,1年51天,16.50%,16.80%,11.1,1.94%,1.10%,1.78%,-3.55%,-3.95%,96.79,99.08,14.87,113.95,-5.50%,25%,9%,16%,0.62,1.57,-0.23,AA,4.80%,100
137,辉丰转债,128012,2016-05-17,辉丰股份,2496,石油天然气化工,99.6,-0.10%,0.10%,3.99,0.50%,28,3.30%,7.71,3.35,-48.20%,51.75,92.50%,3年3.3天,1年3.3天,14.00%,7.30%,8.4,2.33%,1.89%,2.24%,4.89%,3.98%,97.32,87.36,10.77,98.13,1.50%,86%,39%,17%,0,-0.33,0.28,A+,7.00%,80
138,顺昌转债,128010,2016-02-23,澳洋顺昌,2245,交通运输,104.316,-0.03%,-0.03%,6.07,-1.46%,12,2.30%,9.28,3.44,-34.60%,65.41,59.50%,2.77年,0.77年,8.60%,5.60%,5.1,2.37%,1.61%,2.22%,-2.52%,-2.91%,96.57,95.1,2.45,97.56,6.90%,42%,39%,17%,0.04,-1.25,1.36,AA,5.90%,24
139,广汽转债,113009,2016-02-04,广汽集团,601238,汽车,115.6,1.81%,3.28%,14.83,9.12%,66,2.20%,14.74,1.98,0.60%,100.61,14.90%,2.77年,0.77年,1.70%,1.70%,25.5,-2.13%,-2.72%,-2.25%,-13.00%,-13.30%,98.11,97.95,12.74,110.69,4.40%,34%,29%,15%,0.56,-0.27,1.39,AAA,4.00%,12
140,九州转债,110034,2016-01-29,九州通,600998,医药,107.79,-0.01%,-0.24%,15.6,-0.95%,11,0.70%,18.42,2.35,-15.30%,84.69,27.30%,2.75年,0.75年,5.10%,4.30%,15,0.88%,0.18%,0.74%,-4.05%,-4.82%,99.51,97.33,4.92,102.25,5.40%,26%,26%,15%,0.26,-0.81,1.34,AA+,4.70%,14
141,国贸转债,110033,2016-01-19,厦门国贸,600755,交通运输,116.01,0.79%,0.88%,9.45,2.38%,28,1.70%,8.61,1.27,9.80%,109.76,5.70%,2.72年,0.72年,8.50%,9.30%,14.6,-1.60%,-2.33%,-1.75%,-14.20%,-14.50%,97.97,99.25,18.25,117.5,-1.30%,34%,16%,15%,0.7,0.9,0.52,AA+,4.30%,11
142,蓝标转债,123001,2016-01-18,蓝色光标,300058,传媒娱乐,126.2,0.80%,-0.80%,5.45,0.00%,17,4.10%,4.31,1.49,26.50%,126.45,-0.20%,2.67年,0.67年,2.50%,3.20%,3.3,-4.66%,-5.39%,-4.81%,-23.60%,-24.00%,98.3,99.67,32.57,132.23,-4.60%,39%,<2%,17%,0.85,1.75,0.04,AA,4.30%,61
